delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
99229-2527-17134-10796-1072-6674-4433-115471,26324-4509-10750-22441-3509-14979-12230-7667,13583-1298-4879-6354-5627-5935-2133-16737,27768-1682-6331-6586-7453-6722-9729-5743,8425-3165-22018-7035-13819-16880-3014-25119,20619-9817-38882-24417-9664-24871-8670-14948,11989-4427-15936-8508-10165-17940-4149-9016,4830-570-8375-3245-7392-4134-7460-4308,hard
2527-17134-10796-1072-6674-4433-115471-39202,4509-10750-22441-3509-14979-12230-7667-1997,1298-4879-6354-5627-5935-2133-16737-966,1682-6331-6586-7453-6722-9729-5743-1350,3165-22018-7035-13819-16880-3014-25119-3032,9817-38882-24417-9664-24871-8670-14948-3301,4427-15936-8508-10165-17940-4149-9016-2784,570-8375-3245-7392-4134-7460-4308-816,hard
17134-10796-1072-6674-4433-115471-39202-11287,10750-22441-3509-14979-12230-7667-1997-19638,4879-6354-5627-5935-2133-16737-966-8347,6331-6586-7453-6722-9729-5743-1350-15481,22018-7035-13819-16880-3014-25119-3032-13123,38882-24417-9664-24871-8670-14948-3301-12634,15936-8508-10165-17940-4149-9016-2784-11175,8375-3245-7392-4134-7460-4308-816-4040,hard
10796-1072-6674-4433-115471-39202-11287-36650,22441-3509-14979-12230-7667-1997-19638-7554,6354-5627-5935-2133-16737-966-8347-5799,6586-7453-6722-9729-5743-1350-15481-21576,7035-13819-16880-3014-25119-3032-13123-1582,24417-9664-24871-8670-14948-3301-12634-17937,8508-10165-17940-4149-9016-2784-11175-9518,3245-7392-4134-7460-4308-816-4040-11216,easy
1072-6674-4433-115471-39202-11287-36650-7064,3509-14979-12230-7667-1997-19638-7554-9479,5627-5935-2133-16737-966-8347-5799-10665,7453-6722-9729-5743-1350-15481-21576-5676,13819-16880-3014-25119-3032-13123-1582-10386,9664-24871-8670-14948-3301-12634-17937-18048,10165-17940-4149-9016-2784-11175-9518-12678,7392-4134-7460-4308-816-4040-11216-2592,easy
6674-4433-115471-39202-11287-36650-7064-2049,14979-12230-7667-1997-19638-7554-9479-5871,5935-2133-16737-966-8347-5799-10665-11000,6722-9729-5743-1350-15481-21576-5676-10536,16880-3014-25119-3032-13123-1582-10386-3714,24871-8670-14948-3301-12634-17937-18048-12434,17940-4149-9016-2784-11175-9518-12678-6943,4134-7460-4308-816-4040-11216-2592-8534,easy
4433-115471-39202-11287-36650-7064-2049-6147,12230-7667-1997-19638-7554-9479-5871-12399,2133-16737-966-8347-5799-10665-11000-2362,9729-5743-1350-15481-21576-5676-10536-22864,3014-25119-3032-13123-1582-10386-3714-5956,8670-14948-3301-12634-17937-18048-12434-10428,4149-9016-2784-11175-9518-12678-6943-8741,7460-4308-816-4040-11216-2592-8534-10823,easy
115471-39202-11287-36650-7064-2049-6147-16005,7667-1997-19638-7554-9479-5871-12399-5483,16737-966-8347-5799-10665-11000-2362-20354,5743-1350-15481-21576-5676-10536-22864-14071,25119-3032-13123-1582-10386-3714-5956-9116,14948-3301-12634-17937-18048-12434-10428-14197,9016-2784-11175-9518-12678-6943-8741-4627,4308-816-4040-11216-2592-8534-10823-6076,easy
39202-11287-36650-7064-2049-6147-16005-2295,1997-19638-7554-9479-5871-12399-5483-8683,966-8347-5799-10665-11000-2362-20354-9539,1350-15481-21576-5676-10536-22864-14071-1579,3032-13123-1582-10386-3714-5956-9116-6119,3301-12634-17937-18048-12434-10428-14197-10403,2784-11175-9518-12678-6943-8741-4627-3198,816-4040-11216-2592-8534-10823-6076-2001,easy
11287-36650-7064-2049-6147-16005-2295-14878,19638-7554-9479-5871-12399-5483-8683-10405,8347-5799-10665-11000-2362-20354-9539-9115,15481-21576-5676-10536-22864-14071-1579-14645,13123-1582-10386-3714-5956-9116-6119-7862,12634-17937-18048-12434-10428-14197-10403-14967,11175-9518-12678-6943-8741-4627-3198-4705,4040-11216-2592-8534-10823-6076-2001-2907,easy
36650-7064-2049-6147-16005-2295-14878-15208,7554-9479-5871-12399-5483-8683-10405-7885,5799-10665-11000-2362-20354-9539-9115-23247,21576-5676-10536-22864-14071-1579-14645-12100,1582-10386-3714-5956-9116-6119-7862-5452,17937-18048-12434-10428-14197-10403-14967-11237,9518-12678-6943-8741-4627-3198-4705-4516,11216-2592-8534-10823-6076-2001-2907-5648,easy
7064-2049-6147-16005-2295-14878-15208-31068,9479-5871-12399-5483-8683-10405-7885-8252,10665-11000-2362-20354-9539-9115-23247-30636,5676-10536-22864-14071-1579-14645-12100-13773,10386-3714-5956-9116-6119-7862-5452-8242,18048-12434-10428-14197-10403-14967-11237-45030,12678-6943-8741-4627-3198-4705-4516-5784,2592-8534-10823-6076-2001-2907-5648-7185,easy
2049-6147-16005-2295-14878-15208-31068-12877,5871-12399-5483-8683-10405-7885-8252-42831,11000-2362-20354-9539-9115-23247-30636-3798,10536-22864-14071-1579-14645-12100-13773-14610,3714-5956-9116-6119-7862-5452-8242-8532,12434-10428-14197-10403-14967-11237-45030-11217,6943-8741-4627-3198-4705-4516-5784-2739,8534-10823-6076-2001-2907-5648-7185-4263,easy
6147-16005-2295-14878-15208-31068-12877-17447,12399-5483-8683-10405-7885-8252-42831-17072,2362-20354-9539-9115-23247-30636-3798-10746,22864-14071-1579-14645-12100-13773-14610-8664,5956-9116-6119-7862-5452-8242-8532-18704,10428-14197-10403-14967-11237-45030-11217-9951,8741-4627-3198-4705-4516-5784-2739-5240,10823-6076-2001-2907-5648-7185-4263-2406,hard
16005-2295-14878-15208-31068-12877-17447-19155,5483-8683-10405-7885-8252-42831-17072-19588,20354-9539-9115-23247-30636-3798-10746-9017,14071-1579-14645-12100-13773-14610-8664-7689,9116-6119-7862-5452-8242-8532-18704-5394,14197-10403-14967-11237-45030-11217-9951-20539,4627-3198-4705-4516-5784-2739-5240-13269,6076-2001-2907-5648-7185-4263-2406-3364,hard
2295-14878-15208-31068-12877-17447-19155-18990,8683-10405-7885-8252-42831-17072-19588-24856,9539-9115-23247-30636-3798-10746-9017-33376,1579-14645-12100-13773-14610-8664-7689-2881,6119-7862-5452-8242-8532-18704-5394-3900,10403-14967-11237-45030-11217-9951-20539-16232,3198-4705-4516-5784-2739-5240-13269-16636,2001-2907-5648-7185-4263-2406-3364-10281,hard
14878-15208-31068-12877-17447-19155-18990-4874,10405-7885-8252-42831-17072-19588-24856-7567,9115-23247-30636-3798-10746-9017-33376-11365,14645-12100-13773-14610-8664-7689-2881-8574,7862-5452-8242-8532-18704-5394-3900-5839,14967-11237-45030-11217-9951-20539-16232-13711,4705-4516-5784-2739-5240-13269-16636-6647,2907-5648-7185-4263-2406-3364-10281-7472,hard
15208-31068-12877-17447-19155-18990-4874-17360,7885-8252-42831-17072-19588-24856-7567-7786,23247-30636-3798-10746-9017-33376-11365-9801,12100-13773-14610-8664-7689-2881-8574-7614,5452-8242-8532-18704-5394-3900-5839-8394,11237-45030-11217-9951-20539-16232-13711-9876,4516-5784-2739-5240-13269-16636-6647-1648,5648-7185-4263-2406-3364-10281-7472-2972,hard
31068-12877-17447-19155-18990-4874-17360-13225,8252-42831-17072-19588-24856-7567-7786-11021,30636-3798-10746-9017-33376-11365-9801-2456,13773-14610-8664-7689-2881-8574-7614-1705,8242-8532-18704-5394-3900-5839-8394-7130,45030-11217-9951-20539-16232-13711-9876-13563,5784-2739-5240-13269-16636-6647-1648-4577,7185-4263-2406-3364-10281-7472-2972-5444,hard
12877-17447-19155-18990-4874-17360-13225-2113,42831-17072-19588-24856-7567-7786-11021-12967,3798-10746-9017-33376-11365-9801-2456-1645,14610-8664-7689-2881-8574-7614-1705-17992,8532-18704-5394-3900-5839-8394-7130-7415,11217-9951-20539-16232-13711-9876-13563-9052,2739-5240-13269-16636-6647-1648-4577-13595,4263-2406-3364-10281-7472-2972-5444-4983,easy
17447-19155-18990-4874-17360-13225-2113-5163,17072-19588-24856-7567-7786-11021-12967-14653,10746-9017-33376-11365-9801-2456-1645-6905,8664-7689-2881-8574-7614-1705-17992-1590,18704-5394-3900-5839-8394-7130-7415-16746,9951-20539-16232-13711-9876-13563-9052-9249,5240-13269-16636-6647-1648-4577-13595-9835,2406-3364-10281-7472-2972-5444-4983-8203,easy
19155-18990-4874-17360-13225-2113-5163-331990,19588-24856-7567-7786-11021-12967-14653-72964,9017-33376-11365-9801-2456-1645-6905-8930,7689-2881-8574-7614-1705-17992-1590-9410,5394-3900-5839-8394-7130-7415-16746-19187,20539-16232-13711-9876-13563-9052-9249-24107,13269-16636-6647-1648-4577-13595-9835-6670,3364-10281-7472-2972-5444-4983-8203-6096,easy
18990-4874-17360-13225-2113-5163-331990-34980,24856-7567-7786-11021-12967-14653-72964-6037,33376-11365-9801-2456-1645-6905-8930-2293,2881-8574-7614-1705-17992-1590-9410-3567,3900-5839-8394-7130-7415-16746-19187-8401,16232-13711-9876-13563-9052-9249-24107-8475,16636-6647-1648-4577-13595-9835-6670-6508,10281-7472-2972-5444-4983-8203-6096-11431,easy
4874-17360-13225-2113-5163-331990-34980-98897,7567-7786-11021-12967-14653-72964-6037-30569,11365-9801-2456-1645-6905-8930-2293-4734,8574-7614-1705-17992-1590-9410-3567-3556,5839-8394-7130-7415-16746-19187-8401-1713,13711-9876-13563-9052-9249-24107-8475-5818,6647-1648-4577-13595-9835-6670-6508-2182,7472-2972-5444-4983-8203-6096-11431-1113,hard
17360-13225-2113-5163-331990-34980-98897-19719,7786-11021-12967-14653-72964-6037-30569-2984,9801-2456-1645-6905-8930-2293-4734-3941,7614-1705-17992-1590-9410-3567-3556-1534,8394-7130-7415-16746-19187-8401-1713-5241,9876-13563-9052-9249-24107-8475-5818-8023,1648-4577-13595-9835-6670-6508-2182-1547,2972-5444-4983-8203-6096-11431-1113-1298,easy
13225-2113-5163-331990-34980-98897-19719-17225,11021-12967-14653-72964-6037-30569-2984-18054,2456-1645-6905-8930-2293-4734-3941-2567,1705-17992-1590-9410-3567-3556-1534-11629,7130-7415-16746-19187-8401-1713-5241-4561,13563-9052-9249-24107-8475-5818-8023-21717,4577-13595-9835-6670-6508-2182-1547-7302,5444-4983-8203-6096-11431-1113-1298-4123,easy
2113-5163-331990-34980-98897-19719-17225-49976,12967-14653-72964-6037-30569-2984-18054-16669,1645-6905-8930-2293-4734-3941-2567-19987,17992-1590-9410-3567-3556-1534-11629-31830,7415-16746-19187-8401-1713-5241-4561-6876,9052-9249-24107-8475-5818-8023-21717-12768,13595-9835-6670-6508-2182-1547-7302-4849,4983-8203-6096-11431-1113-1298-4123-2762,easy
5163-331990-34980-98897-19719-17225-49976-34785,14653-72964-6037-30569-2984-18054-16669-26015,6905-8930-2293-4734-3941-2567-19987-11503,1590-9410-3567-3556-1534-11629-31830-15635,16746-19187-8401-1713-5241-4561-6876-18578,9249-24107-8475-5818-8023-21717-12768-11823,9835-6670-6508-2182-1547-7302-4849-7407,8203-6096-11431-1113-1298-4123-2762-3346,easy
331990-34980-98897-19719-17225-49976-34785-3061,72964-6037-30569-2984-18054-16669-26015-12569,8930-2293-4734-3941-2567-19987-11503-11510,9410-3567-3556-1534-11629-31830-15635-21463,19187-8401-1713-5241-4561-6876-18578-10361,24107-8475-5818-8023-21717-12768-11823-18304,6670-6508-2182-1547-7302-4849-7407-10764,6096-11431-1113-1298-4123-2762-3346-8078,easy
34980-98897-19719-17225-49976-34785-3061-6540,6037-30569-2984-18054-16669-26015-12569-13163,2293-4734-3941-2567-19987-11503-11510-8326,3567-3556-1534-11629-31830-15635-21463-17653,8401-1713-5241-4561-6876-18578-10361-10840,8475-5818-8023-21717-12768-11823-18304-10014,6508-2182-1547-7302-4849-7407-10764-7482,11431-1113-1298-4123-2762-3346-8078-3024,hard
98897-19719-17225-49976-34785-3061-6540-6883,30569-2984-18054-16669-26015-12569-13163-21450,4734-3941-2567-19987-11503-11510-8326-6147,3556-1534-11629-31830-15635-21463-17653-9987,1713-5241-4561-6876-18578-10361-10840-13093,5818-8023-21717-12768-11823-18304-10014-12914,2182-1547-7302-4849-7407-10764-7482-6909,1113-1298-4123-2762-3346-8078-3024-3937,hard
19719-17225-49976-34785-3061-6540-6883-6176,2984-18054-16669-26015-12569-13163-21450-16587,3941-2567-19987-11503-11510-8326-6147-5358,1534-11629-31830-15635-21463-17653-9987-15385,5241-4561-6876-18578-10361-10840-13093-6706,8023-21717-12768-11823-18304-10014-12914-19120,1547-7302-4849-7407-10764-7482-6909-8413,1298-4123-2762-3346-8078-3024-3937-5476,hard
17225-49976-34785-3061-6540-6883-6176-14366,18054-16669-26015-12569-13163-21450-16587-7263,2567-19987-11503-11510-8326-6147-5358-1656,11629-31830-15635-21463-17653-9987-15385-3533,4561-6876-18578-10361-10840-13093-6706-9547,21717-12768-11823-18304-10014-12914-19120-17187,7302-4849-7407-10764-7482-6909-8413-7991,4123-2762-3346-8078-3024-3937-5476-2527,hard
49976-34785-3061-6540-6883-6176-14366-15521,16669-26015-12569-13163-21450-16587-7263-8017,19987-11503-11510-8326-6147-5358-1656-6873,31830-15635-21463-17653-9987-15385-3533-11721,6876-18578-10361-10840-13093-6706-9547-3852,12768-11823-18304-10014-12914-19120-17187-23463,4849-7407-10764-7482-6909-8413-7991-7018,2762-3346-8078-3024-3937-5476-2527-3607,hard
34785-3061-6540-6883-6176-14366-15521-10785,26015-12569-13163-21450-16587-7263-8017-14510,11503-11510-8326-6147-5358-1656-6873-5664,15635-21463-17653-9987-15385-3533-11721-13338,18578-10361-10840-13093-6706-9547-3852-10866,11823-18304-10014-12914-19120-17187-23463-11798,7407-10764-7482-6909-8413-7991-7018-3336,3346-8078-3024-3937-5476-2527-3607-6548,hard
3061-6540-6883-6176-14366-15521-10785-6335,12569-13163-21450-16587-7263-8017-14510-12057,11510-8326-6147-5358-1656-6873-5664-889,21463-17653-9987-15385-3533-11721-13338-9127,10361-10840-13093-6706-9547-3852-10866-6239,18304-10014-12914-19120-17187-23463-11798-16302,10764-7482-6909-8413-7991-7018-3336-4918,8078-3024-3937-5476-2527-3607-6548-4933,hard
6540-6883-6176-14366-15521-10785-6335-3481,13163-21450-16587-7263-8017-14510-12057-6787,8326-6147-5358-1656-6873-5664-889-5734,17653-9987-15385-3533-11721-13338-9127-11782,10840-13093-6706-9547-3852-10866-6239-10689,10014-12914-19120-17187-23463-11798-16302-12693,7482-6909-8413-7991-7018-3336-4918-9216,3024-3937-5476-2527-3607-6548-4933-3581,hard
6883-6176-14366-15521-10785-6335-3481-8384,21450-16587-7263-8017-14510-12057-6787-5685,6147-5358-1656-6873-5664-889-5734-10279,9987-15385-3533-11721-13338-9127-11782-6453,13093-6706-9547-3852-10866-6239-10689-16380,12914-19120-17187-23463-11798-16302-12693-15179,6909-8413-7991-7018-3336-4918-9216-14192,3937-5476-2527-3607-6548-4933-3581-6808,easy
6176-14366-15521-10785-6335-3481-8384-2312,16587-7263-8017-14510-12057-6787-5685-7955,5358-1656-6873-5664-889-5734-10279-2858,15385-3533-11721-13338-9127-11782-6453-3300,6706-9547-3852-10866-6239-10689-16380-6335,19120-17187-23463-11798-16302-12693-15179-11114,8413-7991-7018-3336-4918-9216-14192-5720,5476-2527-3607-6548-4933-3581-6808-4357,easy
14366-15521-10785-6335-3481-8384-2312-2615,7263-8017-14510-12057-6787-5685-7955-23949,1656-6873-5664-889-5734-10279-2858-5281,3533-11721-13338-9127-11782-6453-3300-2006,9547-3852-10866-6239-10689-16380-6335-9158,17187-23463-11798-16302-12693-15179-11114-6326,7991-7018-3336-4918-9216-14192-5720-4651,2527-3607-6548-4933-3581-6808-4357-3406,easy
15521-10785-6335-3481-8384-2312-2615-2474,8017-14510-12057-6787-5685-7955-23949-15382,6873-5664-889-5734-10279-2858-5281-5696,11721-13338-9127-11782-6453-3300-2006-7392,3852-10866-6239-10689-16380-6335-9158-5703,23463-11798-16302-12693-15179-11114-6326-9988,7018-3336-4918-9216-14192-5720-4651-12619,3607-6548-4933-3581-6808-4357-3406-3332,easy
10785-6335-3481-8384-2312-2615-2474-15858,14510-12057-6787-5685-7955-23949-15382-18612,5664-889-5734-10279-2858-5281-5696-5384,13338-9127-11782-6453-3300-2006-7392-5933,10866-6239-10689-16380-6335-9158-5703-7920,11798-16302-12693-15179-11114-6326-9988-25430,3336-4918-9216-14192-5720-4651-12619-8972,6548-4933-3581-6808-4357-3406-3332-5997,easy
6335-3481-8384-2312-2615-2474-15858-70325,12057-6787-5685-7955-23949-15382-18612-17953,889-5734-10279-2858-5281-5696-5384-1574,9127-11782-6453-3300-2006-7392-5933-3115,6239-10689-16380-6335-9158-5703-7920-7186,16302-12693-15179-11114-6326-9988-25430-7663,4918-9216-14192-5720-4651-12619-8972-2265,4933-3581-6808-4357-3406-3332-5997-1076,easy
3481-8384-2312-2615-2474-15858-70325-13625,6787-5685-7955-23949-15382-18612-17953-3286,5734-10279-2858-5281-5696-5384-1574-2790,11782-6453-3300-2006-7392-5933-3115-3422,10689-16380-6335-9158-5703-7920-7186-1056,12693-15179-11114-6326-9988-25430-7663-2948,9216-14192-5720-4651-12619-8972-2265-1463,3581-6808-4357-3406-3332-5997-1076-1259,easy
8384-2312-2615-2474-15858-70325-13625-33835,5685-7955-23949-15382-18612-17953-3286-16083,10279-2858-5281-5696-5384-1574-2790-8025,6453-3300-2006-7392-5933-3115-3422-17654,16380-6335-9158-5703-7920-7186-1056-9199,15179-11114-6326-9988-25430-7663-2948-23662,14192-5720-4651-12619-8972-2265-1463-7743,6808-4357-3406-3332-5997-1076-1259-2685,easy
2312-2615-2474-15858-70325-13625-33835-1218,7955-23949-15382-18612-17953-3286-16083-1446,2858-5281-5696-5384-1574-2790-8025-2332,3300-2006-7392-5933-3115-3422-17654-1877,6335-9158-5703-7920-7186-1056-9199-1808,11114-6326-9988-25430-7663-2948-23662-4140,5720-4651-12619-8972-2265-1463-7743-966,4357-3406-3332-5997-1076-1259-2685-1321,easy
2615-2474-15858-70325-13625-33835-1218-5335,23949-15382-18612-17953-3286-16083-1446-6029,5281-5696-5384-1574-2790-8025-2332-6852,2006-7392-5933-3115-3422-17654-1877-7452,9158-5703-7920-7186-1056-9199-1808-16364,6326-9988-25430-7663-2948-23662-4140-9732,4651-12619-8972-2265-1463-7743-966-8408,3406-3332-5997-1076-1259-2685-1321-2831,easy
2474-15858-70325-13625-33835-1218-5335-3631,15382-18612-17953-3286-16083-1446-6029-11545,5696-5384-1574-2790-8025-2332-6852-4113,7392-5933-3115-3422-17654-1877-7452-13180,5703-7920-7186-1056-9199-1808-16364-14837,9988-25430-7663-2948-23662-4140-9732-16671,12619-8972-2265-1463-7743-966-8408-5511,3332-5997-1076-1259-2685-1321-2831-6297,hard
15858-70325-13625-33835-1218-5335-3631-422327,18612-17953-3286-16083-1446-6029-11545-9233,5384-1574-2790-8025-2332-6852-4113-6874,5933-3115-3422-17654-1877-7452-13180-7033,7920-7186-1056-9199-1808-16364-14837-12154,25430-7663-2948-23662-4140-9732-16671-14165,8972-2265-1463-7743-966-8408-5511-3997,5997-1076-1259-2685-1321-2831-6297-5830,hard
