delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
227192-69944-61073-18203-163093-857452-1918003-507788,32954-3011-36670-62059-105351-1586157-441636-805442,429-2450-21900-5180-8933-93742-178577-215029,1677-2417-22230-13218-7128-146525-246476-108023,1198-6934-8516-10703-4767-174581-179377-44923,743-1978-1995-7584-5306-34332-181071-67344,702-1157-5652-2234-3392-36639-168938-65105,743-1071-5024-8442-1545-52308-129646-63571,easy
69944-61073-18203-163093-857452-1918003-507788-1765806,3011-36670-62059-105351-1586157-441636-805442-171885,2450-21900-5180-8933-93742-178577-215029-113576,2417-22230-13218-7128-146525-246476-108023-15183,6934-8516-10703-4767-174581-179377-44923-23187,1978-1995-7584-5306-34332-181071-67344-41196,1157-5652-2234-3392-36639-168938-65105-30534,1071-5024-8442-1545-52308-129646-63571-33284,easy
61073-18203-163093-857452-1918003-507788-1765806-261873,36670-62059-105351-1586157-441636-805442-171885-6892,21900-5180-8933-93742-178577-215029-113576-8491,22230-13218-7128-146525-246476-108023-15183-9769,8516-10703-4767-174581-179377-44923-23187-3067,1995-7584-5306-34332-181071-67344-41196-4349,5652-2234-3392-36639-168938-65105-30534-1618,5024-8442-1545-52308-129646-63571-33284-2753,easy
18203-163093-857452-1918003-507788-1765806-261873-1120101,62059-105351-1586157-441636-805442-171885-6892-168029,5180-8933-93742-178577-215029-113576-8491-4878,13218-7128-146525-246476-108023-15183-9769-39095,10703-4767-174581-179377-44923-23187-3067-10590,7584-5306-34332-181071-67344-41196-4349-5349,2234-3392-36639-168938-65105-30534-1618-8933,8442-1545-52308-129646-63571-33284-2753-7969,hard
163093-857452-1918003-507788-1765806-261873-1120101-1510209,105351-1586157-441636-805442-171885-6892-168029-148428,8933-93742-178577-215029-113576-8491-4878-64842,7128-146525-246476-108023-15183-9769-39095-22593,4767-174581-179377-44923-23187-3067-10590-3624,5306-34332-181071-67344-41196-4349-5349-6787,3392-36639-168938-65105-30534-1618-8933-11863,1545-52308-129646-63571-33284-2753-7969-9348,easy
857452-1918003-507788-1765806-261873-1120101-1510209-2487955,1586157-441636-805442-171885-6892-168029-148428-850044,93742-178577-215029-113576-8491-4878-64842-28628,146525-246476-108023-15183-9769-39095-22593-75709,174581-179377-44923-23187-3067-10590-3624-22778,34332-181071-67344-41196-4349-5349-6787-23632,36639-168938-65105-30534-1618-8933-11863-24485,52308-129646-63571-33284-2753-7969-9348-33603,easy
1918003-507788-1765806-261873-1120101-1510209-2487955-148603,441636-805442-171885-6892-168029-148428-850044-26839,178577-215029-113576-8491-4878-64842-28628-5464,246476-108023-15183-9769-39095-22593-75709-4163,179377-44923-23187-3067-10590-3624-22778-6296,181071-67344-41196-4349-5349-6787-23632-2565,168938-65105-30534-1618-8933-11863-24485-2221,129646-63571-33284-2753-7969-9348-33603-1536,easy
507788-1765806-261873-1120101-1510209-2487955-148603-125832,805442-171885-6892-168029-148428-850044-26839-72196,215029-113576-8491-4878-64842-28628-5464-8566,108023-15183-9769-39095-22593-75709-4163-6657,44923-23187-3067-10590-3624-22778-6296-5952,67344-41196-4349-5349-6787-23632-2565-5365,65105-30534-1618-8933-11863-24485-2221-10195,63571-33284-2753-7969-9348-33603-1536-4526,easy
1765806-261873-1120101-1510209-2487955-148603-125832-1508510,171885-6892-168029-148428-850044-26839-72196-395850,113576-8491-4878-64842-28628-5464-8566-526253,15183-9769-39095-22593-75709-4163-6657-325001,23187-3067-10590-3624-22778-6296-5952-138814,41196-4349-5349-6787-23632-2565-5365-108201,30534-1618-8933-11863-24485-2221-10195-108264,33284-2753-7969-9348-33603-1536-4526-78790,easy
261873-1120101-1510209-2487955-148603-125832-1508510-589242,6892-168029-148428-850044-26839-72196-395850-143062,8491-4878-64842-28628-5464-8566-526253-139530,9769-39095-22593-75709-4163-6657-325001-67724,3067-10590-3624-22778-6296-5952-138814-34905,4349-5349-6787-23632-2565-5365-108201-42602,1618-8933-11863-24485-2221-10195-108264-28277,2753-7969-9348-33603-1536-4526-78790-29888,easy
1120101-1510209-2487955-148603-125832-1508510-589242-1088834,168029-148428-850044-26839-72196-395850-143062-1349734,4878-64842-28628-5464-8566-526253-139530-219012,39095-22593-75709-4163-6657-325001-67724-63655,10590-3624-22778-6296-5952-138814-34905-126171,5349-6787-23632-2565-5365-108201-42602-74402,8933-11863-24485-2221-10195-108264-28277-184191,7969-9348-33603-1536-4526-78790-29888-100199,easy
1510209-2487955-148603-125832-1508510-589242-1088834-683626,148428-850044-26839-72196-395850-143062-1349734-107149,64842-28628-5464-8566-526253-139530-219012-7669,22593-75709-4163-6657-325001-67724-63655-17033,3624-22778-6296-5952-138814-34905-126171-5322,6787-23632-2565-5365-108201-42602-74402-3866,11863-24485-2221-10195-108264-28277-184191-15689,9348-33603-1536-4526-78790-29888-100199-4452,hard
2487955-148603-125832-1508510-589242-1088834-683626-116220,850044-26839-72196-395850-143062-1349734-107149-6296,28628-5464-8566-526253-139530-219012-7669-5240,75709-4163-6657-325001-67724-63655-17033-1168,22778-6296-5952-138814-34905-126171-5322-2621,23632-2565-5365-108201-42602-74402-3866-3035,24485-2221-10195-108264-28277-184191-15689-1173,33603-1536-4526-78790-29888-100199-4452-1119,easy
148603-125832-1508510-589242-1088834-683626-116220-11543,26839-72196-395850-143062-1349734-107149-6296-15203,5464-8566-526253-139530-219012-7669-5240-5662,4163-6657-325001-67724-63655-17033-1168-10662,6296-5952-138814-34905-126171-5322-2621-6821,2565-5365-108201-42602-74402-3866-3035-19109,2221-10195-108264-28277-184191-15689-1173-17178,1536-4526-78790-29888-100199-4452-1119-17002,easy
125832-1508510-589242-1088834-683626-116220-11543-1284638,72196-395850-143062-1349734-107149-6296-15203-139052,8566-526253-139530-219012-7669-5240-5662-42120,6657-325001-67724-63655-17033-1168-10662-15005,5952-138814-34905-126171-5322-2621-6821-15936,5365-108201-42602-74402-3866-3035-19109-22611,10195-108264-28277-184191-15689-1173-17178-12774,4526-78790-29888-100199-4452-1119-17002-14817,easy
1508510-589242-1088834-683626-116220-11543-1284638-251338,395850-143062-1349734-107149-6296-15203-139052-26930,526253-139530-219012-7669-5240-5662-42120-11909,325001-67724-63655-17033-1168-10662-15005-3250,138814-34905-126171-5322-2621-6821-15936-943,108201-42602-74402-3866-3035-19109-22611-4903,108264-28277-184191-15689-1173-17178-12774-7617,78790-29888-100199-4452-1119-17002-14817-1449,easy
589242-1088834-683626-116220-11543-1284638-251338-300248,143062-1349734-107149-6296-15203-139052-26930-195322,139530-219012-7669-5240-5662-42120-11909-106006,67724-63655-17033-1168-10662-15005-3250-38690,34905-126171-5322-2621-6821-15936-943-25125,42602-74402-3866-3035-19109-22611-4903-33067,28277-184191-15689-1173-17178-12774-7617-25727,29888-100199-4452-1119-17002-14817-1449-23150,easy
1088834-683626-116220-11543-1284638-251338-300248-86630,1349734-107149-6296-15203-139052-26930-195322-8955,219012-7669-5240-5662-42120-11909-106006-4887,63655-17033-1168-10662-15005-3250-38690-4480,126171-5322-2621-6821-15936-943-25125-3685,74402-3866-3035-19109-22611-4903-33067-1664,184191-15689-1173-17178-12774-7617-25727-990,100199-4452-1119-17002-14817-1449-23150-1304,hard
683626-116220-11543-1284638-251338-300248-86630-1759773,107149-6296-15203-139052-26930-195322-8955-100703,7669-5240-5662-42120-11909-106006-4887-75048,17033-1168-10662-15005-3250-38690-4480-84817,5322-2621-6821-15936-943-25125-3685-33741,3866-3035-19109-22611-4903-33067-1664-38094,15689-1173-17178-12774-7617-25727-990-20782,4452-1119-17002-14817-1449-23150-1304-21568,easy
116220-11543-1284638-251338-300248-86630-1759773-423275,6296-15203-139052-26930-195322-8955-100703-48134,5240-5662-42120-11909-106006-4887-75048-4047,1168-10662-15005-3250-38690-4480-84817-2316,2621-6821-15936-943-25125-3685-33741-3185,3035-19109-22611-4903-33067-1664-38094-5562,1173-17178-12774-7617-25727-990-20782-2706,1119-17002-14817-1449-23150-1304-21568-928,easy
11543-1284638-251338-300248-86630-1759773-423275-129046,15203-139052-26930-195322-8955-100703-48134-308569,5662-42120-11909-106006-4887-75048-4047-14690,10662-15005-3250-38690-4480-84817-2316-8504,6821-15936-943-25125-3685-33741-3185-16892,19109-22611-4903-33067-1664-38094-5562-17464,17178-12774-7617-25727-990-20782-2706-24573,17002-14817-1449-23150-1304-21568-928-6738,easy
1284638-251338-300248-86630-1759773-423275-129046-895249,139052-26930-195322-8955-100703-48134-308569-366624,42120-11909-106006-4887-75048-4047-14690-171204,15005-3250-38690-4480-84817-2316-8504-37950,15936-943-25125-3685-33741-3185-16892-15664,22611-4903-33067-1664-38094-5562-17464-17975,12774-7617-25727-990-20782-2706-24573-17755,14817-1449-23150-1304-21568-928-6738-5542,easy
251338-300248-86630-1759773-423275-129046-895249-157830,26930-195322-8955-100703-48134-308569-366624-29924,11909-106006-4887-75048-4047-14690-171204-7298,3250-38690-4480-84817-2316-8504-37950-11215,943-25125-3685-33741-3185-16892-15664-6660,4903-33067-1664-38094-5562-17464-17975-5014,7617-25727-990-20782-2706-24573-17755-1664,1449-23150-1304-21568-928-6738-5542-1659,hard
300248-86630-1759773-423275-129046-895249-157830-107992,195322-8955-100703-48134-308569-366624-29924-16306,106006-4887-75048-4047-14690-171204-7298-866,38690-4480-84817-2316-8504-37950-11215-4876,25125-3685-33741-3185-16892-15664-6660-8809,33067-1664-38094-5562-17464-17975-5014-8406,25727-990-20782-2706-24573-17755-1664-5171,23150-1304-21568-928-6738-5542-1659-3656,easy
86630-1759773-423275-129046-895249-157830-107992-271198,8955-100703-48134-308569-366624-29924-16306-232589,4887-75048-4047-14690-171204-7298-866-95688,4480-84817-2316-8504-37950-11215-4876-28708,3685-33741-3185-16892-15664-6660-8809-22651,1664-38094-5562-17464-17975-5014-8406-11015,990-20782-2706-24573-17755-1664-5171-16214,1304-21568-928-6738-5542-1659-3656-6056,hard
1759773-423275-129046-895249-157830-107992-271198-81391,100703-48134-308569-366624-29924-16306-232589-15536,75048-4047-14690-171204-7298-866-95688-3011,84817-2316-8504-37950-11215-4876-28708-2938,33741-3185-16892-15664-6660-8809-22651-2226,38094-5562-17464-17975-5014-8406-11015-3070,20782-2706-24573-17755-1664-5171-16214-2848,21568-928-6738-5542-1659-3656-6056-2961,hard
423275-129046-895249-157830-107992-271198-81391-81078,48134-308569-366624-29924-16306-232589-15536-31939,4047-14690-171204-7298-866-95688-3011-6042,2316-8504-37950-11215-4876-28708-2938-5523,3185-16892-15664-6660-8809-22651-2226-4912,5562-17464-17975-5014-8406-11015-3070-3272,2706-24573-17755-1664-5171-16214-2848-2668,928-6738-5542-1659-3656-6056-2961-3721,easy
129046-895249-157830-107992-271198-81391-81078-87127,308569-366624-29924-16306-232589-15536-31939-11445,14690-171204-7298-866-95688-3011-6042-1423,8504-37950-11215-4876-28708-2938-5523-6344,16892-15664-6660-8809-22651-2226-4912-10041,17464-17975-5014-8406-11015-3070-3272-5339,24573-17755-1664-5171-16214-2848-2668-4866,6738-5542-1659-3656-6056-2961-3721-1309,easy
895249-157830-107992-271198-81391-81078-87127-114594,366624-29924-16306-232589-15536-31939-11445-26270,171204-7298-866-95688-3011-6042-1423-3332,37950-11215-4876-28708-2938-5523-6344-1605,15664-6660-8809-22651-2226-4912-10041-1543,17975-5014-8406-11015-3070-3272-5339-1228,17755-1664-5171-16214-2848-2668-4866-1467,5542-1659-3656-6056-2961-3721-1309-384,hard
