delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
81762-14559-26439-918535-12465-117688-213792-89092,87569-1833-33620-181964-21701-65329-58341-22248,10707-1037-13990-19523-17937-4424-14543-4950,10720-3201-9165-35520-7263-5215-29109-2984,5298-2509-13882-11305-5766-5255-33722-1848,8526-2147-10169-21069-5538-2901-60304-1949,1690-603-2182-4815-2541-848-9858-937,1163-723-3516-5655-2359-766-10914-496,easy
14559-26439-918535-12465-117688-213792-89092-127070,1833-33620-181964-21701-65329-58341-22248-18704,1037-13990-19523-17937-4424-14543-4950-4574,3201-9165-35520-7263-5215-29109-2984-3600,2509-13882-11305-5766-5255-33722-1848-2699,2147-10169-21069-5538-2901-60304-1949-1313,603-2182-4815-2541-848-9858-937-572,723-3516-5655-2359-766-10914-496-246,easy
26439-918535-12465-117688-213792-89092-127070-44769,33620-181964-21701-65329-58341-22248-18704-6243,13990-19523-17937-4424-14543-4950-4574-321,9165-35520-7263-5215-29109-2984-3600-5383,13882-11305-5766-5255-33722-1848-2699-2918,10169-21069-5538-2901-60304-1949-1313-468,2182-4815-2541-848-9858-937-572-302,3516-5655-2359-766-10914-496-246-356,easy
918535-12465-117688-213792-89092-127070-44769-503783,181964-21701-65329-58341-22248-18704-6243-102300,19523-17937-4424-14543-4950-4574-321-7310,35520-7263-5215-29109-2984-3600-5383-17085,11305-5766-5255-33722-1848-2699-2918-12096,21069-5538-2901-60304-1949-1313-468-3280,4815-2541-848-9858-937-572-302-1575,5655-2359-766-10914-496-246-356-1911,easy
12465-117688-213792-89092-127070-44769-503783-1149986,21701-65329-58341-22248-18704-6243-102300-108854,17937-4424-14543-4950-4574-321-7310-21563,7263-5215-29109-2984-3600-5383-17085-26388,5766-5255-33722-1848-2699-2918-12096-38864,5538-2901-60304-1949-1313-468-3280-4302,2541-848-9858-937-572-302-1575-3193,2359-766-10914-496-246-356-1911-2058,easy
117688-213792-89092-127070-44769-503783-1149986-126240,65329-58341-22248-18704-6243-102300-108854-45917,4424-14543-4950-4574-321-7310-21563-22435,5215-29109-2984-3600-5383-17085-26388-3254,5255-33722-1848-2699-2918-12096-38864-3107,2901-60304-1949-1313-468-3280-4302-2417,848-9858-937-572-302-1575-3193-773,766-10914-496-246-356-1911-2058-454,easy
213792-89092-127070-44769-503783-1149986-126240-1573903,58341-22248-18704-6243-102300-108854-45917-61435,14543-4950-4574-321-7310-21563-22435-16935,29109-2984-3600-5383-17085-26388-3254-35722,33722-1848-2699-2918-12096-38864-3107-9425,60304-1949-1313-468-3280-4302-2417-9518,9858-937-572-302-1575-3193-773-2117,10914-496-246-356-1911-2058-454-1765,easy
89092-127070-44769-503783-1149986-126240-1573903-23204,22248-18704-6243-102300-108854-45917-61435-12988,4950-4574-321-7310-21563-22435-16935-6959,2984-3600-5383-17085-26388-3254-35722-9237,1848-2699-2918-12096-38864-3107-9425-6217,1949-1313-468-3280-4302-2417-9518-3975,937-572-302-1575-3193-773-2117-1542,496-246-356-1911-2058-454-1765-481,easy
127070-44769-503783-1149986-126240-1573903-23204-10808,18704-6243-102300-108854-45917-61435-12988-6318,4574-321-7310-21563-22435-16935-6959-2499,3600-5383-17085-26388-3254-35722-9237-5287,2699-2918-12096-38864-3107-9425-6217-2565,1313-468-3280-4302-2417-9518-3975-6263,572-302-1575-3193-773-2117-1542-4048,246-356-1911-2058-454-1765-481-3408,easy
44769-503783-1149986-126240-1573903-23204-10808-368647,6243-102300-108854-45917-61435-12988-6318-84681,321-7310-21563-22435-16935-6959-2499-14516,5383-17085-26388-3254-35722-9237-5287-2053,2918-12096-38864-3107-9425-6217-2565-7865,468-3280-4302-2417-9518-3975-6263-13332,302-1575-3193-773-2117-1542-4048-12499,356-1911-2058-454-1765-481-3408-5376,easy
503783-1149986-126240-1573903-23204-10808-368647-24545,102300-108854-45917-61435-12988-6318-84681-25303,7310-21563-22435-16935-6959-2499-14516-4911,17085-26388-3254-35722-9237-5287-2053-15645,12096-38864-3107-9425-6217-2565-7865-3439,3280-4302-2417-9518-3975-6263-13332-10339,1575-3193-773-2117-1542-4048-12499-3324,1911-2058-454-1765-481-3408-5376-7643,easy
1149986-126240-1573903-23204-10808-368647-24545-87689,108854-45917-61435-12988-6318-84681-25303-39158,21563-22435-16935-6959-2499-14516-4911-7119,26388-3254-35722-9237-5287-2053-15645-11065,38864-3107-9425-6217-2565-7865-3439-3206,4302-2417-9518-3975-6263-13332-10339-2462,3193-773-2117-1542-4048-12499-3324-3965,2058-454-1765-481-3408-5376-7643-1372,easy
126240-1573903-23204-10808-368647-24545-87689-185620,45917-61435-12988-6318-84681-25303-39158-167840,22435-16935-6959-2499-14516-4911-7119-3772,3254-35722-9237-5287-2053-15645-11065-3230,3107-9425-6217-2565-7865-3439-3206-17566,2417-9518-3975-6263-13332-10339-2462-4363,773-2117-1542-4048-12499-3324-3965-1779,454-1765-481-3408-5376-7643-1372-1647,easy
1573903-23204-10808-368647-24545-87689-185620-88903,61435-12988-6318-84681-25303-39158-167840-18058,16935-6959-2499-14516-4911-7119-3772-18120,35722-9237-5287-2053-15645-11065-3230-1941,9425-6217-2565-7865-3439-3206-17566-3867,9518-3975-6263-13332-10339-2462-4363-1628,2117-1542-4048-12499-3324-3965-1779-2449,1765-481-3408-5376-7643-1372-1647-3576,easy
23204-10808-368647-24545-87689-185620-88903-391677,12988-6318-84681-25303-39158-167840-18058-41262,6959-2499-14516-4911-7119-3772-18120-29802,9237-5287-2053-15645-11065-3230-1941-8289,6217-2565-7865-3439-3206-17566-3867-6201,3975-6263-13332-10339-2462-4363-1628-4059,1542-4048-12499-3324-3965-1779-2449-1325,481-3408-5376-7643-1372-1647-3576-1763,easy
10808-368647-24545-87689-185620-88903-391677-18954,6318-84681-25303-39158-167840-18058-41262-29036,2499-14516-4911-7119-3772-18120-29802-7570,5287-2053-15645-11065-3230-1941-8289-7993,2565-7865-3439-3206-17566-3867-6201-2239,6263-13332-10339-2462-4363-1628-4059-2637,4048-12499-3324-3965-1779-2449-1325-1632,3408-5376-7643-1372-1647-3576-1763-1387,easy
368647-24545-87689-185620-88903-391677-18954-20546,84681-25303-39158-167840-18058-41262-29036-2066,14516-4911-7119-3772-18120-29802-7570-5000,2053-15645-11065-3230-1941-8289-7993-6243,7865-3439-3206-17566-3867-6201-2239-3267,13332-10339-2462-4363-1628-4059-2637-5183,12499-3324-3965-1779-2449-1325-1632-2749,5376-7643-1372-1647-3576-1763-1387-11423,easy
24545-87689-185620-88903-391677-18954-20546-183806,25303-39158-167840-18058-41262-29036-2066-51966,4911-7119-3772-18120-29802-7570-5000-22387,15645-11065-3230-1941-8289-7993-6243-17386,3439-3206-17566-3867-6201-2239-3267-10728,10339-2462-4363-1628-4059-2637-5183-2720,3324-3965-1779-2449-1325-1632-2749-2002,7643-1372-1647-3576-1763-1387-11423-1976,hard
87689-185620-88903-391677-18954-20546-183806-82082,39158-167840-18058-41262-29036-2066-51966-41359,7119-3772-18120-29802-7570-5000-22387-14829,11065-3230-1941-8289-7993-6243-17386-3614,3206-17566-3867-6201-2239-3267-10728-3483,2462-4363-1628-4059-2637-5183-2720-5478,3965-1779-2449-1325-1632-2749-2002-1722,1372-1647-3576-1763-1387-11423-1976-1693,easy
185620-88903-391677-18954-20546-183806-82082-28439,167840-18058-41262-29036-2066-51966-41359-47872,3772-18120-29802-7570-5000-22387-14829-78797,3230-1941-8289-7993-6243-17386-3614-9759,17566-3867-6201-2239-3267-10728-3483-6533,4363-1628-4059-2637-5183-2720-5478-5459,1779-2449-1325-1632-2749-2002-1722-7990,1647-3576-1763-1387-11423-1976-1693-3587,easy
88903-391677-18954-20546-183806-82082-28439-229228,18058-41262-29036-2066-51966-41359-47872-475710,18120-29802-7570-5000-22387-14829-78797-36421,1941-8289-7993-6243-17386-3614-9759-13329,3867-6201-2239-3267-10728-3483-6533-48494,1628-4059-2637-5183-2720-5478-5459-12701,2449-1325-1632-2749-2002-1722-7990-12310,3576-1763-1387-11423-1976-1693-3587-5684,hard
391677-18954-20546-183806-82082-28439-229228-904376,41262-29036-2066-51966-41359-47872-475710-63925,29802-7570-5000-22387-14829-78797-36421-61760,8289-7993-6243-17386-3614-9759-13329-30028,6201-2239-3267-10728-3483-6533-48494-10506,4059-2637-5183-2720-5478-5459-12701-15484,1325-1632-2749-2002-1722-7990-12310-8145,1763-1387-11423-1976-1693-3587-5684-7814,hard
18954-20546-183806-82082-28439-229228-904376-49099,29036-2066-51966-41359-47872-475710-63925-95934,7570-5000-22387-14829-78797-36421-61760-25869,7993-6243-17386-3614-9759-13329-30028-3148,2239-3267-10728-3483-6533-48494-10506-3420,2637-5183-2720-5478-5459-12701-15484-2462,1632-2749-2002-1722-7990-12310-8145-1614,1387-11423-1976-1693-3587-5684-7814-1757,hard
20546-183806-82082-28439-229228-904376-49099-121919,2066-51966-41359-47872-475710-63925-95934-34566,5000-22387-14829-78797-36421-61760-25869-21488,6243-17386-3614-9759-13329-30028-3148-14046,3267-10728-3483-6533-48494-10506-3420-14369,5183-2720-5478-5459-12701-15484-2462-12938,2749-2002-1722-7990-12310-8145-1614-4102,11423-1976-1693-3587-5684-7814-1757-2366,easy
183806-82082-28439-229228-904376-49099-121919-1193828,51966-41359-47872-475710-63925-95934-34566-433498,22387-14829-78797-36421-61760-25869-21488-30993,17386-3614-9759-13329-30028-3148-14046-52725,10728-3483-6533-48494-10506-3420-14369-41132,2720-5478-5459-12701-15484-2462-12938-29003,2002-1722-7990-12310-8145-1614-4102-14730,1976-1693-3587-5684-7814-1757-2366-7036,easy
82082-28439-229228-904376-49099-121919-1193828-28712,41359-47872-475710-63925-95934-34566-433498-6413,14829-78797-36421-61760-25869-21488-30993-4910,3614-9759-13329-30028-3148-14046-52725-1855,3483-6533-48494-10506-3420-14369-41132-6103,5478-5459-12701-15484-2462-12938-29003-4223,1722-7990-12310-8145-1614-4102-14730-1917,1693-3587-5684-7814-1757-2366-7036-1686,easy
28439-229228-904376-49099-121919-1193828-28712-37883,47872-475710-63925-95934-34566-433498-6413-42274,78797-36421-61760-25869-21488-30993-4910-23394,9759-13329-30028-3148-14046-52725-1855-11078,6533-48494-10506-3420-14369-41132-6103-15660,5459-12701-15484-2462-12938-29003-4223-5748,7990-12310-8145-1614-4102-14730-1917-5828,3587-5684-7814-1757-2366-7036-1686-8091,easy
229228-904376-49099-121919-1193828-28712-37883-56404,475710-63925-95934-34566-433498-6413-42274-89293,36421-61760-25869-21488-30993-4910-23394-28288,13329-30028-3148-14046-52725-1855-11078-1361,48494-10506-3420-14369-41132-6103-15660-5666,12701-15484-2462-12938-29003-4223-5748-2713,12310-8145-1614-4102-14730-1917-5828-1489,5684-7814-1757-2366-7036-1686-8091-1234,easy
904376-49099-121919-1193828-28712-37883-56404-17531,63925-95934-34566-433498-6413-42274-89293-2574,61760-25869-21488-30993-4910-23394-28288-5445,30028-3148-14046-52725-1855-11078-1361-3491,10506-3420-14369-41132-6103-15660-5666-4701,15484-2462-12938-29003-4223-5748-2713-2433,8145-1614-4102-14730-1917-5828-1489-1820,7814-1757-2366-7036-1686-8091-1234-1182,easy
49099-121919-1193828-28712-37883-56404-17531-309312,95934-34566-433498-6413-42274-89293-2574-28919,25869-21488-30993-4910-23394-28288-5445-4766,3148-14046-52725-1855-11078-1361-3491-7202,3420-14369-41132-6103-15660-5666-4701-5827,2462-12938-29003-4223-5748-2713-2433-4620,1614-4102-14730-1917-5828-1489-1820-2541,1757-2366-7036-1686-8091-1234-1182-690,easy
121919-1193828-28712-37883-56404-17531-309312-259291,34566-433498-6413-42274-89293-2574-28919-7720,21488-30993-4910-23394-28288-5445-4766-2118,14046-52725-1855-11078-1361-3491-7202-970,14369-41132-6103-15660-5666-4701-5827-2007,12938-29003-4223-5748-2713-2433-4620-522,4102-14730-1917-5828-1489-1820-2541-367,2366-7036-1686-8091-1234-1182-690-300,easy
1193828-28712-37883-56404-17531-309312-259291-36332,433498-6413-42274-89293-2574-28919-7720-31559,30993-4910-23394-28288-5445-4766-2118-15959,52725-1855-11078-1361-3491-7202-970-8332,41132-6103-15660-5666-4701-5827-2007-2865,29003-4223-5748-2713-2433-4620-522-5162,14730-1917-5828-1489-1820-2541-367-7469,7036-1686-8091-1234-1182-690-300-4828,easy
28712-37883-56404-17531-309312-259291-36332-75006,6413-42274-89293-2574-28919-7720-31559-61972,4910-23394-28288-5445-4766-2118-15959-67037,1855-11078-1361-3491-7202-970-8332-3650,6103-15660-5666-4701-5827-2007-2865-7733,4223-5748-2713-2433-4620-522-5162-4868,1917-5828-1489-1820-2541-367-7469-2585,1686-8091-1234-1182-690-300-4828-1364,easy
37883-56404-17531-309312-259291-36332-75006-58662,42274-89293-2574-28919-7720-31559-61972-24218,23394-28288-5445-4766-2118-15959-67037-10640,11078-1361-3491-7202-970-8332-3650-2797,15660-5666-4701-5827-2007-2865-7733-4622,5748-2713-2433-4620-522-5162-4868-1956,5828-1489-1820-2541-367-7469-2585-2413,8091-1234-1182-690-300-4828-1364-2208,easy
56404-17531-309312-259291-36332-75006-58662-2252203,89293-2574-28919-7720-31559-61972-24218-139744,28288-5445-4766-2118-15959-67037-10640-70887,1361-3491-7202-970-8332-3650-2797-60470,5666-4701-5827-2007-2865-7733-4622-17178,2713-2433-4620-522-5162-4868-1956-35740,1489-1820-2541-367-7469-2585-2413-10392,1234-1182-690-300-4828-1364-2208-5600,easy
17531-309312-259291-36332-75006-58662-2252203-142246,2574-28919-7720-31559-61972-24218-139744-94135,5445-4766-2118-15959-67037-10640-70887-62067,3491-7202-970-8332-3650-2797-60470-29680,4701-5827-2007-2865-7733-4622-17178-15647,2433-4620-522-5162-4868-1956-35740-11165,1820-2541-367-7469-2585-2413-10392-9541,1182-690-300-4828-1364-2208-5600-3174,hard
309312-259291-36332-75006-58662-2252203-142246-1826318,28919-7720-31559-61972-24218-139744-94135-100327,4766-2118-15959-67037-10640-70887-62067-6653,7202-970-8332-3650-2797-60470-29680-7289,5827-2007-2865-7733-4622-17178-15647-8485,4620-522-5162-4868-1956-35740-11165-18341,2541-367-7469-2585-2413-10392-9541-5940,690-300-4828-1364-2208-5600-3174-4606,hard
259291-36332-75006-58662-2252203-142246-1826318-240916,7720-31559-61972-24218-139744-94135-100327-8191,2118-15959-67037-10640-70887-62067-6653-9283,970-8332-3650-2797-60470-29680-7289-9653,2007-2865-7733-4622-17178-15647-8485-1472,522-5162-4868-1956-35740-11165-18341-7193,367-7469-2585-2413-10392-9541-5940-1989,300-4828-1364-2208-5600-3174-4606-1139,hard
36332-75006-58662-2252203-142246-1826318-240916-35780,31559-61972-24218-139744-94135-100327-8191-6927,15959-67037-10640-70887-62067-6653-9283-2687,8332-3650-2797-60470-29680-7289-9653-2468,2865-7733-4622-17178-15647-8485-1472-1785,5162-4868-1956-35740-11165-18341-7193-3113,7469-2585-2413-10392-9541-5940-1989-1485,4828-1364-2208-5600-3174-4606-1139-1151,hard
75006-58662-2252203-142246-1826318-240916-35780-98380,61972-24218-139744-94135-100327-8191-6927-72642,67037-10640-70887-62067-6653-9283-2687-2444,3650-2797-60470-29680-7289-9653-2468-3160,7733-4622-17178-15647-8485-1472-1785-9923,4868-1956-35740-11165-18341-7193-3113-4564,2585-2413-10392-9541-5940-1989-1485-3346,1364-2208-5600-3174-4606-1139-1151-2435,easy
58662-2252203-142246-1826318-240916-35780-98380-361984,24218-139744-94135-100327-8191-6927-72642-49305,10640-70887-62067-6653-9283-2687-2444-64753,2797-60470-29680-7289-9653-2468-3160-35050,4622-17178-15647-8485-1472-1785-9923-13936,1956-35740-11165-18341-7193-3113-4564-18554,2413-10392-9541-5940-1989-1485-3346-7919,2208-5600-3174-4606-1139-1151-2435-6886,easy
2252203-142246-1826318-240916-35780-98380-361984-352605,139744-94135-100327-8191-6927-72642-49305-56345,70887-62067-6653-9283-2687-2444-64753-46713,60470-29680-7289-9653-2468-3160-35050-8359,17178-15647-8485-1472-1785-9923-13936-14029,35740-11165-18341-7193-3113-4564-18554-4878,10392-9541-5940-1989-1485-3346-7919-2414,5600-3174-4606-1139-1151-2435-6886-2117,easy
142246-1826318-240916-35780-98380-361984-352605-28679,94135-100327-8191-6927-72642-49305-56345-11122,62067-6653-9283-2687-2444-64753-46713-3195,29680-7289-9653-2468-3160-35050-8359-3001,15647-8485-1472-1785-9923-13936-14029-3771,11165-18341-7193-3113-4564-18554-4878-4852,9541-5940-1989-1485-3346-7919-2414-1937,3174-4606-1139-1151-2435-6886-2117-6170,easy
1826318-240916-35780-98380-361984-352605-28679-53039,100327-8191-6927-72642-49305-56345-11122-48605,6653-9283-2687-2444-64753-46713-3195-26938,7289-9653-2468-3160-35050-8359-3001-7930,8485-1472-1785-9923-13936-14029-3771-14477,18341-7193-3113-4564-18554-4878-4852-21640,5940-1989-1485-3346-7919-2414-1937-10920,4606-1139-1151-2435-6886-2117-6170-12296,easy
240916-35780-98380-361984-352605-28679-53039-277165,8191-6927-72642-49305-56345-11122-48605-24178,9283-2687-2444-64753-46713-3195-26938-7662,9653-2468-3160-35050-8359-3001-7930-9980,1472-1785-9923-13936-14029-3771-14477-9058,7193-3113-4564-18554-4878-4852-21640-4847,1989-1485-3346-7919-2414-1937-10920-2134,1139-1151-2435-6886-2117-6170-12296-1611,easy
