delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
13878-372517-807719-1026191-1861179-2007004-57178-375277,24057-81252-39197-194560-314692-81426-92765-36568,3226-15596-6890-28817-4169-24369-5898-32220,4601-4557-8766-44151-9435-2917-14383-20439,7364-8917-18286-52659-20060-8659-19947-8168,9172-14763-7876-72745-26509-59049-42366-24052,7391-7515-15422-34680-29090-35761-12109-4972,4472-4336-13046-26660-17485-12432-17125-7821,easy
372517-807719-1026191-1861179-2007004-57178-375277-170121,81252-39197-194560-314692-81426-92765-36568-59597,15596-6890-28817-4169-24369-5898-32220-13649,4557-8766-44151-9435-2917-14383-20439-4618,8917-18286-52659-20060-8659-19947-8168-5568,14763-7876-72745-26509-59049-42366-24052-5206,7515-15422-34680-29090-35761-12109-4972-4446,4336-13046-26660-17485-12432-17125-7821-2038,easy
807719-1026191-1861179-2007004-57178-375277-170121-248646,39197-194560-314692-81426-92765-36568-59597-70233,6890-28817-4169-24369-5898-32220-13649-3738,8766-44151-9435-2917-14383-20439-4618-15659,18286-52659-20060-8659-19947-8168-5568-3690,7876-72745-26509-59049-42366-24052-5206-6800,15422-34680-29090-35761-12109-4972-4446-14840,13046-26660-17485-12432-17125-7821-2038-6471,easy
1026191-1861179-2007004-57178-375277-170121-248646-524742,194560-314692-81426-92765-36568-59597-70233-58283,28817-4169-24369-5898-32220-13649-3738-1074,44151-9435-2917-14383-20439-4618-15659-16935,52659-20060-8659-19947-8168-5568-3690-34586,72745-26509-59049-42366-24052-5206-6800-37275,34680-29090-35761-12109-4972-4446-14840-29782,26660-17485-12432-17125-7821-2038-6471-12063,easy
1861179-2007004-57178-375277-170121-248646-524742-100694,314692-81426-92765-36568-59597-70233-58283-75463,4169-24369-5898-32220-13649-3738-1074-19918,9435-2917-14383-20439-4618-15659-16935-34988,20060-8659-19947-8168-5568-3690-34586-13241,26509-59049-42366-24052-5206-6800-37275-33826,29090-35761-12109-4972-4446-14840-29782-20606,17485-12432-17125-7821-2038-6471-12063-22005,easy
2007004-57178-375277-170121-248646-524742-100694-463329,81426-92765-36568-59597-70233-58283-75463-33205,24369-5898-32220-13649-3738-1074-19918-8423,2917-14383-20439-4618-15659-16935-34988-11141,8659-19947-8168-5568-3690-34586-13241-7124,59049-42366-24052-5206-6800-37275-33826-5708,35761-12109-4972-4446-14840-29782-20606-3367,12432-17125-7821-2038-6471-12063-22005-6222,easy
57178-375277-170121-248646-524742-100694-463329-1881431,92765-36568-59597-70233-58283-75463-33205-323520,5898-32220-13649-3738-1074-19918-8423-72617,14383-20439-4618-15659-16935-34988-11141-107350,19947-8168-5568-3690-34586-13241-7124-38604,42366-24052-5206-6800-37275-33826-5708-57371,12109-4972-4446-14840-29782-20606-3367-69596,17125-7821-2038-6471-12063-22005-6222-43590,easy
375277-170121-248646-524742-100694-463329-1881431-664722,36568-59597-70233-58283-75463-33205-323520-468133,32220-13649-3738-1074-19918-8423-72617-223058,20439-4618-15659-16935-34988-11141-107350-46990,8168-5568-3690-34586-13241-7124-38604-13855,24052-5206-6800-37275-33826-5708-57371-43933,4972-4446-14840-29782-20606-3367-69596-30047,7821-2038-6471-12063-22005-6222-43590-50329,hard
170121-248646-524742-100694-463329-1881431-664722-1599737,59597-70233-58283-75463-33205-323520-468133-523252,13649-3738-1074-19918-8423-72617-223058-52899,4618-15659-16935-34988-11141-107350-46990-8609,5568-3690-34586-13241-7124-38604-13855-15285,5206-6800-37275-33826-5708-57371-43933-87383,4446-14840-29782-20606-3367-69596-30047-93324,2038-6471-12063-22005-6222-43590-50329-43550,easy
248646-524742-100694-463329-1881431-664722-1599737-290218,70233-58283-75463-33205-323520-468133-523252-128189,3738-1074-19918-8423-72617-223058-52899-25161,15659-16935-34988-11141-107350-46990-8609-22271,3690-34586-13241-7124-38604-13855-15285-10712,6800-37275-33826-5708-57371-43933-87383-11458,14840-29782-20606-3367-69596-30047-93324-19280,6471-12063-22005-6222-43590-50329-43550-8818,easy
524742-100694-463329-1881431-664722-1599737-290218-260946,58283-75463-33205-323520-468133-523252-128189-179751,1074-19918-8423-72617-223058-52899-25161-33593,16935-34988-11141-107350-46990-8609-22271-2754,34586-13241-7124-38604-13855-15285-10712-15019,37275-33826-5708-57371-43933-87383-11458-5737,29782-20606-3367-69596-30047-93324-19280-14068,12063-22005-6222-43590-50329-43550-8818-3272,easy
100694-463329-1881431-664722-1599737-290218-260946-1080420,75463-33205-323520-468133-523252-128189-179751-110260,19918-8423-72617-223058-52899-25161-33593-63912,34988-11141-107350-46990-8609-22271-2754-38867,13241-7124-38604-13855-15285-10712-15019-13794,33826-5708-57371-43933-87383-11458-5737-7834,20606-3367-69596-30047-93324-19280-14068-30324,22005-6222-43590-50329-43550-8818-3272-5159,easy
463329-1881431-664722-1599737-290218-260946-1080420-1406084,33205-323520-468133-523252-128189-179751-110260-168401,8423-72617-223058-52899-25161-33593-63912-34769,11141-107350-46990-8609-22271-2754-38867-13487,7124-38604-13855-15285-10712-15019-13794-15921,5708-57371-43933-87383-11458-5737-7834-21660,3367-69596-30047-93324-19280-14068-30324-21229,6222-43590-50329-43550-8818-3272-5159-14610,easy
1881431-664722-1599737-290218-260946-1080420-1406084-641748,323520-468133-523252-128189-179751-110260-168401-79113,72617-223058-52899-25161-33593-63912-34769-52883,107350-46990-8609-22271-2754-38867-13487-60940,38604-13855-15285-10712-15019-13794-15921-25623,57371-43933-87383-11458-5737-7834-21660-52193,69596-30047-93324-19280-14068-30324-21229-18539,43590-50329-43550-8818-3272-5159-14610-11037,easy
664722-1599737-290218-260946-1080420-1406084-641748-660762,468133-523252-128189-179751-110260-168401-79113-56028,223058-52899-25161-33593-63912-34769-52883-16788,46990-8609-22271-2754-38867-13487-60940-3408,13855-15285-10712-15019-13794-15921-25623-3737,43933-87383-11458-5737-7834-21660-52193-5795,30047-93324-19280-14068-30324-21229-18539-3175,50329-43550-8818-3272-5159-14610-11037-1787,easy
1599737-290218-260946-1080420-1406084-641748-660762-194662,523252-128189-179751-110260-168401-79113-56028-148267,52899-25161-33593-63912-34769-52883-16788-41936,8609-22271-2754-38867-13487-60940-3408-53563,15285-10712-15019-13794-15921-25623-3737-135136,87383-11458-5737-7834-21660-52193-5795-89039,93324-19280-14068-30324-21229-18539-3175-37329,43550-8818-3272-5159-14610-11037-1787-19094,easy
290218-260946-1080420-1406084-641748-660762-194662-1624190,128189-179751-110260-168401-79113-56028-148267-368795,25161-33593-63912-34769-52883-16788-41936-154890,22271-2754-38867-13487-60940-3408-53563-217902,10712-15019-13794-15921-25623-3737-135136-726877,11458-5737-7834-21660-52193-5795-89039-218696,19280-14068-30324-21229-18539-3175-37329-175406,8818-3272-5159-14610-11037-1787-19094-74944,easy
260946-1080420-1406084-641748-660762-194662-1624190-1546769,179751-110260-168401-79113-56028-148267-368795-368817,33593-63912-34769-52883-16788-41936-154890-167393,2754-38867-13487-60940-3408-53563-217902-168661,15019-13794-15921-25623-3737-135136-726877-324690,5737-7834-21660-52193-5795-89039-218696-415213,14068-30324-21229-18539-3175-37329-175406-223334,3272-5159-14610-11037-1787-19094-74944-86654,easy
1080420-1406084-641748-660762-194662-1624190-1546769-1576574,110260-168401-79113-56028-148267-368795-368817-756614,63912-34769-52883-16788-41936-154890-167393-650640,38867-13487-60940-3408-53563-217902-168661-47576,13794-15921-25623-3737-135136-726877-324690-126705,7834-21660-52193-5795-89039-218696-415213-718373,30324-21229-18539-3175-37329-175406-223334-57016,5159-14610-11037-1787-19094-74944-86654-56505,easy
1406084-641748-660762-194662-1624190-1546769-1576574-1356513,168401-79113-56028-148267-368795-368817-756614-472846,34769-52883-16788-41936-154890-167393-650640-183428,13487-60940-3408-53563-217902-168661-47576-125607,15921-25623-3737-135136-726877-324690-126705-440164,21660-52193-5795-89039-218696-415213-718373-382580,21229-18539-3175-37329-175406-223334-57016-63817,14610-11037-1787-19094-74944-86654-56505-25985,easy
641748-660762-194662-1624190-1546769-1576574-1356513-2099217,79113-56028-148267-368795-368817-756614-472846-453962,52883-16788-41936-154890-167393-650640-183428-136080,60940-3408-53563-217902-168661-47576-125607-798496,25623-3737-135136-726877-324690-126705-440164-1196073,52193-5795-89039-218696-415213-718373-382580-955210,18539-3175-37329-175406-223334-57016-63817-89540,11037-1787-19094-74944-86654-56505-25985-119415,easy
660762-194662-1624190-1546769-1576574-1356513-2099217-1937841,56028-148267-368795-368817-756614-472846-453962-59989,16788-41936-154890-167393-650640-183428-136080-38910,3408-53563-217902-168661-47576-125607-798496-23337,3737-135136-726877-324690-126705-440164-1196073-32879,5795-89039-218696-415213-718373-382580-955210-32389,3175-37329-175406-223334-57016-63817-89540-31342,1787-19094-74944-86654-56505-25985-119415-19624,easy
194662-1624190-1546769-1576574-1356513-2099217-1937841-1418527,148267-368795-368817-756614-472846-453962-59989-443789,41936-154890-167393-650640-183428-136080-38910-121265,53563-217902-168661-47576-125607-798496-23337-184913,135136-726877-324690-126705-440164-1196073-32879-430614,89039-218696-415213-718373-382580-955210-32389-199791,37329-175406-223334-57016-63817-89540-31342-387468,19094-74944-86654-56505-25985-119415-19624-159133,easy
1624190-1546769-1576574-1356513-2099217-1937841-1418527-1662220,368795-368817-756614-472846-453962-59989-443789-118514,154890-167393-650640-183428-136080-38910-121265-19639,217902-168661-47576-125607-798496-23337-184913-23090,726877-324690-126705-440164-1196073-32879-430614-26580,218696-415213-718373-382580-955210-32389-199791-23805,175406-223334-57016-63817-89540-31342-387468-23765,74944-86654-56505-25985-119415-19624-159133-10965,easy
1546769-1576574-1356513-2099217-1937841-1418527-1662220-2684558,368817-756614-472846-453962-59989-443789-118514-154602,167393-650640-183428-136080-38910-121265-19639-22335,168661-47576-125607-798496-23337-184913-23090-12840,324690-126705-440164-1196073-32879-430614-26580-78641,415213-718373-382580-955210-32389-199791-23805-18587,223334-57016-63817-89540-31342-387468-23765-48071,86654-56505-25985-119415-19624-159133-10965-29034,easy
1576574-1356513-2099217-1937841-1418527-1662220-2684558-1362492,756614-472846-453962-59989-443789-118514-154602-334410,650640-183428-136080-38910-121265-19639-22335-46773,47576-125607-798496-23337-184913-23090-12840-32680,126705-440164-1196073-32879-430614-26580-78641-26101,718373-382580-955210-32389-199791-23805-18587-14938,57016-63817-89540-31342-387468-23765-48071-27577,56505-25985-119415-19624-159133-10965-29034-16451,easy
1356513-2099217-1937841-1418527-1662220-2684558-1362492-262594,472846-453962-59989-443789-118514-154602-334410-4504,183428-136080-38910-121265-19639-22335-46773-984,125607-798496-23337-184913-23090-12840-32680-716,440164-1196073-32879-430614-26580-78641-26101-985,382580-955210-32389-199791-23805-18587-14938-1382,63817-89540-31342-387468-23765-48071-27577-2481,25985-119415-19624-159133-10965-29034-16451-850,easy
2099217-1937841-1418527-1662220-2684558-1362492-262594-1875432,453962-59989-443789-118514-154602-334410-4504-190220,136080-38910-121265-19639-22335-46773-984-11561,798496-23337-184913-23090-12840-32680-716-2062,1196073-32879-430614-26580-78641-26101-985-37747,955210-32389-199791-23805-18587-14938-1382-16418,89540-31342-387468-23765-48071-27577-2481-29932,119415-19624-159133-10965-29034-16451-850-16368,easy
1937841-1418527-1662220-2684558-1362492-262594-1875432-760627,59989-443789-118514-154602-334410-4504-190220-132221,38910-121265-19639-22335-46773-984-11561-33128,23337-184913-23090-12840-32680-716-2062-3066,32879-430614-26580-78641-26101-985-37747-5263,32389-199791-23805-18587-14938-1382-16418-102596,31342-387468-23765-48071-27577-2481-29932-16187,19624-159133-10965-29034-16451-850-16368-13030,easy
1418527-1662220-2684558-1362492-262594-1875432-760627-1122161,443789-118514-154602-334410-4504-190220-132221-245169,121265-19639-22335-46773-984-11561-33128-40294,184913-23090-12840-32680-716-2062-3066-18103,430614-26580-78641-26101-985-37747-5263-17523,199791-23805-18587-14938-1382-16418-102596-39456,387468-23765-48071-27577-2481-29932-16187-30521,159133-10965-29034-16451-850-16368-13030-8731,easy
1662220-2684558-1362492-262594-1875432-760627-1122161-160592,118514-154602-334410-4504-190220-132221-245169-46539,19639-22335-46773-984-11561-33128-40294-17296,23090-12840-32680-716-2062-3066-18103-3449,26580-78641-26101-985-37747-5263-17523-4269,23805-18587-14938-1382-16418-102596-39456-11357,23765-48071-27577-2481-29932-16187-30521-4642,10965-29034-16451-850-16368-13030-8731-5497,easy
2684558-1362492-262594-1875432-760627-1122161-160592-930462,154602-334410-4504-190220-132221-245169-46539-107538,22335-46773-984-11561-33128-40294-17296-41925,12840-32680-716-2062-3066-18103-3449-19943,78641-26101-985-37747-5263-17523-4269-6638,18587-14938-1382-16418-102596-39456-11357-17124,48071-27577-2481-29932-16187-30521-4642-11332,29034-16451-850-16368-13030-8731-5497-18801,easy
1362492-262594-1875432-760627-1122161-160592-930462-359849,334410-4504-190220-132221-245169-46539-107538-68646,46773-984-11561-33128-40294-17296-41925-9173,32680-716-2062-3066-18103-3449-19943-56066,26101-985-37747-5263-17523-4269-6638-23072,14938-1382-16418-102596-39456-11357-17124-15091,27577-2481-29932-16187-30521-4642-11332-8161,16451-850-16368-13030-8731-5497-18801-22722,easy
262594-1875432-760627-1122161-160592-930462-359849-175872,4504-190220-132221-245169-46539-107538-68646-61980,984-11561-33128-40294-17296-41925-9173-11024,716-2062-3066-18103-3449-19943-56066-2678,985-37747-5263-17523-4269-6638-23072-1956,1382-16418-102596-39456-11357-17124-15091-2755,2481-29932-16187-30521-4642-11332-8161-3121,850-16368-13030-8731-5497-18801-22722-2118,easy
1875432-760627-1122161-160592-930462-359849-175872-166912,190220-132221-245169-46539-107538-68646-61980-151284,11561-33128-40294-17296-41925-9173-11024-21047,2062-3066-18103-3449-19943-56066-2678-4195,37747-5263-17523-4269-6638-23072-1956-7289,16418-102596-39456-11357-17124-15091-2755-8836,29932-16187-30521-4642-11332-8161-3121-11301,16368-13030-8731-5497-18801-22722-2118-9501,easy
760627-1122161-160592-930462-359849-175872-166912-728441,132221-245169-46539-107538-68646-61980-151284-372785,33128-40294-17296-41925-9173-11024-21047-13276,3066-18103-3449-19943-56066-2678-4195-28566,5263-17523-4269-6638-23072-1956-7289-19967,102596-39456-11357-17124-15091-2755-8836-41084,16187-30521-4642-11332-8161-3121-11301-44408,13030-8731-5497-18801-22722-2118-9501-26066,easy
1122161-160592-930462-359849-175872-166912-728441-789570,245169-46539-107538-68646-61980-151284-372785-277489,40294-17296-41925-9173-11024-21047-13276-41109,18103-3449-19943-56066-2678-4195-28566-9426,17523-4269-6638-23072-1956-7289-19967-23897,39456-11357-17124-15091-2755-8836-41084-49934,30521-4642-11332-8161-3121-11301-44408-24530,8731-5497-18801-22722-2118-9501-26066-13339,easy
160592-930462-359849-175872-166912-728441-789570-376539,46539-107538-68646-61980-151284-372785-277489-103066,17296-41925-9173-11024-21047-13276-41109-10993,3449-19943-56066-2678-4195-28566-9426-19281,4269-6638-23072-1956-7289-19967-23897-5511,11357-17124-15091-2755-8836-41084-49934-14812,4642-11332-8161-3121-11301-44408-24530-37823,5497-18801-22722-2118-9501-26066-13339-7655,easy
930462-359849-175872-166912-728441-789570-376539-956413,107538-68646-61980-151284-372785-277489-103066-541927,41925-9173-11024-21047-13276-41109-10993-43099,19943-56066-2678-4195-28566-9426-19281-84839,6638-23072-1956-7289-19967-23897-5511-39938,17124-15091-2755-8836-41084-49934-14812-48068,11332-8161-3121-11301-44408-24530-37823-75009,18801-22722-2118-9501-26066-13339-7655-37104,easy
359849-175872-166912-728441-789570-376539-956413-527308,68646-61980-151284-372785-277489-103066-541927-43444,9173-11024-21047-13276-41109-10993-43099-5279,56066-2678-4195-28566-9426-19281-84839-9184,23072-1956-7289-19967-23897-5511-39938-4993,15091-2755-8836-41084-49934-14812-48068-5754,8161-3121-11301-44408-24530-37823-75009-3693,22722-2118-9501-26066-13339-7655-37104-2879,easy
175872-166912-728441-789570-376539-956413-527308-197496,61980-151284-372785-277489-103066-541927-43444-71434,11024-21047-13276-41109-10993-43099-5279-3670,2678-4195-28566-9426-19281-84839-9184-633,1956-7289-19967-23897-5511-39938-4993-2313,2755-8836-41084-49934-14812-48068-5754-2028,3121-11301-44408-24530-37823-75009-3693-3113,2118-9501-26066-13339-7655-37104-2879-2595,easy
166912-728441-789570-376539-956413-527308-197496-341863,151284-372785-277489-103066-541927-43444-71434-136498,21047-13276-41109-10993-43099-5279-3670-20960,4195-28566-9426-19281-84839-9184-633-20691,7289-19967-23897-5511-39938-4993-2313-17231,8836-41084-49934-14812-48068-5754-2028-18199,11301-44408-24530-37823-75009-3693-3113-13217,9501-26066-13339-7655-37104-2879-2595-9508,easy
728441-789570-376539-956413-527308-197496-341863-141227,372785-277489-103066-541927-43444-71434-136498-60167,13276-41109-10993-43099-5279-3670-20960-6370,28566-9426-19281-84839-9184-633-20691-11990,19967-23897-5511-39938-4993-2313-17231-9275,41084-49934-14812-48068-5754-2028-18199-32398,44408-24530-37823-75009-3693-3113-13217-27239,26066-13339-7655-37104-2879-2595-9508-4899,easy
789570-376539-956413-527308-197496-341863-141227-295676,277489-103066-541927-43444-71434-136498-60167-18072,41109-10993-43099-5279-3670-20960-6370-7800,9426-19281-84839-9184-633-20691-11990-2267,23897-5511-39938-4993-2313-17231-9275-758,49934-14812-48068-5754-2028-18199-32398-5917,24530-37823-75009-3693-3113-13217-27239-6016,13339-7655-37104-2879-2595-9508-4899-1260,easy
376539-956413-527308-197496-341863-141227-295676-48126,103066-541927-43444-71434-136498-60167-18072-27838,10993-43099-5279-3670-20960-6370-7800-8101,19281-84839-9184-633-20691-11990-2267-9251,5511-39938-4993-2313-17231-9275-758-5098,14812-48068-5754-2028-18199-32398-5917-4277,37823-75009-3693-3113-13217-27239-6016-3995,7655-37104-2879-2595-9508-4899-1260-2314,easy
956413-527308-197496-341863-141227-295676-48126-315262,541927-43444-71434-136498-60167-18072-27838-16201,43099-5279-3670-20960-6370-7800-8101-13156,84839-9184-633-20691-11990-2267-9251-4047,39938-4993-2313-17231-9275-758-5098-2791,48068-5754-2028-18199-32398-5917-4277-12519,75009-3693-3113-13217-27239-6016-3995-4800,37104-2879-2595-9508-4899-1260-2314-3073,hard
527308-197496-341863-141227-295676-48126-315262-769616,43444-71434-136498-60167-18072-27838-16201-106949,5279-3670-20960-6370-7800-8101-13156-41751,9184-633-20691-11990-2267-9251-4047-35336,4993-2313-17231-9275-758-5098-2791-22306,5754-2028-18199-32398-5917-4277-12519-16295,3693-3113-13217-27239-6016-3995-4800-30795,2879-2595-9508-4899-1260-2314-3073-14663,easy
197496-341863-141227-295676-48126-315262-769616-2320200,71434-136498-60167-18072-27838-16201-106949-1342111,3670-20960-6370-7800-8101-13156-41751-113632,633-20691-11990-2267-9251-4047-35336-82887,2313-17231-9275-758-5098-2791-22306-99445,2028-18199-32398-5917-4277-12519-16295-118763,3113-13217-27239-6016-3995-4800-30795-93451,2595-9508-4899-1260-2314-3073-14663-94169,easy
341863-141227-295676-48126-315262-769616-2320200-2078054,136498-60167-18072-27838-16201-106949-1342111-76198,20960-6370-7800-8101-13156-41751-113632-18193,20691-11990-2267-9251-4047-35336-82887-33178,17231-9275-758-5098-2791-22306-99445-8954,18199-32398-5917-4277-12519-16295-118763-23855,13217-27239-6016-3995-4800-30795-93451-33787,9508-4899-1260-2314-3073-14663-94169-16014,easy
141227-295676-48126-315262-769616-2320200-2078054-142807,60167-18072-27838-16201-106949-1342111-76198-83821,6370-7800-8101-13156-41751-113632-18193-14942,11990-2267-9251-4047-35336-82887-33178-3615,9275-758-5098-2791-22306-99445-8954-9372,32398-5917-4277-12519-16295-118763-23855-5757,27239-6016-3995-4800-30795-93451-33787-4029,4899-1260-2314-3073-14663-94169-16014-4555,easy
295676-48126-315262-769616-2320200-2078054-142807-2241034,18072-27838-16201-106949-1342111-76198-83821-590576,7800-8101-13156-41751-113632-18193-14942-35501,2267-9251-4047-35336-82887-33178-3615-52857,758-5098-2791-22306-99445-8954-9372-56505,5917-4277-12519-16295-118763-23855-5757-55102,6016-3995-4800-30795-93451-33787-4029-58163,1260-2314-3073-14663-94169-16014-4555-96189,easy
48126-315262-769616-2320200-2078054-142807-2241034-97593,27838-16201-106949-1342111-76198-83821-590576-47009,8101-13156-41751-113632-18193-14942-35501-7650,9251-4047-35336-82887-33178-3615-52857-5292,5098-2791-22306-99445-8954-9372-56505-2779,4277-12519-16295-118763-23855-5757-55102-11856,3995-4800-30795-93451-33787-4029-58163-7583,2314-3073-14663-94169-16014-4555-96189-2216,easy
315262-769616-2320200-2078054-142807-2241034-97593-969149,16201-106949-1342111-76198-83821-590576-47009-116293,13156-41751-113632-18193-14942-35501-7650-36916,4047-35336-82887-33178-3615-52857-5292-17866,2791-22306-99445-8954-9372-56505-2779-21487,12519-16295-118763-23855-5757-55102-11856-38458,4800-30795-93451-33787-4029-58163-7583-17001,3073-14663-94169-16014-4555-96189-2216-5164,easy
769616-2320200-2078054-142807-2241034-97593-969149-268629,106949-1342111-76198-83821-590576-47009-116293-24925,41751-113632-18193-14942-35501-7650-36916-789,35336-82887-33178-3615-52857-5292-17866-5416,22306-99445-8954-9372-56505-2779-21487-6253,16295-118763-23855-5757-55102-11856-38458-4306,30795-93451-33787-4029-58163-7583-17001-3203,14663-94169-16014-4555-96189-2216-5164-2656,easy
2320200-2078054-142807-2241034-97593-969149-268629-305696,1342111-76198-83821-590576-47009-116293-24925-151243,113632-18193-14942-35501-7650-36916-789-19297,82887-33178-3615-52857-5292-17866-5416-25417,99445-8954-9372-56505-2779-21487-6253-2977,118763-23855-5757-55102-11856-38458-4306-9258,93451-33787-4029-58163-7583-17001-3203-4137,94169-16014-4555-96189-2216-5164-2656-2295,easy
2078054-142807-2241034-97593-969149-268629-305696-258512,76198-83821-590576-47009-116293-24925-151243-13408,18193-14942-35501-7650-36916-789-19297-8975,33178-3615-52857-5292-17866-5416-25417-574,8954-9372-56505-2779-21487-6253-2977-5989,23855-5757-55102-11856-38458-4306-9258-3829,33787-4029-58163-7583-17001-3203-4137-3080,16014-4555-96189-2216-5164-2656-2295-1474,easy
142807-2241034-97593-969149-268629-305696-258512-255032,83821-590576-47009-116293-24925-151243-13408-70188,14942-35501-7650-36916-789-19297-8975-13938,3615-52857-5292-17866-5416-25417-574-25742,9372-56505-2779-21487-6253-2977-5989-5990,5757-55102-11856-38458-4306-9258-3829-11270,4029-58163-7583-17001-3203-4137-3080-31330,4555-96189-2216-5164-2656-2295-1474-7306,easy
2241034-97593-969149-268629-305696-258512-255032-95855,590576-47009-116293-24925-151243-13408-70188-80822,35501-7650-36916-789-19297-8975-13938-11477,52857-5292-17866-5416-25417-574-25742-9760,56505-2779-21487-6253-2977-5989-5990-3077,55102-11856-38458-4306-9258-3829-11270-3789,58163-7583-17001-3203-4137-3080-31330-2617,96189-2216-5164-2656-2295-1474-7306-1757,easy
97593-969149-268629-305696-258512-255032-95855-671247,47009-116293-24925-151243-13408-70188-80822-57980,7650-36916-789-19297-8975-13938-11477-4968,5292-17866-5416-25417-574-25742-9760-21501,2779-21487-6253-2977-5989-5990-3077-24664,11856-38458-4306-9258-3829-11270-3789-19202,7583-17001-3203-4137-3080-31330-2617-8663,2216-5164-2656-2295-1474-7306-1757-7129,easy
969149-268629-305696-258512-255032-95855-671247-103471,116293-24925-151243-13408-70188-80822-57980-24439,36916-789-19297-8975-13938-11477-4968-5665,17866-5416-25417-574-25742-9760-21501-11761,21487-6253-2977-5989-5990-3077-24664-11269,38458-4306-9258-3829-11270-3789-19202-4142,17001-3203-4137-3080-31330-2617-8663-1853,5164-2656-2295-1474-7306-1757-7129-2005,easy
268629-305696-258512-255032-95855-671247-103471-186150,24925-151243-13408-70188-80822-57980-24439-39673,789-19297-8975-13938-11477-4968-5665-27211,5416-25417-574-25742-9760-21501-11761-77907,6253-2977-5989-5990-3077-24664-11269-36104,4306-9258-3829-11270-3789-19202-4142-16728,3203-4137-3080-31330-2617-8663-1853-10249,2656-2295-1474-7306-1757-7129-2005-4865,easy
305696-258512-255032-95855-671247-103471-186150-16400,151243-13408-70188-80822-57980-24439-39673-19959,19297-8975-13938-11477-4968-5665-27211-14607,25417-574-25742-9760-21501-11761-77907-11837,2977-5989-5990-3077-24664-11269-36104-9168,9258-3829-11270-3789-19202-4142-16728-6362,4137-3080-31330-2617-8663-1853-10249-5029,2295-1474-7306-1757-7129-2005-4865-4498,easy
258512-255032-95855-671247-103471-186150-16400-573458,13408-70188-80822-57980-24439-39673-19959-49062,8975-13938-11477-4968-5665-27211-14607-13300,574-25742-9760-21501-11761-77907-11837-32127,5989-5990-3077-24664-11269-36104-9168-40304,3829-11270-3789-19202-4142-16728-6362-10343,3080-31330-2617-8663-1853-10249-5029-2646,1474-7306-1757-7129-2005-4865-4498-4649,easy
255032-95855-671247-103471-186150-16400-573458-5245,70188-80822-57980-24439-39673-19959-49062-11628,13938-11477-4968-5665-27211-14607-13300-1629,25742-9760-21501-11761-77907-11837-32127-16226,5990-3077-24664-11269-36104-9168-40304-5878,11270-3789-19202-4142-16728-6362-10343-3241,31330-2617-8663-1853-10249-5029-2646-821,7306-1757-7129-2005-4865-4498-4649-670,easy
95855-671247-103471-186150-16400-573458-5245-110492,80822-57980-24439-39673-19959-49062-11628-8426,11477-4968-5665-27211-14607-13300-1629-2337,9760-21501-11761-77907-11837-32127-16226-6394,3077-24664-11269-36104-9168-40304-5878-1787,3789-19202-4142-16728-6362-10343-3241-4198,2617-8663-1853-10249-5029-2646-821-2714,1757-7129-2005-4865-4498-4649-670-1508,easy
671247-103471-186150-16400-573458-5245-110492-278672,57980-24439-39673-19959-49062-11628-8426-75401,4968-5665-27211-14607-13300-1629-2337-68624,21501-11761-77907-11837-32127-16226-6394-61065,24664-11269-36104-9168-40304-5878-1787-10509,19202-4142-16728-6362-10343-3241-4198-24806,8663-1853-10249-5029-2646-821-2714-8359,7129-2005-4865-4498-4649-670-1508-4238,easy
103471-186150-16400-573458-5245-110492-278672-408961,24439-39673-19959-49062-11628-8426-75401-119604,5665-27211-14607-13300-1629-2337-68624-17934,11761-77907-11837-32127-16226-6394-61065-21625,11269-36104-9168-40304-5878-1787-10509-14499,4142-16728-6362-10343-3241-4198-24806-6691,1853-10249-5029-2646-821-2714-8359-2465,2005-4865-4498-4649-670-1508-4238-3938,easy
186150-16400-573458-5245-110492-278672-408961-67969,39673-19959-49062-11628-8426-75401-119604-59028,27211-14607-13300-1629-2337-68624-17934-32401,77907-11837-32127-16226-6394-61065-21625-19437,36104-9168-40304-5878-1787-10509-14499-7100,16728-6362-10343-3241-4198-24806-6691-8523,10249-5029-2646-821-2714-8359-2465-7807,4865-4498-4649-670-1508-4238-3938-2195,easy
16400-573458-5245-110492-278672-408961-67969-1668618,19959-49062-11628-8426-75401-119604-59028-27705,14607-13300-1629-2337-68624-17934-32401-14145,11837-32127-16226-6394-61065-21625-19437-65711,9168-40304-5878-1787-10509-14499-7100-22382,6362-10343-3241-4198-24806-6691-8523-5632,5029-2646-821-2714-8359-2465-7807-7287,4498-4649-670-1508-4238-3938-2195-2915,easy
573458-5245-110492-278672-408961-67969-1668618-71759,49062-11628-8426-75401-119604-59028-27705-34656,13300-1629-2337-68624-17934-32401-14145-18708,32127-16226-6394-61065-21625-19437-65711-7090,40304-5878-1787-10509-14499-7100-22382-2719,10343-3241-4198-24806-6691-8523-5632-1370,2646-821-2714-8359-2465-7807-7287-896,4649-670-1508-4238-3938-2195-2915-585,easy
5245-110492-278672-408961-67969-1668618-71759-202470,11628-8426-75401-119604-59028-27705-34656-38195,1629-2337-68624-17934-32401-14145-18708-10749,16226-6394-61065-21625-19437-65711-7090-24361,5878-1787-10509-14499-7100-22382-2719-3518,3241-4198-24806-6691-8523-5632-1370-10043,821-2714-8359-2465-7807-7287-896-4459,670-1508-4238-3938-2195-2915-585-3981,easy
