delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
189207-437488-1757728-1974558-1931298-273305-757889-239108,20515-105221-277321-453697-1006722-177257-380735-8818,827-11196-3844-121087-60287-23099-28896-6808,3521-3367-7722-178536-104664-25643-21513-1978,799-4614-21169-24740-89349-39636-17897-1847,6265-26222-6528-123926-126076-23667-18859-2314,8201-11022-2442-15098-47335-25330-20465-1540,6996-13607-4018-26534-18379-9253-9682-1029,easy
437488-1757728-1974558-1931298-273305-757889-239108-162140,105221-277321-453697-1006722-177257-380735-8818-101637,11196-3844-121087-60287-23099-28896-6808-2533,3367-7722-178536-104664-25643-21513-1978-12738,4614-21169-24740-89349-39636-17897-1847-2967,26222-6528-123926-126076-23667-18859-2314-6463,11022-2442-15098-47335-25330-20465-1540-10410,13607-4018-26534-18379-9253-9682-1029-2083,easy
1757728-1974558-1931298-273305-757889-239108-162140-477026,277321-453697-1006722-177257-380735-8818-101637-237419,3844-121087-60287-23099-28896-6808-2533-63684,7722-178536-104664-25643-21513-1978-12738-110326,21169-24740-89349-39636-17897-1847-2967-137968,6528-123926-126076-23667-18859-2314-6463-25032,2442-15098-47335-25330-20465-1540-10410-17075,4018-26534-18379-9253-9682-1029-2083-10283,easy
1974558-1931298-273305-757889-239108-162140-477026-717975,453697-1006722-177257-380735-8818-101637-237419-24747,121087-60287-23099-28896-6808-2533-63684-8417,178536-104664-25643-21513-1978-12738-110326-1796,24740-89349-39636-17897-1847-2967-137968-11127,123926-126076-23667-18859-2314-6463-25032-13744,15098-47335-25330-20465-1540-10410-17075-3762,26534-18379-9253-9682-1029-2083-10283-1308,easy
1931298-273305-757889-239108-162140-477026-717975-78149,1006722-177257-380735-8818-101637-237419-24747-11587,60287-23099-28896-6808-2533-63684-8417-2961,104664-25643-21513-1978-12738-110326-1796-3836,89349-39636-17897-1847-2967-137968-11127-4391,126076-23667-18859-2314-6463-25032-13744-8056,47335-25330-20465-1540-10410-17075-3762-5555,18379-9253-9682-1029-2083-10283-1308-2694,easy
273305-757889-239108-162140-477026-717975-78149-882939,177257-380735-8818-101637-237419-24747-11587-9894,23099-28896-6808-2533-63684-8417-2961-13415,25643-21513-1978-12738-110326-1796-3836-8234,39636-17897-1847-2967-137968-11127-4391-9432,23667-18859-2314-6463-25032-13744-8056-8351,25330-20465-1540-10410-17075-3762-5555-2762,9253-9682-1029-2083-10283-1308-2694-1986,easy
757889-239108-162140-477026-717975-78149-882939-257229,380735-8818-101637-237419-24747-11587-9894-12193,28896-6808-2533-63684-8417-2961-13415-8764,21513-1978-12738-110326-1796-3836-8234-1892,17897-1847-2967-137968-11127-4391-9432-5201,18859-2314-6463-25032-13744-8056-8351-2626,20465-1540-10410-17075-3762-5555-2762-1385,9682-1029-2083-10283-1308-2694-1986-1507,easy
239108-162140-477026-717975-78149-882939-257229-117395,8818-101637-237419-24747-11587-9894-12193-15475,6808-2533-63684-8417-2961-13415-8764-3373,1978-12738-110326-1796-3836-8234-1892-9400,1847-2967-137968-11127-4391-9432-5201-3375,2314-6463-25032-13744-8056-8351-2626-4520,1540-10410-17075-3762-5555-2762-1385-2475,1029-2083-10283-1308-2694-1986-1507-2470,easy
162140-477026-717975-78149-882939-257229-117395-922594,101637-237419-24747-11587-9894-12193-15475-144061,2533-63684-8417-2961-13415-8764-3373-42814,12738-110326-1796-3836-8234-1892-9400-44158,2967-137968-11127-4391-9432-5201-3375-33650,6463-25032-13744-8056-8351-2626-4520-35300,10410-17075-3762-5555-2762-1385-2475-6473,2083-10283-1308-2694-1986-1507-2470-3847,easy
477026-717975-78149-882939-257229-117395-922594-154708,237419-24747-11587-9894-12193-15475-144061-42606,63684-8417-2961-13415-8764-3373-42814-13240,110326-1796-3836-8234-1892-9400-44158-2950,137968-11127-4391-9432-5201-3375-33650-7038,25032-13744-8056-8351-2626-4520-35300-2972,17075-3762-5555-2762-1385-2475-6473-1832,10283-1308-2694-1986-1507-2470-3847-1602,easy
717975-78149-882939-257229-117395-922594-154708-1636255,24747-11587-9894-12193-15475-144061-42606-578598,8417-2961-13415-8764-3373-42814-13240-139219,1796-3836-8234-1892-9400-44158-2950-310854,11127-4391-9432-5201-3375-33650-7038-131139,13744-8056-8351-2626-4520-35300-2972-80287,3762-5555-2762-1385-2475-6473-1832-161742,1308-2694-1986-1507-2470-3847-1602-130721,easy
78149-882939-257229-117395-922594-154708-1636255-1875765,11587-9894-12193-15475-144061-42606-578598-60310,2961-13415-8764-3373-42814-13240-139219-63036,3836-8234-1892-9400-44158-2950-310854-16109,4391-9432-5201-3375-33650-7038-131139-62690,8056-8351-2626-4520-35300-2972-80287-39392,5555-2762-1385-2475-6473-1832-161742-46995,2694-1986-1507-2470-3847-1602-130721-23678,easy
882939-257229-117395-922594-154708-1636255-1875765-89099,9894-12193-15475-144061-42606-578598-60310-21565,13415-8764-3373-42814-13240-139219-63036-26375,8234-1892-9400-44158-2950-310854-16109-18031,9432-5201-3375-33650-7038-131139-62690-26889,8351-2626-4520-35300-2972-80287-39392-15679,2762-1385-2475-6473-1832-161742-46995-5123,1986-1507-2470-3847-1602-130721-23678-2789,easy
257229-117395-922594-154708-1636255-1875765-89099-123917,12193-15475-144061-42606-578598-60310-21565-32582,8764-3373-42814-13240-139219-63036-26375-31168,1892-9400-44158-2950-310854-16109-18031-11376,5201-3375-33650-7038-131139-62690-26889-2882,2626-4520-35300-2972-80287-39392-15679-9617,1385-2475-6473-1832-161742-46995-5123-4807,1507-2470-3847-1602-130721-23678-2789-7138,easy
117395-922594-154708-1636255-1875765-89099-123917-446249,15475-144061-42606-578598-60310-21565-32582-76767,3373-42814-13240-139219-63036-26375-31168-23783,9400-44158-2950-310854-16109-18031-11376-4768,3375-33650-7038-131139-62690-26889-2882-19292,4520-35300-2972-80287-39392-15679-9617-22818,2475-6473-1832-161742-46995-5123-4807-14354,2470-3847-1602-130721-23678-2789-7138-5820,easy
922594-154708-1636255-1875765-89099-123917-446249-51206,144061-42606-578598-60310-21565-32582-76767-58092,42814-13240-139219-63036-26375-31168-23783-10610,44158-2950-310854-16109-18031-11376-4768-4594,33650-7038-131139-62690-26889-2882-19292-4972,35300-2972-80287-39392-15679-9617-22818-7342,6473-1832-161742-46995-5123-4807-14354-1546,3847-1602-130721-23678-2789-7138-5820-1492,easy
154708-1636255-1875765-89099-123917-446249-51206-64283,42606-578598-60310-21565-32582-76767-58092-35839,13240-139219-63036-26375-31168-23783-10610-4990,2950-310854-16109-18031-11376-4768-4594-6520,7038-131139-62690-26889-2882-19292-4972-4544,2972-80287-39392-15679-9617-22818-7342-3767,1832-161742-46995-5123-4807-14354-1546-1752,1602-130721-23678-2789-7138-5820-1492-1410,easy
1636255-1875765-89099-123917-446249-51206-64283-869735,578598-60310-21565-32582-76767-58092-35839-67380,139219-63036-26375-31168-23783-10610-4990-9466,310854-16109-18031-11376-4768-4594-6520-16766,131139-62690-26889-2882-19292-4972-4544-13597,80287-39392-15679-9617-22818-7342-3767-26844,161742-46995-5123-4807-14354-1546-1752-7877,130721-23678-2789-7138-5820-1492-1410-8621,easy
1875765-89099-123917-446249-51206-64283-869735-121241,60310-21565-32582-76767-58092-35839-67380-32212,63036-26375-31168-23783-10610-4990-9466-44923,16109-18031-11376-4768-4594-6520-16766-12145,62690-26889-2882-19292-4972-4544-13597-21826,39392-15679-9617-22818-7342-3767-26844-16678,46995-5123-4807-14354-1546-1752-7877-6757,23678-2789-7138-5820-1492-1410-8621-5492,easy
89099-123917-446249-51206-64283-869735-121241-15960,21565-32582-76767-58092-35839-67380-32212-20496,26375-31168-23783-10610-4990-9466-44923-52652,18031-11376-4768-4594-6520-16766-12145-10706,26889-2882-19292-4972-4544-13597-21826-47203,15679-9617-22818-7342-3767-26844-16678-6196,5123-4807-14354-1546-1752-7877-6757-6723,2789-7138-5820-1492-1410-8621-5492-3751,easy
123917-446249-51206-64283-869735-121241-15960-14620,32582-76767-58092-35839-67380-32212-20496-21975,31168-23783-10610-4990-9466-44923-52652-19260,11376-4768-4594-6520-16766-12145-10706-2850,2882-19292-4972-4544-13597-21826-47203-19564,9617-22818-7342-3767-26844-16678-6196-8481,4807-14354-1546-1752-7877-6757-6723-2053,7138-5820-1492-1410-8621-5492-3751-916,easy
446249-51206-64283-869735-121241-15960-14620-471590,76767-58092-35839-67380-32212-20496-21975-29906,23783-10610-4990-9466-44923-52652-19260-9713,4768-4594-6520-16766-12145-10706-2850-3975,19292-4972-4544-13597-21826-47203-19564-5181,22818-7342-3767-26844-16678-6196-8481-2894,14354-1546-1752-7877-6757-6723-2053-2741,5820-1492-1410-8621-5492-3751-916-1121,easy
51206-64283-869735-121241-15960-14620-471590-57204,58092-35839-67380-32212-20496-21975-29906-24446,10610-4990-9466-44923-52652-19260-9713-4335,4594-6520-16766-12145-10706-2850-3975-1250,4972-4544-13597-21826-47203-19564-5181-1770,7342-3767-26844-16678-6196-8481-2894-5328,1546-1752-7877-6757-6723-2053-2741-1180,1492-1410-8621-5492-3751-916-1121-538,easy
64283-869735-121241-15960-14620-471590-57204-204737,35839-67380-32212-20496-21975-29906-24446-42626,4990-9466-44923-52652-19260-9713-4335-14256,6520-16766-12145-10706-2850-3975-1250-52423,4544-13597-21826-47203-19564-5181-1770-16995,3767-26844-16678-6196-8481-2894-5328-14560,1752-7877-6757-6723-2053-2741-1180-4132,1410-8621-5492-3751-916-1121-538-2815,easy
869735-121241-15960-14620-471590-57204-204737-57333,67380-32212-20496-21975-29906-24446-42626-5991,9466-44923-52652-19260-9713-4335-14256-4106,16766-12145-10706-2850-3975-1250-52423-8937,13597-21826-47203-19564-5181-1770-16995-3039,26844-16678-6196-8481-2894-5328-14560-2258,7877-6757-6723-2053-2741-1180-4132-1425,8621-5492-3751-916-1121-538-2815-515,hard
121241-15960-14620-471590-57204-204737-57333-435931,32212-20496-21975-29906-24446-42626-5991-36309,44923-52652-19260-9713-4335-14256-4106-21288,12145-10706-2850-3975-1250-52423-8937-4911,21826-47203-19564-5181-1770-16995-3039-2148,16678-6196-8481-2894-5328-14560-2258-4704,6757-6723-2053-2741-1180-4132-1425-1471,5492-3751-916-1121-538-2815-515-824,easy
15960-14620-471590-57204-204737-57333-435931-1577835,20496-21975-29906-24446-42626-5991-36309-142057,52652-19260-9713-4335-14256-4106-21288-15390,10706-2850-3975-1250-52423-8937-4911-6544,47203-19564-5181-1770-16995-3039-2148-11614,6196-8481-2894-5328-14560-2258-4704-11977,6723-2053-2741-1180-4132-1425-1471-3644,3751-916-1121-538-2815-515-824-3930,easy
14620-471590-57204-204737-57333-435931-1577835-599310,21975-29906-24446-42626-5991-36309-142057-107256,19260-9713-4335-14256-4106-21288-15390-43768,2850-3975-1250-52423-8937-4911-6544-11874,19564-5181-1770-16995-3039-2148-11614-16073,8481-2894-5328-14560-2258-4704-11977-11149,2053-2741-1180-4132-1425-1471-3644-4262,916-1121-538-2815-515-824-3930-985,easy
471590-57204-204737-57333-435931-1577835-599310-65930,29906-24446-42626-5991-36309-142057-107256-40509,9713-4335-14256-4106-21288-15390-43768-19906,3975-1250-52423-8937-4911-6544-11874-3955,5181-1770-16995-3039-2148-11614-16073-24092,2894-5328-14560-2258-4704-11977-11149-7426,2741-1180-4132-1425-1471-3644-4262-2403,1121-538-2815-515-824-3930-985-3835,easy
57204-204737-57333-435931-1577835-599310-65930-518679,24446-42626-5991-36309-142057-107256-40509-245658,4335-14256-4106-21288-15390-43768-19906-39108,1250-52423-8937-4911-6544-11874-3955-20298,1770-16995-3039-2148-11614-16073-24092-14576,5328-14560-2258-4704-11977-11149-7426-16918,1180-4132-1425-1471-3644-4262-2403-3071,538-2815-515-824-3930-985-3835-1991,easy
204737-57333-435931-1577835-599310-65930-518679-90403,42626-5991-36309-142057-107256-40509-245658-65038,14256-4106-21288-15390-43768-19906-39108-4834,52423-8937-4911-6544-11874-3955-20298-6456,16995-3039-2148-11614-16073-24092-14576-4094,14560-2258-4704-11977-11149-7426-16918-1281,4132-1425-1471-3644-4262-2403-3071-937,2815-515-824-3930-985-3835-1991-440,hard
57333-435931-1577835-599310-65930-518679-90403-489559,5991-36309-142057-107256-40509-245658-65038-132285,4106-21288-15390-43768-19906-39108-4834-40395,8937-4911-6544-11874-3955-20298-6456-107254,3039-2148-11614-16073-24092-14576-4094-17630,2258-4704-11977-11149-7426-16918-1281-9848,1425-1471-3644-4262-2403-3071-937-5389,515-824-3930-985-3835-1991-440-3702,easy
435931-1577835-599310-65930-518679-90403-489559-124013,36309-142057-107256-40509-245658-65038-132285-49073,21288-15390-43768-19906-39108-4834-40395-11654,4911-6544-11874-3955-20298-6456-107254-9295,2148-11614-16073-24092-14576-4094-17630-8422,4704-11977-11149-7426-16918-1281-9848-4473,1471-3644-4262-2403-3071-937-5389-3027,824-3930-985-3835-1991-440-3702-739,easy
1577835-599310-65930-518679-90403-489559-124013-855161,142057-107256-40509-245658-65038-132285-49073-120945,15390-43768-19906-39108-4834-40395-11654-74983,6544-11874-3955-20298-6456-107254-9295-52672,11614-16073-24092-14576-4094-17630-8422-80621,11977-11149-7426-16918-1281-9848-4473-60440,3644-4262-2403-3071-937-5389-3027-13852,3930-985-3835-1991-440-3702-739-9240,easy
599310-65930-518679-90403-489559-124013-855161-346309,107256-40509-245658-65038-132285-49073-120945-132024,43768-19906-39108-4834-40395-11654-74983-24292,11874-3955-20298-6456-107254-9295-52672-6568,16073-24092-14576-4094-17630-8422-80621-10896,11149-7426-16918-1281-9848-4473-60440-7276,4262-2403-3071-937-5389-3027-13852-1874,985-3835-1991-440-3702-739-9240-1707,easy
65930-518679-90403-489559-124013-855161-346309-1478536,40509-245658-65038-132285-49073-120945-132024-188111,19906-39108-4834-40395-11654-74983-24292-23766,3955-20298-6456-107254-9295-52672-6568-11975,24092-14576-4094-17630-8422-80621-10896-17895,7426-16918-1281-9848-4473-60440-7276-29295,2403-3071-937-5389-3027-13852-1874-9802,3835-1991-440-3702-739-9240-1707-4245,easy
518679-90403-489559-124013-855161-346309-1478536-50046,245658-65038-132285-49073-120945-132024-188111-20880,39108-4834-40395-11654-74983-24292-23766-7951,20298-6456-107254-9295-52672-6568-11975-5667,14576-4094-17630-8422-80621-10896-17895-2412,16918-1281-9848-4473-60440-7276-29295-2100,3071-937-5389-3027-13852-1874-9802-1021,1991-440-3702-739-9240-1707-4245-963,easy
90403-489559-124013-855161-346309-1478536-50046-75896,65038-132285-49073-120945-132024-188111-20880-29528,4834-40395-11654-74983-24292-23766-7951-12585,6456-107254-9295-52672-6568-11975-5667-11042,4094-17630-8422-80621-10896-17895-2412-29533,1281-9848-4473-60440-7276-29295-2100-5735,937-5389-3027-13852-1874-9802-1021-1478,440-3702-739-9240-1707-4245-963-1342,easy
489559-124013-855161-346309-1478536-50046-75896-19581,132285-49073-120945-132024-188111-20880-29528-7679,40395-11654-74983-24292-23766-7951-12585-6632,107254-9295-52672-6568-11975-5667-11042-7798,17630-8422-80621-10896-17895-2412-29533-4255,9848-4473-60440-7276-29295-2100-5735-2641,5389-3027-13852-1874-9802-1021-1478-3548,3702-739-9240-1707-4245-963-1342-694,easy
124013-855161-346309-1478536-50046-75896-19581-405697,49073-120945-132024-188111-20880-29528-7679-28782,11654-74983-24292-23766-7951-12585-6632-16042,9295-52672-6568-11975-5667-11042-7798-5497,8422-80621-10896-17895-2412-29533-4255-9097,4473-60440-7276-29295-2100-5735-2641-2326,3027-13852-1874-9802-1021-1478-3548-2262,739-9240-1707-4245-963-1342-694-844,easy
855161-346309-1478536-50046-75896-19581-405697-68628,120945-132024-188111-20880-29528-7679-28782-50545,74983-24292-23766-7951-12585-6632-16042-34898,52672-6568-11975-5667-11042-7798-5497-4768,80621-10896-17895-2412-29533-4255-9097-7531,60440-7276-29295-2100-5735-2641-2326-8632,13852-1874-9802-1021-1478-3548-2262-2343,9240-1707-4245-963-1342-694-844-2995,easy
346309-1478536-50046-75896-19581-405697-68628-58954,132024-188111-20880-29528-7679-28782-50545-51353,24292-23766-7951-12585-6632-16042-34898-13930,6568-11975-5667-11042-7798-5497-4768-7781,10896-17895-2412-29533-4255-9097-7531-777,7276-29295-2100-5735-2641-2326-8632-4607,1874-9802-1021-1478-3548-2262-2343-957,1707-4245-963-1342-694-844-2995-966,easy
1478536-50046-75896-19581-405697-68628-58954-354203,188111-20880-29528-7679-28782-50545-51353-129029,23766-7951-12585-6632-16042-34898-13930-14003,11975-5667-11042-7798-5497-4768-7781-5535,17895-2412-29533-4255-9097-7531-777-17482,29295-2100-5735-2641-2326-8632-4607-19932,9802-1021-1478-3548-2262-2343-957-5570,4245-963-1342-694-844-2995-966-2303,easy
50046-75896-19581-405697-68628-58954-354203-20775,20880-29528-7679-28782-50545-51353-129029-21143,7951-12585-6632-16042-34898-13930-14003-6160,5667-11042-7798-5497-4768-7781-5535-5869,2412-29533-4255-9097-7531-777-17482-5169,2100-5735-2641-2326-8632-4607-19932-3935,1021-1478-3548-2262-2343-957-5570-3484,963-1342-694-844-2995-966-2303-1762,easy
75896-19581-405697-68628-58954-354203-20775-97991,29528-7679-28782-50545-51353-129029-21143-19507,12585-6632-16042-34898-13930-14003-6160-3132,11042-7798-5497-4768-7781-5535-5869-8505,29533-4255-9097-7531-777-17482-5169-12438,5735-2641-2326-8632-4607-19932-3935-12967,1478-3548-2262-2343-957-5570-3484-1316,1342-694-844-2995-966-2303-1762-4568,easy
19581-405697-68628-58954-354203-20775-97991-117873,7679-28782-50545-51353-129029-21143-19507-150475,6632-16042-34898-13930-14003-6160-3132-61345,7798-5497-4768-7781-5535-5869-8505-5888,4255-9097-7531-777-17482-5169-12438-12324,2641-2326-8632-4607-19932-3935-12967-5431,3548-2262-2343-957-5570-3484-1316-3372,694-844-2995-966-2303-1762-4568-1212,easy
405697-68628-58954-354203-20775-97991-117873-420042,28782-50545-51353-129029-21143-19507-150475-94488,16042-34898-13930-14003-6160-3132-61345-18994,5497-4768-7781-5535-5869-8505-5888-33213,9097-7531-777-17482-5169-12438-12324-23533,2326-8632-4607-19932-3935-12967-5431-9976,2262-2343-957-5570-3484-1316-3372-5099,844-2995-966-2303-1762-4568-1212-3604,easy
68628-58954-354203-20775-97991-117873-420042-62485,50545-51353-129029-21143-19507-150475-94488-16684,34898-13930-14003-6160-3132-61345-18994-18071,4768-7781-5535-5869-8505-5888-33213-9072,7531-777-17482-5169-12438-12324-23533-8802,8632-4607-19932-3935-12967-5431-9976-11661,2343-957-5570-3484-1316-3372-5099-5407,2995-966-2303-1762-4568-1212-3604-4685,easy
58954-354203-20775-97991-117873-420042-62485-140516,51353-129029-21143-19507-150475-94488-16684-39355,13930-14003-6160-3132-61345-18994-18071-18876,7781-5535-5869-8505-5888-33213-9072-10197,777-17482-5169-12438-12324-23533-8802-9753,4607-19932-3935-12967-5431-9976-11661-10464,957-5570-3484-1316-3372-5099-5407-3072,966-2303-1762-4568-1212-3604-4685-2419,hard
354203-20775-97991-117873-420042-62485-140516-208044,129029-21143-19507-150475-94488-16684-39355-29027,14003-6160-3132-61345-18994-18071-18876-9496,5535-5869-8505-5888-33213-9072-10197-11408,17482-5169-12438-12324-23533-8802-9753-9435,19932-3935-12967-5431-9976-11661-10464-7985,5570-3484-1316-3372-5099-5407-3072-10201,2303-1762-4568-1212-3604-4685-2419-1273,easy
20775-97991-117873-420042-62485-140516-208044-63827,21143-19507-150475-94488-16684-39355-29027-25603,6160-3132-61345-18994-18071-18876-9496-24925,5869-8505-5888-33213-9072-10197-11408-9592,5169-12438-12324-23533-8802-9753-9435-4218,3935-12967-5431-9976-11661-10464-7985-4346,3484-1316-3372-5099-5407-3072-10201-3408,1762-4568-1212-3604-4685-2419-1273-1759,hard
97991-117873-420042-62485-140516-208044-63827-76966,19507-150475-94488-16684-39355-29027-25603-14778,3132-61345-18994-18071-18876-9496-24925-3914,8505-5888-33213-9072-10197-11408-9592-7927,12438-12324-23533-8802-9753-9435-4218-1940,12967-5431-9976-11661-10464-7985-4346-3992,1316-3372-5099-5407-3072-10201-3408-836,4568-1212-3604-4685-2419-1273-1759-707,easy
117873-420042-62485-140516-208044-63827-76966-106050,150475-94488-16684-39355-29027-25603-14778-32080,61345-18994-18071-18876-9496-24925-3914-4662,5888-33213-9072-10197-11408-9592-7927-691,12324-23533-8802-9753-9435-4218-1940-2169,5431-9976-11661-10464-7985-4346-3992-1769,3372-5099-5407-3072-10201-3408-836-977,1212-3604-4685-2419-1273-1759-707-772,easy
420042-62485-140516-208044-63827-76966-106050-15111,94488-16684-39355-29027-25603-14778-32080-13130,18994-18071-18876-9496-24925-3914-4662-1793,33213-9072-10197-11408-9592-7927-691-2266,23533-8802-9753-9435-4218-1940-2169-3821,9976-11661-10464-7985-4346-3992-1769-3511,5099-5407-3072-10201-3408-836-977-1115,3604-4685-2419-1273-1759-707-772-553,easy
62485-140516-208044-63827-76966-106050-15111-174508,16684-39355-29027-25603-14778-32080-13130-27954,18071-18876-9496-24925-3914-4662-1793-29700,9072-10197-11408-9592-7927-691-2266-22595,8802-9753-9435-4218-1940-2169-3821-20686,11661-10464-7985-4346-3992-1769-3511-11733,5407-3072-10201-3408-836-977-1115-4160,4685-2419-1273-1759-707-772-553-3697,easy
140516-208044-63827-76966-106050-15111-174508-46763,39355-29027-25603-14778-32080-13130-27954-3857,18876-9496-24925-3914-4662-1793-29700-1053,10197-11408-9592-7927-691-2266-22595-995,9753-9435-4218-1940-2169-3821-20686-1427,10464-7985-4346-3992-1769-3511-11733-936,3072-10201-3408-836-977-1115-4160-295,2419-1273-1759-707-772-553-3697-125,easy
208044-63827-76966-106050-15111-174508-46763-46648,29027-25603-14778-32080-13130-27954-3857-83862,9496-24925-3914-4662-1793-29700-1053-36167,11408-9592-7927-691-2266-22595-995-23253,9435-4218-1940-2169-3821-20686-1427-13403,7985-4346-3992-1769-3511-11733-936-15764,10201-3408-836-977-1115-4160-295-6952,1273-1759-707-772-553-3697-125-5597,easy
63827-76966-106050-15111-174508-46763-46648-2016220,25603-14778-32080-13130-27954-3857-83862-213948,24925-3914-4662-1793-29700-1053-36167-48560,9592-7927-691-2266-22595-995-23253-5473,4218-1940-2169-3821-20686-1427-13403-14280,4346-3992-1769-3511-11733-936-15764-10203,3408-836-977-1115-4160-295-6952-4923,1759-707-772-553-3697-125-5597-6775,easy
76966-106050-15111-174508-46763-46648-2016220-94562,14778-32080-13130-27954-3857-83862-213948-119359,3914-4662-1793-29700-1053-36167-48560-13894,7927-691-2266-22595-995-23253-5473-16602,1940-2169-3821-20686-1427-13403-14280-36195,3992-1769-3511-11733-936-15764-10203-7519,836-977-1115-4160-295-6952-4923-4051,707-772-553-3697-125-5597-6775-5301,easy
106050-15111-174508-46763-46648-2016220-94562-27454,32080-13130-27954-3857-83862-213948-119359-9660,4662-1793-29700-1053-36167-48560-13894-7981,691-2266-22595-995-23253-5473-16602-7507,2169-3821-20686-1427-13403-14280-36195-8903,1769-3511-11733-936-15764-10203-7519-2663,977-1115-4160-295-6952-4923-4051-1749,772-553-3697-125-5597-6775-5301-821,easy
15111-174508-46763-46648-2016220-94562-27454-98429,13130-27954-3857-83862-213948-119359-9660-49677,1793-29700-1053-36167-48560-13894-7981-9787,2266-22595-995-23253-5473-16602-7507-828,3821-20686-1427-13403-14280-36195-8903-2910,3511-11733-936-15764-10203-7519-2663-2588,1115-4160-295-6952-4923-4051-1749-1671,553-3697-125-5597-6775-5301-821-1687,easy
174508-46763-46648-2016220-94562-27454-98429-71144,27954-3857-83862-213948-119359-9660-49677-33064,29700-1053-36167-48560-13894-7981-9787-5118,22595-995-23253-5473-16602-7507-828-4274,20686-1427-13403-14280-36195-8903-2910-12203,11733-936-15764-10203-7519-2663-2588-3837,4160-295-6952-4923-4051-1749-1671-2528,3697-125-5597-6775-5301-821-1687-1046,hard
