delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
2587906-488995-4007-5117-43173-924828-302339-361286,99560-43037-1639-50113-25511-31994-23239-69842,64585-6532-745-10651-4298-14096-1941-4120,5914-9586-50-12990-11651-25059-6972-4500,17236-6184-1024-3867-4958-38344-5791-1478,17299-2928-4530-17072-23289-17688-4544-3884,39026-1769-5334-3201-19216-16075-1779-1560,15133-1212-1617-9600-23837-10334-2454-2618,easy
488995-4007-5117-43173-924828-302339-361286-950028,43037-1639-50113-25511-31994-23239-69842-122011,6532-745-10651-4298-14096-1941-4120-30729,9586-50-12990-11651-25059-6972-4500-17723,6184-1024-3867-4958-38344-5791-1478-13714,2928-4530-17072-23289-17688-4544-3884-16981,1769-5334-3201-19216-16075-1779-1560-23656,1212-1617-9600-23837-10334-2454-2618-13876,easy
4007-5117-43173-924828-302339-361286-950028-218383,1639-50113-25511-31994-23239-69842-122011-35607,745-10651-4298-14096-1941-4120-30729-4147,50-12990-11651-25059-6972-4500-17723-2499,1024-3867-4958-38344-5791-1478-13714-4973,4530-17072-23289-17688-4544-3884-16981-5931,5334-3201-19216-16075-1779-1560-23656-2008,1617-9600-23837-10334-2454-2618-13876-2707,easy
5117-43173-924828-302339-361286-950028-218383-47336,50113-25511-31994-23239-69842-122011-35607-11184,10651-4298-14096-1941-4120-30729-4147-4365,12990-11651-25059-6972-4500-17723-2499-9240,3867-4958-38344-5791-1478-13714-4973-4253,17072-23289-17688-4544-3884-16981-5931-4164,3201-19216-16075-1779-1560-23656-2008-4330,9600-23837-10334-2454-2618-13876-2707-3148,easy
43173-924828-302339-361286-950028-218383-47336-19087,25511-31994-23239-69842-122011-35607-11184-25075,4298-14096-1941-4120-30729-4147-4365-3823,11651-25059-6972-4500-17723-2499-9240-2283,4958-38344-5791-1478-13714-4973-4253-1930,23289-17688-4544-3884-16981-5931-4164-2380,19216-16075-1779-1560-23656-2008-4330-9390,23837-10334-2454-2618-13876-2707-3148-4504,easy
924828-302339-361286-950028-218383-47336-19087-116351,31994-23239-69842-122011-35607-11184-25075-21461,14096-1941-4120-30729-4147-4365-3823-898,25059-6972-4500-17723-2499-9240-2283-9262,38344-5791-1478-13714-4973-4253-1930-4006,17688-4544-3884-16981-5931-4164-2380-5790,16075-1779-1560-23656-2008-4330-9390-2877,10334-2454-2618-13876-2707-3148-4504-1432,easy
302339-361286-950028-218383-47336-19087-116351-864730,23239-69842-122011-35607-11184-25075-21461-205780,1941-4120-30729-4147-4365-3823-898-12085,6972-4500-17723-2499-9240-2283-9262-12194,5791-1478-13714-4973-4253-1930-4006-10449,4544-3884-16981-5931-4164-2380-5790-26292,1779-1560-23656-2008-4330-9390-2877-34269,2454-2618-13876-2707-3148-4504-1432-7043,easy
361286-950028-218383-47336-19087-116351-864730-177344,69842-122011-35607-11184-25075-21461-205780-23422,4120-30729-4147-4365-3823-898-12085-6440,4500-17723-2499-9240-2283-9262-12194-5370,1478-13714-4973-4253-1930-4006-10449-6992,3884-16981-5931-4164-2380-5790-26292-7966,1560-23656-2008-4330-9390-2877-34269-4244,2618-13876-2707-3148-4504-1432-7043-2353,easy
950028-218383-47336-19087-116351-864730-177344-57586,122011-35607-11184-25075-21461-205780-23422-46861,30729-4147-4365-3823-898-12085-6440-2056,17723-2499-9240-2283-9262-12194-5370-7523,13714-4973-4253-1930-4006-10449-6992-1491,16981-5931-4164-2380-5790-26292-7966-5160,23656-2008-4330-9390-2877-34269-4244-2015,13876-2707-3148-4504-1432-7043-2353-1892,hard
218383-47336-19087-116351-864730-177344-57586-19024,35607-11184-25075-21461-205780-23422-46861-13938,4147-4365-3823-898-12085-6440-2056-13671,2499-9240-2283-9262-12194-5370-7523-1984,4973-4253-1930-4006-10449-6992-1491-2636,5931-4164-2380-5790-26292-7966-5160-9024,2008-4330-9390-2877-34269-4244-2015-30055,2707-3148-4504-1432-7043-2353-1892-7800,hard
47336-19087-116351-864730-177344-57586-19024-203253,11184-25075-21461-205780-23422-46861-13938-93330,4365-3823-898-12085-6440-2056-13671-30127,9240-2283-9262-12194-5370-7523-1984-7922,4253-1930-4006-10449-6992-1491-2636-6048,4164-2380-5790-26292-7966-5160-9024-10810,4330-9390-2877-34269-4244-2015-30055-3883,3148-4504-1432-7043-2353-1892-7800-3473,easy
19087-116351-864730-177344-57586-19024-203253-236416,25075-21461-205780-23422-46861-13938-93330-24292,3823-898-12085-6440-2056-13671-30127-1258,2283-9262-12194-5370-7523-1984-7922-4410,1930-4006-10449-6992-1491-2636-6048-4834,2380-5790-26292-7966-5160-9024-10810-4206,9390-2877-34269-4244-2015-30055-3883-1626,4504-1432-7043-2353-1892-7800-3473-1049,easy
116351-864730-177344-57586-19024-203253-236416-592114,21461-205780-23422-46861-13938-93330-24292-81315,898-12085-6440-2056-13671-30127-1258-85909,9262-12194-5370-7523-1984-7922-4410-45189,4006-10449-6992-1491-2636-6048-4834-13236,5790-26292-7966-5160-9024-10810-4206-19338,2877-34269-4244-2015-30055-3883-1626-2657,1432-7043-2353-1892-7800-3473-1049-2698,easy
864730-177344-57586-19024-203253-236416-592114-309319,205780-23422-46861-13938-93330-24292-81315-204756,12085-6440-2056-13671-30127-1258-85909-32155,12194-5370-7523-1984-7922-4410-45189-41661,10449-6992-1491-2636-6048-4834-13236-11383,26292-7966-5160-9024-10810-4206-19338-32039,34269-4244-2015-30055-3883-1626-2657-9514,7043-2353-1892-7800-3473-1049-2698-3361,hard
177344-57586-19024-203253-236416-592114-309319-37213,23422-46861-13938-93330-24292-81315-204756-20146,6440-2056-13671-30127-1258-85909-32155-7429,5370-7523-1984-7922-4410-45189-41661-5586,6992-1491-2636-6048-4834-13236-11383-2058,7966-5160-9024-10810-4206-19338-32039-2890,4244-2015-30055-3883-1626-2657-9514-1115,2353-1892-7800-3473-1049-2698-3361-1999,hard
57586-19024-203253-236416-592114-309319-37213-337677,46861-13938-93330-24292-81315-204756-20146-174794,2056-13671-30127-1258-85909-32155-7429-12273,7523-1984-7922-4410-45189-41661-5586-30187,1491-2636-6048-4834-13236-11383-2058-18115,5160-9024-10810-4206-19338-32039-2890-23954,2015-30055-3883-1626-2657-9514-1115-8894,1892-7800-3473-1049-2698-3361-1999-2432,easy
19024-203253-236416-592114-309319-37213-337677-211602,13938-93330-24292-81315-204756-20146-174794-30699,13671-30127-1258-85909-32155-7429-12273-12664,1984-7922-4410-45189-41661-5586-30187-3414,2636-6048-4834-13236-11383-2058-18115-6443,9024-10810-4206-19338-32039-2890-23954-3261,30055-3883-1626-2657-9514-1115-8894-1515,7800-3473-1049-2698-3361-1999-2432-2904,easy
203253-236416-592114-309319-37213-337677-211602-18574,93330-24292-81315-204756-20146-174794-30699-17555,30127-1258-85909-32155-7429-12273-12664-9388,7922-4410-45189-41661-5586-30187-3414-4094,6048-4834-13236-11383-2058-18115-6443-2229,10810-4206-19338-32039-2890-23954-3261-2086,3883-1626-2657-9514-1115-8894-1515-2544,3473-1049-2698-3361-1999-2432-2904-982,easy
236416-592114-309319-37213-337677-211602-18574-117208,24292-81315-204756-20146-174794-30699-17555-21523,1258-85909-32155-7429-12273-12664-9388-13160,4410-45189-41661-5586-30187-3414-4094-2408,4834-13236-11383-2058-18115-6443-2229-4054,4206-19338-32039-2890-23954-3261-2086-2987,1626-2657-9514-1115-8894-1515-2544-799,1049-2698-3361-1999-2432-2904-982-1997,easy
592114-309319-37213-337677-211602-18574-117208-141090,81315-204756-20146-174794-30699-17555-21523-19398,85909-32155-7429-12273-12664-9388-13160-8838,45189-41661-5586-30187-3414-4094-2408-1571,13236-11383-2058-18115-6443-2229-4054-2314,19338-32039-2890-23954-3261-2086-2987-1731,2657-9514-1115-8894-1515-2544-799-3190,2698-3361-1999-2432-2904-982-1997-1768,easy
309319-37213-337677-211602-18574-117208-141090-5673,204756-20146-174794-30699-17555-21523-19398-3317,32155-7429-12273-12664-9388-13160-8838-1063,41661-5586-30187-3414-4094-2408-1571-332,11383-2058-18115-6443-2229-4054-2314-1498,32039-2890-23954-3261-2086-2987-1731-3000,9514-1115-8894-1515-2544-799-3190-1331,3361-1999-2432-2904-982-1997-1768-2450,easy
37213-337677-211602-18574-117208-141090-5673-13050,20146-174794-30699-17555-21523-19398-3317-28277,7429-12273-12664-9388-13160-8838-1063-6326,5586-30187-3414-4094-2408-1571-332-11772,2058-18115-6443-2229-4054-2314-1498-8547,2890-23954-3261-2086-2987-1731-3000-10618,1115-8894-1515-2544-799-3190-1331-5693,1999-2432-2904-982-1997-1768-2450-6683,hard
337677-211602-18574-117208-141090-5673-13050-10501,174794-30699-17555-21523-19398-3317-28277-13793,12273-12664-9388-13160-8838-1063-6326-20774,30187-3414-4094-2408-1571-332-11772-8027,18115-6443-2229-4054-2314-1498-8547-5210,23954-3261-2086-2987-1731-3000-10618-10145,8894-1515-2544-799-3190-1331-5693-11637,2432-2904-982-1997-1768-2450-6683-4818,easy
211602-18574-117208-141090-5673-13050-10501-105142,30699-17555-21523-19398-3317-28277-13793-14466,12664-9388-13160-8838-1063-6326-20774-136,3414-4094-2408-1571-332-11772-8027-364,6443-2229-4054-2314-1498-8547-5210-417,3261-2086-2987-1731-3000-10618-10145-507,1515-2544-799-3190-1331-5693-11637-381,2904-982-1997-1768-2450-6683-4818-662,easy
18574-117208-141090-5673-13050-10501-105142-214128,17555-21523-19398-3317-28277-13793-14466-69249,9388-13160-8838-1063-6326-20774-136-4265,4094-2408-1571-332-11772-8027-364-11180,2229-4054-2314-1498-8547-5210-417-28722,2086-2987-1731-3000-10618-10145-507-21438,2544-799-3190-1331-5693-11637-381-10918,982-1997-1768-2450-6683-4818-662-6233,easy
117208-141090-5673-13050-10501-105142-214128-106467,21523-19398-3317-28277-13793-14466-69249-8777,13160-8838-1063-6326-20774-136-4265-501,2408-1571-332-11772-8027-364-11180-98,4054-2314-1498-8547-5210-417-28722-3784,2987-1731-3000-10618-10145-507-21438-4211,799-3190-1331-5693-11637-381-10918-4621,1997-1768-2450-6683-4818-662-6233-1644,easy
141090-5673-13050-10501-105142-214128-106467-269077,19398-3317-28277-13793-14466-69249-8777-18550,8838-1063-6326-20774-136-4265-501-8031,1571-332-11772-8027-364-11180-98-2922,2314-1498-8547-5210-417-28722-3784-6503,1731-3000-10618-10145-507-21438-4211-5521,3190-1331-5693-11637-381-10918-4621-1498,1768-2450-6683-4818-662-6233-1644-248,easy
5673-13050-10501-105142-214128-106467-269077-99558,3317-28277-13793-14466-69249-8777-18550-29398,1063-6326-20774-136-4265-501-8031-1219,332-11772-8027-364-11180-98-2922-679,1498-8547-5210-417-28722-3784-6503-3214,3000-10618-10145-507-21438-4211-5521-2797,1331-5693-11637-381-10918-4621-1498-2059,2450-6683-4818-662-6233-1644-248-1419,easy
13050-10501-105142-214128-106467-269077-99558-6147,28277-13793-14466-69249-8777-18550-29398-13487,6326-20774-136-4265-501-8031-1219-14302,11772-8027-364-11180-98-2922-679-3127,8547-5210-417-28722-3784-6503-3214-6116,10618-10145-507-21438-4211-5521-2797-7548,5693-11637-381-10918-4621-1498-2059-13366,6683-4818-662-6233-1644-248-1419-3854,easy
10501-105142-214128-106467-269077-99558-6147-285122,13793-14466-69249-8777-18550-29398-13487-26356,20774-136-4265-501-8031-1219-14302-6547,8027-364-11180-98-2922-679-3127-2189,5210-417-28722-3784-6503-3214-6116-1988,10145-507-21438-4211-5521-2797-7548-2444,11637-381-10918-4621-1498-2059-13366-1045,4818-662-6233-1644-248-1419-3854-1711,easy
105142-214128-106467-269077-99558-6147-285122-9587,14466-69249-8777-18550-29398-13487-26356-2460,136-4265-501-8031-1219-14302-6547-100,364-11180-98-2922-679-3127-2189-1789,417-28722-3784-6503-3214-6116-1988-1196,507-21438-4211-5521-2797-7548-2444-2595,381-10918-4621-1498-2059-13366-1045-2137,662-6233-1644-248-1419-3854-1711-1388,easy
214128-106467-269077-99558-6147-285122-9587-195119,69249-8777-18550-29398-13487-26356-2460-40962,4265-501-8031-1219-14302-6547-100-8722,11180-98-2922-679-3127-2189-1789-6026,28722-3784-6503-3214-6116-1988-1196-2323,21438-4211-5521-2797-7548-2444-2595-3096,10918-4621-1498-2059-13366-1045-2137-856,6233-1644-248-1419-3854-1711-1388-1163,easy
106467-269077-99558-6147-285122-9587-195119-18734,8777-18550-29398-13487-26356-2460-40962-4263,501-8031-1219-14302-6547-100-8722-1436,98-2922-679-3127-2189-1789-6026-2399,3784-6503-3214-6116-1988-1196-2323-953,4211-5521-2797-7548-2444-2595-3096-2583,4621-1498-2059-13366-1045-2137-856-1337,1644-248-1419-3854-1711-1388-1163-1113,easy
269077-99558-6147-285122-9587-195119-18734-182061,18550-29398-13487-26356-2460-40962-4263-6297,8031-1219-14302-6547-100-8722-1436-1143,2922-679-3127-2189-1789-6026-2399-823,6503-3214-6116-1988-1196-2323-953-451,5521-2797-7548-2444-2595-3096-2583-507,1498-2059-13366-1045-2137-856-1337-442,248-1419-3854-1711-1388-1163-1113-362,easy
99558-6147-285122-9587-195119-18734-182061-3459,29398-13487-26356-2460-40962-4263-6297-6768,1219-14302-6547-100-8722-1436-1143-11166,679-3127-2189-1789-6026-2399-823-3312,3214-6116-1988-1196-2323-953-451-5955,2797-7548-2444-2595-3096-2583-507-8105,2059-13366-1045-2137-856-1337-442-2616,1419-3854-1711-1388-1163-1113-362-4191,easy
6147-285122-9587-195119-18734-182061-3459-24517,13487-26356-2460-40962-4263-6297-6768-7308,14302-6547-100-8722-1436-1143-11166-11529,3127-2189-1789-6026-2399-823-3312-5935,6116-1988-1196-2323-953-451-5955-5166,7548-2444-2595-3096-2583-507-8105-5362,13366-1045-2137-856-1337-442-2616-6828,3854-1711-1388-1163-1113-362-4191-2540,easy
285122-9587-195119-18734-182061-3459-24517-218419,26356-2460-40962-4263-6297-6768-7308-41233,6547-100-8722-1436-1143-11166-11529-1554,2189-1789-6026-2399-823-3312-5935-1053,1988-1196-2323-953-451-5955-5166-1102,2444-2595-3096-2583-507-8105-5362-1469,1045-2137-856-1337-442-2616-6828-2462,1711-1388-1163-1113-362-4191-2540-1482,easy
9587-195119-18734-182061-3459-24517-218419-1086603,2460-40962-4263-6297-6768-7308-41233-388482,100-8722-1436-1143-11166-11529-1554-124561,1789-6026-2399-823-3312-5935-1053-18283,1196-2323-953-451-5955-5166-1102-41171,2595-3096-2583-507-8105-5362-1469-30178,2137-856-1337-442-2616-6828-2462-6614,1388-1163-1113-362-4191-2540-1482-5841,easy
195119-18734-182061-3459-24517-218419-1086603-138673,40962-4263-6297-6768-7308-41233-388482-13407,8722-1436-1143-11166-11529-1554-124561-2470,6026-2399-823-3312-5935-1053-18283-325,2323-953-451-5955-5166-1102-41171-995,3096-2583-507-8105-5362-1469-30178-3105,856-1337-442-2616-6828-2462-6614-1355,1163-1113-362-4191-2540-1482-5841-925,easy
18734-182061-3459-24517-218419-1086603-138673-649470,4263-6297-6768-7308-41233-388482-13407-168342,1436-1143-11166-11529-1554-124561-2470-10265,2399-823-3312-5935-1053-18283-325-8969,953-451-5955-5166-1102-41171-995-20812,2583-507-8105-5362-1469-30178-3105-19015,1337-442-2616-6828-2462-6614-1355-4622,1113-362-4191-2540-1482-5841-925-972,easy
182061-3459-24517-218419-1086603-138673-649470-104726,6297-6768-7308-41233-388482-13407-168342-55780,1143-11166-11529-1554-124561-2470-10265-2495,823-3312-5935-1053-18283-325-8969-5935,451-5955-5166-1102-41171-995-20812-1899,507-8105-5362-1469-30178-3105-19015-2764,442-2616-6828-2462-6614-1355-4622-1952,362-4191-2540-1482-5841-925-972-588,easy
3459-24517-218419-1086603-138673-649470-104726-37129,6768-7308-41233-388482-13407-168342-55780-16272,11166-11529-1554-124561-2470-10265-2495-3494,3312-5935-1053-18283-325-8969-5935-2194,5955-5166-1102-41171-995-20812-1899-6656,8105-5362-1469-30178-3105-19015-2764-8209,2616-6828-2462-6614-1355-4622-1952-4614,4191-2540-1482-5841-925-972-588-4309,easy
24517-218419-1086603-138673-649470-104726-37129-11173,7308-41233-388482-13407-168342-55780-16272-13530,11529-1554-124561-2470-10265-2495-3494-1180,5935-1053-18283-325-8969-5935-2194-3317,5166-1102-41171-995-20812-1899-6656-539,5362-1469-30178-3105-19015-2764-8209-3845,6828-2462-6614-1355-4622-1952-4614-2211,2540-1482-5841-925-972-588-4309-4352,hard
218419-1086603-138673-649470-104726-37129-11173-65136,41233-388482-13407-168342-55780-16272-13530-55561,1554-124561-2470-10265-2495-3494-1180-17040,1053-18283-325-8969-5935-2194-3317-25473,1102-41171-995-20812-1899-6656-539-2358,1469-30178-3105-19015-2764-8209-3845-2755,2462-6614-1355-4622-1952-4614-2211-1144,1482-5841-925-972-588-4309-4352-3718,hard
1086603-138673-649470-104726-37129-11173-65136-903627,388482-13407-168342-55780-16272-13530-55561-32224,124561-2470-10265-2495-3494-1180-17040-19570,18283-325-8969-5935-2194-3317-25473-39552,41171-995-20812-1899-6656-539-2358-4904,30178-3105-19015-2764-8209-3845-2755-17183,6614-1355-4622-1952-4614-2211-1144-8638,5841-925-972-588-4309-4352-3718-7969,easy
138673-649470-104726-37129-11173-65136-903627-279601,13407-168342-55780-16272-13530-55561-32224-11366,2470-10265-2495-3494-1180-17040-19570-8978,325-8969-5935-2194-3317-25473-39552-2061,995-20812-1899-6656-539-2358-4904-4072,3105-19015-2764-8209-3845-2755-17183-2019,1355-4622-1952-4614-2211-1144-8638-369,925-972-588-4309-4352-3718-7969-1163,easy
649470-104726-37129-11173-65136-903627-279601-375348,168342-55780-16272-13530-55561-32224-11366-78746,10265-2495-3494-1180-17040-19570-8978-11022,8969-5935-2194-3317-25473-39552-2061-6291,20812-1899-6656-539-2358-4904-4072-7534,19015-2764-8209-3845-2755-17183-2019-4363,4622-1952-4614-2211-1144-8638-369-566,972-588-4309-4352-3718-7969-1163-641,easy
104726-37129-11173-65136-903627-279601-375348-82894,55780-16272-13530-55561-32224-11366-78746-22732,2495-3494-1180-17040-19570-8978-11022-30594,5935-2194-3317-25473-39552-2061-6291-28270,1899-6656-539-2358-4904-4072-7534-32099,2764-8209-3845-2755-17183-2019-4363-28232,1952-4614-2211-1144-8638-369-566-6828,588-4309-4352-3718-7969-1163-641-1906,easy
37129-11173-65136-903627-279601-375348-82894-990644,16272-13530-55561-32224-11366-78746-22732-103549,3494-1180-17040-19570-8978-11022-30594-33182,2194-3317-25473-39552-2061-6291-28270-10823,6656-539-2358-4904-4072-7534-32099-3736,8209-3845-2755-17183-2019-4363-28232-15900,4614-2211-1144-8638-369-566-6828-6119,4309-4352-3718-7969-1163-641-1906-3836,easy
11173-65136-903627-279601-375348-82894-990644-193287,13530-55561-32224-11366-78746-22732-103549-23636,1180-17040-19570-8978-11022-30594-33182-3607,3317-25473-39552-2061-6291-28270-10823-4534,539-2358-4904-4072-7534-32099-3736-1560,3845-2755-17183-2019-4363-28232-15900-2172,2211-1144-8638-369-566-6828-6119-529,4352-3718-7969-1163-641-1906-3836-1084,easy
65136-903627-279601-375348-82894-990644-193287-10323,55561-32224-11366-78746-22732-103549-23636-15178,17040-19570-8978-11022-30594-33182-3607-3045,25473-39552-2061-6291-28270-10823-4534-5552,2358-4904-4072-7534-32099-3736-1560-4999,2755-17183-2019-4363-28232-15900-2172-6400,1144-8638-369-566-6828-6119-529-2300,3718-7969-1163-641-1906-3836-1084-2064,easy
