delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
50972-68457-25186-110825-551273-15178-92846-14766,55752-33316-4206-98210-53362-19032-2316-7658,4670-3040-5195-31704-2753-2714-4212-3833,6605-3488-10101-6042-5442-14303-2931-4448,8715-6471-13898-15411-6338-7764-2079-9398,23166-2836-12890-20066-7280-21071-1658-12137,7841-1806-4242-5454-2737-4357-1635-7330,5007-1200-4799-3114-1662-4567-649-4993,easy
68457-25186-110825-551273-15178-92846-14766-2961,33316-4206-98210-53362-19032-2316-7658-7358,3040-5195-31704-2753-2714-4212-3833-18382,3488-10101-6042-5442-14303-2931-4448-12742,6471-13898-15411-6338-7764-2079-9398-9691,2836-12890-20066-7280-21071-1658-12137-8587,1806-4242-5454-2737-4357-1635-7330-7586,1200-4799-3114-1662-4567-649-4993-2911,easy
25186-110825-551273-15178-92846-14766-2961-32655,4206-98210-53362-19032-2316-7658-7358-7868,5195-31704-2753-2714-4212-3833-18382-3855,10101-6042-5442-14303-2931-4448-12742-2823,13898-15411-6338-7764-2079-9398-9691-4676,12890-20066-7280-21071-1658-12137-8587-2864,4242-5454-2737-4357-1635-7330-7586-1223,4799-3114-1662-4567-649-4993-2911-1991,easy
110825-551273-15178-92846-14766-2961-32655-94313,98210-53362-19032-2316-7658-7358-7868-27666,31704-2753-2714-4212-3833-18382-3855-10381,6042-5442-14303-2931-4448-12742-2823-8113,15411-6338-7764-2079-9398-9691-4676-15100,20066-7280-21071-1658-12137-8587-2864-40899,5454-2737-4357-1635-7330-7586-1223-8025,3114-1662-4567-649-4993-2911-1991-2990,easy
551273-15178-92846-14766-2961-32655-94313-7022,53362-19032-2316-7658-7358-7868-27666-40461,2753-2714-4212-3833-18382-3855-10381-13704,5442-14303-2931-4448-12742-2823-8113-12643,6338-7764-2079-9398-9691-4676-15100-12234,7280-21071-1658-12137-8587-2864-40899-21303,2737-4357-1635-7330-7586-1223-8025-7772,1662-4567-649-4993-2911-1991-2990-4515,hard
15178-92846-14766-2961-32655-94313-7022-22221,19032-2316-7658-7358-7868-27666-40461-23241,2714-4212-3833-18382-3855-10381-13704-5172,14303-2931-4448-12742-2823-8113-12643-2545,7764-2079-9398-9691-4676-15100-12234-9303,21071-1658-12137-8587-2864-40899-21303-26355,4357-1635-7330-7586-1223-8025-7772-8476,4567-649-4993-2911-1991-2990-4515-3494,easy
92846-14766-2961-32655-94313-7022-22221-316973,2316-7658-7358-7868-27666-40461-23241-178940,4212-3833-18382-3855-10381-13704-5172-78115,2931-4448-12742-2823-8113-12643-2545-9349,2079-9398-9691-4676-15100-12234-9303-15833,1658-12137-8587-2864-40899-21303-26355-12777,1635-7330-7586-1223-8025-7772-8476-6216,649-4993-2911-1991-2990-4515-3494-6824,easy
14766-2961-32655-94313-7022-22221-316973-45931,7658-7358-7868-27666-40461-23241-178940-14830,3833-18382-3855-10381-13704-5172-78115-3998,4448-12742-2823-8113-12643-2545-9349-4286,9398-9691-4676-15100-12234-9303-15833-2031,12137-8587-2864-40899-21303-26355-12777-3202,7330-7586-1223-8025-7772-8476-6216-1241,4993-2911-1991-2990-4515-3494-6824-646,easy
2961-32655-94313-7022-22221-316973-45931-21302,7358-7868-27666-40461-23241-178940-14830-32273,18382-3855-10381-13704-5172-78115-3998-8104,12742-2823-8113-12643-2545-9349-4286-7613,9691-4676-15100-12234-9303-15833-2031-10766,8587-2864-40899-21303-26355-12777-3202-38603,7586-1223-8025-7772-8476-6216-1241-5054,2911-1991-2990-4515-3494-6824-646-3792,easy
32655-94313-7022-22221-316973-45931-21302-18745,7868-27666-40461-23241-178940-14830-32273-60134,3855-10381-13704-5172-78115-3998-8104-20039,2823-8113-12643-2545-9349-4286-7613-15401,4676-15100-12234-9303-15833-2031-10766-6414,2864-40899-21303-26355-12777-3202-38603-11448,1223-8025-7772-8476-6216-1241-5054-6245,1991-2990-4515-3494-6824-646-3792-3893,easy
94313-7022-22221-316973-45931-21302-18745-13308,27666-40461-23241-178940-14830-32273-60134-11809,10381-13704-5172-78115-3998-8104-20039-1107,8113-12643-2545-9349-4286-7613-15401-14483,15100-12234-9303-15833-2031-10766-6414-5353,40899-21303-26355-12777-3202-38603-11448-20423,8025-7772-8476-6216-1241-5054-6245-2568,2990-4515-3494-6824-646-3792-3893-4050,easy
7022-22221-316973-45931-21302-18745-13308-376784,40461-23241-178940-14830-32273-60134-11809-13295,13704-5172-78115-3998-8104-20039-1107-12899,12643-2545-9349-4286-7613-15401-14483-6454,12234-9303-15833-2031-10766-6414-5353-16243,21303-26355-12777-3202-38603-11448-20423-15292,7772-8476-6216-1241-5054-6245-2568-4829,4515-3494-6824-646-3792-3893-4050-4680,easy
22221-316973-45931-21302-18745-13308-376784-36425,23241-178940-14830-32273-60134-11809-13295-73200,5172-78115-3998-8104-20039-1107-12899-28355,2545-9349-4286-7613-15401-14483-6454-14908,9303-15833-2031-10766-6414-5353-16243-12230,26355-12777-3202-38603-11448-20423-15292-16252,8476-6216-1241-5054-6245-2568-4829-7883,3494-6824-646-3792-3893-4050-4680-13145,easy
316973-45931-21302-18745-13308-376784-36425-116825,178940-14830-32273-60134-11809-13295-73200-88759,78115-3998-8104-20039-1107-12899-28355-5918,9349-4286-7613-15401-14483-6454-14908-9401,15833-2031-10766-6414-5353-16243-12230-6980,12777-3202-38603-11448-20423-15292-16252-14621,6216-1241-5054-6245-2568-4829-7883-6259,6824-646-3792-3893-4050-4680-13145-2810,easy
45931-21302-18745-13308-376784-36425-116825-72419,14830-32273-60134-11809-13295-73200-88759-13318,3998-8104-20039-1107-12899-28355-5918-3032,4286-7613-15401-14483-6454-14908-9401-2126,2031-10766-6414-5353-16243-12230-6980-1458,3202-38603-11448-20423-15292-16252-14621-4667,1241-5054-6245-2568-4829-7883-6259-780,646-3792-3893-4050-4680-13145-2810-1019,easy
21302-18745-13308-376784-36425-116825-72419-6498,32273-60134-11809-13295-73200-88759-13318-4216,8104-20039-1107-12899-28355-5918-3032-6581,7613-15401-14483-6454-14908-9401-2126-1999,10766-6414-5353-16243-12230-6980-1458-5046,38603-11448-20423-15292-16252-14621-4667-6951,5054-6245-2568-4829-7883-6259-780-2980,3792-3893-4050-4680-13145-2810-1019-1282,easy
18745-13308-376784-36425-116825-72419-6498-596813,60134-11809-13295-73200-88759-13318-4216-42846,20039-1107-12899-28355-5918-3032-6581-5366,15401-14483-6454-14908-9401-2126-1999-24754,6414-5353-16243-12230-6980-1458-5046-10225,11448-20423-15292-16252-14621-4667-6951-20165,6245-2568-4829-7883-6259-780-2980-5481,3893-4050-4680-13145-2810-1019-1282-2943,easy
13308-376784-36425-116825-72419-6498-596813-4380,11809-13295-73200-88759-13318-4216-42846-6958,1107-12899-28355-5918-3032-6581-5366-2671,14483-6454-14908-9401-2126-1999-24754-920,5353-16243-12230-6980-1458-5046-10225-1205,20423-15292-16252-14621-4667-6951-20165-7833,2568-4829-7883-6259-780-2980-5481-1208,4050-4680-13145-2810-1019-1282-2943-871,easy
376784-36425-116825-72419-6498-596813-4380-55012,13295-73200-88759-13318-4216-42846-6958-27515,12899-28355-5918-3032-6581-5366-2671-8808,6454-14908-9401-2126-1999-24754-920-20232,16243-12230-6980-1458-5046-10225-1205-6709,15292-16252-14621-4667-6951-20165-7833-11254,4829-7883-6259-780-2980-5481-1208-8930,4680-13145-2810-1019-1282-2943-871-3801,easy
36425-116825-72419-6498-596813-4380-55012-3617,73200-88759-13318-4216-42846-6958-27515-9922,28355-5918-3032-6581-5366-2671-8808-1982,14908-9401-2126-1999-24754-920-20232-8479,12230-6980-1458-5046-10225-1205-6709-7301,16252-14621-4667-6951-20165-7833-11254-33146,7883-6259-780-2980-5481-1208-8930-6100,13145-2810-1019-1282-2943-871-3801-4823,hard
116825-72419-6498-596813-4380-55012-3617-26514,88759-13318-4216-42846-6958-27515-9922-27545,5918-3032-6581-5366-2671-8808-1982-834,9401-2126-1999-24754-920-20232-8479-3664,6980-1458-5046-10225-1205-6709-7301-2414,14621-4667-6951-20165-7833-11254-33146-3733,6259-780-2980-5481-1208-8930-6100-1513,2810-1019-1282-2943-871-3801-4823-996,easy
72419-6498-596813-4380-55012-3617-26514-34317,13318-4216-42846-6958-27515-9922-27545-12200,3032-6581-5366-2671-8808-1982-834-467,2126-1999-24754-920-20232-8479-3664-12568,1458-5046-10225-1205-6709-7301-2414-7518,4667-6951-20165-7833-11254-33146-3733-13221,780-2980-5481-1208-8930-6100-1513-11827,1019-1282-2943-871-3801-4823-996-2782,easy
6498-596813-4380-55012-3617-26514-34317-94000,4216-42846-6958-27515-9922-27545-12200-5366,6581-5366-2671-8808-1982-834-467-3505,1999-24754-920-20232-8479-3664-12568-3390,5046-10225-1205-6709-7301-2414-7518-1837,6951-20165-7833-11254-33146-3733-13221-4975,2980-5481-1208-8930-6100-1513-11827-2406,1282-2943-871-3801-4823-996-2782-1186,hard
596813-4380-55012-3617-26514-34317-94000-1958,42846-6958-27515-9922-27545-12200-5366-8587,5366-2671-8808-1982-834-467-3505-10241,24754-920-20232-8479-3664-12568-3390-17734,10225-1205-6709-7301-2414-7518-1837-7478,20165-7833-11254-33146-3733-13221-4975-31977,5481-1208-8930-6100-1513-11827-2406-9210,2943-871-3801-4823-996-2782-1186-5028,easy
4380-55012-3617-26514-34317-94000-1958-13238,6958-27515-9922-27545-12200-5366-8587-20523,2671-8808-1982-834-467-3505-10241-6507,920-20232-8479-3664-12568-3390-17734-17281,1205-6709-7301-2414-7518-1837-7478-8635,7833-11254-33146-3733-13221-4975-31977-13347,1208-8930-6100-1513-11827-2406-9210-2552,871-3801-4823-996-2782-1186-5028-1425,easy
55012-3617-26514-34317-94000-1958-13238-43831,27515-9922-27545-12200-5366-8587-20523-95592,8808-1982-834-467-3505-10241-6507-27808,20232-8479-3664-12568-3390-17734-17281-1607,6709-7301-2414-7518-1837-7478-8635-8427,11254-33146-3733-13221-4975-31977-13347-8999,8930-6100-1513-11827-2406-9210-2552-7266,3801-4823-996-2782-1186-5028-1425-2864,easy
3617-26514-34317-94000-1958-13238-43831-67092,9922-27545-12200-5366-8587-20523-95592-19439,1982-834-467-3505-10241-6507-27808-1135,8479-3664-12568-3390-17734-17281-1607-3228,7301-2414-7518-1837-7478-8635-8427-3998,33146-3733-13221-4975-31977-13347-8999-2892,6100-1513-11827-2406-9210-2552-7266-1855,4823-996-2782-1186-5028-1425-2864-889,easy
26514-34317-94000-1958-13238-43831-67092-22133,27545-12200-5366-8587-20523-95592-19439-7899,834-467-3505-10241-6507-27808-1135-2680,3664-12568-3390-17734-17281-1607-3228-18330,2414-7518-1837-7478-8635-8427-3998-6240,3733-13221-4975-31977-13347-8999-2892-9442,1513-11827-2406-9210-2552-7266-1855-9938,996-2782-1186-5028-1425-2864-889-19013,easy
34317-94000-1958-13238-43831-67092-22133-81169,12200-5366-8587-20523-95592-19439-7899-16157,467-3505-10241-6507-27808-1135-2680-1042,12568-3390-17734-17281-1607-3228-18330-3398,7518-1837-7478-8635-8427-3998-6240-8650,13221-4975-31977-13347-8999-2892-9442-5450,11827-2406-9210-2552-7266-1855-9938-2084,2782-1186-5028-1425-2864-889-19013-2476,easy
94000-1958-13238-43831-67092-22133-81169-31175,5366-8587-20523-95592-19439-7899-16157-23292,3505-10241-6507-27808-1135-2680-1042-2167,3390-17734-17281-1607-3228-18330-3398-5117,1837-7478-8635-8427-3998-6240-8650-2398,4975-31977-13347-8999-2892-9442-5450-6309,2406-9210-2552-7266-1855-9938-2084-1522,1186-5028-1425-2864-889-19013-2476-2630,easy
1958-13238-43831-67092-22133-81169-31175-60804,8587-20523-95592-19439-7899-16157-23292-14774,10241-6507-27808-1135-2680-1042-2167-266,17734-17281-1607-3228-18330-3398-5117-672,7478-8635-8427-3998-6240-8650-2398-3241,31977-13347-8999-2892-9442-5450-6309-2101,9210-2552-7266-1855-9938-2084-1522-2466,5028-1425-2864-889-19013-2476-2630-1284,easy
13238-43831-67092-22133-81169-31175-60804-18871,20523-95592-19439-7899-16157-23292-14774-21815,6507-27808-1135-2680-1042-2167-266-16772,17281-1607-3228-18330-3398-5117-672-22378,8635-8427-3998-6240-8650-2398-3241-10599,13347-8999-2892-9442-5450-6309-2101-18272,2552-7266-1855-9938-2084-1522-2466-4179,1425-2864-889-19013-2476-2630-1284-5628,easy
43831-67092-22133-81169-31175-60804-18871-49820,95592-19439-7899-16157-23292-14774-21815-36941,27808-1135-2680-1042-2167-266-16772-10659,1607-3228-18330-3398-5117-672-22378-11762,8427-3998-6240-8650-2398-3241-10599-4785,8999-2892-9442-5450-6309-2101-18272-40777,7266-1855-9938-2084-1522-2466-4179-6415,2864-889-19013-2476-2630-1284-5628-6073,easy
67092-22133-81169-31175-60804-18871-49820-17951,19439-7899-16157-23292-14774-21815-36941-11988,1135-2680-1042-2167-266-16772-10659-10491,3228-18330-3398-5117-672-22378-11762-23683,3998-6240-8650-2398-3241-10599-4785-32735,2892-9442-5450-6309-2101-18272-40777-23491,1855-9938-2084-1522-2466-4179-6415-17565,889-19013-2476-2630-1284-5628-6073-5398,easy
22133-81169-31175-60804-18871-49820-17951-128762,7899-16157-23292-14774-21815-36941-11988-26166,2680-1042-2167-266-16772-10659-10491-1061,18330-3398-5117-672-22378-11762-23683-4059,6240-8650-2398-3241-10599-4785-32735-5171,9442-5450-6309-2101-18272-40777-23491-4171,9938-2084-1522-2466-4179-6415-17565-3277,19013-2476-2630-1284-5628-6073-5398-870,easy
81169-31175-60804-18871-49820-17951-128762-5279,16157-23292-14774-21815-36941-11988-26166-23133,1042-2167-266-16772-10659-10491-1061-1609,3398-5117-672-22378-11762-23683-4059-5825,8650-2398-3241-10599-4785-32735-5171-5885,5450-6309-2101-18272-40777-23491-4171-16637,2084-1522-2466-4179-6415-17565-3277-20712,2476-2630-1284-5628-6073-5398-870-4318,easy
31175-60804-18871-49820-17951-128762-5279-603633,23292-14774-21815-36941-11988-26166-23133-54562,2167-266-16772-10659-10491-1061-1609-6599,5117-672-22378-11762-23683-4059-5825-8323,2398-3241-10599-4785-32735-5171-5885-11736,6309-2101-18272-40777-23491-4171-16637-15661,1522-2466-4179-6415-17565-3277-20712-9425,2630-1284-5628-6073-5398-870-4318-9667,hard
60804-18871-49820-17951-128762-5279-603633-167961,14774-21815-36941-11988-26166-23133-54562-18907,266-16772-10659-10491-1061-1609-6599-3246,672-22378-11762-23683-4059-5825-8323-3938,3241-10599-4785-32735-5171-5885-11736-1740,2101-18272-40777-23491-4171-16637-15661-5360,2466-4179-6415-17565-3277-20712-9425-1786,1284-5628-6073-5398-870-4318-9667-1525,hard
18871-49820-17951-128762-5279-603633-167961-14869,21815-36941-11988-26166-23133-54562-18907-23413,16772-10659-10491-1061-1609-6599-3246-8482,22378-11762-23683-4059-5825-8323-3938-8303,10599-4785-32735-5171-5885-11736-1740-3701,18272-40777-23491-4171-16637-15661-5360-28814,4179-6415-17565-3277-20712-9425-1786-8710,5628-6073-5398-870-4318-9667-1525-12524,easy
49820-17951-128762-5279-603633-167961-14869-66207,36941-11988-26166-23133-54562-18907-23413-99830,10659-10491-1061-1609-6599-3246-8482-9722,11762-23683-4059-5825-8323-3938-8303-847,4785-32735-5171-5885-11736-1740-3701-3254,40777-23491-4171-16637-15661-5360-28814-1793,6415-17565-3277-20712-9425-1786-8710-1673,6073-5398-870-4318-9667-1525-12524-765,easy
17951-128762-5279-603633-167961-14869-66207-32303,11988-26166-23133-54562-18907-23413-99830-13421,10491-1061-1609-6599-3246-8482-9722-7637,23683-4059-5825-8323-3938-8303-847-14003,32735-5171-5885-11736-1740-3701-3254-10466,23491-4171-16637-15661-5360-28814-1793-40520,17565-3277-20712-9425-1786-8710-1673-10188,5398-870-4318-9667-1525-12524-765-5993,easy
128762-5279-603633-167961-14869-66207-32303-21087,26166-23133-54562-18907-23413-99830-13421-16095,1061-1609-6599-3246-8482-9722-7637-6890,4059-5825-8323-3938-8303-847-14003-2783,5171-5885-11736-1740-3701-3254-10466-2941,4171-16637-15661-5360-28814-1793-40520-4431,3277-20712-9425-1786-8710-1673-10188-2057,870-4318-9667-1525-12524-765-5993-677,hard
5279-603633-167961-14869-66207-32303-21087-170687,23133-54562-18907-23413-99830-13421-16095-15157,1609-6599-3246-8482-9722-7637-6890-292,5825-8323-3938-8303-847-14003-2783-3271,5885-11736-1740-3701-3254-10466-2941-1579,16637-15661-5360-28814-1793-40520-4431-4664,20712-9425-1786-8710-1673-10188-2057-1906,4318-9667-1525-12524-765-5993-677-482,easy
603633-167961-14869-66207-32303-21087-170687-6422,54562-18907-23413-99830-13421-16095-15157-2122,6599-3246-8482-9722-7637-6890-292-9459,8323-3938-8303-847-14003-2783-3271-2099,11736-1740-3701-3254-10466-2941-1579-2550,15661-5360-28814-1793-40520-4431-4664-12917,9425-1786-8710-1673-10188-2057-1906-8192,9667-1525-12524-765-5993-677-482-7543,hard
167961-14869-66207-32303-21087-170687-6422-40756,18907-23413-99830-13421-16095-15157-2122-38925,3246-8482-9722-7637-6890-292-9459-9322,3938-8303-847-14003-2783-3271-2099-5935,1740-3701-3254-10466-2941-1579-2550-8984,5360-28814-1793-40520-4431-4664-12917-35591,1786-8710-1673-10188-2057-1906-8192-2521,1525-12524-765-5993-677-482-7543-1848,easy
14869-66207-32303-21087-170687-6422-40756-62392,23413-99830-13421-16095-15157-2122-38925-47157,8482-9722-7637-6890-292-9459-9322-2337,8303-847-14003-2783-3271-2099-5935-2646,3701-3254-10466-2941-1579-2550-8984-1446,28814-1793-40520-4431-4664-12917-35591-9271,8710-1673-10188-2057-1906-8192-2521-4192,12524-765-5993-677-482-7543-1848-1171,easy
66207-32303-21087-170687-6422-40756-62392-2718,99830-13421-16095-15157-2122-38925-47157-1426,9722-7637-6890-292-9459-9322-2337-188,847-14003-2783-3271-2099-5935-2646-1656,3254-10466-2941-1579-2550-8984-1446-1052,1793-40520-4431-4664-12917-35591-9271-8595,1673-10188-2057-1906-8192-2521-4192-3279,765-5993-677-482-7543-1848-1171-915,easy
32303-21087-170687-6422-40756-62392-2718-10717,13421-16095-15157-2122-38925-47157-1426-8800,7637-6890-292-9459-9322-2337-188-7687,14003-2783-3271-2099-5935-2646-1656-7839,10466-2941-1579-2550-8984-1446-1052-10386,40520-4431-4664-12917-35591-9271-8595-17637,10188-2057-1906-8192-2521-4192-3279-17710,5993-677-482-7543-1848-1171-915-4963,hard
21087-170687-6422-40756-62392-2718-10717-54715,16095-15157-2122-38925-47157-1426-8800-5103,6890-292-9459-9322-2337-188-7687-3036,2783-3271-2099-5935-2646-1656-7839-1752,2941-1579-2550-8984-1446-1052-10386-3221,4431-4664-12917-35591-9271-8595-17637-3708,2057-1906-8192-2521-4192-3279-17710-3029,677-482-7543-1848-1171-915-4963-943,easy
170687-6422-40756-62392-2718-10717-54715-32144,15157-2122-38925-47157-1426-8800-5103-9961,292-9459-9322-2337-188-7687-3036-11792,3271-2099-5935-2646-1656-7839-1752-6515,1579-2550-8984-1446-1052-10386-3221-11185,4664-12917-35591-9271-8595-17637-3708-14135,1906-8192-2521-4192-3279-17710-3029-5432,482-7543-1848-1171-915-4963-943-3752,easy
6422-40756-62392-2718-10717-54715-32144-82234,2122-38925-47157-1426-8800-5103-9961-15392,9459-9322-2337-188-7687-3036-11792-1986,2099-5935-2646-1656-7839-1752-6515-798,2550-8984-1446-1052-10386-3221-11185-1734,12917-35591-9271-8595-17637-3708-14135-3348,8192-2521-4192-3279-17710-3029-5432-1539,7543-1848-1171-915-4963-943-3752-1139,easy
40756-62392-2718-10717-54715-32144-82234-2826,38925-47157-1426-8800-5103-9961-15392-5686,9322-2337-188-7687-3036-11792-1986-2997,5935-2646-1656-7839-1752-6515-798-2501,8984-1446-1052-10386-3221-11185-1734-7753,35591-9271-8595-17637-3708-14135-3348-12356,2521-4192-3279-17710-3029-5432-1539-4245,1848-1171-915-4963-943-3752-1139-3115,easy
62392-2718-10717-54715-32144-82234-2826-10160,47157-1426-8800-5103-9961-15392-5686-6856,2337-188-7687-3036-11792-1986-2997-403,2646-1656-7839-1752-6515-798-2501-32789,1446-1052-10386-3221-11185-1734-7753-18171,9271-8595-17637-3708-14135-3348-12356-14242,4192-3279-17710-3029-5432-1539-4245-11574,1171-915-4963-943-3752-1139-3115-5538,easy
2718-10717-54715-32144-82234-2826-10160-13245,1426-8800-5103-9961-15392-5686-6856-1535,188-7687-3036-11792-1986-2997-403-942,1656-7839-1752-6515-798-2501-32789-6248,1052-10386-3221-11185-1734-7753-18171-6196,8595-17637-3708-14135-3348-12356-14242-16629,3279-17710-3029-5432-1539-4245-11574-10141,915-4963-943-3752-1139-3115-5538-3759,easy
10717-54715-32144-82234-2826-10160-13245-94288,8800-5103-9961-15392-5686-6856-1535-2759,7687-3036-11792-1986-2997-403-942-510,7839-1752-6515-798-2501-32789-6248-3431,10386-3221-11185-1734-7753-18171-6196-1634,17637-3708-14135-3348-12356-14242-16629-4931,17710-3029-5432-1539-4245-11574-10141-3725,4963-943-3752-1139-3115-5538-3759-1588,easy
54715-32144-82234-2826-10160-13245-94288-6039,5103-9961-15392-5686-6856-1535-2759-23205,3036-11792-1986-2997-403-942-510-6551,1752-6515-798-2501-32789-6248-3431-3533,3221-11185-1734-7753-18171-6196-1634-13237,3708-14135-3348-12356-14242-16629-4931-14732,3029-5432-1539-4245-11574-10141-3725-8951,943-3752-1139-3115-5538-3759-1588-11037,easy
32144-82234-2826-10160-13245-94288-6039-9869,9961-15392-5686-6856-1535-2759-23205-19645,11792-1986-2997-403-942-510-6551-12646,6515-798-2501-32789-6248-3431-3533-2355,11185-1734-7753-18171-6196-1634-13237-4250,14135-3348-12356-14242-16629-4931-14732-8405,5432-1539-4245-11574-10141-3725-8951-8913,3752-1139-3115-5538-3759-1588-11037-4408,hard
82234-2826-10160-13245-94288-6039-9869-2821,15392-5686-6856-1535-2759-23205-19645-8086,1986-2997-403-942-510-6551-12646-3088,798-2501-32789-6248-3431-3533-2355-5964,1734-7753-18171-6196-1634-13237-4250-8930,3348-12356-14242-16629-4931-14732-8405-7128,1539-4245-11574-10141-3725-8951-8913-5491,1139-3115-5538-3759-1588-11037-4408-2953,easy
2826-10160-13245-94288-6039-9869-2821-79747,5686-6856-1535-2759-23205-19645-8086-44661,2997-403-942-510-6551-12646-3088-7333,2501-32789-6248-3431-3533-2355-5964-2805,7753-18171-6196-1634-13237-4250-8930-7460,12356-14242-16629-4931-14732-8405-7128-12344,4245-11574-10141-3725-8951-8913-5491-7111,3115-5538-3759-1588-11037-4408-2953-3909,easy
10160-13245-94288-6039-9869-2821-79747-78055,6856-1535-2759-23205-19645-8086-44661-21333,403-942-510-6551-12646-3088-7333-2891,32789-6248-3431-3533-2355-5964-2805-769,18171-6196-1634-13237-4250-8930-7460-850,14242-16629-4931-14732-8405-7128-12344-13791,11574-10141-3725-8951-8913-5491-7111-3517,5538-3759-1588-11037-4408-2953-3909-1392,easy
