delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
608779-178525-208410-1659072-46217-583048-538206-33474,54058-12274-15633-714276-13496-7901-162174-36139,13406-3878-2738-11703-2259-2016-35216-1764,51931-4569-1433-14563-5233-1815-9495-8723,36549-2510-6363-32652-5600-6058-10966-10654,33054-1647-10812-56120-5363-7141-15570-6003,30910-1998-5932-20629-1369-2236-14623-3430,25882-1673-1946-30137-2700-1922-8039-1634,easy
178525-208410-1659072-46217-583048-538206-33474-63843,12274-15633-714276-13496-7901-162174-36139-4606,3878-2738-11703-2259-2016-35216-1764-914,4569-1433-14563-5233-1815-9495-8723-1772,2510-6363-32652-5600-6058-10966-10654-1083,1647-10812-56120-5363-7141-15570-6003-1643,1998-5932-20629-1369-2236-14623-3430-1094,1673-1946-30137-2700-1922-8039-1634-739,hard
208410-1659072-46217-583048-538206-33474-63843-97241,15633-714276-13496-7901-162174-36139-4606-18751,2738-11703-2259-2016-35216-1764-914-5300,1433-14563-5233-1815-9495-8723-1772-2777,6363-32652-5600-6058-10966-10654-1083-2194,10812-56120-5363-7141-15570-6003-1643-1785,5932-20629-1369-2236-14623-3430-1094-528,1946-30137-2700-1922-8039-1634-739-662,easy
1659072-46217-583048-538206-33474-63843-97241-24294,714276-13496-7901-162174-36139-4606-18751-13507,11703-2259-2016-35216-1764-914-5300-12001,14563-5233-1815-9495-8723-1772-2777-10973,32652-5600-6058-10966-10654-1083-2194-4165,56120-5363-7141-15570-6003-1643-1785-5870,20629-1369-2236-14623-3430-1094-528-5429,30137-2700-1922-8039-1634-739-662-2553,easy
46217-583048-538206-33474-63843-97241-24294-2213914,13496-7901-162174-36139-4606-18751-13507-116815,2259-2016-35216-1764-914-5300-12001-7053,5233-1815-9495-8723-1772-2777-10973-33106,5600-6058-10966-10654-1083-2194-4165-19887,5363-7141-15570-6003-1643-1785-5870-26650,1369-2236-14623-3430-1094-528-5429-10394,2700-1922-8039-1634-739-662-2553-4483,easy
583048-538206-33474-63843-97241-24294-2213914-47446,7901-162174-36139-4606-18751-13507-116815-224114,2016-35216-1764-914-5300-12001-7053-118134,1815-9495-8723-1772-2777-10973-33106-43470,6058-10966-10654-1083-2194-4165-19887-10517,7141-15570-6003-1643-1785-5870-26650-14906,2236-14623-3430-1094-528-5429-10394-18258,1922-8039-1634-739-662-2553-4483-18550,hard
538206-33474-63843-97241-24294-2213914-47446-2124655,162174-36139-4606-18751-13507-116815-224114-344088,35216-1764-914-5300-12001-7053-118134-99686,9495-8723-1772-2777-10973-33106-43470-73704,10966-10654-1083-2194-4165-19887-10517-27640,15570-6003-1643-1785-5870-26650-14906-21468,14623-3430-1094-528-5429-10394-18258-20790,8039-1634-739-662-2553-4483-18550-13708,hard
33474-63843-97241-24294-2213914-47446-2124655-241529,36139-4606-18751-13507-116815-224114-344088-124828,1764-914-5300-12001-7053-118134-99686-74175,8723-1772-2777-10973-33106-43470-73704-43069,10654-1083-2194-4165-19887-10517-27640-32428,6003-1643-1785-5870-26650-14906-21468-39947,3430-1094-528-5429-10394-18258-20790-15682,1634-739-662-2553-4483-18550-13708-4639,hard
63843-97241-24294-2213914-47446-2124655-241529-599782,4606-18751-13507-116815-224114-344088-124828-52791,914-5300-12001-7053-118134-99686-74175-17000,1772-2777-10973-33106-43470-73704-43069-15495,1083-2194-4165-19887-10517-27640-32428-59253,1643-1785-5870-26650-14906-21468-39947-17482,1094-528-5429-10394-18258-20790-15682-8318,739-662-2553-4483-18550-13708-4639-11320,easy
97241-24294-2213914-47446-2124655-241529-599782-173407,18751-13507-116815-224114-344088-124828-52791-67267,5300-12001-7053-118134-99686-74175-17000-9781,2777-10973-33106-43470-73704-43069-15495-28445,2194-4165-19887-10517-27640-32428-59253-25980,1785-5870-26650-14906-21468-39947-17482-14620,528-5429-10394-18258-20790-15682-8318-9750,662-2553-4483-18550-13708-4639-11320-15372,easy
24294-2213914-47446-2124655-241529-599782-173407-66893,13507-116815-224114-344088-124828-52791-67267-44492,12001-7053-118134-99686-74175-17000-9781-25403,10973-33106-43470-73704-43069-15495-28445-14357,4165-19887-10517-27640-32428-59253-25980-3947,5870-26650-14906-21468-39947-17482-14620-3650,5429-10394-18258-20790-15682-8318-9750-1208,2553-4483-18550-13708-4639-11320-15372-2368,easy
2213914-47446-2124655-241529-599782-173407-66893-10042,116815-224114-344088-124828-52791-67267-44492-8124,7053-118134-99686-74175-17000-9781-25403-3666,33106-43470-73704-43069-15495-28445-14357-5177,19887-10517-27640-32428-59253-25980-3947-3616,26650-14906-21468-39947-17482-14620-3650-3589,10394-18258-20790-15682-8318-9750-1208-3910,4483-18550-13708-4639-11320-15372-2368-1880,easy
47446-2124655-241529-599782-173407-66893-10042-71613,224114-344088-124828-52791-67267-44492-8124-97539,118134-99686-74175-17000-9781-25403-3666-7662,43470-73704-43069-15495-28445-14357-5177-8393,10517-27640-32428-59253-25980-3947-3616-3771,14906-21468-39947-17482-14620-3650-3589-3969,18258-20790-15682-8318-9750-1208-3910-2510,18550-13708-4639-11320-15372-2368-1880-1619,easy
2124655-241529-599782-173407-66893-10042-71613-1833080,344088-124828-52791-67267-44492-8124-97539-198827,99686-74175-17000-9781-25403-3666-7662-44708,73704-43069-15495-28445-14357-5177-8393-67737,27640-32428-59253-25980-3947-3616-3771-32511,21468-39947-17482-14620-3650-3589-3969-23439,20790-15682-8318-9750-1208-3910-2510-12219,13708-4639-11320-15372-2368-1880-1619-6519,easy
241529-599782-173407-66893-10042-71613-1833080-1977328,124828-52791-67267-44492-8124-97539-198827-130278,74175-17000-9781-25403-3666-7662-44708-24096,43069-15495-28445-14357-5177-8393-67737-4183,32428-59253-25980-3947-3616-3771-32511-36379,39947-17482-14620-3650-3589-3969-23439-21269,15682-8318-9750-1208-3910-2510-12219-16938,4639-11320-15372-2368-1880-1619-6519-9987,easy
599782-173407-66893-10042-71613-1833080-1977328-53768,52791-67267-44492-8124-97539-198827-130278-31011,17000-9781-25403-3666-7662-44708-24096-10002,15495-28445-14357-5177-8393-67737-4183-5595,59253-25980-3947-3616-3771-32511-36379-19529,17482-14620-3650-3589-3969-23439-21269-5148,8318-9750-1208-3910-2510-12219-16938-5076,11320-15372-2368-1880-1619-6519-9987-2504,hard
173407-66893-10042-71613-1833080-1977328-53768-736788,67267-44492-8124-97539-198827-130278-31011-208231,9781-25403-3666-7662-44708-24096-10002-16373,28445-14357-5177-8393-67737-4183-5595-7965,25980-3947-3616-3771-32511-36379-19529-9148,14620-3650-3589-3969-23439-21269-5148-9843,9750-1208-3910-2510-12219-16938-5076-10734,15372-2368-1880-1619-6519-9987-2504-5001,hard
66893-10042-71613-1833080-1977328-53768-736788-74437,44492-8124-97539-198827-130278-31011-208231-9757,25403-3666-7662-44708-24096-10002-16373-613,14357-5177-8393-67737-4183-5595-7965-3347,3947-3616-3771-32511-36379-19529-9148-2170,3650-3589-3969-23439-21269-5148-9843-1479,1208-3910-2510-12219-16938-5076-10734-594,2368-1880-1619-6519-9987-2504-5001-1107,hard
10042-71613-1833080-1977328-53768-736788-74437-44502,8124-97539-198827-130278-31011-208231-9757-18451,3666-7662-44708-24096-10002-16373-613-2751,5177-8393-67737-4183-5595-7965-3347-5566,3616-3771-32511-36379-19529-9148-2170-528,3589-3969-23439-21269-5148-9843-1479-1363,3910-2510-12219-16938-5076-10734-594-671,1880-1619-6519-9987-2504-5001-1107-928,easy
71613-1833080-1977328-53768-736788-74437-44502-159859,97539-198827-130278-31011-208231-9757-18451-82045,7662-44708-24096-10002-16373-613-2751-10125,8393-67737-4183-5595-7965-3347-5566-7291,3771-32511-36379-19529-9148-2170-528-6248,3969-23439-21269-5148-9843-1479-1363-8446,2510-12219-16938-5076-10734-594-671-2377,1619-6519-9987-2504-5001-1107-928-3186,easy
1833080-1977328-53768-736788-74437-44502-159859-1045303,198827-130278-31011-208231-9757-18451-82045-247484,44708-24096-10002-16373-613-2751-10125-17581,67737-4183-5595-7965-3347-5566-7291-55867,32511-36379-19529-9148-2170-528-6248-15876,23439-21269-5148-9843-1479-1363-8446-30107,12219-16938-5076-10734-594-671-2377-16116,6519-9987-2504-5001-1107-928-3186-4364,easy
1977328-53768-736788-74437-44502-159859-1045303-941419,130278-31011-208231-9757-18451-82045-247484-15413,24096-10002-16373-613-2751-10125-17581-10681,4183-5595-7965-3347-5566-7291-55867-6352,36379-19529-9148-2170-528-6248-15876-6893,21269-5148-9843-1479-1363-8446-30107-7293,16938-5076-10734-594-671-2377-16116-3222,9987-2504-5001-1107-928-3186-4364-1703,easy
53768-736788-74437-44502-159859-1045303-941419-807522,31011-208231-9757-18451-82045-247484-15413-120241,10002-16373-613-2751-10125-17581-10681-49856,5595-7965-3347-5566-7291-55867-6352-39943,19529-9148-2170-528-6248-15876-6893-42637,5148-9843-1479-1363-8446-30107-7293-15997,5076-10734-594-671-2377-16116-3222-17980,2504-5001-1107-928-3186-4364-1703-16932,hard
736788-74437-44502-159859-1045303-941419-807522-262235,208231-9757-18451-82045-247484-15413-120241-39071,16373-613-2751-10125-17581-10681-49856-20206,7965-3347-5566-7291-55867-6352-39943-42398,9148-2170-528-6248-15876-6893-42637-9821,9843-1479-1363-8446-30107-7293-15997-4392,10734-594-671-2377-16116-3222-17980-4073,5001-1107-928-3186-4364-1703-16932-3089,hard
74437-44502-159859-1045303-941419-807522-262235-34541,9757-18451-82045-247484-15413-120241-39071-21766,613-2751-10125-17581-10681-49856-20206-7564,3347-5566-7291-55867-6352-39943-42398-2787,2170-528-6248-15876-6893-42637-9821-3640,1479-1363-8446-30107-7293-15997-4392-17014,594-671-2377-16116-3222-17980-4073-2635,1107-928-3186-4364-1703-16932-3089-3562,easy
44502-159859-1045303-941419-807522-262235-34541-1409901,18451-82045-247484-15413-120241-39071-21766-403572,2751-10125-17581-10681-49856-20206-7564-110718,5566-7291-55867-6352-39943-42398-2787-41203,528-6248-15876-6893-42637-9821-3640-10485,1363-8446-30107-7293-15997-4392-17014-43134,671-2377-16116-3222-17980-4073-2635-20416,928-3186-4364-1703-16932-3089-3562-18965,easy
159859-1045303-941419-807522-262235-34541-1409901-1230785,82045-247484-15413-120241-39071-21766-403572-163422,10125-17581-10681-49856-20206-7564-110718-12576,7291-55867-6352-39943-42398-2787-41203-46924,6248-15876-6893-42637-9821-3640-10485-22429,8446-30107-7293-15997-4392-17014-43134-39398,2377-16116-3222-17980-4073-2635-20416-24239,3186-4364-1703-16932-3089-3562-18965-10746,easy
1045303-941419-807522-262235-34541-1409901-1230785-271453,247484-15413-120241-39071-21766-403572-163422-16454,17581-10681-49856-20206-7564-110718-12576-6352,55867-6352-39943-42398-2787-41203-46924-7691,15876-6893-42637-9821-3640-10485-22429-1105,30107-7293-15997-4392-17014-43134-39398-1175,16116-3222-17980-4073-2635-20416-24239-759,4364-1703-16932-3089-3562-18965-10746-621,easy
941419-807522-262235-34541-1409901-1230785-271453-226738,15413-120241-39071-21766-403572-163422-16454-41473,10681-49856-20206-7564-110718-12576-6352-3235,6352-39943-42398-2787-41203-46924-7691-5384,6893-42637-9821-3640-10485-22429-1105-3633,7293-15997-4392-17014-43134-39398-1175-12364,3222-17980-4073-2635-20416-24239-759-8728,1703-16932-3089-3562-18965-10746-621-1422,easy
807522-262235-34541-1409901-1230785-271453-226738-1883440,120241-39071-21766-403572-163422-16454-41473-995453,49856-20206-7564-110718-12576-6352-3235-72001,39943-42398-2787-41203-46924-7691-5384-116241,42637-9821-3640-10485-22429-1105-3633-15876,15997-4392-17014-43134-39398-1175-12364-29490,17980-4073-2635-20416-24239-759-8728-30761,16932-3089-3562-18965-10746-621-1422-18350,hard
262235-34541-1409901-1230785-271453-226738-1883440-232695,39071-21766-403572-163422-16454-41473-995453-16102,20206-7564-110718-12576-6352-3235-72001-7436,42398-2787-41203-46924-7691-5384-116241-1176,9821-3640-10485-22429-1105-3633-15876-2479,4392-17014-43134-39398-1175-12364-29490-1565,4073-2635-20416-24239-759-8728-30761-1768,3089-3562-18965-10746-621-1422-18350-459,hard
34541-1409901-1230785-271453-226738-1883440-232695-12755,21766-403572-163422-16454-41473-995453-16102-11155,7564-110718-12576-6352-3235-72001-7436-1395,2787-41203-46924-7691-5384-116241-1176-3529,3640-10485-22429-1105-3633-15876-2479-1301,17014-43134-39398-1175-12364-29490-1565-2278,2635-20416-24239-759-8728-30761-1768-913,3562-18965-10746-621-1422-18350-459-685,hard
1409901-1230785-271453-226738-1883440-232695-12755-105719,403572-163422-16454-41473-995453-16102-11155-21029,110718-12576-6352-3235-72001-7436-1395-3570,41203-46924-7691-5384-116241-1176-3529-794,10485-22429-1105-3633-15876-2479-1301-1428,43134-39398-1175-12364-29490-1565-2278-1677,20416-24239-759-8728-30761-1768-913-769,18965-10746-621-1422-18350-459-685-941,hard
1230785-271453-226738-1883440-232695-12755-105719-663286,163422-16454-41473-995453-16102-11155-21029-89293,12576-6352-3235-72001-7436-1395-3570-92403,46924-7691-5384-116241-1176-3529-794-48098,22429-1105-3633-15876-2479-1301-1428-24512,39398-1175-12364-29490-1565-2278-1677-49002,24239-759-8728-30761-1768-913-769-12657,10746-621-1422-18350-459-685-941-13747,easy
271453-226738-1883440-232695-12755-105719-663286-582145,16454-41473-995453-16102-11155-21029-89293-105738,6352-3235-72001-7436-1395-3570-92403-35335,7691-5384-116241-1176-3529-794-48098-15752,1105-3633-15876-2479-1301-1428-24512-24862,1175-12364-29490-1565-2278-1677-49002-9955,759-8728-30761-1768-913-769-12657-8316,621-1422-18350-459-685-941-13747-4322,easy
226738-1883440-232695-12755-105719-663286-582145-541653,41473-995453-16102-11155-21029-89293-105738-67065,3235-72001-7436-1395-3570-92403-35335-8054,5384-116241-1176-3529-794-48098-15752-19651,3633-15876-2479-1301-1428-24512-24862-5597,12364-29490-1565-2278-1677-49002-9955-8906,8728-30761-1768-913-769-12657-8316-4596,1422-18350-459-685-941-13747-4322-2437,easy
1883440-232695-12755-105719-663286-582145-541653-657311,995453-16102-11155-21029-89293-105738-67065-163321,72001-7436-1395-3570-92403-35335-8054-9994,116241-1176-3529-794-48098-15752-19651-9215,15876-2479-1301-1428-24512-24862-5597-13494,29490-1565-2278-1677-49002-9955-8906-13851,30761-1768-913-769-12657-8316-4596-6146,18350-459-685-941-13747-4322-2437-4893,easy
232695-12755-105719-663286-582145-541653-657311-967628,16102-11155-21029-89293-105738-67065-163321-30701,7436-1395-3570-92403-35335-8054-9994-9688,1176-3529-794-48098-15752-19651-9215-8948,2479-1301-1428-24512-24862-5597-13494-14767,1565-2278-1677-49002-9955-8906-13851-8128,1768-913-769-12657-8316-4596-6146-6172,459-685-941-13747-4322-2437-4893-3634,hard
12755-105719-663286-582145-541653-657311-967628-899888,11155-21029-89293-105738-67065-163321-30701-57324,1395-3570-92403-35335-8054-9994-9688-7726,3529-794-48098-15752-19651-9215-8948-27826,1301-1428-24512-24862-5597-13494-14767-17682,2278-1677-49002-9955-8906-13851-8128-4262,913-769-12657-8316-4596-6146-6172-5853,685-941-13747-4322-2437-4893-3634-2801,hard
105719-663286-582145-541653-657311-967628-899888-97726,21029-89293-105738-67065-163321-30701-57324-4946,3570-92403-35335-8054-9994-9688-7726-3733,794-48098-15752-19651-9215-8948-27826-839,1428-24512-24862-5597-13494-14767-17682-1746,1677-49002-9955-8906-13851-8128-4262-1356,769-12657-8316-4596-6146-6172-5853-603,941-13747-4322-2437-4893-3634-2801-453,easy
663286-582145-541653-657311-967628-899888-97726-1384271,89293-105738-67065-163321-30701-57324-4946-219282,92403-35335-8054-9994-9688-7726-3733-46050,48098-15752-19651-9215-8948-27826-839-15637,24512-24862-5597-13494-14767-17682-1746-33960,49002-9955-8906-13851-8128-4262-1356-17749,12657-8316-4596-6146-6172-5853-603-5497,13747-4322-2437-4893-3634-2801-453-20187,easy
582145-541653-657311-967628-899888-97726-1384271-237735,105738-67065-163321-30701-57324-4946-219282-53016,35335-8054-9994-9688-7726-3733-46050-14218,15752-19651-9215-8948-27826-839-15637-9763,24862-5597-13494-14767-17682-1746-33960-5539,9955-8906-13851-8128-4262-1356-17749-5313,8316-4596-6146-6172-5853-603-5497-8231,4322-2437-4893-3634-2801-453-20187-1542,easy
541653-657311-967628-899888-97726-1384271-237735-90628,67065-163321-30701-57324-4946-219282-53016-79365,8054-9994-9688-7726-3733-46050-14218-23494,19651-9215-8948-27826-839-15637-9763-7520,5597-13494-14767-17682-1746-33960-5539-3915,8906-13851-8128-4262-1356-17749-5313-9214,4596-6146-6172-5853-603-5497-8231-6537,2437-4893-3634-2801-453-20187-1542-3775,easy
657311-967628-899888-97726-1384271-237735-90628-655618,163321-30701-57324-4946-219282-53016-79365-148895,9994-9688-7726-3733-46050-14218-23494-37678,9215-8948-27826-839-15637-9763-7520-21428,13494-14767-17682-1746-33960-5539-3915-11336,13851-8128-4262-1356-17749-5313-9214-47514,6146-6172-5853-603-5497-8231-6537-61041,4893-3634-2801-453-20187-1542-3775-11207,easy
967628-899888-97726-1384271-237735-90628-655618-139095,30701-57324-4946-219282-53016-79365-148895-13840,9688-7726-3733-46050-14218-23494-37678-2457,8948-27826-839-15637-9763-7520-21428-2380,14767-17682-1746-33960-5539-3915-11336-1894,8128-4262-1356-17749-5313-9214-47514-2137,6172-5853-603-5497-8231-6537-61041-1393,3634-2801-453-20187-1542-3775-11207-557,easy
899888-97726-1384271-237735-90628-655618-139095-944060,57324-4946-219282-53016-79365-148895-13840-291734,7726-3733-46050-14218-23494-37678-2457-15168,27826-839-15637-9763-7520-21428-2380-43828,17682-1746-33960-5539-3915-11336-1894-27606,4262-1356-17749-5313-9214-47514-2137-75929,5853-603-5497-8231-6537-61041-1393-57570,2801-453-20187-1542-3775-11207-557-16758,easy
