delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
31845-650809-70998-365367-14603-640320-798793-661745,7710-107793-716-154138-35089-133226-39495-22859,1914-72342-1046-26612-1987-10350-25764-17032,2528-36559-2598-13185-11020-18961-11584-12110,9781-50151-645-12677-2482-5705-7203-21912,13749-10692-905-15883-4519-9626-10379-7714,9880-6797-631-6462-1696-9707-7413-3766,3529-7975-697-1853-2188-4508-7795-4865,easy
650809-70998-365367-14603-640320-798793-661745-236506,107793-716-154138-35089-133226-39495-22859-24184,72342-1046-26612-1987-10350-25764-17032-12389,36559-2598-13185-11020-18961-11584-12110-3015,50151-645-12677-2482-5705-7203-21912-1988,10692-905-15883-4519-9626-10379-7714-3094,6797-631-6462-1696-9707-7413-3766-1795,7975-697-1853-2188-4508-7795-4865-1225,easy
70998-365367-14603-640320-798793-661745-236506-187648,716-154138-35089-133226-39495-22859-24184-63670,1046-26612-1987-10350-25764-17032-12389-4553,2598-13185-11020-18961-11584-12110-3015-4078,645-12677-2482-5705-7203-21912-1988-3752,905-15883-4519-9626-10379-7714-3094-2581,631-6462-1696-9707-7413-3766-1795-1465,697-1853-2188-4508-7795-4865-1225-949,easy
365367-14603-640320-798793-661745-236506-187648-10013,154138-35089-133226-39495-22859-24184-63670-7750,26612-1987-10350-25764-17032-12389-4553-1448,13185-11020-18961-11584-12110-3015-4078-5895,12677-2482-5705-7203-21912-1988-3752-2737,15883-4519-9626-10379-7714-3094-2581-1341,6462-1696-9707-7413-3766-1795-1465-2834,1853-2188-4508-7795-4865-1225-949-1035,easy
14603-640320-798793-661745-236506-187648-10013-92896,35089-133226-39495-22859-24184-63670-7750-51014,1987-10350-25764-17032-12389-4553-1448-19493,11020-18961-11584-12110-3015-4078-5895-10658,2482-5705-7203-21912-1988-3752-2737-6227,4519-9626-10379-7714-3094-2581-1341-7167,1696-9707-7413-3766-1795-1465-2834-1128,2188-4508-7795-4865-1225-949-1035-1962,easy
640320-798793-661745-236506-187648-10013-92896-176487,133226-39495-22859-24184-63670-7750-51014-67063,10350-25764-17032-12389-4553-1448-19493-7226,18961-11584-12110-3015-4078-5895-10658-4412,5705-7203-21912-1988-3752-2737-6227-7493,9626-10379-7714-3094-2581-1341-7167-4184,9707-7413-3766-1795-1465-2834-1128-5065,4508-7795-4865-1225-949-1035-1962-5119,easy
798793-661745-236506-187648-10013-92896-176487-98609,39495-22859-24184-63670-7750-51014-67063-97213,25764-17032-12389-4553-1448-19493-7226-9742,11584-12110-3015-4078-5895-10658-4412-2404,7203-21912-1988-3752-2737-6227-7493-4029,10379-7714-3094-2581-1341-7167-4184-5766,7413-3766-1795-1465-2834-1128-5065-4410,7795-4865-1225-949-1035-1962-5119-2159,easy
661745-236506-187648-10013-92896-176487-98609-151443,22859-24184-63670-7750-51014-67063-97213-16901,17032-12389-4553-1448-19493-7226-9742-13210,12110-3015-4078-5895-10658-4412-2404-9811,21912-1988-3752-2737-6227-7493-4029-6080,7714-3094-2581-1341-7167-4184-5766-2071,3766-1795-1465-2834-1128-5065-4410-1234,4865-1225-949-1035-1962-5119-2159-829,easy
236506-187648-10013-92896-176487-98609-151443-29795,24184-63670-7750-51014-67063-97213-16901-67859,12389-4553-1448-19493-7226-9742-13210-11774,3015-4078-5895-10658-4412-2404-9811-9358,1988-3752-2737-6227-7493-4029-6080-7432,3094-2581-1341-7167-4184-5766-2071-2045,1795-1465-2834-1128-5065-4410-1234-1338,1225-949-1035-1962-5119-2159-829-1423,easy
187648-10013-92896-176487-98609-151443-29795-171863,63670-7750-51014-67063-97213-16901-67859-18953,4553-1448-19493-7226-9742-13210-11774-4129,4078-5895-10658-4412-2404-9811-9358-10285,3752-2737-6227-7493-4029-6080-7432-2605,2581-1341-7167-4184-5766-2071-2045-3583,1465-2834-1128-5065-4410-1234-1338-1411,949-1035-1962-5119-2159-829-1423-2197,easy
10013-92896-176487-98609-151443-29795-171863-273206,7750-51014-67063-97213-16901-67859-18953-19053,1448-19493-7226-9742-13210-11774-4129-3938,5895-10658-4412-2404-9811-9358-10285-2236,2737-6227-7493-4029-6080-7432-2605-4832,1341-7167-4184-5766-2071-2045-3583-495,2834-1128-5065-4410-1234-1338-1411-509,1035-1962-5119-2159-829-1423-2197-274,easy
92896-176487-98609-151443-29795-171863-273206-1711992,51014-67063-97213-16901-67859-18953-19053-347244,19493-7226-9742-13210-11774-4129-3938-26652,10658-4412-2404-9811-9358-10285-2236-33541,6227-7493-4029-6080-7432-2605-4832-28728,7167-4184-5766-2071-2045-3583-495-21381,1128-5065-4410-1234-1338-1411-509-5628,1962-5119-2159-829-1423-2197-274-3630,easy
176487-98609-151443-29795-171863-273206-1711992-105057,67063-97213-16901-67859-18953-19053-347244-28241,7226-9742-13210-11774-4129-3938-26652-36056,4412-2404-9811-9358-10285-2236-33541-20425,7493-4029-6080-7432-2605-4832-28728-10087,4184-5766-2071-2045-3583-495-21381-2676,5065-4410-1234-1338-1411-509-5628-4553,5119-2159-829-1423-2197-274-3630-3124,easy
98609-151443-29795-171863-273206-1711992-105057-49596,97213-16901-67859-18953-19053-347244-28241-17650,9742-13210-11774-4129-3938-26652-36056-7839,2404-9811-9358-10285-2236-33541-20425-2221,4029-6080-7432-2605-4832-28728-10087-1332,5766-2071-2045-3583-495-21381-2676-3502,4410-1234-1338-1411-509-5628-4553-736,2159-829-1423-2197-274-3630-3124-1074,easy
151443-29795-171863-273206-1711992-105057-49596-187027,16901-67859-18953-19053-347244-28241-17650-87754,13210-11774-4129-3938-26652-36056-7839-1228,9811-9358-10285-2236-33541-20425-2221-13785,6080-7432-2605-4832-28728-10087-1332-7020,2071-2045-3583-495-21381-2676-3502-3298,1234-1338-1411-509-5628-4553-736-1103,829-1423-2197-274-3630-3124-1074-2021,easy
29795-171863-273206-1711992-105057-49596-187027-20322,67859-18953-19053-347244-28241-17650-87754-15643,11774-4129-3938-26652-36056-7839-1228-7507,9358-10285-2236-33541-20425-2221-13785-1827,7432-2605-4832-28728-10087-1332-7020-1250,2045-3583-495-21381-2676-3502-3298-2915,1338-1411-509-5628-4553-736-1103-3066,1423-2197-274-3630-3124-1074-2021-445,easy
171863-273206-1711992-105057-49596-187027-20322-20469,18953-19053-347244-28241-17650-87754-15643-3450,4129-3938-26652-36056-7839-1228-7507-1685,10285-2236-33541-20425-2221-13785-1827-13866,2605-4832-28728-10087-1332-7020-1250-7107,3583-495-21381-2676-3502-3298-2915-14652,1411-509-5628-4553-736-1103-3066-3419,2197-274-3630-3124-1074-2021-445-2382,easy
273206-1711992-105057-49596-187027-20322-20469-73259,19053-347244-28241-17650-87754-15643-3450-9259,3938-26652-36056-7839-1228-7507-1685-3852,2236-33541-20425-2221-13785-1827-13866-2237,4832-28728-10087-1332-7020-1250-7107-3739,495-21381-2676-3502-3298-2915-14652-2703,509-5628-4553-736-1103-3066-3419-1301,274-3630-3124-1074-2021-445-2382-661,easy
1711992-105057-49596-187027-20322-20469-73259-25535,347244-28241-17650-87754-15643-3450-9259-10146,26652-36056-7839-1228-7507-1685-3852-4252,33541-20425-2221-13785-1827-13866-2237-1890,28728-10087-1332-7020-1250-7107-3739-1417,21381-2676-3502-3298-2915-14652-2703-1128,5628-4553-736-1103-3066-3419-1301-1331,3630-3124-1074-2021-445-2382-661-401,easy
105057-49596-187027-20322-20469-73259-25535-4288,28241-17650-87754-15643-3450-9259-10146-9446,36056-7839-1228-7507-1685-3852-4252-1969,20425-2221-13785-1827-13866-2237-1890-2233,10087-1332-7020-1250-7107-3739-1417-1574,2676-3502-3298-2915-14652-2703-1128-9963,4553-736-1103-3066-3419-1301-1331-3375,3124-1074-2021-445-2382-661-401-3129,hard
49596-187027-20322-20469-73259-25535-4288-14237,17650-87754-15643-3450-9259-10146-9446-4317,7839-1228-7507-1685-3852-4252-1969-2582,2221-13785-1827-13866-2237-1890-2233-1535,1332-7020-1250-7107-3739-1417-1574-672,3502-3298-2915-14652-2703-1128-9963-850,736-1103-3066-3419-1301-1331-3375-531,1074-2021-445-2382-661-401-3129-182,hard
187027-20322-20469-73259-25535-4288-14237-72946,87754-15643-3450-9259-10146-9446-4317-7966,1228-7507-1685-3852-4252-1969-2582-223,13785-1827-13866-2237-1890-2233-1535-636,7020-1250-7107-3739-1417-1574-672-532,3298-2915-14652-2703-1128-9963-850-437,1103-3066-3419-1301-1331-3375-531-105,2021-445-2382-661-401-3129-182-149,easy
20322-20469-73259-25535-4288-14237-72946-30501,15643-3450-9259-10146-9446-4317-7966-16917,7507-1685-3852-4252-1969-2582-223-1902,1827-13866-2237-1890-2233-1535-636-403,1250-7107-3739-1417-1574-672-532-937,2915-14652-2703-1128-9963-850-437-618,3066-3419-1301-1331-3375-531-105-213,445-2382-661-401-3129-182-149-290,easy
20469-73259-25535-4288-14237-72946-30501-152230,3450-9259-10146-9446-4317-7966-16917-10871,1685-3852-4252-1969-2582-223-1902-2349,13866-2237-1890-2233-1535-636-403-1855,7107-3739-1417-1574-672-532-937-2764,14652-2703-1128-9963-850-437-618-2445,3419-1301-1331-3375-531-105-213-2018,2382-661-401-3129-182-149-290-1836,easy
73259-25535-4288-14237-72946-30501-152230-86139,9259-10146-9446-4317-7966-16917-10871-95064,3852-4252-1969-2582-223-1902-2349-10963,2237-1890-2233-1535-636-403-1855-14265,3739-1417-1574-672-532-937-2764-7637,2703-1128-9963-850-437-618-2445-23739,1301-1331-3375-531-105-213-2018-4244,661-401-3129-182-149-290-1836-5526,easy
25535-4288-14237-72946-30501-152230-86139-55589,10146-9446-4317-7966-16917-10871-95064-38336,4252-1969-2582-223-1902-2349-10963-11567,1890-2233-1535-636-403-1855-14265-4614,1417-1574-672-532-937-2764-7637-6717,1128-9963-850-437-618-2445-23739-12831,1331-3375-531-105-213-2018-4244-2971,401-3129-182-149-290-1836-5526-2102,easy
4288-14237-72946-30501-152230-86139-55589-54620,9446-4317-7966-16917-10871-95064-38336-57595,1969-2582-223-1902-2349-10963-11567-13083,2233-1535-636-403-1855-14265-4614-5624,1574-672-532-937-2764-7637-6717-6682,9963-850-437-618-2445-23739-12831-3323,3375-531-105-213-2018-4244-2971-2088,3129-182-149-290-1836-5526-2102-1948,easy
14237-72946-30501-152230-86139-55589-54620-321158,4317-7966-16917-10871-95064-38336-57595-9815,2582-223-1902-2349-10963-11567-13083-5566,1535-636-403-1855-14265-4614-5624-5428,672-532-937-2764-7637-6717-6682-3855,850-437-618-2445-23739-12831-3323-1678,531-105-213-2018-4244-2971-2088-1293,182-149-290-1836-5526-2102-1948-1093,easy
72946-30501-152230-86139-55589-54620-321158-78595,7966-16917-10871-95064-38336-57595-9815-40597,223-1902-2349-10963-11567-13083-5566-7781,636-403-1855-14265-4614-5624-5428-15059,532-937-2764-7637-6717-6682-3855-21788,437-618-2445-23739-12831-3323-1678-5737,105-213-2018-4244-2971-2088-1293-3385,149-290-1836-5526-2102-1948-1093-5099,easy
30501-152230-86139-55589-54620-321158-78595-33340,16917-10871-95064-38336-57595-9815-40597-29260,1902-2349-10963-11567-13083-5566-7781-713,403-1855-14265-4614-5624-5428-15059-4130,937-2764-7637-6717-6682-3855-21788-3296,618-2445-23739-12831-3323-1678-5737-737,213-2018-4244-2971-2088-1293-3385-373,290-1836-5526-2102-1948-1093-5099-174,hard
152230-86139-55589-54620-321158-78595-33340-49514,10871-95064-38336-57595-9815-40597-29260-22087,2349-10963-11567-13083-5566-7781-713-5109,1855-14265-4614-5624-5428-15059-4130-6801,2764-7637-6717-6682-3855-21788-3296-6516,2445-23739-12831-3323-1678-5737-737-2093,2018-4244-2971-2088-1293-3385-373-504,1836-5526-2102-1948-1093-5099-174-790,hard
86139-55589-54620-321158-78595-33340-49514-413310,95064-38336-57595-9815-40597-29260-22087-330783,10963-11567-13083-5566-7781-713-5109-139719,14265-4614-5624-5428-15059-4130-6801-35545,7637-6717-6682-3855-21788-3296-6516-15734,23739-12831-3323-1678-5737-737-2093-27231,4244-2971-2088-1293-3385-373-504-4446,5526-2102-1948-1093-5099-174-790-2549,hard
55589-54620-321158-78595-33340-49514-413310-53093,38336-57595-9815-40597-29260-22087-330783-17472,11567-13083-5566-7781-713-5109-139719-1556,4614-5624-5428-15059-4130-6801-35545-1054,6717-6682-3855-21788-3296-6516-15734-641,12831-3323-1678-5737-737-2093-27231-163,2971-2088-1293-3385-373-504-4446-211,2102-1948-1093-5099-174-790-2549-142,hard
54620-321158-78595-33340-49514-413310-53093-12479,57595-9815-40597-29260-22087-330783-17472-7789,13083-5566-7781-713-5109-139719-1556-3768,5624-5428-15059-4130-6801-35545-1054-2190,6682-3855-21788-3296-6516-15734-641-879,3323-1678-5737-737-2093-27231-163-1456,2088-1293-3385-373-504-4446-211-939,1948-1093-5099-174-790-2549-142-1691,easy
321158-78595-33340-49514-413310-53093-12479-71096,9815-40597-29260-22087-330783-17472-7789-45393,5566-7781-713-5109-139719-1556-3768-7157,5428-15059-4130-6801-35545-1054-2190-7912,3855-21788-3296-6516-15734-641-879-4026,1678-5737-737-2093-27231-163-1456-4285,1293-3385-373-504-4446-211-939-958,1093-5099-174-790-2549-142-1691-1152,easy
78595-33340-49514-413310-53093-12479-71096-84834,40597-29260-22087-330783-17472-7789-45393-66092,7781-713-5109-139719-1556-3768-7157-22591,15059-4130-6801-35545-1054-2190-7912-6973,21788-3296-6516-15734-641-879-4026-4564,5737-737-2093-27231-163-1456-4285-2454,3385-373-504-4446-211-939-958-1493,5099-174-790-2549-142-1691-1152-1120,easy
33340-49514-413310-53093-12479-71096-84834-99852,29260-22087-330783-17472-7789-45393-66092-29578,713-5109-139719-1556-3768-7157-22591-6481,4130-6801-35545-1054-2190-7912-6973-4819,3296-6516-15734-641-879-4026-4564-7483,737-2093-27231-163-1456-4285-2454-1549,373-504-4446-211-939-958-1493-1317,174-790-2549-142-1691-1152-1120-492,easy
49514-413310-53093-12479-71096-84834-99852-42885,22087-330783-17472-7789-45393-66092-29578-11747,5109-139719-1556-3768-7157-22591-6481-7966,6801-35545-1054-2190-7912-6973-4819-2088,6516-15734-641-879-4026-4564-7483-2610,2093-27231-163-1456-4285-2454-1549-2979,504-4446-211-939-958-1493-1317-871,790-2549-142-1691-1152-1120-492-983,easy
413310-53093-12479-71096-84834-99852-42885-259590,330783-17472-7789-45393-66092-29578-11747-17779,139719-1556-3768-7157-22591-6481-7966-6808,35545-1054-2190-7912-6973-4819-2088-6657,15734-641-879-4026-4564-7483-2610-2597,27231-163-1456-4285-2454-1549-2979-1137,4446-211-939-958-1493-1317-871-876,2549-142-1691-1152-1120-492-983-721,easy
53093-12479-71096-84834-99852-42885-259590-19477,17472-7789-45393-66092-29578-11747-17779-33217,1556-3768-7157-22591-6481-7966-6808-6841,1054-2190-7912-6973-4819-2088-6657-3626,641-879-4026-4564-7483-2610-2597-7803,163-1456-4285-2454-1549-2979-1137-1734,211-939-958-1493-1317-871-876-1440,142-1691-1152-1120-492-983-721-768,easy
12479-71096-84834-99852-42885-259590-19477-55936,7789-45393-66092-29578-11747-17779-33217-33169,3768-7157-22591-6481-7966-6808-6841-25611,2190-7912-6973-4819-2088-6657-3626-24592,879-4026-4564-7483-2610-2597-7803-10637,1456-4285-2454-1549-2979-1137-1734-4887,939-958-1493-1317-871-876-1440-5117,1691-1152-1120-492-983-721-768-1358,easy
71096-84834-99852-42885-259590-19477-55936-37590,45393-66092-29578-11747-17779-33217-33169-17959,7157-22591-6481-7966-6808-6841-25611-30898,7912-6973-4819-2088-6657-3626-24592-11770,4026-4564-7483-2610-2597-7803-10637-6953,4285-2454-1549-2979-1137-1734-4887-8857,958-1493-1317-871-876-1440-5117-1940,1152-1120-492-983-721-768-1358-1797,easy
84834-99852-42885-259590-19477-55936-37590-381314,66092-29578-11747-17779-33217-33169-17959-65149,22591-6481-7966-6808-6841-25611-30898-13429,6973-4819-2088-6657-3626-24592-11770-3152,4564-7483-2610-2597-7803-10637-6953-2259,2454-1549-2979-1137-1734-4887-8857-1968,1493-1317-871-876-1440-5117-1940-1112,1120-492-983-721-768-1358-1797-684,easy
99852-42885-259590-19477-55936-37590-381314-20767,29578-11747-17779-33217-33169-17959-65149-6219,6481-7966-6808-6841-25611-30898-13429-9506,4819-2088-6657-3626-24592-11770-3152-7008,7483-2610-2597-7803-10637-6953-2259-1852,1549-2979-1137-1734-4887-8857-1968-4580,1317-871-876-1440-5117-1940-1112-3403,492-983-721-768-1358-1797-684-1642,easy
42885-259590-19477-55936-37590-381314-20767-92542,11747-17779-33217-33169-17959-65149-6219-31945,7966-6808-6841-25611-30898-13429-9506-2092,2088-6657-3626-24592-11770-3152-7008-3938,2610-2597-7803-10637-6953-2259-1852-4885,2979-1137-1734-4887-8857-1968-4580-1597,871-876-1440-5117-1940-1112-3403-1456,983-721-768-1358-1797-684-1642-756,easy
259590-19477-55936-37590-381314-20767-92542-31251,17779-33217-33169-17959-65149-6219-31945-26294,6808-6841-25611-30898-13429-9506-2092-6687,6657-3626-24592-11770-3152-7008-3938-2049,2597-7803-10637-6953-2259-1852-4885-2820,1137-1734-4887-8857-1968-4580-1597-3427,876-1440-5117-1940-1112-3403-1456-935,721-768-1358-1797-684-1642-756-913,easy
19477-55936-37590-381314-20767-92542-31251-77997,33217-33169-17959-65149-6219-31945-26294-41668,6841-25611-30898-13429-9506-2092-6687-35837,3626-24592-11770-3152-7008-3938-2049-24193,7803-10637-6953-2259-1852-4885-2820-10495,1734-4887-8857-1968-4580-1597-3427-8756,1440-5117-1940-1112-3403-1456-935-3543,768-1358-1797-684-1642-756-913-3705,easy
55936-37590-381314-20767-92542-31251-77997-67165,33169-17959-65149-6219-31945-26294-41668-49506,25611-30898-13429-9506-2092-6687-35837-10097,24592-11770-3152-7008-3938-2049-24193-5181,10637-6953-2259-1852-4885-2820-10495-10745,4887-8857-1968-4580-1597-3427-8756-10152,5117-1940-1112-3403-1456-935-3543-5933,1358-1797-684-1642-756-913-3705-3737,easy
37590-381314-20767-92542-31251-77997-67165-313194,17959-65149-6219-31945-26294-41668-49506-88492,30898-13429-9506-2092-6687-35837-10097-9583,11770-3152-7008-3938-2049-24193-5181-15754,6953-2259-1852-4885-2820-10495-10745-1245,8857-1968-4580-1597-3427-8756-10152-8922,1940-1112-3403-1456-935-3543-5933-9059,1797-684-1642-756-913-3705-3737-1775,easy
381314-20767-92542-31251-77997-67165-313194-34642,65149-6219-31945-26294-41668-49506-88492-7402,13429-9506-2092-6687-35837-10097-9583-7050,3152-7008-3938-2049-24193-5181-15754-8610,2259-1852-4885-2820-10495-10745-1245-10660,1968-4580-1597-3427-8756-10152-8922-6866,1112-3403-1456-935-3543-5933-9059-3856,684-1642-756-913-3705-3737-1775-2614,easy
20767-92542-31251-77997-67165-313194-34642-22594,6219-31945-26294-41668-49506-88492-7402-9807,9506-2092-6687-35837-10097-9583-7050-10939,7008-3938-2049-24193-5181-15754-8610-2144,1852-4885-2820-10495-10745-1245-10660-10925,4580-1597-3427-8756-10152-8922-6866-4939,3403-1456-935-3543-5933-9059-3856-2538,1642-756-913-3705-3737-1775-2614-2058,easy
92542-31251-77997-67165-313194-34642-22594-43574,31945-26294-41668-49506-88492-7402-9807-31638,2092-6687-35837-10097-9583-7050-10939-10518,3938-2049-24193-5181-15754-8610-2144-3484,4885-2820-10495-10745-1245-10660-10925-4106,1597-3427-8756-10152-8922-6866-4939-6675,1456-935-3543-5933-9059-3856-2538-1712,756-913-3705-3737-1775-2614-2058-4256,hard
31251-77997-67165-313194-34642-22594-43574-69131,26294-41668-49506-88492-7402-9807-31638-18396,6687-35837-10097-9583-7050-10939-10518-9237,2049-24193-5181-15754-8610-2144-3484-1753,2820-10495-10745-1245-10660-10925-4106-1032,3427-8756-10152-8922-6866-4939-6675-1091,935-3543-5933-9059-3856-2538-1712-893,913-3705-3737-1775-2614-2058-4256-762,hard
77997-67165-313194-34642-22594-43574-69131-205132,41668-49506-88492-7402-9807-31638-18396-14452,35837-10097-9583-7050-10939-10518-9237-193,24193-5181-15754-8610-2144-3484-1753-1896,10495-10745-1245-10660-10925-4106-1032-1049,8756-10152-8922-6866-4939-6675-1091-2657,3543-5933-9059-3856-2538-1712-893-614,3705-3737-1775-2614-2058-4256-762-650,easy
67165-313194-34642-22594-43574-69131-205132-52729,49506-88492-7402-9807-31638-18396-14452-34538,10097-9583-7050-10939-10518-9237-193-26185,5181-15754-8610-2144-3484-1753-1896-17210,10745-1245-10660-10925-4106-1032-1049-5168,10152-8922-6866-4939-6675-1091-2657-3755,5933-9059-3856-2538-1712-893-614-5947,3737-1775-2614-2058-4256-762-650-1989,easy
313194-34642-22594-43574-69131-205132-52729-285895,88492-7402-9807-31638-18396-14452-34538-30633,9583-7050-10939-10518-9237-193-26185-603,15754-8610-2144-3484-1753-1896-17210-1349,1245-10660-10925-4106-1032-1049-5168-1195,8922-6866-4939-6675-1091-2657-3755-794,9059-3856-2538-1712-893-614-5947-396,1775-2614-2058-4256-762-650-1989-143,easy
34642-22594-43574-69131-205132-52729-285895-199591,7402-9807-31638-18396-14452-34538-30633-173632,7050-10939-10518-9237-193-26185-603-7301,8610-2144-3484-1753-1896-17210-1349-2452,10660-10925-4106-1032-1049-5168-1195-1853,6866-4939-6675-1091-2657-3755-794-4738,3856-2538-1712-893-614-5947-396-1970,2614-2058-4256-762-650-1989-143-1097,easy
22594-43574-69131-205132-52729-285895-199591-373985,9807-31638-18396-14452-34538-30633-173632-68605,10939-10518-9237-193-26185-603-7301-5438,2144-3484-1753-1896-17210-1349-2452-3411,10925-4106-1032-1049-5168-1195-1853-2439,4939-6675-1091-2657-3755-794-4738-3132,2538-1712-893-614-5947-396-1970-1684,2058-4256-762-650-1989-143-1097-421,easy
