delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
133509-17381-51354-5492-37107-1955343-558349-19479,64461-6410-18451-9777-5520-202942-76105-11551,15133-8116-8995-6130-9298-48748-1839-9953,11229-11832-8548-5560-2977-36162-4136-16564,11246-11383-4100-4330-2038-41398-3841-8210,11374-14025-6537-14663-6034-36871-19880-29230,15633-10245-977-10688-3159-29717-9326-14614,8381-10068-1130-11491-2300-7706-13793-15890,easy
17381-51354-5492-37107-1955343-558349-19479-56320,6410-18451-9777-5520-202942-76105-11551-39070,8116-8995-6130-9298-48748-1839-9953-30296,11832-8548-5560-2977-36162-4136-16564-8018,11383-4100-4330-2038-41398-3841-8210-7699,14025-6537-14663-6034-36871-19880-29230-4071,10245-977-10688-3159-29717-9326-14614-1167,10068-1130-11491-2300-7706-13793-15890-2045,easy
51354-5492-37107-1955343-558349-19479-56320-41988,18451-9777-5520-202942-76105-11551-39070-43423,8995-6130-9298-48748-1839-9953-30296-7795,8548-5560-2977-36162-4136-16564-8018-12100,4100-4330-2038-41398-3841-8210-7699-7710,6537-14663-6034-36871-19880-29230-4071-5439,977-10688-3159-29717-9326-14614-1167-4807,1130-11491-2300-7706-13793-15890-2045-2771,easy
5492-37107-1955343-558349-19479-56320-41988-73693,9777-5520-202942-76105-11551-39070-43423-5468,6130-9298-48748-1839-9953-30296-7795-1037,5560-2977-36162-4136-16564-8018-12100-1357,4330-2038-41398-3841-8210-7699-7710-3885,14663-6034-36871-19880-29230-4071-5439-1018,10688-3159-29717-9326-14614-1167-4807-1393,11491-2300-7706-13793-15890-2045-2771-536,easy
37107-1955343-558349-19479-56320-41988-73693-140272,5520-202942-76105-11551-39070-43423-5468-14192,9298-48748-1839-9953-30296-7795-1037-831,2977-36162-4136-16564-8018-12100-1357-1623,2038-41398-3841-8210-7699-7710-3885-1161,6034-36871-19880-29230-4071-5439-1018-1618,3159-29717-9326-14614-1167-4807-1393-688,2300-7706-13793-15890-2045-2771-536-980,easy
1955343-558349-19479-56320-41988-73693-140272-4279,202942-76105-11551-39070-43423-5468-14192-20887,48748-1839-9953-30296-7795-1037-831-1834,36162-4136-16564-8018-12100-1357-1623-8722,41398-3841-8210-7699-7710-3885-1161-7151,36871-19880-29230-4071-5439-1018-1618-9844,29717-9326-14614-1167-4807-1393-688-12063,7706-13793-15890-2045-2771-536-980-6898,easy
558349-19479-56320-41988-73693-140272-4279-11641,76105-11551-39070-43423-5468-14192-20887-42518,1839-9953-30296-7795-1037-831-1834-1552,4136-16564-8018-12100-1357-1623-8722-3302,3841-8210-7699-7710-3885-1161-7151-8777,19880-29230-4071-5439-1018-1618-9844-17749,9326-14614-1167-4807-1393-688-12063-8154,13793-15890-2045-2771-536-980-6898-11534,easy
19479-56320-41988-73693-140272-4279-11641-12422,11551-39070-43423-5468-14192-20887-42518-41299,9953-30296-7795-1037-831-1834-1552-6235,16564-8018-12100-1357-1623-8722-3302-11486,8210-7699-7710-3885-1161-7151-8777-8759,29230-4071-5439-1018-1618-9844-17749-22962,14614-1167-4807-1393-688-12063-8154-12139,15890-2045-2771-536-980-6898-11534-15390,easy
56320-41988-73693-140272-4279-11641-12422-58240,39070-43423-5468-14192-20887-42518-41299-98702,30296-7795-1037-831-1834-1552-6235-4157,8018-12100-1357-1623-8722-3302-11486-3826,7699-7710-3885-1161-7151-8777-8759-7592,4071-5439-1018-1618-9844-17749-22962-3776,1167-4807-1393-688-12063-8154-12139-3542,2045-2771-536-980-6898-11534-15390-1699,easy
41988-73693-140272-4279-11641-12422-58240-2117667,43423-5468-14192-20887-42518-41299-98702-216222,7795-1037-831-1834-1552-6235-4157-19926,12100-1357-1623-8722-3302-11486-3826-54973,7710-3885-1161-7151-8777-8759-7592-18195,5439-1018-1618-9844-17749-22962-3776-27140,4807-1393-688-12063-8154-12139-3542-9544,2771-536-980-6898-11534-15390-1699-11233,easy
73693-140272-4279-11641-12422-58240-2117667-52828,5468-14192-20887-42518-41299-98702-216222-15708,1037-831-1834-1552-6235-4157-19926-862,1357-1623-8722-3302-11486-3826-54973-1000,3885-1161-7151-8777-8759-7592-18195-2657,1018-1618-9844-17749-22962-3776-27140-2186,1393-688-12063-8154-12139-3542-9544-1247,536-980-6898-11534-15390-1699-11233-698,easy
140272-4279-11641-12422-58240-2117667-52828-1672417,14192-20887-42518-41299-98702-216222-15708-325187,831-1834-1552-6235-4157-19926-862-82076,1623-8722-3302-11486-3826-54973-1000-40185,1161-7151-8777-8759-7592-18195-2657-4142,1618-9844-17749-22962-3776-27140-2186-43909,688-12063-8154-12139-3542-9544-1247-13055,980-6898-11534-15390-1699-11233-698-8371,easy
4279-11641-12422-58240-2117667-52828-1672417-100688,20887-42518-41299-98702-216222-15708-325187-214055,1834-1552-6235-4157-19926-862-82076-14619,8722-3302-11486-3826-54973-1000-40185-59539,7151-8777-8759-7592-18195-2657-4142-10058,9844-17749-22962-3776-27140-2186-43909-25381,12063-8154-12139-3542-9544-1247-13055-27396,6898-11534-15390-1699-11233-698-8371-12763,easy
11641-12422-58240-2117667-52828-1672417-100688-384005,42518-41299-98702-216222-15708-325187-214055-15664,1552-6235-4157-19926-862-82076-14619-42713,3302-11486-3826-54973-1000-40185-59539-8735,8777-8759-7592-18195-2657-4142-10058-12124,17749-22962-3776-27140-2186-43909-25381-21921,8154-12139-3542-9544-1247-13055-27396-7433,11534-15390-1699-11233-698-8371-12763-4218,easy
12422-58240-2117667-52828-1672417-100688-384005-171813,41299-98702-216222-15708-325187-214055-15664-6017,6235-4157-19926-862-82076-14619-42713-3824,11486-3826-54973-1000-40185-59539-8735-508,8759-7592-18195-2657-4142-10058-12124-1551,22962-3776-27140-2186-43909-25381-21921-1882,12139-3542-9544-1247-13055-27396-7433-2389,15390-1699-11233-698-8371-12763-4218-767,easy
58240-2117667-52828-1672417-100688-384005-171813-1637796,98702-216222-15708-325187-214055-15664-6017-61595,4157-19926-862-82076-14619-42713-3824-37838,3826-54973-1000-40185-59539-8735-508-32373,7592-18195-2657-4142-10058-12124-1551-10288,3776-27140-2186-43909-25381-21921-1882-11793,3542-9544-1247-13055-27396-7433-2389-15627,1699-11233-698-8371-12763-4218-767-7509,easy
2117667-52828-1672417-100688-384005-171813-1637796-43657,216222-15708-325187-214055-15664-6017-61595-36819,19926-862-82076-14619-42713-3824-37838-239,54973-1000-40185-59539-8735-508-32373-816,18195-2657-4142-10058-12124-1551-10288-3381,27140-2186-43909-25381-21921-1882-11793-2206,9544-1247-13055-27396-7433-2389-15627-1089,11233-698-8371-12763-4218-767-7509-1656,easy
52828-1672417-100688-384005-171813-1637796-43657-22854,15708-325187-214055-15664-6017-61595-36819-4491,862-82076-14619-42713-3824-37838-239-8870,1000-40185-59539-8735-508-32373-816-24260,2657-4142-10058-12124-1551-10288-3381-10933,2186-43909-25381-21921-1882-11793-2206-12830,1247-13055-27396-7433-2389-15627-1089-15825,698-8371-12763-4218-767-7509-1656-2977,easy
1672417-100688-384005-171813-1637796-43657-22854-1009163,325187-214055-15664-6017-61595-36819-4491-391275,82076-14619-42713-3824-37838-239-8870-84964,40185-59539-8735-508-32373-816-24260-10429,4142-10058-12124-1551-10288-3381-10933-48130,43909-25381-21921-1882-11793-2206-12830-93178,13055-27396-7433-2389-15627-1089-15825-39996,8371-12763-4218-767-7509-1656-2977-25479,easy
100688-384005-171813-1637796-43657-22854-1009163-494531,214055-15664-6017-61595-36819-4491-391275-47040,14619-42713-3824-37838-239-8870-84964-36778,59539-8735-508-32373-816-24260-10429-7900,10058-12124-1551-10288-3381-10933-48130-19018,25381-21921-1882-11793-2206-12830-93178-32699,27396-7433-2389-15627-1089-15825-39996-19416,12763-4218-767-7509-1656-2977-25479-7492,easy
384005-171813-1637796-43657-22854-1009163-494531-106436,15664-6017-61595-36819-4491-391275-47040-30996,42713-3824-37838-239-8870-84964-36778-1300,8735-508-32373-816-24260-10429-7900-17627,12124-1551-10288-3381-10933-48130-19018-5119,21921-1882-11793-2206-12830-93178-32699-10845,7433-2389-15627-1089-15825-39996-19416-8389,4218-767-7509-1656-2977-25479-7492-2479,easy
171813-1637796-43657-22854-1009163-494531-106436-106599,6017-61595-36819-4491-391275-47040-30996-55082,3824-37838-239-8870-84964-36778-1300-28764,508-32373-816-24260-10429-7900-17627-3284,1551-10288-3381-10933-48130-19018-5119-4351,1882-11793-2206-12830-93178-32699-10845-2836,2389-15627-1089-15825-39996-19416-8389-1396,767-7509-1656-2977-25479-7492-2479-571,easy
1637796-43657-22854-1009163-494531-106436-106599-605586,61595-36819-4491-391275-47040-30996-55082-33617,37838-239-8870-84964-36778-1300-28764-4788,32373-816-24260-10429-7900-17627-3284-13182,10288-3381-10933-48130-19018-5119-4351-5414,11793-2206-12830-93178-32699-10845-2836-2715,15627-1089-15825-39996-19416-8389-1396-1000,7509-1656-2977-25479-7492-2479-571-765,easy
43657-22854-1009163-494531-106436-106599-605586-3708,36819-4491-391275-47040-30996-55082-33617-1191,239-8870-84964-36778-1300-28764-4788-2711,816-24260-10429-7900-17627-3284-13182-1437,3381-10933-48130-19018-5119-4351-5414-759,2206-12830-93178-32699-10845-2836-2715-1021,1089-15825-39996-19416-8389-1396-1000-760,1656-2977-25479-7492-2479-571-765-602,easy
22854-1009163-494531-106436-106599-605586-3708-1881190,4491-391275-47040-30996-55082-33617-1191-116405,8870-84964-36778-1300-28764-4788-2711-58750,24260-10429-7900-17627-3284-13182-1437-13161,10933-48130-19018-5119-4351-5414-759-17992,12830-93178-32699-10845-2836-2715-1021-22908,15825-39996-19416-8389-1396-1000-760-3487,2977-25479-7492-2479-571-765-602-6529,easy
1009163-494531-106436-106599-605586-3708-1881190-24848,391275-47040-30996-55082-33617-1191-116405-6020,84964-36778-1300-28764-4788-2711-58750-3310,10429-7900-17627-3284-13182-1437-13161-5838,48130-19018-5119-4351-5414-759-17992-3164,93178-32699-10845-2836-2715-1021-22908-1818,39996-19416-8389-1396-1000-760-3487-1056,25479-7492-2479-571-765-602-6529-629,easy
494531-106436-106599-605586-3708-1881190-24848-150215,47040-30996-55082-33617-1191-116405-6020-16920,36778-1300-28764-4788-2711-58750-3310-18481,7900-17627-3284-13182-1437-13161-5838-10588,19018-5119-4351-5414-759-17992-3164-3429,32699-10845-2836-2715-1021-22908-1818-2381,19416-8389-1396-1000-760-3487-1056-1052,7492-2479-571-765-602-6529-629-715,easy
106436-106599-605586-3708-1881190-24848-150215-672671,30996-55082-33617-1191-116405-6020-16920-258898,1300-28764-4788-2711-58750-3310-18481-31578,17627-3284-13182-1437-13161-5838-10588-43997,5119-4351-5414-759-17992-3164-3429-13844,10845-2836-2715-1021-22908-1818-2381-7532,8389-1396-1000-760-3487-1056-1052-5275,2479-571-765-602-6529-629-715-6188,easy
106599-605586-3708-1881190-24848-150215-672671-918619,55082-33617-1191-116405-6020-16920-258898-75874,28764-4788-2711-58750-3310-18481-31578-5989,3284-13182-1437-13161-5838-10588-43997-11236,4351-5414-759-17992-3164-3429-13844-8069,2836-2715-1021-22908-1818-2381-7532-4674,1396-1000-760-3487-1056-1052-5275-1641,571-765-602-6529-629-715-6188-1025,easy
605586-3708-1881190-24848-150215-672671-918619-12253,33617-1191-116405-6020-16920-258898-75874-13712,4788-2711-58750-3310-18481-31578-5989-6228,13182-1437-13161-5838-10588-43997-11236-9168,5414-759-17992-3164-3429-13844-8069-1942,2715-1021-22908-1818-2381-7532-4674-6021,1000-760-3487-1056-1052-5275-1641-1522,765-602-6529-629-715-6188-1025-1427,easy
3708-1881190-24848-150215-672671-918619-12253-8345,1191-116405-6020-16920-258898-75874-13712-15642,2711-58750-3310-18481-31578-5989-6228-1195,1437-13161-5838-10588-43997-11236-9168-2628,759-17992-3164-3429-13844-8069-1942-4084,1021-22908-1818-2381-7532-4674-6021-2956,760-3487-1056-1052-5275-1641-1522-1897,602-6529-629-715-6188-1025-1427-2018,easy
1881190-24848-150215-672671-918619-12253-8345-3811,116405-6020-16920-258898-75874-13712-15642-1708,58750-3310-18481-31578-5989-6228-1195-5595,13161-5838-10588-43997-11236-9168-2628-1075,17992-3164-3429-13844-8069-1942-4084-2221,22908-1818-2381-7532-4674-6021-2956-7845,3487-1056-1052-5275-1641-1522-1897-2227,6529-629-715-6188-1025-1427-2018-5440,easy
24848-150215-672671-918619-12253-8345-3811-162688,6020-16920-258898-75874-13712-15642-1708-35303,3310-18481-31578-5989-6228-1195-5595-7672,5838-10588-43997-11236-9168-2628-1075-1429,3164-3429-13844-8069-1942-4084-2221-3361,1818-2381-7532-4674-6021-2956-7845-1026,1056-1052-5275-1641-1522-1897-2227-850,629-715-6188-1025-1427-2018-5440-258,easy
150215-672671-918619-12253-8345-3811-162688-5725,16920-258898-75874-13712-15642-1708-35303-7405,18481-31578-5989-6228-1195-5595-7672-377,10588-43997-11236-9168-2628-1075-1429-3636,3429-13844-8069-1942-4084-2221-3361-2732,2381-7532-4674-6021-2956-7845-1026-3267,1052-5275-1641-1522-1897-2227-850-2205,715-6188-1025-1427-2018-5440-258-1852,easy
672671-918619-12253-8345-3811-162688-5725-8040,258898-75874-13712-15642-1708-35303-7405-13554,31578-5989-6228-1195-5595-7672-377-287,43997-11236-9168-2628-1075-1429-3636-1916,13844-8069-1942-4084-2221-3361-2732-2030,7532-4674-6021-2956-7845-1026-3267-5862,5275-1641-1522-1897-2227-850-2205-4364,6188-1025-1427-2018-5440-258-1852-1327,easy
918619-12253-8345-3811-162688-5725-8040-129466,75874-13712-15642-1708-35303-7405-13554-14154,5989-6228-1195-5595-7672-377-287-5646,11236-9168-2628-1075-1429-3636-1916-5522,8069-1942-4084-2221-3361-2732-2030-2395,4674-6021-2956-7845-1026-3267-5862-951,1641-1522-1897-2227-850-2205-4364-237,1025-1427-2018-5440-258-1852-1327-533,easy
12253-8345-3811-162688-5725-8040-129466-4691,13712-15642-1708-35303-7405-13554-14154-1701,6228-1195-5595-7672-377-287-5646-1290,9168-2628-1075-1429-3636-1916-5522-560,1942-4084-2221-3361-2732-2030-2395-337,6021-2956-7845-1026-3267-5862-951-1048,1522-1897-2227-850-2205-4364-237-1382,1427-2018-5440-258-1852-1327-533-267,hard
8345-3811-162688-5725-8040-129466-4691-3272,15642-1708-35303-7405-13554-14154-1701-11188,1195-5595-7672-377-287-5646-1290-3892,2628-1075-1429-3636-1916-5522-560-2995,4084-2221-3361-2732-2030-2395-337-3781,2956-7845-1026-3267-5862-951-1048-4222,1897-2227-850-2205-4364-237-1382-2492,2018-5440-258-1852-1327-533-267-949,easy
3811-162688-5725-8040-129466-4691-3272-37675,1708-35303-7405-13554-14154-1701-11188-32907,5595-7672-377-287-5646-1290-3892-38238,1075-1429-3636-1916-5522-560-2995-9604,2221-3361-2732-2030-2395-337-3781-6858,7845-1026-3267-5862-951-1048-4222-7839,2227-850-2205-4364-237-1382-2492-3051,5440-258-1852-1327-533-267-949-1946,easy
162688-5725-8040-129466-4691-3272-37675-7394,35303-7405-13554-14154-1701-11188-32907-2559,7672-377-287-5646-1290-3892-38238-1168,1429-3636-1916-5522-560-2995-9604-1209,3361-2732-2030-2395-337-3781-6858-788,1026-3267-5862-951-1048-4222-7839-1427,850-2205-4364-237-1382-2492-3051-717,258-1852-1327-533-267-949-1946-233,easy
5725-8040-129466-4691-3272-37675-7394-81790,7405-13554-14154-1701-11188-32907-2559-27279,377-287-5646-1290-3892-38238-1168-1947,3636-1916-5522-560-2995-9604-1209-6122,2732-2030-2395-337-3781-6858-788-1202,3267-5862-951-1048-4222-7839-1427-2482,2205-4364-237-1382-2492-3051-717-858,1852-1327-533-267-949-1946-233-538,easy
8040-129466-4691-3272-37675-7394-81790-1954283,13554-14154-1701-11188-32907-2559-27279-95760,287-5646-1290-3892-38238-1168-1947-5111,1916-5522-560-2995-9604-1209-6122-3172,2030-2395-337-3781-6858-788-1202-20633,5862-951-1048-4222-7839-1427-2482-9157,4364-237-1382-2492-3051-717-858-6468,1327-533-267-949-1946-233-538-4950,easy
129466-4691-3272-37675-7394-81790-1954283-6418,14154-1701-11188-32907-2559-27279-95760-29875,5646-1290-3892-38238-1168-1947-5111-6316,5522-560-2995-9604-1209-6122-3172-7350,2395-337-3781-6858-788-1202-20633-2529,951-1048-4222-7839-1427-2482-9157-4274,237-1382-2492-3051-717-858-6468-1134,533-267-949-1946-233-538-4950-981,easy
4691-3272-37675-7394-81790-1954283-6418-67145,1701-11188-32907-2559-27279-95760-29875-37412,1290-3892-38238-1168-1947-5111-6316-47001,560-2995-9604-1209-6122-3172-7350-7816,337-3781-6858-788-1202-20633-2529-10835,1048-4222-7839-1427-2482-9157-4274-6372,1382-2492-3051-717-858-6468-1134-1541,267-949-1946-233-538-4950-981-1103,easy
3272-37675-7394-81790-1954283-6418-67145-2566,11188-32907-2559-27279-95760-29875-37412-4629,3892-38238-1168-1947-5111-6316-47001-10512,2995-9604-1209-6122-3172-7350-7816-333,3781-6858-788-1202-20633-2529-10835-3361,4222-7839-1427-2482-9157-4274-6372-1737,2492-3051-717-858-6468-1134-1541-1345,949-1946-233-538-4950-981-1103-1415,easy
37675-7394-81790-1954283-6418-67145-2566-1551,32907-2559-27279-95760-29875-37412-4629-10180,38238-1168-1947-5111-6316-47001-10512-10211,9604-1209-6122-3172-7350-7816-333-1161,6858-788-1202-20633-2529-10835-3361-3376,7839-1427-2482-9157-4274-6372-1737-6732,3051-717-858-6468-1134-1541-1345-1562,1946-233-538-4950-981-1103-1415-1266,easy
7394-81790-1954283-6418-67145-2566-1551-98607,2559-27279-95760-29875-37412-4629-10180-33050,1168-1947-5111-6316-47001-10512-10211-10758,1209-6122-3172-7350-7816-333-1161-1863,788-1202-20633-2529-10835-3361-3376-1153,1427-2482-9157-4274-6372-1737-6732-1071,717-858-6468-1134-1541-1345-1562-476,233-538-4950-981-1103-1415-1266-440,easy
81790-1954283-6418-67145-2566-1551-98607-3960,27279-95760-29875-37412-4629-10180-33050-10526,1947-5111-6316-47001-10512-10211-10758-5540,6122-3172-7350-7816-333-1161-1863-4237,1202-20633-2529-10835-3361-3376-1153-1815,2482-9157-4274-6372-1737-6732-1071-6208,858-6468-1134-1541-1345-1562-476-2474,538-4950-981-1103-1415-1266-440-1420,easy
1954283-6418-67145-2566-1551-98607-3960-654334,95760-29875-37412-4629-10180-33050-10526-27066,5111-6316-47001-10512-10211-10758-5540-7975,3172-7350-7816-333-1161-1863-4237-3949,20633-2529-10835-3361-3376-1153-1815-1084,9157-4274-6372-1737-6732-1071-6208-2677,6468-1134-1541-1345-1562-476-2474-381,4950-981-1103-1415-1266-440-1420-388,easy
6418-67145-2566-1551-98607-3960-654334-8321,29875-37412-4629-10180-33050-10526-27066-1913,6316-47001-10512-10211-10758-5540-7975-322,7350-7816-333-1161-1863-4237-3949-916,2529-10835-3361-3376-1153-1815-1084-316,4274-6372-1737-6732-1071-6208-2677-1151,1134-1541-1345-1562-476-2474-381-1295,981-1103-1415-1266-440-1420-388-851,easy
67145-2566-1551-98607-3960-654334-8321-5414,37412-4629-10180-33050-10526-27066-1913-3251,47001-10512-10211-10758-5540-7975-322-2231,7816-333-1161-1863-4237-3949-916-1407,10835-3361-3376-1153-1815-1084-316-1187,6372-1737-6732-1071-6208-2677-1151-2092,1541-1345-1562-476-2474-381-1295-3577,1103-1415-1266-440-1420-388-851-1063,easy
2566-1551-98607-3960-654334-8321-5414-4645,4629-10180-33050-10526-27066-1913-3251-1329,10512-10211-10758-5540-7975-322-2231-8601,333-1161-1863-4237-3949-916-1407-5115,3361-3376-1153-1815-1084-316-1187-4621,1737-6732-1071-6208-2677-1151-2092-3336,1345-1562-476-2474-381-1295-3577-1332,1415-1266-440-1420-388-851-1063-1865,easy
1551-98607-3960-654334-8321-5414-4645-139982,10180-33050-10526-27066-1913-3251-1329-25180,10211-10758-5540-7975-322-2231-8601-1705,1161-1863-4237-3949-916-1407-5115-1344,3376-1153-1815-1084-316-1187-4621-2092,6732-1071-6208-2677-1151-2092-3336-1391,1562-476-2474-381-1295-3577-1332-941,1266-440-1420-388-851-1063-1865-405,easy
98607-3960-654334-8321-5414-4645-139982-3989,33050-10526-27066-1913-3251-1329-25180-1515,10758-5540-7975-322-2231-8601-1705-2054,1863-4237-3949-916-1407-5115-1344-789,1153-1815-1084-316-1187-4621-2092-373,1071-6208-2677-1151-2092-3336-1391-1515,476-2474-381-1295-3577-1332-941-308,440-1420-388-851-1063-1865-405-213,easy
3960-654334-8321-5414-4645-139982-3989-7448,10526-27066-1913-3251-1329-25180-1515-4373,5540-7975-322-2231-8601-1705-2054-3359,4237-3949-916-1407-5115-1344-789-1027,1815-1084-316-1187-4621-2092-373-3210,6208-2677-1151-2092-3336-1391-1515-1641,2474-381-1295-3577-1332-941-308-1715,1420-388-851-1063-1865-405-213-2492,easy
654334-8321-5414-4645-139982-3989-7448-88577,27066-1913-3251-1329-25180-1515-4373-19656,7975-322-2231-8601-1705-2054-3359-8009,3949-916-1407-5115-1344-789-1027-1761,1084-316-1187-4621-2092-373-3210-1488,2677-1151-2092-3336-1391-1515-1641-729,381-1295-3577-1332-941-308-1715-355,388-851-1063-1865-405-213-2492-517,easy
8321-5414-4645-139982-3989-7448-88577-5265,1913-3251-1329-25180-1515-4373-19656-10196,322-2231-8601-1705-2054-3359-8009-5119,916-1407-5115-1344-789-1027-1761-4228,316-1187-4621-2092-373-3210-1488-3037,1151-2092-3336-1391-1515-1641-729-4017,1295-3577-1332-941-308-1715-355-1357,851-1063-1865-405-213-2492-517-1836,easy
5414-4645-139982-3989-7448-88577-5265-2684,3251-1329-25180-1515-4373-19656-10196-15141,2231-8601-1705-2054-3359-8009-5119-5449,1407-5115-1344-789-1027-1761-4228-5006,1187-4621-2092-373-3210-1488-3037-3294,2092-3336-1391-1515-1641-729-4017-2929,3577-1332-941-308-1715-355-1357-1685,1063-1865-405-213-2492-517-1836-1615,hard
4645-139982-3989-7448-88577-5265-2684-68394,1329-25180-1515-4373-19656-10196-15141-34233,8601-1705-2054-3359-8009-5119-5449-1955,5115-1344-789-1027-1761-4228-5006-4671,4621-2092-373-3210-1488-3037-3294-3708,3336-1391-1515-1641-729-4017-2929-1004,1332-941-308-1715-355-1357-1685-336,1865-405-213-2492-517-1836-1615-287,easy
139982-3989-7448-88577-5265-2684-68394-3777,25180-1515-4373-19656-10196-15141-34233-7279,1705-2054-3359-8009-5119-5449-1955-1093,1344-789-1027-1761-4228-5006-4671-3248,2092-373-3210-1488-3037-3294-3708-2317,1391-1515-1641-729-4017-2929-1004-2921,941-308-1715-355-1357-1685-336-3782,405-213-2492-517-1836-1615-287-1038,easy
3989-7448-88577-5265-2684-68394-3777-4213,1515-4373-19656-10196-15141-34233-7279-4897,2054-3359-8009-5119-5449-1955-1093-13489,789-1027-1761-4228-5006-4671-3248-6127,373-3210-1488-3037-3294-3708-2317-2484,1515-1641-729-4017-2929-1004-2921-3036,308-1715-355-1357-1685-336-3782-1771,213-2492-517-1836-1615-287-1038-836,easy
7448-88577-5265-2684-68394-3777-4213-223305,4373-19656-10196-15141-34233-7279-4897-27368,3359-8009-5119-5449-1955-1093-13489-3999,1027-1761-4228-5006-4671-3248-6127-4763,3210-1488-3037-3294-3708-2317-2484-1586,1641-729-4017-2929-1004-2921-3036-1942,1715-355-1357-1685-336-3782-1771-635,2492-517-1836-1615-287-1038-836-189,easy
