delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
1785607-609630-571089-134126-648853-166019-245133-2945017,762793-146516-17967-29435-118219-33916-35160-1483061,296475-6480-3031-10430-4526-5807-15618-15462,288631-19631-5586-1775-10254-10091-2210-110100,29557-3266-4277-2423-3591-10965-4753-11440,109451-4747-2230-1490-3074-5240-1509-27073,30686-2510-947-424-982-1949-232-15655,14520-1280-695-740-1305-419-160-6763,easy
609630-571089-134126-648853-166019-245133-2945017-267952,146516-17967-29435-118219-33916-35160-1483061-13139,6480-3031-10430-4526-5807-15618-15462-20352,19631-5586-1775-10254-10091-2210-110100-11455,3266-4277-2423-3591-10965-4753-11440-6401,4747-2230-1490-3074-5240-1509-27073-5149,2510-947-424-982-1949-232-15655-888,1280-695-740-1305-419-160-6763-752,easy
571089-134126-648853-166019-245133-2945017-267952-423456,17967-29435-118219-33916-35160-1483061-13139-1509730,3031-10430-4526-5807-15618-15462-20352-173294,5586-1775-10254-10091-2210-110100-11455-111759,4277-2423-3591-10965-4753-11440-6401-42597,2230-1490-3074-5240-1509-27073-5149-42584,947-424-982-1949-232-15655-888-14151,695-740-1305-419-160-6763-752-15236,easy
134126-648853-166019-245133-2945017-267952-423456-322397,29435-118219-33916-35160-1483061-13139-1509730-29268,10430-4526-5807-15618-15462-20352-173294-53118,1775-10254-10091-2210-110100-11455-111759-9162,2423-3591-10965-4753-11440-6401-42597-6363,1490-3074-5240-1509-27073-5149-42584-4192,424-982-1949-232-15655-888-14151-2357,740-1305-419-160-6763-752-15236-2446,easy
648853-166019-245133-2945017-267952-423456-322397-787060,118219-33916-35160-1483061-13139-1509730-29268-174752,4526-5807-15618-15462-20352-173294-53118-36739,10254-10091-2210-110100-11455-111759-9162-32230,3591-10965-4753-11440-6401-42597-6363-5075,3074-5240-1509-27073-5149-42584-4192-9855,982-1949-232-15655-888-14151-2357-3690,1305-419-160-6763-752-15236-2446-1322,easy
166019-245133-2945017-267952-423456-322397-787060-678215,33916-35160-1483061-13139-1509730-29268-174752-358897,5807-15618-15462-20352-173294-53118-36739-129603,10091-2210-110100-11455-111759-9162-32230-19631,10965-4753-11440-6401-42597-6363-5075-11842,5240-1509-27073-5149-42584-4192-9855-13696,1949-232-15655-888-14151-2357-3690-6202,419-160-6763-752-15236-2446-1322-2224,easy
245133-2945017-267952-423456-322397-787060-678215-188680,35160-1483061-13139-1509730-29268-174752-358897-116531,15618-15462-20352-173294-53118-36739-129603-13719,2210-110100-11455-111759-9162-32230-19631-6098,4753-11440-6401-42597-6363-5075-11842-4643,1509-27073-5149-42584-4192-9855-13696-3205,232-15655-888-14151-2357-3690-6202-2217,160-6763-752-15236-2446-1322-2224-3545,easy
2945017-267952-423456-322397-787060-678215-188680-81563,1483061-13139-1509730-29268-174752-358897-116531-23083,15462-20352-173294-53118-36739-129603-13719-2302,110100-11455-111759-9162-32230-19631-6098-4638,11440-6401-42597-6363-5075-11842-4643-2124,27073-5149-42584-4192-9855-13696-3205-2060,15655-888-14151-2357-3690-6202-2217-1970,6763-752-15236-2446-1322-2224-3545-864,easy
267952-423456-322397-787060-678215-188680-81563-47899,13139-1509730-29268-174752-358897-116531-23083-14522,20352-173294-53118-36739-129603-13719-2302-5776,11455-111759-9162-32230-19631-6098-4638-6118,6401-42597-6363-5075-11842-4643-2124-1940,5149-42584-4192-9855-13696-3205-2060-2578,888-14151-2357-3690-6202-2217-1970-1299,752-15236-2446-1322-2224-3545-864-382,easy
423456-322397-787060-678215-188680-81563-47899-44541,1509730-29268-174752-358897-116531-23083-14522-25369,173294-53118-36739-129603-13719-2302-5776-4767,111759-9162-32230-19631-6098-4638-6118-6554,42597-6363-5075-11842-4643-2124-1940-2529,42584-4192-9855-13696-3205-2060-2578-1618,14151-2357-3690-6202-2217-1970-1299-691,15236-2446-1322-2224-3545-864-382-514,easy
322397-787060-678215-188680-81563-47899-44541-737051,29268-174752-358897-116531-23083-14522-25369-103658,53118-36739-129603-13719-2302-5776-4767-3807,9162-32230-19631-6098-4638-6118-6554-45051,6363-5075-11842-4643-2124-1940-2529-7416,4192-9855-13696-3205-2060-2578-1618-5507,2357-3690-6202-2217-1970-1299-691-3160,2446-1322-2224-3545-864-382-514-2283,easy
787060-678215-188680-81563-47899-44541-737051-586767,174752-358897-116531-23083-14522-25369-103658-26164,36739-129603-13719-2302-5776-4767-3807-11778,32230-19631-6098-4638-6118-6554-45051-8822,5075-11842-4643-2124-1940-2529-7416-9715,9855-13696-3205-2060-2578-1618-5507-5324,3690-6202-2217-1970-1299-691-3160-2770,1322-2224-3545-864-382-514-2283-5776,easy
678215-188680-81563-47899-44541-737051-586767-1154363,358897-116531-23083-14522-25369-103658-26164-200429,129603-13719-2302-5776-4767-3807-11778-4860,19631-6098-4638-6118-6554-45051-8822-10167,11842-4643-2124-1940-2529-7416-9715-15176,13696-3205-2060-2578-1618-5507-5324-10897,6202-2217-1970-1299-691-3160-2770-10497,2224-3545-864-382-514-2283-5776-8710,easy
188680-81563-47899-44541-737051-586767-1154363-764651,116531-23083-14522-25369-103658-26164-200429-59899,13719-2302-5776-4767-3807-11778-4860-42700,6098-4638-6118-6554-45051-8822-10167-5006,4643-2124-1940-2529-7416-9715-15176-5031,3205-2060-2578-1618-5507-5324-10897-4507,2217-1970-1299-691-3160-2770-10497-5389,3545-864-382-514-2283-5776-8710-2579,easy
81563-47899-44541-737051-586767-1154363-764651-45571,23083-14522-25369-103658-26164-200429-59899-16190,2302-5776-4767-3807-11778-4860-42700-4346,4638-6118-6554-45051-8822-10167-5006-1134,2124-1940-2529-7416-9715-15176-5031-770,2060-2578-1618-5507-5324-10897-4507-1703,1970-1299-691-3160-2770-10497-5389-771,864-382-514-2283-5776-8710-2579-739,easy
47899-44541-737051-586767-1154363-764651-45571-840230,14522-25369-103658-26164-200429-59899-16190-246110,5776-4767-3807-11778-4860-42700-4346-18262,6118-6554-45051-8822-10167-5006-1134-19869,1940-2529-7416-9715-15176-5031-770-21673,2578-1618-5507-5324-10897-4507-1703-13181,1299-691-3160-2770-10497-5389-771-23155,382-514-2283-5776-8710-2579-739-6924,easy
44541-737051-586767-1154363-764651-45571-840230-49471,25369-103658-26164-200429-59899-16190-246110-19692,4767-3807-11778-4860-42700-4346-18262-5998,6554-45051-8822-10167-5006-1134-19869-1794,2529-7416-9715-15176-5031-770-21673-2696,1618-5507-5324-10897-4507-1703-13181-1728,691-3160-2770-10497-5389-771-23155-1974,514-2283-5776-8710-2579-739-6924-623,easy
737051-586767-1154363-764651-45571-840230-49471-460920,103658-26164-200429-59899-16190-246110-19692-33175,3807-11778-4860-42700-4346-18262-5998-4779,45051-8822-10167-5006-1134-19869-1794-8865,7416-9715-15176-5031-770-21673-2696-3742,5507-5324-10897-4507-1703-13181-1728-3366,3160-2770-10497-5389-771-23155-1974-1722,2283-5776-8710-2579-739-6924-623-970,easy
586767-1154363-764651-45571-840230-49471-460920-24393,26164-200429-59899-16190-246110-19692-33175-20650,11778-4860-42700-4346-18262-5998-4779-9000,8822-10167-5006-1134-19869-1794-8865-3215,9715-15176-5031-770-21673-2696-3742-4564,5324-10897-4507-1703-13181-1728-3366-1098,2770-10497-5389-771-23155-1974-1722-1298,5776-8710-2579-739-6924-623-970-830,easy
1154363-764651-45571-840230-49471-460920-24393-794492,200429-59899-16190-246110-19692-33175-20650-49840,4860-42700-4346-18262-5998-4779-9000-15360,10167-5006-1134-19869-1794-8865-3215-11913,15176-5031-770-21673-2696-3742-4564-5688,10897-4507-1703-13181-1728-3366-1098-4600,10497-5389-771-23155-1974-1722-1298-7869,8710-2579-739-6924-623-970-830-6885,easy
764651-45571-840230-49471-460920-24393-794492-931565,59899-16190-246110-19692-33175-20650-49840-89486,42700-4346-18262-5998-4779-9000-15360-7326,5006-1134-19869-1794-8865-3215-11913-13420,5031-770-21673-2696-3742-4564-5688-10775,4507-1703-13181-1728-3366-1098-4600-7022,5389-771-23155-1974-1722-1298-7869-4530,2579-739-6924-623-970-830-6885-5804,easy
45571-840230-49471-460920-24393-794492-931565-931565,16190-246110-19692-33175-20650-49840-89486-89486,4346-18262-5998-4779-9000-15360-7326-7326,1134-19869-1794-8865-3215-11913-13420-13420,770-21673-2696-3742-4564-5688-10775-10775,1703-13181-1728-3366-1098-4600-7022-7022,771-23155-1974-1722-1298-7869-4530-4530,739-6924-623-970-830-6885-5804-5804,easy
840230-49471-460920-24393-794492-931565-931565-480988,246110-19692-33175-20650-49840-89486-89486-73946,18262-5998-4779-9000-15360-7326-7326-19713,19869-1794-8865-3215-11913-13420-13420-6716,21673-2696-3742-4564-5688-10775-10775-6600,13181-1728-3366-1098-4600-7022-7022-11631,23155-1974-1722-1298-7869-4530-4530-6495,6924-623-970-830-6885-5804-5804-3454,easy
49471-460920-24393-794492-931565-931565-480988-706880,19692-33175-20650-49840-89486-89486-73946-86865,5998-4779-9000-15360-7326-7326-19713-40113,1794-8865-3215-11913-13420-13420-6716-2118,2696-3742-4564-5688-10775-10775-6600-14038,1728-3366-1098-4600-7022-7022-11631-10219,1974-1722-1298-7869-4530-4530-6495-16417,623-970-830-6885-5804-5804-3454-22622,easy
460920-24393-794492-931565-931565-480988-706880-247806,33175-20650-49840-89486-89486-73946-86865-53966,4779-9000-15360-7326-7326-19713-40113-4597,8865-3215-11913-13420-13420-6716-2118-15470,3742-4564-5688-10775-10775-6600-14038-3900,3366-1098-4600-7022-7022-11631-10219-3845,1722-1298-7869-4530-4530-6495-16417-5782,970-830-6885-5804-5804-3454-22622-3499,easy
24393-794492-931565-931565-480988-706880-247806-605129,20650-49840-89486-89486-73946-86865-53966-121948,9000-15360-7326-7326-19713-40113-4597-22974,3215-11913-13420-13420-6716-2118-15470-14897,4564-5688-10775-10775-6600-14038-3900-3947,1098-4600-7022-7022-11631-10219-3845-11167,1298-7869-4530-4530-6495-16417-5782-4605,830-6885-5804-5804-3454-22622-3499-4685,easy
794492-931565-931565-480988-706880-247806-605129-130609,49840-89486-89486-73946-86865-53966-121948-64161,15360-7326-7326-19713-40113-4597-22974-23373,11913-13420-13420-6716-2118-15470-14897-9453,5688-10775-10775-6600-14038-3900-3947-6150,4600-7022-7022-11631-10219-3845-11167-5183,7869-4530-4530-6495-16417-5782-4605-3833,6885-5804-5804-3454-22622-3499-4685-5060,easy
931565-931565-480988-706880-247806-605129-130609-49969,89486-89486-73946-86865-53966-121948-64161-73320,7326-7326-19713-40113-4597-22974-23373-29902,13420-13420-6716-2118-15470-14897-9453-6965,10775-10775-6600-14038-3900-3947-6150-9440,7022-7022-11631-10219-3845-11167-5183-5786,4530-4530-6495-16417-5782-4605-3833-3202,5804-5804-3454-22622-3499-4685-5060-5356,easy
931565-480988-706880-247806-605129-130609-49969-800806,89486-73946-86865-53966-121948-64161-73320-103072,7326-19713-40113-4597-22974-23373-29902-27879,13420-6716-2118-15470-14897-9453-6965-13006,10775-6600-14038-3900-3947-6150-9440-4756,7022-11631-10219-3845-11167-5183-5786-12610,4530-6495-16417-5782-4605-3833-3202-2566,5804-3454-22622-3499-4685-5060-5356-2716,easy
480988-706880-247806-605129-130609-49969-800806-406726,73946-86865-53966-121948-64161-73320-103072-103810,19713-40113-4597-22974-23373-29902-27879-13209,6716-2118-15470-14897-9453-6965-13006-8368,6600-14038-3900-3947-6150-9440-4756-2577,11631-10219-3845-11167-5183-5786-12610-6173,6495-16417-5782-4605-3833-3202-2566-7636,3454-22622-3499-4685-5060-5356-2716-2841,easy
706880-247806-605129-130609-49969-800806-406726-1023193,86865-53966-121948-64161-73320-103072-103810-62491,40113-4597-22974-23373-29902-27879-13209-20404,2118-15470-14897-9453-6965-13006-8368-13738,14038-3900-3947-6150-9440-4756-2577-5500,10219-3845-11167-5183-5786-12610-6173-3295,16417-5782-4605-3833-3202-2566-7636-8661,22622-3499-4685-5060-5356-2716-2841-4667,hard
247806-605129-130609-49969-800806-406726-1023193-1439354,53966-121948-64161-73320-103072-103810-62491-766507,4597-22974-23373-29902-27879-13209-20404-356361,15470-14897-9453-6965-13006-8368-13738-71791,3900-3947-6150-9440-4756-2577-5500-36258,3845-11167-5183-5786-12610-6173-3295-36605,5782-4605-3833-3202-2566-7636-8661-22309,3499-4685-5060-5356-2716-2841-4667-31376,easy
605129-130609-49969-800806-406726-1023193-1439354-374631,121948-64161-73320-103072-103810-62491-766507-240034,22974-23373-29902-27879-13209-20404-356361-107659,14897-9453-6965-13006-8368-13738-71791-13785,3947-6150-9440-4756-2577-5500-36258-34125,11167-5183-5786-12610-6173-3295-36605-17598,4605-3833-3202-2566-7636-8661-22309-5712,4685-5060-5356-2716-2841-4667-31376-4869,easy
130609-49969-800806-406726-1023193-1439354-374631-381597,64161-73320-103072-103810-62491-766507-240034-43022,23373-29902-27879-13209-20404-356361-107659-61925,9453-6965-13006-8368-13738-71791-13785-5315,6150-9440-4756-2577-5500-36258-34125-1024,5183-5786-12610-6173-3295-36605-17598-8614,3833-3202-2566-7636-8661-22309-5712-6915,5060-5356-2716-2841-4667-31376-4869-5949,easy
49969-800806-406726-1023193-1439354-374631-381597-1419622,73320-103072-103810-62491-766507-240034-43022-114139,29902-27879-13209-20404-356361-107659-61925-30410,6965-13006-8368-13738-71791-13785-5315-9643,9440-4756-2577-5500-36258-34125-1024-11166,5786-12610-6173-3295-36605-17598-8614-3954,3202-2566-7636-8661-22309-5712-6915-2219,5356-2716-2841-4667-31376-4869-5949-1598,easy
800806-406726-1023193-1439354-374631-381597-1419622-167715,103072-103810-62491-766507-240034-43022-114139-15998,27879-13209-20404-356361-107659-61925-30410-1132,13006-8368-13738-71791-13785-5315-9643-2584,4756-2577-5500-36258-34125-1024-11166-1177,12610-6173-3295-36605-17598-8614-3954-699,2566-7636-8661-22309-5712-6915-2219-1097,2716-2841-4667-31376-4869-5949-1598-592,easy
406726-1023193-1439354-374631-381597-1419622-167715-3424531,103810-62491-766507-240034-43022-114139-15998-731057,13209-20404-356361-107659-61925-30410-1132-238554,8368-13738-71791-13785-5315-9643-2584-327704,2577-5500-36258-34125-1024-11166-1177-63270,6173-3295-36605-17598-8614-3954-699-55636,7636-8661-22309-5712-6915-2219-1097-36381,2841-4667-31376-4869-5949-1598-592-16207,easy
1023193-1439354-374631-381597-1419622-167715-3424531-214396,62491-766507-240034-43022-114139-15998-731057-87282,20404-356361-107659-61925-30410-1132-238554-40633,13738-71791-13785-5315-9643-2584-327704-14619,5500-36258-34125-1024-11166-1177-63270-5142,3295-36605-17598-8614-3954-699-55636-4715,8661-22309-5712-6915-2219-1097-36381-7420,4667-31376-4869-5949-1598-592-16207-2598,easy
1439354-374631-381597-1419622-167715-3424531-214396-239907,766507-240034-43022-114139-15998-731057-87282-16575,356361-107659-61925-30410-1132-238554-40633-9556,71791-13785-5315-9643-2584-327704-14619-24268,36258-34125-1024-11166-1177-63270-5142-7220,36605-17598-8614-3954-699-55636-4715-4325,22309-5712-6915-2219-1097-36381-7420-3381,31376-4869-5949-1598-592-16207-2598-2664,easy
374631-381597-1419622-167715-3424531-214396-239907-366516,240034-43022-114139-15998-731057-87282-16575-42600,107659-61925-30410-1132-238554-40633-9556-4440,13785-5315-9643-2584-327704-14619-24268-6249,34125-1024-11166-1177-63270-5142-7220-6323,17598-8614-3954-699-55636-4715-4325-6175,5712-6915-2219-1097-36381-7420-3381-3873,4869-5949-1598-592-16207-2598-2664-1474,easy
381597-1419622-167715-3424531-214396-239907-366516-2028293,43022-114139-15998-731057-87282-16575-42600-211949,61925-30410-1132-238554-40633-9556-4440-14844,5315-9643-2584-327704-14619-24268-6249-3148,1024-11166-1177-63270-5142-7220-6323-5357,8614-3954-699-55636-4715-4325-6175-1780,6915-2219-1097-36381-7420-3381-3873-4216,5949-1598-592-16207-2598-2664-1474-4981,easy
1419622-167715-3424531-214396-239907-366516-2028293-447273,114139-15998-731057-87282-16575-42600-211949-157749,30410-1132-238554-40633-9556-4440-14844-24489,9643-2584-327704-14619-24268-6249-3148-12680,11166-1177-63270-5142-7220-6323-5357-5953,3954-699-55636-4715-4325-6175-1780-4096,2219-1097-36381-7420-3381-3873-4216-3094,1598-592-16207-2598-2664-1474-4981-4828,easy
167715-3424531-214396-239907-366516-2028293-447273-213891,15998-731057-87282-16575-42600-211949-157749-8858,1132-238554-40633-9556-4440-14844-24489-1549,2584-327704-14619-24268-6249-3148-12680-391,1177-63270-5142-7220-6323-5357-5953-779,699-55636-4715-4325-6175-1780-4096-823,1097-36381-7420-3381-3873-4216-3094-1633,592-16207-2598-2664-1474-4981-4828-535,easy
3424531-214396-239907-366516-2028293-447273-213891-1759505,731057-87282-16575-42600-211949-157749-8858-496426,238554-40633-9556-4440-14844-24489-1549-36605,327704-14619-24268-6249-3148-12680-391-75095,63270-5142-7220-6323-5357-5953-779-41435,55636-4715-4325-6175-1780-4096-823-23257,36381-7420-3381-3873-4216-3094-1633-23595,16207-2598-2664-1474-4981-4828-535-9814,easy
214396-239907-366516-2028293-447273-213891-1759505-998244,87282-16575-42600-211949-157749-8858-496426-48728,40633-9556-4440-14844-24489-1549-36605-12573,14619-24268-6249-3148-12680-391-75095-18127,5142-7220-6323-5357-5953-779-41435-10547,4715-4325-6175-1780-4096-823-23257-15275,7420-3381-3873-4216-3094-1633-23595-25385,2598-2664-1474-4981-4828-535-9814-8247,easy
239907-366516-2028293-447273-213891-1759505-998244-98834,16575-42600-211949-157749-8858-496426-48728-50288,9556-4440-14844-24489-1549-36605-12573-5276,24268-6249-3148-12680-391-75095-18127-2042,7220-6323-5357-5953-779-41435-10547-2496,4325-6175-1780-4096-823-23257-15275-2397,3381-3873-4216-3094-1633-23595-25385-3061,2664-1474-4981-4828-535-9814-8247-1604,easy
366516-2028293-447273-213891-1759505-998244-98834-598281,42600-211949-157749-8858-496426-48728-50288-82635,4440-14844-24489-1549-36605-12573-5276-16104,6249-3148-12680-391-75095-18127-2042-4610,6323-5357-5953-779-41435-10547-2496-15729,6175-1780-4096-823-23257-15275-2397-4986,3873-4216-3094-1633-23595-25385-3061-5828,1474-4981-4828-535-9814-8247-1604-4654,hard
2028293-447273-213891-1759505-998244-98834-598281-635611,211949-157749-8858-496426-48728-50288-82635-75721,14844-24489-1549-36605-12573-5276-16104-30630,3148-12680-391-75095-18127-2042-4610-37006,5357-5953-779-41435-10547-2496-15729-19198,1780-4096-823-23257-15275-2397-4986-18101,4216-3094-1633-23595-25385-3061-5828-23505,4981-4828-535-9814-8247-1604-4654-7938,easy
447273-213891-1759505-998244-98834-598281-635611-175466,157749-8858-496426-48728-50288-82635-75721-85185,24489-1549-36605-12573-5276-16104-30630-10923,12680-391-75095-18127-2042-4610-37006-18109,5953-779-41435-10547-2496-15729-19198-3864,4096-823-23257-15275-2397-4986-18101-11089,3094-1633-23595-25385-3061-5828-23505-3581,4828-535-9814-8247-1604-4654-7938-4964,easy
213891-1759505-998244-98834-598281-635611-175466-607466,8858-496426-48728-50288-82635-75721-85185-435619,1549-36605-12573-5276-16104-30630-10923-23078,391-75095-18127-2042-4610-37006-18109-40212,779-41435-10547-2496-15729-19198-3864-48938,823-23257-15275-2397-4986-18101-11089-23706,1633-23595-25385-3061-5828-23505-3581-13806,535-9814-8247-1604-4654-7938-4964-10543,easy
1759505-998244-98834-598281-635611-175466-607466-245265,496426-48728-50288-82635-75721-85185-435619-58951,36605-12573-5276-16104-30630-10923-23078-34305,75095-18127-2042-4610-37006-18109-40212-6765,41435-10547-2496-15729-19198-3864-48938-2677,23257-15275-2397-4986-18101-11089-23706-7658,23595-25385-3061-5828-23505-3581-13806-2185,9814-8247-1604-4654-7938-4964-10543-1353,easy
998244-98834-598281-635611-175466-607466-245265-27150,48728-50288-82635-75721-85185-435619-58951-6803,12573-5276-16104-30630-10923-23078-34305-6447,18127-2042-4610-37006-18109-40212-6765-8313,10547-2496-15729-19198-3864-48938-2677-2628,15275-2397-4986-18101-11089-23706-7658-3199,25385-3061-5828-23505-3581-13806-2185-2523,8247-1604-4654-7938-4964-10543-1353-4084,easy
98834-598281-635611-175466-607466-245265-27150-50715,50288-82635-75721-85185-435619-58951-6803-46409,5276-16104-30630-10923-23078-34305-6447-5637,2042-4610-37006-18109-40212-6765-8313-7556,2496-15729-19198-3864-48938-2677-2628-1751,2397-4986-18101-11089-23706-7658-3199-2376,3061-5828-23505-3581-13806-2185-2523-3046,1604-4654-7938-4964-10543-1353-4084-6341,easy
598281-635611-175466-607466-245265-27150-50715-47089,82635-75721-85185-435619-58951-6803-46409-19164,16104-30630-10923-23078-34305-6447-5637-904,4610-37006-18109-40212-6765-8313-7556-2829,15729-19198-3864-48938-2677-2628-1751-695,4986-18101-11089-23706-7658-3199-2376-1718,5828-23505-3581-13806-2185-2523-3046-902,4654-7938-4964-10543-1353-4084-6341-1019,easy
635611-175466-607466-245265-27150-50715-47089-1570359,75721-85185-435619-58951-6803-46409-19164-142988,30630-10923-23078-34305-6447-5637-904-30115,37006-18109-40212-6765-8313-7556-2829-50081,19198-3864-48938-2677-2628-1751-695-15593,18101-11089-23706-7658-3199-2376-1718-21473,23505-3581-13806-2185-2523-3046-902-16184,7938-4964-10543-1353-4084-6341-1019-7901,easy
175466-607466-245265-27150-50715-47089-1570359-1225134,85185-435619-58951-6803-46409-19164-142988-57126,10923-23078-34305-6447-5637-904-30115-22226,18109-40212-6765-8313-7556-2829-50081-4873,3864-48938-2677-2628-1751-695-15593-7245,11089-23706-7658-3199-2376-1718-21473-6862,3581-13806-2185-2523-3046-902-16184-8248,4964-10543-1353-4084-6341-1019-7901-1362,easy
607466-245265-27150-50715-47089-1570359-1225134-104747,435619-58951-6803-46409-19164-142988-57126-13748,23078-34305-6447-5637-904-30115-22226-10811,40212-6765-8313-7556-2829-50081-4873-8768,48938-2677-2628-1751-695-15593-7245-3786,23706-7658-3199-2376-1718-21473-6862-3672,13806-2185-2523-3046-902-16184-8248-3002,10543-1353-4084-6341-1019-7901-1362-1488,easy
245265-27150-50715-47089-1570359-1225134-104747-560068,58951-6803-46409-19164-142988-57126-13748-346677,34305-6447-5637-904-30115-22226-10811-64173,6765-8313-7556-2829-50081-4873-8768-20614,2677-2628-1751-695-15593-7245-3786-10681,7658-3199-2376-1718-21473-6862-3672-22486,2185-2523-3046-902-16184-8248-3002-22281,1353-4084-6341-1019-7901-1362-1488-15003,easy
27150-50715-47089-1570359-1225134-104747-560068-1167951,6803-46409-19164-142988-57126-13748-346677-52445,6447-5637-904-30115-22226-10811-64173-8018,8313-7556-2829-50081-4873-8768-20614-2253,2628-1751-695-15593-7245-3786-10681-3177,3199-2376-1718-21473-6862-3672-22486-3347,2523-3046-902-16184-8248-3002-22281-7807,4084-6341-1019-7901-1362-1488-15003-2800,easy
