delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
70922-348945-209600-111813-311591-848669-218105-84593,15146-38042-12880-31379-17504-67790-19788-34135,5358-11011-14296-5529-7798-32771-1085-6640,544-14759-4072-2357-7698-4944-993-3602,1324-9859-5340-4905-5767-17883-4607-3490,1153-10711-4060-2225-3823-17001-2803-4550,504-4420-1814-717-4036-15091-3338-1932,262-2284-2368-696-686-6331-558-270,hard
348945-209600-111813-311591-848669-218105-84593-609570,38042-12880-31379-17504-67790-19788-34135-97476,11011-14296-5529-7798-32771-1085-6640-7939,14759-4072-2357-7698-4944-993-3602-13596,9859-5340-4905-5767-17883-4607-3490-21195,10711-4060-2225-3823-17001-2803-4550-21748,4420-1814-717-4036-15091-3338-1932-11290,2284-2368-696-686-6331-558-270-6604,easy
209600-111813-311591-848669-218105-84593-609570-479444,12880-31379-17504-67790-19788-34135-97476-154536,14296-5529-7798-32771-1085-6640-7939-43199,4072-2357-7698-4944-993-3602-13596-30413,5340-4905-5767-17883-4607-3490-21195-17231,4060-2225-3823-17001-2803-4550-21748-14283,1814-717-4036-15091-3338-1932-11290-8904,2368-696-686-6331-558-270-6604-3210,easy
111813-311591-848669-218105-84593-609570-479444-16951,31379-17504-67790-19788-34135-97476-154536-11765,5529-7798-32771-1085-6640-7939-43199-16297,2357-7698-4944-993-3602-13596-30413-8212,4905-5767-17883-4607-3490-21195-17231-5254,2225-3823-17001-2803-4550-21748-14283-18556,717-4036-15091-3338-1932-11290-8904-3778,696-686-6331-558-270-6604-3210-9101,easy
311591-848669-218105-84593-609570-479444-16951-305027,17504-67790-19788-34135-97476-154536-11765-62282,7798-32771-1085-6640-7939-43199-16297-73257,7698-4944-993-3602-13596-30413-8212-91570,5767-17883-4607-3490-21195-17231-5254-30069,3823-17001-2803-4550-21748-14283-18556-25121,4036-15091-3338-1932-11290-8904-3778-10596,686-6331-558-270-6604-3210-9101-3561,easy
848669-218105-84593-609570-479444-16951-305027-18675,67790-19788-34135-97476-154536-11765-62282-3804,32771-1085-6640-7939-43199-16297-73257-34390,4944-993-3602-13596-30413-8212-91570-11355,17883-4607-3490-21195-17231-5254-30069-25457,17001-2803-4550-21748-14283-18556-25121-8024,15091-3338-1932-11290-8904-3778-10596-2871,6331-558-270-6604-3210-9101-3561-2183,hard
218105-84593-609570-479444-16951-305027-18675-772984,19788-34135-97476-154536-11765-62282-3804-13500,1085-6640-7939-43199-16297-73257-34390-34328,993-3602-13596-30413-8212-91570-11355-24419,4607-3490-21195-17231-5254-30069-25457-10491,2803-4550-21748-14283-18556-25121-8024-19464,3338-1932-11290-8904-3778-10596-2871-4293,558-270-6604-3210-9101-3561-2183-3063,hard
84593-609570-479444-16951-305027-18675-772984-110206,34135-97476-154536-11765-62282-3804-13500-39752,6640-7939-43199-16297-73257-34390-34328-1673,3602-13596-30413-8212-91570-11355-24419-7091,3490-21195-17231-5254-30069-25457-10491-2489,4550-21748-14283-18556-25121-8024-19464-2871,1932-11290-8904-3778-10596-2871-4293-1108,270-6604-3210-9101-3561-2183-3063-509,hard
609570-479444-16951-305027-18675-772984-110206-236493,97476-154536-11765-62282-3804-13500-39752-86184,7939-43199-16297-73257-34390-34328-1673-3895,13596-30413-8212-91570-11355-24419-7091-9618,21195-17231-5254-30069-25457-10491-2489-15229,21748-14283-18556-25121-8024-19464-2871-18421,11290-8904-3778-10596-2871-4293-1108-4369,6604-3210-9101-3561-2183-3063-509-4693,hard
479444-16951-305027-18675-772984-110206-236493-250072,154536-11765-62282-3804-13500-39752-86184-24887,43199-16297-73257-34390-34328-1673-3895-3300,30413-8212-91570-11355-24419-7091-9618-2547,17231-5254-30069-25457-10491-2489-15229-1978,14283-18556-25121-8024-19464-2871-18421-3565,8904-3778-10596-2871-4293-1108-4369-1028,3210-9101-3561-2183-3063-509-4693-1012,hard
16951-305027-18675-772984-110206-236493-250072-32495,11765-62282-3804-13500-39752-86184-24887-76886,16297-73257-34390-34328-1673-3895-3300-9503,8212-91570-11355-24419-7091-9618-2547-20436,5254-30069-25457-10491-2489-15229-1978-9684,18556-25121-8024-19464-2871-18421-3565-11653,3778-10596-2871-4293-1108-4369-1028-3393,9101-3561-2183-3063-509-4693-1012-3485,easy
305027-18675-772984-110206-236493-250072-32495-719753,62282-3804-13500-39752-86184-24887-76886-20133,73257-34390-34328-1673-3895-3300-9503-28037,91570-11355-24419-7091-9618-2547-20436-46219,30069-25457-10491-2489-15229-1978-9684-18646,25121-8024-19464-2871-18421-3565-11653-36045,10596-2871-4293-1108-4369-1028-3393-6160,3561-2183-3063-509-4693-1012-3485-1363,hard
18675-772984-110206-236493-250072-32495-719753-167059,3804-13500-39752-86184-24887-76886-20133-62125,34390-34328-1673-3895-3300-9503-28037-15472,11355-24419-7091-9618-2547-20436-46219-30483,25457-10491-2489-15229-1978-9684-18646-12748,8024-19464-2871-18421-3565-11653-36045-9593,2871-4293-1108-4369-1028-3393-6160-3970,2183-3063-509-4693-1012-3485-1363-2800,hard
772984-110206-236493-250072-32495-719753-167059-908045,13500-39752-86184-24887-76886-20133-62125-61179,34328-1673-3895-3300-9503-28037-15472-22947,24419-7091-9618-2547-20436-46219-30483-57175,10491-2489-15229-1978-9684-18646-12748-31877,19464-2871-18421-3565-11653-36045-9593-12252,4293-1108-4369-1028-3393-6160-3970-9646,3063-509-4693-1012-3485-1363-2800-6697,hard
110206-236493-250072-32495-719753-167059-908045-145083,39752-86184-24887-76886-20133-62125-61179-66496,1673-3895-3300-9503-28037-15472-22947-16065,7091-9618-2547-20436-46219-30483-57175-8808,2489-15229-1978-9684-18646-12748-31877-7417,2871-18421-3565-11653-36045-9593-12252-7012,1108-4369-1028-3393-6160-3970-9646-3009,509-4693-1012-3485-1363-2800-6697-3682,easy
236493-250072-32495-719753-167059-908045-145083-244413,86184-24887-76886-20133-62125-61179-66496-44722,3895-3300-9503-28037-15472-22947-16065-9663,9618-2547-20436-46219-30483-57175-8808-5023,15229-1978-9684-18646-12748-31877-7417-10121,18421-3565-11653-36045-9593-12252-7012-4132,4369-1028-3393-6160-3970-9646-3009-1840,4693-1012-3485-1363-2800-6697-3682-863,easy
250072-32495-719753-167059-908045-145083-244413-95994,24887-76886-20133-62125-61179-66496-44722-41257,3300-9503-28037-15472-22947-16065-9663-9244,2547-20436-46219-30483-57175-8808-5023-2943,1978-9684-18646-12748-31877-7417-10121-7524,3565-11653-36045-9593-12252-7012-4132-10671,1028-3393-6160-3970-9646-3009-1840-4042,1012-3485-1363-2800-6697-3682-863-2762,easy
32495-719753-167059-908045-145083-244413-95994-74371,76886-20133-62125-61179-66496-44722-41257-36853,9503-28037-15472-22947-16065-9663-9244-993,20436-46219-30483-57175-8808-5023-2943-4119,9684-18646-12748-31877-7417-10121-7524-2028,11653-36045-9593-12252-7012-4132-10671-3531,3393-6160-3970-9646-3009-1840-4042-1913,3485-1363-2800-6697-3682-863-2762-601,easy
719753-167059-908045-145083-244413-95994-74371-420321,20133-62125-61179-66496-44722-41257-36853-39779,28037-15472-22947-16065-9663-9244-993-5247,46219-30483-57175-8808-5023-2943-4119-6660,18646-12748-31877-7417-10121-7524-2028-8946,36045-9593-12252-7012-4132-10671-3531-2250,6160-3970-9646-3009-1840-4042-1913-1827,1363-2800-6697-3682-863-2762-601-1128,easy
167059-908045-145083-244413-95994-74371-420321-121068,62125-61179-66496-44722-41257-36853-39779-12658,15472-22947-16065-9663-9244-993-5247-3996,30483-57175-8808-5023-2943-4119-6660-150092,12748-31877-7417-10121-7524-2028-8946-11490,9593-12252-7012-4132-10671-3531-2250-6114,3970-9646-3009-1840-4042-1913-1827-1262,2800-6697-3682-863-2762-601-1128-2216,easy
908045-145083-244413-95994-74371-420321-121068-5375,61179-66496-44722-41257-36853-39779-12658-13931,22947-16065-9663-9244-993-5247-3996-11174,57175-8808-5023-2943-4119-6660-150092-419211,31877-7417-10121-7524-2028-8946-11490-4027,12252-7012-4132-10671-3531-2250-6114-6821,9646-3009-1840-4042-1913-1827-1262-6796,6697-3682-863-2762-601-1128-2216-1601,easy
145083-244413-95994-74371-420321-121068-5375-590916,66496-44722-41257-36853-39779-12658-13931-58264,16065-9663-9244-993-5247-3996-11174-55914,8808-5023-2943-4119-6660-150092-419211-358107,7417-10121-7524-2028-8946-11490-4027-22966,7012-4132-10671-3531-2250-6114-6821-9970,3009-1840-4042-1913-1827-1262-6796-3309,3682-863-2762-601-1128-2216-1601-2107,easy
244413-95994-74371-420321-121068-5375-590916-383918,44722-41257-36853-39779-12658-13931-58264-27601,9663-9244-993-5247-3996-11174-55914-34172,5023-2943-4119-6660-150092-419211-358107-182056,10121-7524-2028-8946-11490-4027-22966-38875,4132-10671-3531-2250-6114-6821-9970-29171,1840-4042-1913-1827-1262-6796-3309-10408,863-2762-601-1128-2216-1601-2107-2110,easy
95994-74371-420321-121068-5375-590916-383918-179030,41257-36853-39779-12658-13931-58264-27601-45189,9244-993-5247-3996-11174-55914-34172-5876,2943-4119-6660-150092-419211-358107-182056-96956,7524-2028-8946-11490-4027-22966-38875-9954,10671-3531-2250-6114-6821-9970-29171-4383,4042-1913-1827-1262-6796-3309-10408-2891,2762-601-1128-2216-1601-2107-2110-1805,easy
74371-420321-121068-5375-590916-383918-179030-51645,36853-39779-12658-13931-58264-27601-45189-88583,993-5247-3996-11174-55914-34172-5876-52743,4119-6660-150092-419211-358107-182056-96956-208022,2028-8946-11490-4027-22966-38875-9954-41031,3531-2250-6114-6821-9970-29171-4383-41388,1913-1827-1262-6796-3309-10408-2891-5740,601-1128-2216-1601-2107-2110-1805-6277,easy
420321-121068-5375-590916-383918-179030-51645-513410,39779-12658-13931-58264-27601-45189-88583-90308,5247-3996-11174-55914-34172-5876-52743-14338,6660-150092-419211-358107-182056-96956-208022-225687,8946-11490-4027-22966-38875-9954-41031-28813,2250-6114-6821-9970-29171-4383-41388-27598,1827-1262-6796-3309-10408-2891-5740-5144,1128-2216-1601-2107-2110-1805-6277-7201,easy
121068-5375-590916-383918-179030-51645-513410-200670,12658-13931-58264-27601-45189-88583-90308-82032,3996-11174-55914-34172-5876-52743-14338-30475,150092-419211-358107-182056-96956-208022-225687-203197,11490-4027-22966-38875-9954-41031-28813-30576,6114-6821-9970-29171-4383-41388-27598-41537,1262-6796-3309-10408-2891-5740-5144-6554,2216-1601-2107-2110-1805-6277-7201-3957,easy
5375-590916-383918-179030-51645-513410-200670-846469,13931-58264-27601-45189-88583-90308-82032-47238,11174-55914-34172-5876-52743-14338-30475-31317,419211-358107-182056-96956-208022-225687-203197-83457,4027-22966-38875-9954-41031-28813-30576-24955,6821-9970-29171-4383-41388-27598-41537-20597,6796-3309-10408-2891-5740-5144-6554-5456,1601-2107-2110-1805-6277-7201-3957-3165,easy
590916-383918-179030-51645-513410-200670-846469-71797,58264-27601-45189-88583-90308-82032-47238-37861,55914-34172-5876-52743-14338-30475-31317-26670,358107-182056-96956-208022-225687-203197-83457-247083,22966-38875-9954-41031-28813-30576-24955-18544,9970-29171-4383-41388-27598-41537-20597-34430,3309-10408-2891-5740-5144-6554-5456-5565,2107-2110-1805-6277-7201-3957-3165-1782,easy
383918-179030-51645-513410-200670-846469-71797-668783,27601-45189-88583-90308-82032-47238-37861-45204,34172-5876-52743-14338-30475-31317-26670-22930,182056-96956-208022-225687-203197-83457-247083-177604,38875-9954-41031-28813-30576-24955-18544-15075,29171-4383-41388-27598-41537-20597-34430-14186,10408-2891-5740-5144-6554-5456-5565-6166,2110-1805-6277-7201-3957-3165-1782-6834,hard
179030-51645-513410-200670-846469-71797-668783-237141,45189-88583-90308-82032-47238-37861-45204-174185,5876-52743-14338-30475-31317-26670-22930-13546,96956-208022-225687-203197-83457-247083-177604-60793,9954-41031-28813-30576-24955-18544-15075-13467,4383-41388-27598-41537-20597-34430-14186-29513,2891-5740-5144-6554-5456-5565-6166-5141,1805-6277-7201-3957-3165-1782-6834-9842,hard
51645-513410-200670-846469-71797-668783-237141-88664,88583-90308-82032-47238-37861-45204-174185-27134,52743-14338-30475-31317-26670-22930-13546-2144,208022-225687-203197-83457-247083-177604-60793-7651,41031-28813-30576-24955-18544-15075-13467-2272,41388-27598-41537-20597-34430-14186-29513-3157,5740-5144-6554-5456-5565-6166-5141-1302,6277-7201-3957-3165-1782-6834-9842-1270,easy
513410-200670-846469-71797-668783-237141-88664-64033,90308-82032-47238-37861-45204-174185-27134-19687,14338-30475-31317-26670-22930-13546-2144-7514,225687-203197-83457-247083-177604-60793-7651-5051,28813-30576-24955-18544-15075-13467-2272-4453,27598-41537-20597-34430-14186-29513-3157-5796,5144-6554-5456-5565-6166-5141-1302-2557,7201-3957-3165-1782-6834-9842-1270-2106,easy
200670-846469-71797-668783-237141-88664-64033-62943,82032-47238-37861-45204-174185-27134-19687-14782,30475-31317-26670-22930-13546-2144-7514-3959,203197-83457-247083-177604-60793-7651-5051-3272,30576-24955-18544-15075-13467-2272-4453-1824,41537-20597-34430-14186-29513-3157-5796-2904,6554-5456-5565-6166-5141-1302-2557-679,3957-3165-1782-6834-9842-1270-2106-708,easy
846469-71797-668783-237141-88664-64033-62943-85240,47238-37861-45204-174185-27134-19687-14782-86158,31317-26670-22930-13546-2144-7514-3959-38014,83457-247083-177604-60793-7651-5051-3272-21253,24955-18544-15075-13467-2272-4453-1824-17969,20597-34430-14186-29513-3157-5796-2904-15297,5456-5565-6166-5141-1302-2557-679-4680,3165-1782-6834-9842-1270-2106-708-2196,hard
71797-668783-237141-88664-64033-62943-85240-321008,37861-45204-174185-27134-19687-14782-86158-180469,26670-22930-13546-2144-7514-3959-38014-30691,247083-177604-60793-7651-5051-3272-21253-16988,18544-15075-13467-2272-4453-1824-17969-23063,34430-14186-29513-3157-5796-2904-15297-17890,5565-6166-5141-1302-2557-679-4680-7719,1782-6834-9842-1270-2106-708-2196-1334,hard
668783-237141-88664-64033-62943-85240-321008-628992,45204-174185-27134-19687-14782-86158-180469-292278,22930-13546-2144-7514-3959-38014-30691-9250,177604-60793-7651-5051-3272-21253-16988-14383,15075-13467-2272-4453-1824-17969-23063-17897,14186-29513-3157-5796-2904-15297-17890-7507,6166-5141-1302-2557-679-4680-7719-3228,6834-9842-1270-2106-708-2196-1334-1993,hard
237141-88664-64033-62943-85240-321008-628992-119575,174185-27134-19687-14782-86158-180469-292278-12782,13546-2144-7514-3959-38014-30691-9250-81,60793-7651-5051-3272-21253-16988-14383-2713,13467-2272-4453-1824-17969-23063-17897-12004,29513-3157-5796-2904-15297-17890-7507-1672,5141-1302-2557-679-4680-7719-3228-1240,9842-1270-2106-708-2196-1334-1993-393,easy
88664-64033-62943-85240-321008-628992-119575-155920,27134-19687-14782-86158-180469-292278-12782-54078,2144-7514-3959-38014-30691-9250-81-44673,7651-5051-3272-21253-16988-14383-2713-69336,2272-4453-1824-17969-23063-17897-12004-34955,3157-5796-2904-15297-17890-7507-1672-23808,1302-2557-679-4680-7719-3228-1240-4524,1270-2106-708-2196-1334-1993-393-3694,easy
64033-62943-85240-321008-628992-119575-155920-51674,19687-14782-86158-180469-292278-12782-54078-5160,7514-3959-38014-30691-9250-81-44673-7114,5051-3272-21253-16988-14383-2713-69336-3633,4453-1824-17969-23063-17897-12004-34955-6556,5796-2904-15297-17890-7507-1672-23808-4255,2557-679-4680-7719-3228-1240-4524-1131,2106-708-2196-1334-1993-393-3694-785,easy
62943-85240-321008-628992-119575-155920-51674-195009,14782-86158-180469-292278-12782-54078-5160-19033,3959-38014-30691-9250-81-44673-7114-15923,3272-21253-16988-14383-2713-69336-3633-4505,1824-17969-23063-17897-12004-34955-6556-8993,2904-15297-17890-7507-1672-23808-4255-1818,679-4680-7719-3228-1240-4524-1131-845,708-2196-1334-1993-393-3694-785-545,easy
85240-321008-628992-119575-155920-51674-195009-276234,86158-180469-292278-12782-54078-5160-19033-117406,38014-30691-9250-81-44673-7114-15923-57458,21253-16988-14383-2713-69336-3633-4505-93190,17969-23063-17897-12004-34955-6556-8993-30645,15297-17890-7507-1672-23808-4255-1818-25139,4680-7719-3228-1240-4524-1131-845-4120,2196-1334-1993-393-3694-785-545-3434,easy
321008-628992-119575-155920-51674-195009-276234-486304,180469-292278-12782-54078-5160-19033-117406-153835,30691-9250-81-44673-7114-15923-57458-57170,16988-14383-2713-69336-3633-4505-93190-3587,23063-17897-12004-34955-6556-8993-30645-9095,17890-7507-1672-23808-4255-1818-25139-11301,7719-3228-1240-4524-1131-845-4120-5205,1334-1993-393-3694-785-545-3434-2146,easy
628992-119575-155920-51674-195009-276234-486304-112421,292278-12782-54078-5160-19033-117406-153835-43549,9250-81-44673-7114-15923-57458-57170-13315,14383-2713-69336-3633-4505-93190-3587-12850,17897-12004-34955-6556-8993-30645-9095-10105,7507-1672-23808-4255-1818-25139-11301-11765,3228-1240-4524-1131-845-4120-5205-5215,1993-393-3694-785-545-3434-2146-1624,easy
119575-155920-51674-195009-276234-486304-112421-100517,12782-54078-5160-19033-117406-153835-43549-97809,81-44673-7114-15923-57458-57170-13315-11971,2713-69336-3633-4505-93190-3587-12850-13861,12004-34955-6556-8993-30645-9095-10105-19726,1672-23808-4255-1818-25139-11301-11765-11503,1240-4524-1131-845-4120-5205-5215-6764,393-3694-785-545-3434-2146-1624-3347,easy
155920-51674-195009-276234-486304-112421-100517-147690,54078-5160-19033-117406-153835-43549-97809-12771,44673-7114-15923-57458-57170-13315-11971-8487,69336-3633-4505-93190-3587-12850-13861-7617,34955-6556-8993-30645-9095-10105-19726-5842,23808-4255-1818-25139-11301-11765-11503-4903,4524-1131-845-4120-5205-5215-6764-1072,3694-785-545-3434-2146-1624-3347-1054,easy
51674-195009-276234-486304-112421-100517-147690-1415534,5160-19033-117406-153835-43549-97809-12771-202933,7114-15923-57458-57170-13315-11971-8487-11594,3633-4505-93190-3587-12850-13861-7617-48193,6556-8993-30645-9095-10105-19726-5842-24554,4255-1818-25139-11301-11765-11503-4903-20086,1131-845-4120-5205-5215-6764-1072-12625,785-545-3434-2146-1624-3347-1054-18671,easy
195009-276234-486304-112421-100517-147690-1415534-304936,19033-117406-153835-43549-97809-12771-202933-38211,15923-57458-57170-13315-11971-8487-11594-4318,4505-93190-3587-12850-13861-7617-48193-2198,8993-30645-9095-10105-19726-5842-24554-5167,1818-25139-11301-11765-11503-4903-20086-3998,845-4120-5205-5215-6764-1072-12625-1980,545-3434-2146-1624-3347-1054-18671-3626,easy
276234-486304-112421-100517-147690-1415534-304936-296625,117406-153835-43549-97809-12771-202933-38211-172872,57458-57170-13315-11971-8487-11594-4318-19356,93190-3587-12850-13861-7617-48193-2198-34913,30645-9095-10105-19726-5842-24554-5167-26275,25139-11301-11765-11503-4903-20086-3998-23120,4120-5205-5215-6764-1072-12625-1980-11299,3434-2146-1624-3347-1054-18671-3626-3785,easy
486304-112421-100517-147690-1415534-304936-296625-390285,153835-43549-97809-12771-202933-38211-172872-545192,57170-13315-11971-8487-11594-4318-19356-13396,3587-12850-13861-7617-48193-2198-34913-21142,9095-10105-19726-5842-24554-5167-26275-23313,11301-11765-11503-4903-20086-3998-23120-40809,5205-5215-6764-1072-12625-1980-11299-16883,2146-1624-3347-1054-18671-3626-3785-15634,easy
112421-100517-147690-1415534-304936-296625-390285-648328,43549-97809-12771-202933-38211-172872-545192-52681,13315-11971-8487-11594-4318-19356-13396-3952,12850-13861-7617-48193-2198-34913-21142-6245,10105-19726-5842-24554-5167-26275-23313-8613,11765-11503-4903-20086-3998-23120-40809-7603,5215-6764-1072-12625-1980-11299-16883-2857,1624-3347-1054-18671-3626-3785-15634-1836,easy
100517-147690-1415534-304936-296625-390285-648328-1373856,97809-12771-202933-38211-172872-545192-52681-265312,11971-8487-11594-4318-19356-13396-3952-4591,13861-7617-48193-2198-34913-21142-6245-116704,19726-5842-24554-5167-26275-23313-8613-36845,11503-4903-20086-3998-23120-40809-7603-13435,6764-1072-12625-1980-11299-16883-2857-12350,3347-1054-18671-3626-3785-15634-1836-6002,easy
147690-1415534-304936-296625-390285-648328-1373856-126534,12771-202933-38211-172872-545192-52681-265312-65775,8487-11594-4318-19356-13396-3952-4591-17734,7617-48193-2198-34913-21142-6245-116704-13304,5842-24554-5167-26275-23313-8613-36845-6128,4903-20086-3998-23120-40809-7603-13435-8052,1072-12625-1980-11299-16883-2857-12350-2834,1054-18671-3626-3785-15634-1836-6002-923,easy
1415534-304936-296625-390285-648328-1373856-126534-1020387,202933-38211-172872-545192-52681-265312-65775-76579,11594-4318-19356-13396-3952-4591-17734-30151,48193-2198-34913-21142-6245-116704-13304-25028,24554-5167-26275-23313-8613-36845-6128-23961,20086-3998-23120-40809-7603-13435-8052-7766,12625-1980-11299-16883-2857-12350-2834-2752,18671-3626-3785-15634-1836-6002-923-1438,easy
304936-296625-390285-648328-1373856-126534-1020387-161470,38211-172872-545192-52681-265312-65775-76579-19152,4318-19356-13396-3952-4591-17734-30151-4597,2198-34913-21142-6245-116704-13304-25028-2507,5167-26275-23313-8613-36845-6128-23961-9499,3998-23120-40809-7603-13435-8052-7766-1965,1980-11299-16883-2857-12350-2834-2752-706,3626-3785-15634-1836-6002-923-1438-323,hard
296625-390285-648328-1373856-126534-1020387-161470-112876,172872-545192-52681-265312-65775-76579-19152-22639,19356-13396-3952-4591-17734-30151-4597-10423,34913-21142-6245-116704-13304-25028-2507-4604,26275-23313-8613-36845-6128-23961-9499-2139,23120-40809-7603-13435-8052-7766-1965-3878,11299-16883-2857-12350-2834-2752-706-1341,3785-15634-1836-6002-923-1438-323-1390,hard
390285-648328-1373856-126534-1020387-161470-112876-355195,545192-52681-265312-65775-76579-19152-22639-68923,13396-3952-4591-17734-30151-4597-10423-28342,21142-6245-116704-13304-25028-2507-4604-8379,23313-8613-36845-6128-23961-9499-2139-9714,40809-7603-13435-8052-7766-1965-3878-17138,16883-2857-12350-2834-2752-706-1341-4657,15634-1836-6002-923-1438-323-1390-1966,easy
648328-1373856-126534-1020387-161470-112876-355195-1327412,52681-265312-65775-76579-19152-22639-68923-26349,3952-4591-17734-30151-4597-10423-28342-30806,6245-116704-13304-25028-2507-4604-8379-36616,8613-36845-6128-23961-9499-2139-9714-13675,7603-13435-8052-7766-1965-3878-17138-21388,2857-12350-2834-2752-706-1341-4657-9107,1836-6002-923-1438-323-1390-1966-3386,easy
1373856-126534-1020387-161470-112876-355195-1327412-732282,265312-65775-76579-19152-22639-68923-26349-54431,4591-17734-30151-4597-10423-28342-30806-85538,116704-13304-25028-2507-4604-8379-36616-25376,36845-6128-23961-9499-2139-9714-13675-14803,13435-8052-7766-1965-3878-17138-21388-7850,12350-2834-2752-706-1341-4657-9107-8446,6002-923-1438-323-1390-1966-3386-3141,easy
