delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
249083-53401-435191-68317-311050-183397-257184-175226,52535-61892-77031-182976-156796-31710-83407-105762,2511-20305-4875-30662-75762-22143-44930-3099,3011-6268-8983-16918-18830-17567-10111-19173,3939-4298-3517-3930-49296-4522-3888-10917,1100-2918-6850-9240-14455-7413-3527-9655,678-3616-7512-12781-5534-10911-1156-7580,1478-4502-2465-3466-8953-6173-936-4251,easy
53401-435191-68317-311050-183397-257184-175226-1542246,61892-77031-182976-156796-31710-83407-105762-448894,20305-4875-30662-75762-22143-44930-3099-3918,6268-8983-16918-18830-17567-10111-19173-6709,4298-3517-3930-49296-4522-3888-10917-10342,2918-6850-9240-14455-7413-3527-9655-25376,3616-7512-12781-5534-10911-1156-7580-20066,4502-2465-3466-8953-6173-936-4251-7806,easy
435191-68317-311050-183397-257184-175226-1542246-155287,77031-182976-156796-31710-83407-105762-448894-17410,4875-30662-75762-22143-44930-3099-3918-238,8983-16918-18830-17567-10111-19173-6709-4722,3517-3930-49296-4522-3888-10917-10342-2284,6850-9240-14455-7413-3527-9655-25376-1092,7512-12781-5534-10911-1156-7580-20066-590,2465-3466-8953-6173-936-4251-7806-139,easy
68317-311050-183397-257184-175226-1542246-155287-2312389,182976-156796-31710-83407-105762-448894-17410-68962,30662-75762-22143-44930-3099-3918-238-15258,16918-18830-17567-10111-19173-6709-4722-12405,3930-49296-4522-3888-10917-10342-2284-17856,9240-14455-7413-3527-9655-25376-1092-8032,12781-5534-10911-1156-7580-20066-590-2271,3466-8953-6173-936-4251-7806-139-1350,easy
44372-100946-25358-90791-25395-94078-25933-38478,4705-23345-22954-5518-15530-30359-10901-24725,1099-2009-5614-3126-4309-15477-8113-12878,342-1195-1777-2157-6884-8630-10803-5232,932-675-3512-923-5342-2927-9664-1988,814-504-3800-3371-7282-1183-8181-8266,358-289-3529-1444-7555-1257-4584-7386,319-191-3371-846-2186-1132-4970-1025,easy
100946-25358-90791-25395-94078-25933-38478-51746,23345-22954-5518-15530-30359-10901-24725-24104,2009-5614-3126-4309-15477-8113-12878-11470,1195-1777-2157-6884-8630-10803-5232-19329,675-3512-923-5342-2927-9664-1988-9593,504-3800-3371-7282-1183-8181-8266-6358,289-3529-1444-7555-1257-4584-7386-3252,191-3371-846-2186-1132-4970-1025-1681,easy
25358-90791-25395-94078-25933-38478-51746-86072,22954-5518-15530-30359-10901-24725-24104-29193,5614-3126-4309-15477-8113-12878-11470-1977,1777-2157-6884-8630-10803-5232-19329-5062,3512-923-5342-2927-9664-1988-9593-1227,3800-3371-7282-1183-8181-8266-6358-1727,3529-1444-7555-1257-4584-7386-3252-573,3371-846-2186-1132-4970-1025-1681-966,easy
90791-25395-94078-25933-38478-51746-86072-964749,5518-15530-30359-10901-24725-24104-29193-405898,3126-4309-15477-8113-12878-11470-1977-27976,2157-6884-8630-10803-5232-19329-5062-11768,923-5342-2927-9664-1988-9593-1227-9804,3371-7282-1183-8181-8266-6358-1727-11605,1444-7555-1257-4584-7386-3252-573-5179,846-2186-1132-4970-1025-1681-966-3693,easy
25395-94078-25933-38478-51746-86072-964749-146872,15530-30359-10901-24725-24104-29193-405898-15153,4309-15477-8113-12878-11470-1977-27976-13134,6884-8630-10803-5232-19329-5062-11768-9052,5342-2927-9664-1988-9593-1227-9804-13635,7282-1183-8181-8266-6358-1727-11605-12229,7555-1257-4584-7386-3252-573-5179-3428,2186-1132-4970-1025-1681-966-3693-1523,easy
94078-25933-38478-51746-86072-964749-146872-313723,30359-10901-24725-24104-29193-405898-15153-303227,15477-8113-12878-11470-1977-27976-13134-27208,8630-10803-5232-19329-5062-11768-9052-6146,2927-9664-1988-9593-1227-9804-13635-5242,1183-8181-8266-6358-1727-11605-12229-9056,1257-4584-7386-3252-573-5179-3428-3496,1132-4970-1025-1681-966-3693-1523-4417,easy
25933-38478-51746-86072-964749-146872-313723-3815,10901-24725-24104-29193-405898-15153-303227-22672,8113-12878-11470-1977-27976-13134-27208-26775,10803-5232-19329-5062-11768-9052-6146-10410,9664-1988-9593-1227-9804-13635-5242-8685,8181-8266-6358-1727-11605-12229-9056-6465,4584-7386-3252-573-5179-3428-3496-8435,4970-1025-1681-966-3693-1523-4417-3887,easy
38478-51746-86072-964749-146872-313723-3815-230855,24725-24104-29193-405898-15153-303227-22672-21833,12878-11470-1977-27976-13134-27208-26775-1607,5232-19329-5062-11768-9052-6146-10410-1957,1988-9593-1227-9804-13635-5242-8685-1951,8266-6358-1727-11605-12229-9056-6465-842,7386-3252-573-5179-3428-3496-8435-1624,1025-1681-966-3693-1523-4417-3887-398,easy
51746-86072-964749-146872-313723-3815-230855-235581,24104-29193-405898-15153-303227-22672-21833-22253,11470-1977-27976-13134-27208-26775-1607-5743,19329-5062-11768-9052-6146-10410-1957-3007,9593-1227-9804-13635-5242-8685-1951-5017,6358-1727-11605-12229-9056-6465-842-1092,3252-573-5179-3428-3496-8435-1624-734,1681-966-3693-1523-4417-3887-398-419,easy
86072-964749-146872-313723-3815-230855-235581-11084,29193-405898-15153-303227-22672-21833-22253-16440,1977-27976-13134-27208-26775-1607-5743-8144,5062-11768-9052-6146-10410-1957-3007-2981,1227-9804-13635-5242-8685-1951-5017-10048,1727-11605-12229-9056-6465-842-1092-13116,573-5179-3428-3496-8435-1624-734-5009,966-3693-1523-4417-3887-398-419-2477,easy
964749-146872-313723-3815-230855-235581-11084-45998,405898-15153-303227-22672-21833-22253-16440-51479,27976-13134-27208-26775-1607-5743-8144-3395,11768-9052-6146-10410-1957-3007-2981-1182,9804-13635-5242-8685-1951-5017-10048-4106,11605-12229-9056-6465-842-1092-13116-5214,5179-3428-3496-8435-1624-734-5009-6176,3693-1523-4417-3887-398-419-2477-3493,easy
146872-313723-3815-230855-235581-11084-45998-76094,15153-303227-22672-21833-22253-16440-51479-133498,13134-27208-26775-1607-5743-8144-3395-5133,9052-6146-10410-1957-3007-2981-1182-1528,13635-5242-8685-1951-5017-10048-4106-1211,12229-9056-6465-842-1092-13116-5214-3611,3428-3496-8435-1624-734-5009-6176-1561,1523-4417-3887-398-419-2477-3493-1292,easy
313723-3815-230855-235581-11084-45998-76094-120906,303227-22672-21833-22253-16440-51479-133498-9990,27208-26775-1607-5743-8144-3395-5133-4922,6146-10410-1957-3007-2981-1182-1528-1883,5242-8685-1951-5017-10048-4106-1211-2553,9056-6465-842-1092-13116-5214-3611-2111,3496-8435-1624-734-5009-6176-1561-1025,4417-3887-398-419-2477-3493-1292-788,easy
3815-230855-235581-11084-45998-76094-120906-106595,22672-21833-22253-16440-51479-133498-9990-16156,26775-1607-5743-8144-3395-5133-4922-2604,10410-1957-3007-2981-1182-1528-1883-1201,8685-1951-5017-10048-4106-1211-2553-1876,6465-842-1092-13116-5214-3611-2111-2798,8435-1624-734-5009-6176-1561-1025-919,3887-398-419-2477-3493-1292-788-1110,easy
230855-235581-11084-45998-76094-120906-106595-290762,21833-22253-16440-51479-133498-9990-16156-31127,1607-5743-8144-3395-5133-4922-2604-4119,1957-3007-2981-1182-1528-1883-1201-1023,1951-5017-10048-4106-1211-2553-1876-816,842-1092-13116-5214-3611-2111-2798-1053,1624-734-5009-6176-1561-1025-919-1014,398-419-2477-3493-1292-788-1110-1007,easy
235581-11084-45998-76094-120906-106595-290762-21260,22253-16440-51479-133498-9990-16156-31127-11183,5743-8144-3395-5133-4922-2604-4119-6646,3007-2981-1182-1528-1883-1201-1023-1468,5017-10048-4106-1211-2553-1876-816-1873,1092-13116-5214-3611-2111-2798-1053-4553,734-5009-6176-1561-1025-919-1014-8238,419-2477-3493-1292-788-1110-1007-2212,easy
11084-45998-76094-120906-106595-290762-21260-247941,16440-51479-133498-9990-16156-31127-11183-25831,8144-3395-5133-4922-2604-4119-6646-3799,2981-1182-1528-1883-1201-1023-1468-4396,10048-4106-1211-2553-1876-816-1873-3703,13116-5214-3611-2111-2798-1053-4553-2070,5009-6176-1561-1025-919-1014-8238-1291,2477-3493-1292-788-1110-1007-2212-564,easy
45998-76094-120906-106595-290762-21260-247941-9205,51479-133498-9990-16156-31127-11183-25831-30192,3395-5133-4922-2604-4119-6646-3799-2600,1182-1528-1883-1201-1023-1468-4396-2555,4106-1211-2553-1876-816-1873-3703-10975,5214-3611-2111-2798-1053-4553-2070-6972,6176-1561-1025-919-1014-8238-1291-4528,3493-1292-788-1110-1007-2212-564-2416,easy
76094-120906-106595-290762-21260-247941-9205-106031,133498-9990-16156-31127-11183-25831-30192-98463,5133-4922-2604-4119-6646-3799-2600-38883,1528-1883-1201-1023-1468-4396-2555-14279,1211-2553-1876-816-1873-3703-10975-8101,3611-2111-2798-1053-4553-2070-6972-5579,1561-1025-919-1014-8238-1291-4528-4087,1292-788-1110-1007-2212-564-2416-5188,easy
120906-106595-290762-21260-247941-9205-106031-172009,9990-16156-31127-11183-25831-30192-98463-65488,4922-2604-4119-6646-3799-2600-38883-40091,1883-1201-1023-1468-4396-2555-14279-16951,2553-1876-816-1873-3703-10975-8101-3820,2111-2798-1053-4553-2070-6972-5579-3987,1025-919-1014-8238-1291-4528-4087-6748,788-1110-1007-2212-564-2416-5188-6455,easy
106595-290762-21260-247941-9205-106031-172009-45925,16156-31127-11183-25831-30192-98463-65488-17379,2604-4119-6646-3799-2600-38883-40091-25397,1201-1023-1468-4396-2555-14279-16951-7752,1876-816-1873-3703-10975-8101-3820-12768,2798-1053-4553-2070-6972-5579-3987-7929,919-1014-8238-1291-4528-4087-6748-3550,1110-1007-2212-564-2416-5188-6455-6541,easy
290762-21260-247941-9205-106031-172009-45925-208225,31127-11183-25831-30192-98463-65488-17379-19295,4119-6646-3799-2600-38883-40091-25397-3688,1023-1468-4396-2555-14279-16951-7752-2940,816-1873-3703-10975-8101-3820-12768-2319,1053-4553-2070-6972-5579-3987-7929-2296,1014-8238-1291-4528-4087-6748-3550-2510,1007-2212-564-2416-5188-6455-6541-813,easy
21260-247941-9205-106031-172009-45925-208225-244344,11183-25831-30192-98463-65488-17379-19295-125775,6646-3799-2600-38883-40091-25397-3688-6074,1468-4396-2555-14279-16951-7752-2940-4016,1873-3703-10975-8101-3820-12768-2319-5174,4553-2070-6972-5579-3987-7929-2296-12544,8238-1291-4528-4087-6748-3550-2510-8441,2212-564-2416-5188-6455-6541-813-2526,easy
247941-9205-106031-172009-45925-208225-244344-57245,25831-30192-98463-65488-17379-19295-125775-36703,3799-2600-38883-40091-25397-3688-6074-26542,4396-2555-14279-16951-7752-2940-4016-10205,3703-10975-8101-3820-12768-2319-5174-11159,2070-6972-5579-3987-7929-2296-12544-5257,1291-4528-4087-6748-3550-2510-8441-7209,564-2416-5188-6455-6541-813-2526-3969,easy
9205-106031-172009-45925-208225-244344-57245-44873,30192-98463-65488-17379-19295-125775-36703-55769,2600-38883-40091-25397-3688-6074-26542-21543,2555-14279-16951-7752-2940-4016-10205-10218,10975-8101-3820-12768-2319-5174-11159-3701,6972-5579-3987-7929-2296-12544-5257-2308,4528-4087-6748-3550-2510-8441-7209-7000,2416-5188-6455-6541-813-2526-3969-2698,easy
106031-172009-45925-208225-244344-57245-44873-8755,98463-65488-17379-19295-125775-36703-55769-5256,38883-40091-25397-3688-6074-26542-21543-4304,14279-16951-7752-2940-4016-10205-10218-2436,8101-3820-12768-2319-5174-11159-3701-2896,5579-3987-7929-2296-12544-5257-2308-3220,4087-6748-3550-2510-8441-7209-7000-5319,5188-6455-6541-813-2526-3969-2698-2721,easy
172009-45925-208225-244344-57245-44873-8755-73921,65488-17379-19295-125775-36703-55769-5256-31831,40091-25397-3688-6074-26542-21543-4304-7121,16951-7752-2940-4016-10205-10218-2436-4403,3820-12768-2319-5174-11159-3701-2896-4219,3987-7929-2296-12544-5257-2308-3220-1843,6748-3550-2510-8441-7209-7000-5319-2904,6455-6541-813-2526-3969-2698-2721-779,easy
45925-208225-244344-57245-44873-8755-73921-734066,17379-19295-125775-36703-55769-5256-31831-295105,25397-3688-6074-26542-21543-4304-7121-59166,7752-2940-4016-10205-10218-2436-4403-55483,12768-2319-5174-11159-3701-2896-4219-16566,7929-2296-12544-5257-2308-3220-1843-7446,3550-2510-8441-7209-7000-5319-2904-10431,6541-813-2526-3969-2698-2721-779-4174,easy
208225-244344-57245-44873-8755-73921-734066-178488,19295-125775-36703-55769-5256-31831-295105-17312,3688-6074-26542-21543-4304-7121-59166-858,2940-4016-10205-10218-2436-4403-55483-5520,2319-5174-11159-3701-2896-4219-16566-3333,2296-12544-5257-2308-3220-1843-7446-2193,2510-8441-7209-7000-5319-2904-10431-1043,813-2526-3969-2698-2721-779-4174-513,easy
244344-57245-44873-8755-73921-734066-178488-31235,125775-36703-55769-5256-31831-295105-17312-41443,6074-26542-21543-4304-7121-59166-858-20611,4016-10205-10218-2436-4403-55483-5520-2128,5174-11159-3701-2896-4219-16566-3333-3378,12544-5257-2308-3220-1843-7446-2193-1452,8441-7209-7000-5319-2904-10431-1043-2963,2526-3969-2698-2721-779-4174-513-1237,easy
57245-44873-8755-73921-734066-178488-31235-64593,36703-55769-5256-31831-295105-17312-41443-82985,26542-21543-4304-7121-59166-858-20611-3382,10205-10218-2436-4403-55483-5520-2128-8810,11159-3701-2896-4219-16566-3333-3378-2076,5257-2308-3220-1843-7446-2193-1452-1950,7209-7000-5319-2904-10431-1043-2963-1730,3969-2698-2721-779-4174-513-1237-1407,easy
44873-8755-73921-734066-178488-31235-64593-697735,55769-5256-31831-295105-17312-41443-82985-76966,21543-4304-7121-59166-858-20611-3382-15260,10218-2436-4403-55483-5520-2128-8810-25656,3701-2896-4219-16566-3333-3378-2076-14546,2308-3220-1843-7446-2193-1452-1950-4089,7000-5319-2904-10431-1043-2963-1730-7945,2698-2721-779-4174-513-1237-1407-2636,easy
8755-73921-734066-178488-31235-64593-697735-1479720,5256-31831-295105-17312-41443-82985-76966-126887,4304-7121-59166-858-20611-3382-15260-6994,2436-4403-55483-5520-2128-8810-25656-40660,2896-4219-16566-3333-3378-2076-14546-18100,3220-1843-7446-2193-1452-1950-4089-7580,5319-2904-10431-1043-2963-1730-7945-3686,2721-779-4174-513-1237-1407-2636-5154,easy
73921-734066-178488-31235-64593-697735-1479720-589036,31831-295105-17312-41443-82985-76966-126887-481646,7121-59166-858-20611-3382-15260-6994-38738,4403-55483-5520-2128-8810-25656-40660-60593,4219-16566-3333-3378-2076-14546-18100-13023,1843-7446-2193-1452-1950-4089-7580-4821,2904-10431-1043-2963-1730-7945-3686-6513,779-4174-513-1237-1407-2636-5154-3790,easy
734066-178488-31235-64593-697735-1479720-589036-75243,295105-17312-41443-82985-76966-126887-481646-395818,59166-858-20611-3382-15260-6994-38738-64845,55483-5520-2128-8810-25656-40660-60593-24895,16566-3333-3378-2076-14546-18100-13023-40695,7446-2193-1452-1950-4089-7580-4821-10542,10431-1043-2963-1730-7945-3686-6513-16154,4174-513-1237-1407-2636-5154-3790-4896,easy
178488-31235-64593-697735-1479720-589036-75243-63177,17312-41443-82985-76966-126887-481646-395818-94906,858-20611-3382-15260-6994-38738-64845-3516,5520-2128-8810-25656-40660-60593-24895-1992,3333-3378-2076-14546-18100-13023-40695-3915,2193-1452-1950-4089-7580-4821-10542-4438,1043-2963-1730-7945-3686-6513-16154-3442,513-1237-1407-2636-5154-3790-4896-2118,easy
31235-64593-697735-1479720-589036-75243-63177-144486,41443-82985-76966-126887-481646-395818-94906-57225,20611-3382-15260-6994-38738-64845-3516-8366,2128-8810-25656-40660-60593-24895-1992-9005,3378-2076-14546-18100-13023-40695-3915-2812,1452-1950-4089-7580-4821-10542-4438-1626,2963-1730-7945-3686-6513-16154-3442-2032,1237-1407-2636-5154-3790-4896-2118-685,easy
64593-697735-1479720-589036-75243-63177-144486-745412,82985-76966-126887-481646-395818-94906-57225-11409,3382-15260-6994-38738-64845-3516-8366-1608,8810-25656-40660-60593-24895-1992-9005-3210,2076-14546-18100-13023-40695-3915-2812-2897,1950-4089-7580-4821-10542-4438-1626-2657,1730-7945-3686-6513-16154-3442-2032-2386,1407-2636-5154-3790-4896-2118-685-501,easy
697735-1479720-589036-75243-63177-144486-745412-127238,76966-126887-481646-395818-94906-57225-11409-168501,15260-6994-38738-64845-3516-8366-1608-2300,25656-40660-60593-24895-1992-9005-3210-7209,14546-18100-13023-40695-3915-2812-2897-9282,4089-7580-4821-10542-4438-1626-2657-2225,7945-3686-6513-16154-3442-2032-2386-3122,2636-5154-3790-4896-2118-685-501-1572,easy
1479720-589036-75243-63177-144486-745412-127238-752822,126887-481646-395818-94906-57225-11409-168501-288360,6994-38738-64845-3516-8366-1608-2300-49655,40660-60593-24895-1992-9005-3210-7209-5228,18100-13023-40695-3915-2812-2897-9282-15116,7580-4821-10542-4438-1626-2657-2225-10180,3686-6513-16154-3442-2032-2386-3122-16393,5154-3790-4896-2118-685-501-1572-4456,hard
589036-75243-63177-144486-745412-127238-752822-875020,481646-395818-94906-57225-11409-168501-288360-322755,38738-64845-3516-8366-1608-2300-49655-25930,60593-24895-1992-9005-3210-7209-5228-13159,13023-40695-3915-2812-2897-9282-15116-5494,4821-10542-4438-1626-2657-2225-10180-8417,6513-16154-3442-2032-2386-3122-16393-4139,3790-4896-2118-685-501-1572-4456-3003,easy
75243-63177-144486-745412-127238-752822-875020-65921,395818-94906-57225-11409-168501-288360-322755-71513,64845-3516-8366-1608-2300-49655-25930-10669,24895-1992-9005-3210-7209-5228-13159-8264,40695-3915-2812-2897-9282-15116-5494-3142,10542-4438-1626-2657-2225-10180-8417-2303,16154-3442-2032-2386-3122-16393-4139-1469,4896-2118-685-501-1572-4456-3003-539,easy
63177-144486-745412-127238-752822-875020-65921-170986,94906-57225-11409-168501-288360-322755-71513-32491,3516-8366-1608-2300-49655-25930-10669-6559,1992-9005-3210-7209-5228-13159-8264-9328,3915-2812-2897-9282-15116-5494-3142-1997,4438-1626-2657-2225-10180-8417-2303-1788,3442-2032-2386-3122-16393-4139-1469-1392,2118-685-501-1572-4456-3003-539-1229,easy
144486-745412-127238-752822-875020-65921-170986-170986,57225-11409-168501-288360-322755-71513-32491-32491,8366-1608-2300-49655-25930-10669-6559-6559,9005-3210-7209-5228-13159-8264-9328-9328,2812-2897-9282-15116-5494-3142-1997-1997,1626-2657-2225-10180-8417-2303-1788-1788,2032-2386-3122-16393-4139-1469-1392-1392,685-501-1572-4456-3003-539-1229-1229,easy
745412-127238-752822-875020-65921-170986-170986-1096487,11409-168501-288360-322755-71513-32491-32491-96762,1608-2300-49655-25930-10669-6559-6559-10682,3210-7209-5228-13159-8264-9328-9328-23174,2897-9282-15116-5494-3142-1997-1997-13633,2657-2225-10180-8417-2303-1788-1788-6689,2386-3122-16393-4139-1469-1392-1392-7801,501-1572-4456-3003-539-1229-1229-6547,easy
127238-752822-875020-65921-170986-170986-1096487-305356,168501-288360-322755-71513-32491-32491-96762-196290,2300-49655-25930-10669-6559-6559-10682-25182,7209-5228-13159-8264-9328-9328-23174-8262,9282-15116-5494-3142-1997-1997-13633-12233,2225-10180-8417-2303-1788-1788-6689-14375,3122-16393-4139-1469-1392-1392-7801-14164,1572-4456-3003-539-1229-1229-6547-4460,easy
752822-875020-65921-170986-170986-1096487-305356-1398352,288360-322755-71513-32491-32491-96762-196290-126395,49655-25930-10669-6559-6559-10682-25182-34341,5228-13159-8264-9328-9328-23174-8262-15919,15116-5494-3142-1997-1997-13633-12233-5619,10180-8417-2303-1788-1788-6689-14375-8325,16393-4139-1469-1392-1392-7801-14164-5652,4456-3003-539-1229-1229-6547-4460-7182,easy
875020-65921-170986-170986-1096487-305356-1398352-632845,322755-71513-32491-32491-96762-196290-126395-253682,25930-10669-6559-6559-10682-25182-34341-61403,13159-8264-9328-9328-23174-8262-15919-23200,5494-3142-1997-1997-13633-12233-5619-5024,8417-2303-1788-1788-6689-14375-8325-5031,4139-1469-1392-1392-7801-14164-5652-10597,3003-539-1229-1229-6547-4460-7182-4732,easy
65921-170986-170986-1096487-305356-1398352-632845-775446,71513-32491-32491-96762-196290-126395-253682-10096,10669-6559-6559-10682-25182-34341-61403-5593,8264-9328-9328-23174-8262-15919-23200-10060,3142-1997-1997-13633-12233-5619-5024-5829,2303-1788-1788-6689-14375-8325-5031-9000,1469-1392-1392-7801-14164-5652-10597-3572,539-1229-1229-6547-4460-7182-4732-1444,easy
170986-170986-1096487-305356-1398352-632845-775446-1897704,32491-32491-96762-196290-126395-253682-10096-131828,6559-6559-10682-25182-34341-61403-5593-62027,9328-9328-23174-8262-15919-23200-10060-16902,1997-1997-13633-12233-5619-5024-5829-31233,1788-1788-6689-14375-8325-5031-9000-11605,1392-1392-7801-14164-5652-10597-3572-3251,1229-1229-6547-4460-7182-4732-1444-1812,easy
170986-1096487-305356-1398352-632845-775446-1897704-246995,32491-96762-196290-126395-253682-10096-131828-13518,6559-10682-25182-34341-61403-5593-62027-4812,9328-23174-8262-15919-23200-10060-16902-9309,1997-13633-12233-5619-5024-5829-31233-6334,1788-6689-14375-8325-5031-9000-11605-5544,1392-7801-14164-5652-10597-3572-3251-3860,1229-6547-4460-7182-4732-1444-1812-407,easy
1096487-305356-1398352-632845-775446-1897704-246995-1725584,96762-196290-126395-253682-10096-131828-13518-76365,10682-25182-34341-61403-5593-62027-4812-5301,23174-8262-15919-23200-10060-16902-9309-20551,13633-12233-5619-5024-5829-31233-6334-6666,6689-14375-8325-5031-9000-11605-5544-13015,7801-14164-5652-10597-3572-3251-3860-14543,6547-4460-7182-4732-1444-1812-407-4600,easy
305356-1398352-632845-775446-1897704-246995-1725584-268651,196290-126395-253682-10096-131828-13518-76365-68159,25182-34341-61403-5593-62027-4812-5301-2460,8262-15919-23200-10060-16902-9309-20551-3700,12233-5619-5024-5829-31233-6334-6666-1680,14375-8325-5031-9000-11605-5544-13015-1894,14164-5652-10597-3572-3251-3860-14543-1997,4460-7182-4732-1444-1812-407-4600-617,easy
1398352-632845-775446-1897704-246995-1725584-268651-443606,126395-253682-10096-131828-13518-76365-68159-56277,34341-61403-5593-62027-4812-5301-2460-6659,15919-23200-10060-16902-9309-20551-3700-2472,5619-5024-5829-31233-6334-6666-1680-2428,8325-5031-9000-11605-5544-13015-1894-1075,5652-10597-3572-3251-3860-14543-1997-1195,7182-4732-1444-1812-407-4600-617-1070,easy
632845-775446-1897704-246995-1725584-268651-443606-1028450,253682-10096-131828-13518-76365-68159-56277-14232,61403-5593-62027-4812-5301-2460-6659-5591,23200-10060-16902-9309-20551-3700-2472-2418,5024-5829-31233-6334-6666-1680-2428-6495,5031-9000-11605-5544-13015-1894-1075-3322,10597-3572-3251-3860-14543-1997-1195-1306,4732-1444-1812-407-4600-617-1070-1405,easy
775446-1897704-246995-1725584-268651-443606-1028450-744671,10096-131828-13518-76365-68159-56277-14232-188948,5593-62027-4812-5301-2460-6659-5591-8768,10060-16902-9309-20551-3700-2472-2418-37163,5829-31233-6334-6666-1680-2428-6495-14374,9000-11605-5544-13015-1894-1075-3322-12391,3572-3251-3860-14543-1997-1195-1306-3348,1444-1812-407-4600-617-1070-1405-5464,easy
1897704-246995-1725584-268651-443606-1028450-744671-550943,131828-13518-76365-68159-56277-14232-188948-110564,62027-4812-5301-2460-6659-5591-8768-5911,16902-9309-20551-3700-2472-2418-37163-6450,31233-6334-6666-1680-2428-6495-14374-10070,11605-5544-13015-1894-1075-3322-12391-11120,3251-3860-14543-1997-1195-1306-3348-4424,1812-407-4600-617-1070-1405-5464-5694,easy
246995-1725584-268651-443606-1028450-744671-550943-743094,13518-76365-68159-56277-14232-188948-110564-36439,4812-5301-2460-6659-5591-8768-5911-5236,9309-20551-3700-2472-2418-37163-6450-4851,6334-6666-1680-2428-6495-14374-10070-8653,5544-13015-1894-1075-3322-12391-11120-6862,3860-14543-1997-1195-1306-3348-4424-14632,407-4600-617-1070-1405-5464-5694-7086,easy
