delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
41658-15792-239167-111260-294464-34566-24527-65919,63919-49844-36975-5960-54497-28337-65932-32680,12612-23837-7291-7717-16640-17366-22709-4156,15992-11044-3595-1402-4904-12191-22688-7824,11306-4890-2494-4049-11251-11118-12662-4266,44553-27270-6442-9309-65174-32946-15231-8602,11325-14117-5108-4510-2644-6861-6192-2049,6496-9788-1456-1753-5604-2322-5418-750,hard
15792-239167-111260-294464-34566-24527-65919-732895,49844-36975-5960-54497-28337-65932-32680-101898,23837-7291-7717-16640-17366-22709-4156-3875,11044-3595-1402-4904-12191-22688-7824-8145,4890-2494-4049-11251-11118-12662-4266-56437,27270-6442-9309-65174-32946-15231-8602-23340,14117-5108-4510-2644-6861-6192-2049-12853,9788-1456-1753-5604-2322-5418-750-16907,hard
239167-111260-294464-34566-24527-65919-732895-2134129,36975-5960-54497-28337-65932-32680-101898-373403,7291-7717-16640-17366-22709-4156-3875-27867,3595-1402-4904-12191-22688-7824-8145-36941,2494-4049-11251-11118-12662-4266-56437-71786,6442-9309-65174-32946-15231-8602-23340-93327,5108-4510-2644-6861-6192-2049-12853-34326,1456-1753-5604-2322-5418-750-16907-42020,hard
111260-294464-34566-24527-65919-732895-2134129-227360,5960-54497-28337-65932-32680-101898-373403-171349,7717-16640-17366-22709-4156-3875-27867-58861,1402-4904-12191-22688-7824-8145-36941-28231,4049-11251-11118-12662-4266-56437-71786-5757,9309-65174-32946-15231-8602-23340-93327-14785,4510-2644-6861-6192-2049-12853-34326-6044,1753-5604-2322-5418-750-16907-42020-19370,hard
294464-34566-24527-65919-732895-2134129-227360-624507,54497-28337-65932-32680-101898-373403-171349-30234,16640-17366-22709-4156-3875-27867-58861-19347,4904-12191-22688-7824-8145-36941-28231-3030,11251-11118-12662-4266-56437-71786-5757-11500,65174-32946-15231-8602-23340-93327-14785-3214,2644-6861-6192-2049-12853-34326-6044-2886,5604-2322-5418-750-16907-42020-19370-1079,hard
34566-24527-65919-732895-2134129-227360-624507-955096,28337-65932-32680-101898-373403-171349-30234-313606,17366-22709-4156-3875-27867-58861-19347-18333,12191-22688-7824-8145-36941-28231-3030-9603,11118-12662-4266-56437-71786-5757-11500-15791,32946-15231-8602-23340-93327-14785-3214-61849,6861-6192-2049-12853-34326-6044-2886-11203,2322-5418-750-16907-42020-19370-1079-2431,easy
24527-65919-732895-2134129-227360-624507-955096-23516,65932-32680-101898-373403-171349-30234-313606-9246,22709-4156-3875-27867-58861-19347-18333-426,22688-7824-8145-36941-28231-3030-9603-2101,12662-4266-56437-71786-5757-11500-15791-1699,15231-8602-23340-93327-14785-3214-61849-8582,6192-2049-12853-34326-6044-2886-11203-2638,5418-750-16907-42020-19370-1079-2431-1323,easy
65919-732895-2134129-227360-624507-955096-23516-131333,32680-101898-373403-171349-30234-313606-9246-47689,4156-3875-27867-58861-19347-18333-426-19557,7824-8145-36941-28231-3030-9603-2101-8116,4266-56437-71786-5757-11500-15791-1699-13855,8602-23340-93327-14785-3214-61849-8582-44464,2049-12853-34326-6044-2886-11203-2638-8644,750-16907-42020-19370-1079-2431-1323-2468,easy
732895-2134129-227360-624507-955096-23516-131333-77993,101898-373403-171349-30234-313606-9246-47689-10326,3875-27867-58861-19347-18333-426-19557-1705,8145-36941-28231-3030-9603-2101-8116-1710,56437-71786-5757-11500-15791-1699-13855-2853,23340-93327-14785-3214-61849-8582-44464-2606,12853-34326-6044-2886-11203-2638-8644-392,16907-42020-19370-1079-2431-1323-2468-320,easy
2134129-227360-624507-955096-23516-131333-77993-641366,373403-171349-30234-313606-9246-47689-10326-15285,27867-58861-19347-18333-426-19557-1705-27024,36941-28231-3030-9603-2101-8116-1710-30026,71786-5757-11500-15791-1699-13855-2853-15556,93327-14785-3214-61849-8582-44464-2606-24164,34326-6044-2886-11203-2638-8644-392-8818,42020-19370-1079-2431-1323-2468-320-4202,easy
227360-624507-955096-23516-131333-77993-641366-86680,171349-30234-313606-9246-47689-10326-15285-78215,58861-19347-18333-426-19557-1705-27024-2178,28231-3030-9603-2101-8116-1710-30026-12477,5757-11500-15791-1699-13855-2853-15556-17129,14785-3214-61849-8582-44464-2606-24164-17845,6044-2886-11203-2638-8644-392-8818-8959,19370-1079-2431-1323-2468-320-4202-3580,easy
624507-955096-23516-131333-77993-641366-86680-30602,30234-313606-9246-47689-10326-15285-78215-31071,19347-18333-426-19557-1705-27024-2178-63506,3030-9603-2101-8116-1710-30026-12477-30043,11500-15791-1699-13855-2853-15556-17129-23662,3214-61849-8582-44464-2606-24164-17845-28173,2886-11203-2638-8644-392-8818-8959-17027,1079-2431-1323-2468-320-4202-3580-4042,easy
955096-23516-131333-77993-641366-86680-30602-51849,313606-9246-47689-10326-15285-78215-31071-32532,18333-426-19557-1705-27024-2178-63506-27715,9603-2101-8116-1710-30026-12477-30043-5924,15791-1699-13855-2853-15556-17129-23662-5463,61849-8582-44464-2606-24164-17845-28173-29988,11203-2638-8644-392-8818-8959-17027-9481,2431-1323-2468-320-4202-3580-4042-7522,easy
23516-131333-77993-641366-86680-30602-51849-264095,9246-47689-10326-15285-78215-31071-32532-16157,426-19557-1705-27024-2178-63506-27715-6191,2101-8116-1710-30026-12477-30043-5924-11939,1699-13855-2853-15556-17129-23662-5463-23066,8582-44464-2606-24164-17845-28173-29988-28297,2638-8644-392-8818-8959-17027-9481-6105,1323-2468-320-4202-3580-4042-7522-3713,easy
131333-77993-641366-86680-30602-51849-264095-275235,47689-10326-15285-78215-31071-32532-16157-224745,19557-1705-27024-2178-63506-27715-6191-6400,8116-1710-30026-12477-30043-5924-11939-21275,13855-2853-15556-17129-23662-5463-23066-35682,44464-2606-24164-17845-28173-29988-28297-39382,8644-392-8818-8959-17027-9481-6105-13229,2468-320-4202-3580-4042-7522-3713-5394,easy
77993-641366-86680-30602-51849-264095-275235-216301,10326-15285-78215-31071-32532-16157-224745-141951,1705-27024-2178-63506-27715-6191-6400-7839,1710-30026-12477-30043-5924-11939-21275-23492,2853-15556-17129-23662-5463-23066-35682-41845,2606-24164-17845-28173-29988-28297-39382-31171,392-8818-8959-17027-9481-6105-13229-9948,320-4202-3580-4042-7522-3713-5394-3835,easy
641366-86680-30602-51849-264095-275235-216301-229041,15285-78215-31071-32532-16157-224745-141951-54171,27024-2178-63506-27715-6191-6400-7839-8309,30026-12477-30043-5924-11939-21275-23492-22332,15556-17129-23662-5463-23066-35682-41845-4678,24164-17845-28173-29988-28297-39382-31171-65734,8818-8959-17027-9481-6105-13229-9948-5690,4202-3580-4042-7522-3713-5394-3835-4146,easy
86680-30602-51849-264095-275235-216301-229041-17278,78215-31071-32532-16157-224745-141951-54171-9370,2178-63506-27715-6191-6400-7839-8309-2605,12477-30043-5924-11939-21275-23492-22332-2927,17129-23662-5463-23066-35682-41845-4678-1731,17845-28173-29988-28297-39382-31171-65734-4763,8959-17027-9481-6105-13229-9948-5690-3032,3580-4042-7522-3713-5394-3835-4146-1773,easy
30602-51849-264095-275235-216301-229041-17278-63833,31071-32532-16157-224745-141951-54171-9370-56387,63506-27715-6191-6400-7839-8309-2605-26712,30043-5924-11939-21275-23492-22332-2927-26508,23662-5463-23066-35682-41845-4678-1731-7656,28173-29988-28297-39382-31171-65734-4763-11592,17027-9481-6105-13229-9948-5690-3032-7476,4042-7522-3713-5394-3835-4146-1773-3408,hard
51849-264095-275235-216301-229041-17278-63833-1088076,32532-16157-224745-141951-54171-9370-56387-425747,27715-6191-6400-7839-8309-2605-26712-32522,5924-11939-21275-23492-22332-2927-26508-18688,5463-23066-35682-41845-4678-1731-7656-30826,29988-28297-39382-31171-65734-4763-11592-59706,9481-6105-13229-9948-5690-3032-7476-19507,7522-3713-5394-3835-4146-1773-3408-5003,hard
264095-275235-216301-229041-17278-63833-1088076-167444,16157-224745-141951-54171-9370-56387-425747-134541,6191-6400-7839-8309-2605-26712-32522-33319,11939-21275-23492-22332-2927-26508-18688-43704,23066-35682-41845-4678-1731-7656-30826-35777,28297-39382-31171-65734-4763-11592-59706-55051,6105-13229-9948-5690-3032-7476-19507-11193,3713-5394-3835-4146-1773-3408-5003-11938,hard
275235-216301-229041-17278-63833-1088076-167444-491232,224745-141951-54171-9370-56387-425747-134541-120878,6400-7839-8309-2605-26712-32522-33319-44645,21275-23492-22332-2927-26508-18688-43704-53589,35682-41845-4678-1731-7656-30826-35777-10243,39382-31171-65734-4763-11592-59706-55051-83569,13229-9948-5690-3032-7476-19507-11193-17709,5394-3835-4146-1773-3408-5003-11938-6618,hard
216301-229041-17278-63833-1088076-167444-491232-1939462,141951-54171-9370-56387-425747-134541-120878-111685,7839-8309-2605-26712-32522-33319-44645-11280,23492-22332-2927-26508-18688-43704-53589-11314,41845-4678-1731-7656-30826-35777-10243-13838,31171-65734-4763-11592-59706-55051-83569-42529,9948-5690-3032-7476-19507-11193-17709-17531,3835-4146-1773-3408-5003-11938-6618-9472,hard
229041-17278-63833-1088076-167444-491232-1939462-186755,54171-9370-56387-425747-134541-120878-111685-121368,8309-2605-26712-32522-33319-44645-11280-46987,22332-2927-26508-18688-43704-53589-11314-19046,4678-1731-7656-30826-35777-10243-13838-23911,65734-4763-11592-59706-55051-83569-42529-22912,5690-3032-7476-19507-11193-17709-17531-6970,4146-1773-3408-5003-11938-6618-9472-8928,hard
17278-63833-1088076-167444-491232-1939462-186755-782046,9370-56387-425747-134541-120878-111685-121368-220813,2605-26712-32522-33319-44645-11280-46987-3947,2927-26508-18688-43704-53589-11314-19046-13856,1731-7656-30826-35777-10243-13838-23911-21570,4763-11592-59706-55051-83569-42529-22912-29228,3032-7476-19507-11193-17709-17531-6970-38323,1773-3408-5003-11938-6618-9472-8928-12789,easy
63833-1088076-167444-491232-1939462-186755-782046-120971,56387-425747-134541-120878-111685-121368-220813-81038,26712-32522-33319-44645-11280-46987-3947-13110,26508-18688-43704-53589-11314-19046-13856-14331,7656-30826-35777-10243-13838-23911-21570-13011,11592-59706-55051-83569-42529-22912-29228-11814,7476-19507-11193-17709-17531-6970-38323-2391,3408-5003-11938-6618-9472-8928-12789-1121,hard
1088076-167444-491232-1939462-186755-782046-120971-93797,425747-134541-120878-111685-121368-220813-81038-87690,32522-33319-44645-11280-46987-3947-13110-7026,18688-43704-53589-11314-19046-13856-14331-14157,30826-35777-10243-13838-23911-21570-13011-23506,59706-55051-83569-42529-22912-29228-11814-18956,19507-11193-17709-17531-6970-38323-2391-7928,5003-11938-6618-9472-8928-12789-1121-849,hard
167444-491232-1939462-186755-782046-120971-93797-743316,134541-120878-111685-121368-220813-81038-87690-115623,33319-44645-11280-46987-3947-13110-7026-36449,43704-53589-11314-19046-13856-14331-14157-49288,35777-10243-13838-23911-21570-13011-23506-16251,55051-83569-42529-22912-29228-11814-18956-13721,11193-17709-17531-6970-38323-2391-7928-9628,11938-6618-9472-8928-12789-1121-849-3954,hard
491232-1939462-186755-782046-120971-93797-743316-32163,120878-111685-121368-220813-81038-87690-115623-7592,44645-11280-46987-3947-13110-7026-36449-22290,53589-11314-19046-13856-14331-14157-49288-2485,10243-13838-23911-21570-13011-23506-16251-4723,83569-42529-22912-29228-11814-18956-13721-18217,17709-17531-6970-38323-2391-7928-9628-15174,6618-9472-8928-12789-1121-849-3954-4147,hard
1939462-186755-782046-120971-93797-743316-32163-13697,111685-121368-220813-81038-87690-115623-7592-5788,11280-46987-3947-13110-7026-36449-22290-6304,11314-19046-13856-14331-14157-49288-2485-3134,13838-23911-21570-13011-23506-16251-4723-2653,42529-22912-29228-11814-18956-13721-18217-10401,17531-6970-38323-2391-7928-9628-15174-933,9472-8928-12789-1121-849-3954-4147-763,hard
186755-782046-120971-93797-743316-32163-13697-29352,121368-220813-81038-87690-115623-7592-5788-47115,46987-3947-13110-7026-36449-22290-6304-9526,19046-13856-14331-14157-49288-2485-3134-6198,23911-21570-13011-23506-16251-4723-2653-18301,22912-29228-11814-18956-13721-18217-10401-45054,6970-38323-2391-7928-9628-15174-933-5992,8928-12789-1121-849-3954-4147-763-5702,hard
782046-120971-93797-743316-32163-13697-29352-160340,220813-81038-87690-115623-7592-5788-47115-17085,3947-13110-7026-36449-22290-6304-9526-1240,13856-14331-14157-49288-2485-3134-6198-3877,21570-13011-23506-16251-4723-2653-18301-2025,29228-11814-18956-13721-18217-10401-45054-2099,38323-2391-7928-9628-15174-933-5992-3478,12789-1121-849-3954-4147-763-5702-1521,hard
120971-93797-743316-32163-13697-29352-160340-44685,81038-87690-115623-7592-5788-47115-17085-28514,13110-7026-36449-22290-6304-9526-1240-8819,14331-14157-49288-2485-3134-6198-3877-8346,13011-23506-16251-4723-2653-18301-2025-11958,11814-18956-13721-18217-10401-45054-2099-40461,2391-7928-9628-15174-933-5992-3478-10484,1121-849-3954-4147-763-5702-1521-8027,hard
93797-743316-32163-13697-29352-160340-44685-6789,87690-115623-7592-5788-47115-17085-28514-15439,7026-36449-22290-6304-9526-1240-8819-3736,14157-49288-2485-3134-6198-3877-8346-3690,23506-16251-4723-2653-18301-2025-11958-8135,18956-13721-18217-10401-45054-2099-40461-15687,7928-9628-15174-933-5992-3478-10484-3549,849-3954-4147-763-5702-1521-8027-6634,hard
743316-32163-13697-29352-160340-44685-6789-11433,115623-7592-5788-47115-17085-28514-15439-15369,36449-22290-6304-9526-1240-8819-3736-7807,49288-2485-3134-6198-3877-8346-3690-6493,16251-4723-2653-18301-2025-11958-8135-6633,13721-18217-10401-45054-2099-40461-15687-17119,9628-15174-933-5992-3478-10484-3549-5874,3954-4147-763-5702-1521-8027-6634-3467,hard
32163-13697-29352-160340-44685-6789-11433-390489,7592-5788-47115-17085-28514-15439-15369-33553,22290-6304-9526-1240-8819-3736-7807-8128,2485-3134-6198-3877-8346-3690-6493-6108,4723-2653-18301-2025-11958-8135-6633-6147,18217-10401-45054-2099-40461-15687-17119-33129,15174-933-5992-3478-10484-3549-5874-7112,4147-763-5702-1521-8027-6634-3467-4326,hard
13697-29352-160340-44685-6789-11433-390489-9431,5788-47115-17085-28514-15439-15369-33553-15061,6304-9526-1240-8819-3736-7807-8128-26501,3134-6198-3877-8346-3690-6493-6108-4700,2653-18301-2025-11958-8135-6633-6147-8710,10401-45054-2099-40461-15687-17119-33129-19143,933-5992-3478-10484-3549-5874-7112-3759,763-5702-1521-8027-6634-3467-4326-3900,hard
29352-160340-44685-6789-11433-390489-9431-31377,47115-17085-28514-15439-15369-33553-15061-37840,9526-1240-8819-3736-7807-8128-26501-16207,6198-3877-8346-3690-6493-6108-4700-8899,18301-2025-11958-8135-6633-6147-8710-17721,45054-2099-40461-15687-17119-33129-19143-33013,5992-3478-10484-3549-5874-7112-3759-4013,5702-1521-8027-6634-3467-4326-3900-3268,easy
160340-44685-6789-11433-390489-9431-31377-9800,17085-28514-15439-15369-33553-15061-37840-16216,1240-8819-3736-7807-8128-26501-16207-5537,3877-8346-3690-6493-6108-4700-8899-15583,2025-11958-8135-6633-6147-8710-17721-6381,2099-40461-15687-17119-33129-19143-33013-29450,3478-10484-3549-5874-7112-3759-4013-9283,1521-8027-6634-3467-4326-3900-3268-2279,easy
44685-6789-11433-390489-9431-31377-9800-75629,28514-15439-15369-33553-15061-37840-16216-8703,8819-3736-7807-8128-26501-16207-5537-11743,8346-3690-6493-6108-4700-8899-15583-7657,11958-8135-6633-6147-8710-17721-6381-13481,40461-15687-17119-33129-19143-33013-29450-71713,10484-3549-5874-7112-3759-4013-9283-6121,8027-6634-3467-4326-3900-3268-2279-5733,easy
6789-11433-390489-9431-31377-9800-75629-16228,15439-15369-33553-15061-37840-16216-8703-19351,3736-7807-8128-26501-16207-5537-11743-2271,3690-6493-6108-4700-8899-15583-7657-5612,8135-6633-6147-8710-17721-6381-13481-5084,15687-17119-33129-19143-33013-29450-71713-17986,3549-5874-7112-3759-4013-9283-6121-10353,6634-3467-4326-3900-3268-2279-5733-5233,easy
11433-390489-9431-31377-9800-75629-16228-3487,15369-33553-15061-37840-16216-8703-19351-17792,7807-8128-26501-16207-5537-11743-2271-5553,6493-6108-4700-8899-15583-7657-5612-6266,6633-6147-8710-17721-6381-13481-5084-8903,17119-33129-19143-33013-29450-71713-17986-34995,5874-7112-3759-4013-9283-6121-10353-14521,3467-4326-3900-3268-2279-5733-5233-4492,easy
390489-9431-31377-9800-75629-16228-3487-40561,33553-15061-37840-16216-8703-19351-17792-8581,8128-26501-16207-5537-11743-2271-5553-7834,6108-4700-8899-15583-7657-5612-6266-4295,6147-8710-17721-6381-13481-5084-8903-16141,33129-19143-33013-29450-71713-17986-34995-10916,7112-3759-4013-9283-6121-10353-14521-5829,4326-3900-3268-2279-5733-5233-4492-6953,easy
9431-31377-9800-75629-16228-3487-40561-10373,15061-37840-16216-8703-19351-17792-8581-25434,26501-16207-5537-11743-2271-5553-7834-19743,4700-8899-15583-7657-5612-6266-4295-4798,8710-17721-6381-13481-5084-8903-16141-5325,19143-33013-29450-71713-17986-34995-10916-19309,3759-4013-9283-6121-10353-14521-5829-2694,3900-3268-2279-5733-5233-4492-6953-7071,easy
31377-9800-75629-16228-3487-40561-10373-17164,37840-16216-8703-19351-17792-8581-25434-29022,16207-5537-11743-2271-5553-7834-19743-6909,8899-15583-7657-5612-6266-4295-4798-17276,17721-6381-13481-5084-8903-16141-5325-12239,33013-29450-71713-17986-34995-10916-19309-37250,4013-9283-6121-10353-14521-5829-2694-7705,3268-2279-5733-5233-4492-6953-7071-4943,hard
9800-75629-16228-3487-40561-10373-17164-9397,16216-8703-19351-17792-8581-25434-29022-9714,5537-11743-2271-5553-7834-19743-6909-3273,15583-7657-5612-6266-4295-4798-17276-6238,6381-13481-5084-8903-16141-5325-12239-1955,29450-71713-17986-34995-10916-19309-37250-36493,9283-6121-10353-14521-5829-2694-7705-15536,2279-5733-5233-4492-6953-7071-4943-5763,hard
75629-16228-3487-40561-10373-17164-9397-19398,8703-19351-17792-8581-25434-29022-9714-34287,11743-2271-5553-7834-19743-6909-3273-4726,7657-5612-6266-4295-4798-17276-6238-9525,13481-5084-8903-16141-5325-12239-1955-7399,71713-17986-34995-10916-19309-37250-36493-49088,6121-10353-14521-5829-2694-7705-15536-9651,5733-5233-4492-6953-7071-4943-5763-6173,hard
16228-3487-40561-10373-17164-9397-19398-5351,19351-17792-8581-25434-29022-9714-34287-10347,2271-5553-7834-19743-6909-3273-4726-17283,5612-6266-4295-4798-17276-6238-9525-8807,5084-8903-16141-5325-12239-1955-7399-12780,17986-34995-10916-19309-37250-36493-49088-43901,10353-14521-5829-2694-7705-15536-9651-7099,5233-4492-6953-7071-4943-5763-6173-10420,hard
3487-40561-10373-17164-9397-19398-5351-44674,17792-8581-25434-29022-9714-34287-10347-12777,5553-7834-19743-6909-3273-4726-17283-5025,6266-4295-4798-17276-6238-9525-8807-6409,8903-16141-5325-12239-1955-7399-12780-19731,34995-10916-19309-37250-36493-49088-43901-15054,14521-5829-2694-7705-15536-9651-7099-6933,4492-6953-7071-4943-5763-6173-10420-4678,hard
40561-10373-17164-9397-19398-5351-44674-15889,8581-25434-29022-9714-34287-10347-12777-17712,7834-19743-6909-3273-4726-17283-5025-4370,4295-4798-17276-6238-9525-8807-6409-6175,16141-5325-12239-1955-7399-12780-19731-7404,10916-19309-37250-36493-49088-43901-15054-44820,5829-2694-7705-15536-9651-7099-6933-4892,6953-7071-4943-5763-6173-10420-4678-6540,hard
10373-17164-9397-19398-5351-44674-15889-16725,25434-29022-9714-34287-10347-12777-17712-31822,19743-6909-3273-4726-17283-5025-4370-22268,4798-17276-6238-9525-8807-6409-6175-17828,5325-12239-1955-7399-12780-19731-7404-4575,19309-37250-36493-49088-43901-15054-44820-36388,2694-7705-15536-9651-7099-6933-4892-10203,7071-4943-5763-6173-10420-4678-6540-6323,hard
17164-9397-19398-5351-44674-15889-16725-93290,29022-9714-34287-10347-12777-17712-31822-54759,6909-3273-4726-17283-5025-4370-22268-9097,17276-6238-9525-8807-6409-6175-17828-12190,12239-1955-7399-12780-19731-7404-4575-4264,37250-36493-49088-43901-15054-44820-36388-14253,7705-15536-9651-7099-6933-4892-10203-3983,4943-5763-6173-10420-4678-6540-6323-2671,hard
9397-19398-5351-44674-15889-16725-93290-132517,9714-34287-10347-12777-17712-31822-54759-175968,3273-4726-17283-5025-4370-22268-9097-16762,6238-9525-8807-6409-6175-17828-12190-8533,1955-7399-12780-19731-7404-4575-4264-10379,36493-49088-43901-15054-44820-36388-14253-60726,15536-9651-7099-6933-4892-10203-3983-4950,5763-6173-10420-4678-6540-6323-2671-4625,hard
19398-5351-44674-15889-16725-93290-132517-12813,34287-10347-12777-17712-31822-54759-175968-13596,4726-17283-5025-4370-22268-9097-16762-15652,9525-8807-6409-6175-17828-12190-8533-4851,7399-12780-19731-7404-4575-4264-10379-6516,49088-43901-15054-44820-36388-14253-60726-46362,9651-7099-6933-4892-10203-3983-4950-5086,6173-10420-4678-6540-6323-2671-4625-5182,hard
5351-44674-15889-16725-93290-132517-12813-74890,10347-12777-17712-31822-54759-175968-13596-60961,17283-5025-4370-22268-9097-16762-15652-13784,8807-6409-6175-17828-12190-8533-4851-1198,12780-19731-7404-4575-4264-10379-6516-3048,43901-15054-44820-36388-14253-60726-46362-7702,7099-6933-4892-10203-3983-4950-5086-1568,10420-4678-6540-6323-2671-4625-5182-1334,hard
44674-15889-16725-93290-132517-12813-74890-4615,12777-17712-31822-54759-175968-13596-60961-18886,5025-4370-22268-9097-16762-15652-13784-2194,6409-6175-17828-12190-8533-4851-1198-3419,19731-7404-4575-4264-10379-6516-3048-2200,15054-44820-36388-14253-60726-46362-7702-6187,6933-4892-10203-3983-4950-5086-1568-1637,4678-6540-6323-2671-4625-5182-1334-2564,hard
15889-16725-93290-132517-12813-74890-4615-6773,17712-31822-54759-175968-13596-60961-18886-13262,4370-22268-9097-16762-15652-13784-2194-6272,6175-17828-12190-8533-4851-1198-3419-11264,7404-4575-4264-10379-6516-3048-2200-6118,44820-36388-14253-60726-46362-7702-6187-64109,4892-10203-3983-4950-5086-1568-1637-10259,6540-6323-2671-4625-5182-1334-2564-1876,hard
