delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
59686-519874-14569-498128-9647-51053-18676-510063,78112-159451-32948-37003-16422-7809-23179-76004,20993-2799-11980-30901-17907-15400-31024-7715,10467-71752-19006-16028-32917-13466-9913-6200,5627-21018-7655-9444-14967-8928-16843-11063,17136-12908-13149-12903-16514-34315-10037-29363,19192-7458-21265-8498-13651-13969-17557-14437,8647-11839-5572-9428-10631-8301-5877-9626,easy
519874-14569-498128-9647-51053-18676-510063-695703,159451-32948-37003-16422-7809-23179-76004-26020,2799-11980-30901-17907-15400-31024-7715-38176,71752-19006-16028-32917-13466-9913-6200-43687,21018-7655-9444-14967-8928-16843-11063-8576,12908-13149-12903-16514-34315-10037-29363-16318,7458-21265-8498-13651-13969-17557-14437-14287,11839-5572-9428-10631-8301-5877-9626-13482,easy
14569-498128-9647-51053-18676-510063-695703-1063725,32948-37003-16422-7809-23179-76004-26020-395349,11980-30901-17907-15400-31024-7715-38176-36846,19006-16028-32917-13466-9913-6200-43687-29884,7655-9444-14967-8928-16843-11063-8576-50452,13149-12903-16514-34315-10037-29363-16318-35523,21265-8498-13651-13969-17557-14437-14287-32490,5572-9428-10631-8301-5877-9626-13482-20465,easy
498128-9647-51053-18676-510063-695703-1063725-225960,37003-16422-7809-23179-76004-26020-395349-196106,30901-17907-15400-31024-7715-38176-36846-2035,16028-32917-13466-9913-6200-43687-29884-5896,9444-14967-8928-16843-11063-8576-50452-8396,12903-16514-34315-10037-29363-16318-35523-16514,8498-13651-13969-17557-14437-14287-32490-15802,9428-10631-8301-5877-9626-13482-20465-4599,easy
9647-51053-18676-510063-695703-1063725-225960-706757,16422-7809-23179-76004-26020-395349-196106-104251,17907-15400-31024-7715-38176-36846-2035-6544,32917-13466-9913-6200-43687-29884-5896-6752,14967-8928-16843-11063-8576-50452-8396-22649,16514-34315-10037-29363-16318-35523-16514-32770,13651-13969-17557-14437-14287-32490-15802-34969,10631-8301-5877-9626-13482-20465-4599-18074,easy
51053-18676-510063-695703-1063725-225960-706757-16448,7809-23179-76004-26020-395349-196106-104251-20131,15400-31024-7715-38176-36846-2035-6544-3479,13466-9913-6200-43687-29884-5896-6752-6053,8928-16843-11063-8576-50452-8396-22649-14242,34315-10037-29363-16318-35523-16514-32770-65014,13969-17557-14437-14287-32490-15802-34969-26693,8301-5877-9626-13482-20465-4599-18074-21064,easy
18676-510063-695703-1063725-225960-706757-16448-28683,23179-76004-26020-395349-196106-104251-20131-73915,31024-7715-38176-36846-2035-6544-3479-1342,9913-6200-43687-29884-5896-6752-6053-1415,16843-11063-8576-50452-8396-22649-14242-13687,10037-29363-16318-35523-16514-32770-65014-45296,17557-14437-14287-32490-15802-34969-26693-25508,5877-9626-13482-20465-4599-18074-21064-12056,easy
510063-695703-1063725-225960-706757-16448-28683-45511,76004-26020-395349-196106-104251-20131-73915-20367,7715-38176-36846-2035-6544-3479-1342-3151,6200-43687-29884-5896-6752-6053-1415-4534,11063-8576-50452-8396-22649-14242-13687-2475,29363-16318-35523-16514-32770-65014-45296-2207,14437-14287-32490-15802-34969-26693-25508-2105,9626-13482-20465-4599-18074-21064-12056-2037,easy
695703-1063725-225960-706757-16448-28683-45511-19432,26020-395349-196106-104251-20131-73915-20367-12528,38176-36846-2035-6544-3479-1342-3151-2664,43687-29884-5896-6752-6053-1415-4534-4501,8576-50452-8396-22649-14242-13687-2475-1825,16318-35523-16514-32770-65014-45296-2207-3637,14287-32490-15802-34969-26693-25508-2105-1955,13482-20465-4599-18074-21064-12056-2037-1573,easy
1063725-225960-706757-16448-28683-45511-19432-118821,395349-196106-104251-20131-73915-20367-12528-63309,36846-2035-6544-3479-1342-3151-2664-11252,29884-5896-6752-6053-1415-4534-4501-30197,50452-8396-22649-14242-13687-2475-1825-14298,35523-16514-32770-65014-45296-2207-3637-26224,32490-15802-34969-26693-25508-2105-1955-6150,20465-4599-18074-21064-12056-2037-1573-9739,easy
225960-706757-16448-28683-45511-19432-118821-90992,196106-104251-20131-73915-20367-12528-63309-25714,2035-6544-3479-1342-3151-2664-11252-7628,5896-6752-6053-1415-4534-4501-30197-7751,8396-22649-14242-13687-2475-1825-14298-2737,16514-32770-65014-45296-2207-3637-26224-3281,15802-34969-26693-25508-2105-1955-6150-7308,4599-18074-21064-12056-2037-1573-9739-1074,easy
706757-16448-28683-45511-19432-118821-90992-1005098,104251-20131-73915-20367-12528-63309-25714-280936,6544-3479-1342-3151-2664-11252-7628-46307,6752-6053-1415-4534-4501-30197-7751-67282,22649-14242-13687-2475-1825-14298-2737-37802,32770-65014-45296-2207-3637-26224-3281-29645,34969-26693-25508-2105-1955-6150-7308-13883,18074-21064-12056-2037-1573-9739-1074-9614,easy
16448-28683-45511-19432-118821-90992-1005098-13676,20131-73915-20367-12528-63309-25714-280936-28282,3479-1342-3151-2664-11252-7628-46307-12842,6053-1415-4534-4501-30197-7751-67282-16745,14242-13687-2475-1825-14298-2737-37802-10304,65014-45296-2207-3637-26224-3281-29645-16698,26693-25508-2105-1955-6150-7308-13883-6522,21064-12056-2037-1573-9739-1074-9614-11412,easy
28683-45511-19432-118821-90992-1005098-13676-24383,73915-20367-12528-63309-25714-280936-28282-10225,1342-3151-2664-11252-7628-46307-12842-10287,1415-4534-4501-30197-7751-67282-16745-4303,13687-2475-1825-14298-2737-37802-10304-7773,45296-2207-3637-26224-3281-29645-16698-22559,25508-2105-1955-6150-7308-13883-6522-7216,12056-2037-1573-9739-1074-9614-11412-5031,easy
45511-19432-118821-90992-1005098-13676-24383-3727,20367-12528-63309-25714-280936-28282-10225-12072,3151-2664-11252-7628-46307-12842-10287-12636,4534-4501-30197-7751-67282-16745-4303-8732,2475-1825-14298-2737-37802-10304-7773-15222,2207-3637-26224-3281-29645-16698-22559-16721,2105-1955-6150-7308-13883-6522-7216-4488,2037-1573-9739-1074-9614-11412-5031-9455,easy
19432-118821-90992-1005098-13676-24383-3727-11580,12528-63309-25714-280936-28282-10225-12072-4477,2664-11252-7628-46307-12842-10287-12636-3819,4501-30197-7751-67282-16745-4303-8732-4917,1825-14298-2737-37802-10304-7773-15222-2673,3637-26224-3281-29645-16698-22559-16721-11116,1955-6150-7308-13883-6522-7216-4488-6830,1573-9739-1074-9614-11412-5031-9455-6367,easy
118821-90992-1005098-13676-24383-3727-11580-24404,63309-25714-280936-28282-10225-12072-4477-35483,11252-7628-46307-12842-10287-12636-3819-3131,30197-7751-67282-16745-4303-8732-4917-8455,14298-2737-37802-10304-7773-15222-2673-13768,26224-3281-29645-16698-22559-16721-11116-10130,6150-7308-13883-6522-7216-4488-6830-6371,9739-1074-9614-11412-5031-9455-6367-4599,easy
90992-1005098-13676-24383-3727-11580-24404-385693,25714-280936-28282-10225-12072-4477-35483-38386,7628-46307-12842-10287-12636-3819-3131-21105,7751-67282-16745-4303-8732-4917-8455-13156,2737-37802-10304-7773-15222-2673-13768-18844,3281-29645-16698-22559-16721-11116-10130-16273,7308-13883-6522-7216-4488-6830-6371-8643,1074-9614-11412-5031-9455-6367-4599-7446,easy
1005098-13676-24383-3727-11580-24404-385693-5277,280936-28282-10225-12072-4477-35483-38386-10718,46307-12842-10287-12636-3819-3131-21105-3346,67282-16745-4303-8732-4917-8455-13156-1169,37802-10304-7773-15222-2673-13768-18844-2481,29645-16698-22559-16721-11116-10130-16273-2101,13883-6522-7216-4488-6830-6371-8643-1389,9614-11412-5031-9455-6367-4599-7446-1213,easy
13676-24383-3727-11580-24404-385693-5277-19952,28282-10225-12072-4477-35483-38386-10718-6716,12842-10287-12636-3819-3131-21105-3346-17064,16745-4303-8732-4917-8455-13156-1169-11104,10304-7773-15222-2673-13768-18844-2481-14305,16698-22559-16721-11116-10130-16273-2101-20765,6522-7216-4488-6830-6371-8643-1389-4729,11412-5031-9455-6367-4599-7446-1213-5874,easy
24383-3727-11580-24404-385693-5277-19952-21234,10225-12072-4477-35483-38386-10718-6716-12299,10287-12636-3819-3131-21105-3346-17064-3700,4303-8732-4917-8455-13156-1169-11104-8877,7773-15222-2673-13768-18844-2481-14305-13913,22559-16721-11116-10130-16273-2101-20765-12296,7216-4488-6830-6371-8643-1389-4729-4000,5031-9455-6367-4599-7446-1213-5874-4645,easy
3727-11580-24404-385693-5277-19952-21234-16279,12072-4477-35483-38386-10718-6716-12299-11400,12636-3819-3131-21105-3346-17064-3700-9430,8732-4917-8455-13156-1169-11104-8877-2370,15222-2673-13768-18844-2481-14305-13913-3119,16721-11116-10130-16273-2101-20765-12296-17852,4488-6830-6371-8643-1389-4729-4000-4506,9455-6367-4599-7446-1213-5874-4645-4525,hard
11580-24404-385693-5277-19952-21234-16279-1778,4477-35483-38386-10718-6716-12299-11400-5418,3819-3131-21105-3346-17064-3700-9430-8402,4917-8455-13156-1169-11104-8877-2370-4337,2673-13768-18844-2481-14305-13913-3119-5992,11116-10130-16273-2101-20765-12296-17852-5966,6830-6371-8643-1389-4729-4000-4506-11137,6367-4599-7446-1213-5874-4645-4525-3004,easy
24404-385693-5277-19952-21234-16279-1778-7070,35483-38386-10718-6716-12299-11400-5418-20341,3131-21105-3346-17064-3700-9430-8402-6004,8455-13156-1169-11104-8877-2370-4337-8726,13768-18844-2481-14305-13913-3119-5992-13587,10130-16273-2101-20765-12296-17852-5966-10077,6371-8643-1389-4729-4000-4506-11137-5390,4599-7446-1213-5874-4645-4525-3004-6079,easy
385693-5277-19952-21234-16279-1778-7070-578805,38386-10718-6716-12299-11400-5418-20341-86746,21105-3346-17064-3700-9430-8402-6004-2194,13156-1169-11104-8877-2370-4337-8726-10100,18844-2481-14305-13913-3119-5992-13587-16113,16273-2101-20765-12296-17852-5966-10077-15392,8643-1389-4729-4000-4506-11137-5390-6092,7446-1213-5874-4645-4525-3004-6079-7688,easy
5277-19952-21234-16279-1778-7070-578805-7889,10718-6716-12299-11400-5418-20341-86746-9323,3346-17064-3700-9430-8402-6004-2194-22271,1169-11104-8877-2370-4337-8726-10100-1706,2481-14305-13913-3119-5992-13587-16113-6306,2101-20765-12296-17852-5966-10077-15392-24480,1389-4729-4000-4506-11137-5390-6092-4927,1213-5874-4645-4525-3004-6079-7688-6968,easy
19952-21234-16279-1778-7070-578805-7889-5423,6716-12299-11400-5418-20341-86746-9323-22771,17064-3700-9430-8402-6004-2194-22271-23073,11104-8877-2370-4337-8726-10100-1706-5043,14305-13913-3119-5992-13587-16113-6306-14835,20765-12296-17852-5966-10077-15392-24480-19834,4729-4000-4506-11137-5390-6092-4927-3608,5874-4645-4525-3004-6079-7688-6968-5984,easy
21234-16279-1778-7070-578805-7889-5423-5408,12299-11400-5418-20341-86746-9323-22771-15728,3700-9430-8402-6004-2194-22271-23073-20560,8877-2370-4337-8726-10100-1706-5043-2709,13913-3119-5992-13587-16113-6306-14835-3897,12296-17852-5966-10077-15392-24480-19834-14034,4000-4506-11137-5390-6092-4927-3608-4222,4645-4525-3004-6079-7688-6968-5984-5308,easy
16279-1778-7070-578805-7889-5423-5408-11419,11400-5418-20341-86746-9323-22771-15728-8474,9430-8402-6004-2194-22271-23073-20560-33751,2370-4337-8726-10100-1706-5043-2709-4026,3119-5992-13587-16113-6306-14835-3897-6139,17852-5966-10077-15392-24480-19834-14034-20950,4506-11137-5390-6092-4927-3608-4222-5633,4525-3004-6079-7688-6968-5984-5308-6534,easy
1778-7070-578805-7889-5423-5408-11419-4881,5418-20341-86746-9323-22771-15728-8474-17136,8402-6004-2194-22271-23073-20560-33751-169,4337-8726-10100-1706-5043-2709-4026-9199,5992-13587-16113-6306-14835-3897-6139-2643,5966-10077-15392-24480-19834-14034-20950-6584,11137-5390-6092-4927-3608-4222-5633-9388,3004-6079-7688-6968-5984-5308-6534-8946,easy
7070-578805-7889-5423-5408-11419-4881-2756,20341-86746-9323-22771-15728-8474-17136-9753,6004-2194-22271-23073-20560-33751-169-12099,8726-10100-1706-5043-2709-4026-9199-5215,13587-16113-6306-14835-3897-6139-2643-6376,10077-15392-24480-19834-14034-20950-6584-25090,5390-6092-4927-3608-4222-5633-9388-12050,6079-7688-6968-5984-5308-6534-8946-3672,easy
578805-7889-5423-5408-11419-4881-2756-5613,86746-9323-22771-15728-8474-17136-9753-3867,2194-22271-23073-20560-33751-169-12099-1727,10100-1706-5043-2709-4026-9199-5215-3756,16113-6306-14835-3897-6139-2643-6376-9714,15392-24480-19834-14034-20950-6584-25090-11053,6092-4927-3608-4222-5633-9388-12050-5414,7688-6968-5984-5308-6534-8946-3672-6655,easy
7889-5423-5408-11419-4881-2756-5613-8001,9323-22771-15728-8474-17136-9753-3867-4135,22271-23073-20560-33751-169-12099-1727-4742,1706-5043-2709-4026-9199-5215-3756-6423,6306-14835-3897-6139-2643-6376-9714-9442,24480-19834-14034-20950-6584-25090-11053-7481,4927-3608-4222-5633-9388-12050-5414-5908,6968-5984-5308-6534-8946-3672-6655-6345,easy
5423-5408-11419-4881-2756-5613-8001-8616,22771-15728-8474-17136-9753-3867-4135-17733,23073-20560-33751-169-12099-1727-4742-8339,5043-2709-4026-9199-5215-3756-6423-6525,14835-3897-6139-2643-6376-9714-9442-2342,19834-14034-20950-6584-25090-11053-7481-24508,3608-4222-5633-9388-12050-5414-5908-2175,5984-5308-6534-8946-3672-6655-6345-4023,easy
5408-11419-4881-2756-5613-8001-8616-5789,15728-8474-17136-9753-3867-4135-17733-21195,20560-33751-169-12099-1727-4742-8339-7164,2709-4026-9199-5215-3756-6423-6525-3208,3897-6139-2643-6376-9714-9442-2342-4883,14034-20950-6584-25090-11053-7481-24508-10096,4222-5633-9388-12050-5414-5908-2175-8719,5308-6534-8946-3672-6655-6345-4023-4824,easy
11419-4881-2756-5613-8001-8616-5789-78968,8474-17136-9753-3867-4135-17733-21195-19777,33751-169-12099-1727-4742-8339-7164-12768,4026-9199-5215-3756-6423-6525-3208-1454,6139-2643-6376-9714-9442-2342-4883-4515,20950-6584-25090-11053-7481-24508-10096-3122,5633-9388-12050-5414-5908-2175-8719-1470,6534-8946-3672-6655-6345-4023-4824-573,easy
4881-2756-5613-8001-8616-5789-78968-25021,17136-9753-3867-4135-17733-21195-19777-22213,169-12099-1727-4742-8339-7164-12768-5963,9199-5215-3756-6423-6525-3208-1454-2365,2643-6376-9714-9442-2342-4883-4515-3383,6584-25090-11053-7481-24508-10096-3122-6529,9388-12050-5414-5908-2175-8719-1470-14075,8946-3672-6655-6345-4023-4824-573-3946,easy
2756-5613-8001-8616-5789-78968-25021-874767,9753-3867-4135-17733-21195-19777-22213-227563,12099-1727-4742-8339-7164-12768-5963-18462,5215-3756-6423-6525-3208-1454-2365-4888,6376-9714-9442-2342-4883-4515-3383-9036,25090-11053-7481-24508-10096-3122-6529-14365,12050-5414-5908-2175-8719-1470-14075-7520,3672-6655-6345-4023-4824-573-3946-4793,easy
5613-8001-8616-5789-78968-25021-874767-601799,3867-4135-17733-21195-19777-22213-227563-27468,1727-4742-8339-7164-12768-5963-18462-5350,3756-6423-6525-3208-1454-2365-4888-17919,9714-9442-2342-4883-4515-3383-9036-12624,11053-7481-24508-10096-3122-6529-14365-12961,5414-5908-2175-8719-1470-14075-7520-6364,6655-6345-4023-4824-573-3946-4793-4952,easy
8001-8616-5789-78968-25021-874767-601799-208691,4135-17733-21195-19777-22213-227563-27468-24170,4742-8339-7164-12768-5963-18462-5350-1118,6423-6525-3208-1454-2365-4888-17919-1200,9442-2342-4883-4515-3383-9036-12624-1911,7481-24508-10096-3122-6529-14365-12961-3495,5908-2175-8719-1470-14075-7520-6364-2326,6345-4023-4824-573-3946-4793-4952-769,easy
8616-5789-78968-25021-874767-601799-208691-14665,17733-21195-19777-22213-227563-27468-24170-9982,8339-7164-12768-5963-18462-5350-1118-4777,6525-3208-1454-2365-4888-17919-1200-2975,2342-4883-4515-3383-9036-12624-1911-1984,24508-10096-3122-6529-14365-12961-3495-2381,2175-8719-1470-14075-7520-6364-2326-1147,4023-4824-573-3946-4793-4952-769-2103,hard
5789-78968-25021-874767-601799-208691-14665-3940,21195-19777-22213-227563-27468-24170-9982-3071,7164-12768-5963-18462-5350-1118-4777-2898,3208-1454-2365-4888-17919-1200-2975-4085,4883-4515-3383-9036-12624-1911-1984-6895,10096-3122-6529-14365-12961-3495-2381-18537,8719-1470-14075-7520-6364-2326-1147-4293,4824-573-3946-4793-4952-769-2103-16077,easy
78968-25021-874767-601799-208691-14665-3940-46124,19777-22213-227563-27468-24170-9982-3071-25276,12768-5963-18462-5350-1118-4777-2898-1634,1454-2365-4888-17919-1200-2975-4085-2841,4515-3383-9036-12624-1911-1984-6895-2718,3122-6529-14365-12961-3495-2381-18537-2162,1470-14075-7520-6364-2326-1147-4293-1297,573-3946-4793-4952-769-2103-16077-725,easy
25021-874767-601799-208691-14665-3940-46124-832474,22213-227563-27468-24170-9982-3071-25276-169181,5963-18462-5350-1118-4777-2898-1634-18289,2365-4888-17919-1200-2975-4085-2841-11125,3383-9036-12624-1911-1984-6895-2718-19825,6529-14365-12961-3495-2381-18537-2162-32955,14075-7520-6364-2326-1147-4293-1297-6919,3946-4793-4952-769-2103-16077-725-4607,easy
874767-601799-208691-14665-3940-46124-832474-615792,227563-27468-24170-9982-3071-25276-169181-15677,18462-5350-1118-4777-2898-1634-18289-12216,4888-17919-1200-2975-4085-2841-11125-16763,9036-12624-1911-1984-6895-2718-19825-7130,14365-12961-3495-2381-18537-2162-32955-12286,7520-6364-2326-1147-4293-1297-6919-5398,4793-4952-769-2103-16077-725-4607-7153,easy
601799-208691-14665-3940-46124-832474-615792-335649,27468-24170-9982-3071-25276-169181-15677-42496,5350-1118-4777-2898-1634-18289-12216-8685,17919-1200-2975-4085-2841-11125-16763-11059,12624-1911-1984-6895-2718-19825-7130-15288,12961-3495-2381-18537-2162-32955-12286-14762,6364-2326-1147-4293-1297-6919-5398-7006,4952-769-2103-16077-725-4607-7153-2796,easy
208691-14665-3940-46124-832474-615792-335649-12364,24170-9982-3071-25276-169181-15677-42496-853,1118-4777-2898-1634-18289-12216-8685-3266,1200-2975-4085-2841-11125-16763-11059-9517,1911-1984-6895-2718-19825-7130-15288-2950,3495-2381-18537-2162-32955-12286-14762-4702,2326-1147-4293-1297-6919-5398-7006-3224,769-2103-16077-725-4607-7153-2796-1573,easy
14665-3940-46124-832474-615792-335649-12364-1421116,9982-3071-25276-169181-15677-42496-853-49480,4777-2898-1634-18289-12216-8685-3266-12289,2975-4085-2841-11125-16763-11059-9517-103887,1984-6895-2718-19825-7130-15288-2950-101068,2381-18537-2162-32955-12286-14762-4702-85454,1147-4293-1297-6919-5398-7006-3224-68099,2103-16077-725-4607-7153-2796-1573-38470,easy
3940-46124-832474-615792-335649-12364-1421116-1172945,3071-25276-169181-15677-42496-853-49480-51669,2898-1634-18289-12216-8685-3266-12289-23870,4085-2841-11125-16763-11059-9517-103887-13116,6895-2718-19825-7130-15288-2950-101068-6145,18537-2162-32955-12286-14762-4702-85454-15895,4293-1297-6919-5398-7006-3224-68099-15370,16077-725-4607-7153-2796-1573-38470-7665,easy
46124-832474-615792-335649-12364-1421116-1172945-970541,25276-169181-15677-42496-853-49480-51669-196265,1634-18289-12216-8685-3266-12289-23870-62734,2841-11125-16763-11059-9517-103887-13116-31306,2718-19825-7130-15288-2950-101068-6145-20572,2162-32955-12286-14762-4702-85454-15895-93591,1297-6919-5398-7006-3224-68099-15370-22538,725-4607-7153-2796-1573-38470-7665-41983,easy
832474-615792-335649-12364-1421116-1172945-970541-149966,169181-15677-42496-853-49480-51669-196265-9052,18289-12216-8685-3266-12289-23870-62734-1129,11125-16763-11059-9517-103887-13116-31306-4903,19825-7130-15288-2950-101068-6145-20572-887,32955-12286-14762-4702-85454-15895-93591-4941,6919-5398-7006-3224-68099-15370-22538-4015,4607-7153-2796-1573-38470-7665-41983-1947,easy
615792-335649-12364-1421116-1172945-970541-149966-175782,15677-42496-853-49480-51669-196265-9052-19619,12216-8685-3266-12289-23870-62734-1129-4784,16763-11059-9517-103887-13116-31306-4903-8074,7130-15288-2950-101068-6145-20572-887-2531,12286-14762-4702-85454-15895-93591-4941-8686,5398-7006-3224-68099-15370-22538-4015-4393,7153-2796-1573-38470-7665-41983-1947-2245,easy
335649-12364-1421116-1172945-970541-149966-175782-135569,42496-853-49480-51669-196265-9052-19619-21905,8685-3266-12289-23870-62734-1129-4784-6167,11059-9517-103887-13116-31306-4903-8074-5505,15288-2950-101068-6145-20572-887-2531-9867,14762-4702-85454-15895-93591-4941-8686-7857,7006-3224-68099-15370-22538-4015-4393-14667,2796-1573-38470-7665-41983-1947-2245-8271,easy
12364-1421116-1172945-970541-149966-175782-135569-34177,853-49480-51669-196265-9052-19619-21905-30673,3266-12289-23870-62734-1129-4784-6167-2498,9517-103887-13116-31306-4903-8074-5505-1206,2950-101068-6145-20572-887-2531-9867-3994,4702-85454-15895-93591-4941-8686-7857-17428,3224-68099-15370-22538-4015-4393-14667-3491,1573-38470-7665-41983-1947-2245-8271-3177,easy
1421116-1172945-970541-149966-175782-135569-34177-136169,49480-51669-196265-9052-19619-21905-30673-13286,12289-23870-62734-1129-4784-6167-2498-1977,103887-13116-31306-4903-8074-5505-1206-741,101068-6145-20572-887-2531-9867-3994-3491,85454-15895-93591-4941-8686-7857-17428-6985,68099-15370-22538-4015-4393-14667-3491-2304,38470-7665-41983-1947-2245-8271-3177-4278,easy
1172945-970541-149966-175782-135569-34177-136169-11994,51669-196265-9052-19619-21905-30673-13286-21364,23870-62734-1129-4784-6167-2498-1977-12563,13116-31306-4903-8074-5505-1206-741-11110,6145-20572-887-2531-9867-3994-3491-5842,15895-93591-4941-8686-7857-17428-6985-41727,15370-22538-4015-4393-14667-3491-2304-17085,7665-41983-1947-2245-8271-3177-4278-10910,easy
970541-149966-175782-135569-34177-136169-11994-9027,196265-9052-19619-21905-30673-13286-21364-5741,62734-1129-4784-6167-2498-1977-12563-3917,31306-4903-8074-5505-1206-741-11110-9956,20572-887-2531-9867-3994-3491-5842-4901,93591-4941-8686-7857-17428-6985-41727-11968,22538-4015-4393-14667-3491-2304-17085-14261,41983-1947-2245-8271-3177-4278-10910-9751,easy
149966-175782-135569-34177-136169-11994-9027-13322,9052-19619-21905-30673-13286-21364-5741-9720,1129-4784-6167-2498-1977-12563-3917-2944,4903-8074-5505-1206-741-11110-9956-3995,887-2531-9867-3994-3491-5842-4901-7636,4941-8686-7857-17428-6985-41727-11968-24707,4015-4393-14667-3491-2304-17085-14261-11094,1947-2245-8271-3177-4278-10910-9751-8992,easy
175782-135569-34177-136169-11994-9027-13322-16446,19619-21905-30673-13286-21364-5741-9720-7347,4784-6167-2498-1977-12563-3917-2944-4026,8074-5505-1206-741-11110-9956-3995-2257,2531-9867-3994-3491-5842-4901-7636-6606,8686-7857-17428-6985-41727-11968-24707-3066,4393-14667-3491-2304-17085-14261-11094-3039,2245-8271-3177-4278-10910-9751-8992-2576,easy
135569-34177-136169-11994-9027-13322-16446-15173,21905-30673-13286-21364-5741-9720-7347-39108,6167-2498-1977-12563-3917-2944-4026-37568,5505-1206-741-11110-9956-3995-2257-20154,9867-3994-3491-5842-4901-7636-6606-10440,7857-17428-6985-41727-11968-24707-3066-11696,14667-3491-2304-17085-14261-11094-3039-8370,8271-3177-4278-10910-9751-8992-2576-11029,easy
34177-136169-11994-9027-13322-16446-15173-554,30673-13286-21364-5741-9720-7347-39108-16738,2498-1977-12563-3917-2944-4026-37568-6402,1206-741-11110-9956-3995-2257-20154-7805,3994-3491-5842-4901-7636-6606-10440-8957,17428-6985-41727-11968-24707-3066-11696-14101,3491-2304-17085-14261-11094-3039-8370-9524,3177-4278-10910-9751-8992-2576-11029-7704,easy
