delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
27003-13216-14748-8084-8950-9949-12848-109782,20035-15286-18952-10574-5775-25086-14846-25093,55590-63740-23339-6717-43693-20809-95443-45203,177284-162168-51164-6171-52173-103502-120313-42969,23714-3939-5349-1722-12814-5102-14394-10550,13104-8110-16153-2248-7885-7509-7062-10588,6577-3591-5251-648-3590-3363-6767-12315,1630-2462-4031-481-2637-2580-3131-1687,hard
13216-14748-8084-8950-9949-12848-109782-50841,15286-18952-10574-5775-25086-14846-25093-14544,63740-23339-6717-43693-20809-95443-45203-41934,162168-51164-6171-52173-103502-120313-42969-185105,3939-5349-1722-12814-5102-14394-10550-30441,8110-16153-2248-7885-7509-7062-10588-11749,3591-5251-648-3590-3363-6767-12315-10254,2462-4031-481-2637-2580-3131-1687-5940,hard
14748-8084-8950-9949-12848-109782-50841-242776,18952-10574-5775-25086-14846-25093-14544-59902,23339-6717-43693-20809-95443-45203-41934-122343,51164-6171-52173-103502-120313-42969-185105-88403,5349-1722-12814-5102-14394-10550-30441-43172,16153-2248-7885-7509-7062-10588-11749-17272,5251-648-3590-3363-6767-12315-10254-30122,4031-481-2637-2580-3131-1687-5940-19070,easy
8084-8950-9949-12848-109782-50841-242776-716145,10574-5775-25086-14846-25093-14544-59902-323176,6717-43693-20809-95443-45203-41934-122343-78759,6171-52173-103502-120313-42969-185105-88403-82751,1722-12814-5102-14394-10550-30441-43172-24660,2248-7885-7509-7062-10588-11749-17272-56906,648-3590-3363-6767-12315-10254-30122-41634,481-2637-2580-3131-1687-5940-19070-23089,easy
8950-9949-12848-109782-50841-242776-716145-823926,5775-25086-14846-25093-14544-59902-323176-15449,43693-20809-95443-45203-41934-122343-78759-10788,52173-103502-120313-42969-185105-88403-82751-30650,12814-5102-14394-10550-30441-43172-24660-6257,7885-7509-7062-10588-11749-17272-56906-6285,3590-3363-6767-12315-10254-30122-41634-7374,2637-2580-3131-1687-5940-19070-23089-4437,hard
9949-12848-109782-50841-242776-716145-823926-42577,25086-14846-25093-14544-59902-323176-15449-26401,20809-95443-45203-41934-122343-78759-10788-3358,103502-120313-42969-185105-88403-82751-30650-3895,5102-14394-10550-30441-43172-24660-6257-1200,7509-7062-10588-11749-17272-56906-6285-2757,3363-6767-12315-10254-30122-41634-7374-3693,2580-3131-1687-5940-19070-23089-4437-1479,hard
12848-109782-50841-242776-716145-823926-42577-915310,14846-25093-14544-59902-323176-15449-26401-68120,95443-45203-41934-122343-78759-10788-3358-31064,120313-42969-185105-88403-82751-30650-3895-40842,14394-10550-30441-43172-24660-6257-1200-11353,7062-10588-11749-17272-56906-6285-2757-27141,6767-12315-10254-30122-41634-7374-3693-30744,3131-1687-5940-19070-23089-4437-1479-13556,easy
109782-50841-242776-716145-823926-42577-915310-1806790,25093-14544-59902-323176-15449-26401-68120-17652,45203-41934-122343-78759-10788-3358-31064-53551,42969-185105-88403-82751-30650-3895-40842-34440,10550-30441-43172-24660-6257-1200-11353-28977,10588-11749-17272-56906-6285-2757-27141-58688,12315-10254-30122-41634-7374-3693-30744-36633,1687-5940-19070-23089-4437-1479-13556-22241,easy
50841-242776-716145-823926-42577-915310-1806790-502489,14544-59902-323176-15449-26401-68120-17652-26693,41934-122343-78759-10788-3358-31064-53551-25644,185105-88403-82751-30650-3895-40842-34440-119322,30441-43172-24660-6257-1200-11353-28977-44901,11749-17272-56906-6285-2757-27141-58688-20278,10254-30122-41634-7374-3693-30744-36633-28960,5940-19070-23089-4437-1479-13556-22241-21079,easy
242776-716145-823926-42577-915310-1806790-502489-73031,59902-323176-15449-26401-68120-17652-26693-90955,122343-78759-10788-3358-31064-53551-25644-31841,88403-82751-30650-3895-40842-34440-119322-48858,43172-24660-6257-1200-11353-28977-44901-11559,17272-56906-6285-2757-27141-58688-20278-10930,30122-41634-7374-3693-30744-36633-28960-34715,19070-23089-4437-1479-13556-22241-21079-6585,easy
716145-823926-42577-915310-1806790-502489-73031-73221,323176-15449-26401-68120-17652-26693-90955-17567,78759-10788-3358-31064-53551-25644-31841-18948,82751-30650-3895-40842-34440-119322-48858-27471,24660-6257-1200-11353-28977-44901-11559-11641,56906-6285-2757-27141-58688-20278-10930-34312,41634-7374-3693-30744-36633-28960-34715-31617,23089-4437-1479-13556-22241-21079-6585-22931,easy
823926-42577-915310-1806790-502489-73031-73221-8209,15449-26401-68120-17652-26693-90955-17567-15416,10788-3358-31064-53551-25644-31841-18948-55735,30650-3895-40842-34440-119322-48858-27471-39760,6257-1200-11353-28977-44901-11559-11641-26538,6285-2757-27141-58688-20278-10930-34312-24229,7374-3693-30744-36633-28960-34715-31617-34386,4437-1479-13556-22241-21079-6585-22931-8863,hard
42577-915310-1806790-502489-73031-73221-8209-431207,26401-68120-17652-26693-90955-17567-15416-49515,3358-31064-53551-25644-31841-18948-55735-13403,3895-40842-34440-119322-48858-27471-39760-51014,1200-11353-28977-44901-11559-11641-26538-17043,2757-27141-58688-20278-10930-34312-24229-9455,3693-30744-36633-28960-34715-31617-34386-51963,1479-13556-22241-21079-6585-22931-8863-11955,easy
915310-1806790-502489-73031-73221-8209-431207-1264,68120-17652-26693-90955-17567-15416-49515-1482,31064-53551-25644-31841-18948-55735-13403-8044,40842-34440-119322-48858-27471-39760-51014-9496,11353-28977-44901-11559-11641-26538-17043-2130,27141-58688-20278-10930-34312-24229-9455-9415,30744-36633-28960-34715-31617-34386-51963-5699,13556-22241-21079-6585-22931-8863-11955-4818,hard
1806790-502489-73031-73221-8209-431207-1264-6950,17652-26693-90955-17567-15416-49515-1482-21249,53551-25644-31841-18948-55735-13403-8044-21017,34440-119322-48858-27471-39760-51014-9496-15434,28977-44901-11559-11641-26538-17043-2130-23381,58688-20278-10930-34312-24229-9455-9415-15368,36633-28960-34715-31617-34386-51963-5699-31882,22241-21079-6585-22931-8863-11955-4818-14916,easy
502489-73031-73221-8209-431207-1264-6950-592377,26693-90955-17567-15416-49515-1482-21249-185135,25644-31841-18948-55735-13403-8044-21017-44155,119322-48858-27471-39760-51014-9496-15434-49439,44901-11559-11641-26538-17043-2130-23381-28327,20278-10930-34312-24229-9455-9415-15368-26699,28960-34715-31617-34386-51963-5699-31882-26822,21079-6585-22931-8863-11955-4818-14916-11394,hard
73031-73221-8209-431207-1264-6950-592377-28617,90955-17567-15416-49515-1482-21249-185135-33688,31841-18948-55735-13403-8044-21017-44155-30571,48858-27471-39760-51014-9496-15434-49439-83798,11559-11641-26538-17043-2130-23381-28327-10806,10930-34312-24229-9455-9415-15368-26699-20338,34715-31617-34386-51963-5699-31882-26822-25581,6585-22931-8863-11955-4818-14916-11394-26502,hard
73221-8209-431207-1264-6950-592377-28617-25641,17567-15416-49515-1482-21249-185135-33688-28070,18948-55735-13403-8044-21017-44155-30571-37869,27471-39760-51014-9496-15434-49439-83798-22792,11641-26538-17043-2130-23381-28327-10806-11874,34312-24229-9455-9415-15368-26699-20338-24177,31617-34386-51963-5699-31882-26822-25581-13955,22931-8863-11955-4818-14916-11394-26502-37137,easy
8209-431207-1264-6950-592377-28617-25641-9171,15416-49515-1482-21249-185135-33688-28070-11403,55735-13403-8044-21017-44155-30571-37869-26668,39760-51014-9496-15434-49439-83798-22792-9428,26538-17043-2130-23381-28327-10806-11874-4585,24229-9455-9415-15368-26699-20338-24177-47321,34386-51963-5699-31882-26822-25581-13955-21916,8863-11955-4818-14916-11394-26502-37137-29897,easy
431207-1264-6950-592377-28617-25641-9171-6506,49515-1482-21249-185135-33688-28070-11403-10576,13403-8044-21017-44155-30571-37869-26668-19616,51014-9496-15434-49439-83798-22792-9428-73874,17043-2130-23381-28327-10806-11874-4585-24220,9455-9415-15368-26699-20338-24177-47321-24305,51963-5699-31882-26822-25581-13955-21916-27007,11955-4818-14916-11394-26502-37137-29897-11009,easy
1264-6950-592377-28617-25641-9171-6506-25217,1482-21249-185135-33688-28070-11403-10576-19586,8044-21017-44155-30571-37869-26668-19616-7334,9496-15434-49439-83798-22792-9428-73874-79748,2130-23381-28327-10806-11874-4585-24220-26905,9415-15368-26699-20338-24177-47321-24305-20182,5699-31882-26822-25581-13955-21916-27007-18557,4818-14916-11394-26502-37137-29897-11009-4184,easy
6950-592377-28617-25641-9171-6506-25217-381616,21249-185135-33688-28070-11403-10576-19586-45855,21017-44155-30571-37869-26668-19616-7334-29610,15434-49439-83798-22792-9428-73874-79748-169299,23381-28327-10806-11874-4585-24220-26905-18861,15368-26699-20338-24177-47321-24305-20182-18158,31882-26822-25581-13955-21916-27007-18557-22313,14916-11394-26502-37137-29897-11009-4184-14441,easy
592377-28617-25641-9171-6506-25217-381616-25044,185135-33688-28070-11403-10576-19586-45855-63760,44155-30571-37869-26668-19616-7334-29610-11933,49439-83798-22792-9428-73874-79748-169299-56185,28327-10806-11874-4585-24220-26905-18861-7306,26699-20338-24177-47321-24305-20182-18158-21103,26822-25581-13955-21916-27007-18557-22313-17785,11394-26502-37137-29897-11009-4184-14441-11493,hard
28617-25641-9171-6506-25217-381616-25044-41091,33688-28070-11403-10576-19586-45855-63760-38961,30571-37869-26668-19616-7334-29610-11933-11183,83798-22792-9428-73874-79748-169299-56185-15033,10806-11874-4585-24220-26905-18861-7306-3229,20338-24177-47321-24305-20182-18158-21103-5789,25581-13955-21916-27007-18557-22313-17785-5013,26502-37137-29897-11009-4184-14441-11493-8596,easy
25641-9171-6506-25217-381616-25044-41091-10729,28070-11403-10576-19586-45855-63760-38961-37497,37869-26668-19616-7334-29610-11933-11183-8502,22792-9428-73874-79748-169299-56185-15033-68535,11874-4585-24220-26905-18861-7306-3229-37496,24177-47321-24305-20182-18158-21103-5789-19336,13955-21916-27007-18557-22313-17785-5013-16321,37137-29897-11009-4184-14441-11493-8596-10677,hard
9171-6506-25217-381616-25044-41091-10729-8674,11403-10576-19586-45855-63760-38961-37497-12821,26668-19616-7334-29610-11933-11183-8502-78712,9428-73874-79748-169299-56185-15033-68535-12517,4585-24220-26905-18861-7306-3229-37496-11095,47321-24305-20182-18158-21103-5789-19336-34485,21916-27007-18557-22313-17785-5013-16321-25305,29897-11009-4184-14441-11493-8596-10677-10201,hard
6506-25217-381616-25044-41091-10729-8674-27869,10576-19586-45855-63760-38961-37497-12821-8795,19616-7334-29610-11933-11183-8502-78712-53929,73874-79748-169299-56185-15033-68535-12517-98478,24220-26905-18861-7306-3229-37496-11095-15522,24305-20182-18158-21103-5789-19336-34485-17775,27007-18557-22313-17785-5013-16321-25305-44263,11009-4184-14441-11493-8596-10677-10201-9816,hard
25217-381616-25044-41091-10729-8674-27869-792712,19586-45855-63760-38961-37497-12821-8795-7502,7334-29610-11933-11183-8502-78712-53929-2040,79748-169299-56185-15033-68535-12517-98478-14040,26905-18861-7306-3229-37496-11095-15522-6835,20182-18158-21103-5789-19336-34485-17775-9864,18557-22313-17785-5013-16321-25305-44263-2971,4184-14441-11493-8596-10677-10201-9816-8826,easy
381616-25044-41091-10729-8674-27869-792712-20223,45855-63760-38961-37497-12821-8795-7502-4347,29610-11933-11183-8502-78712-53929-2040-55215,169299-56185-15033-68535-12517-98478-14040-118153,18861-7306-3229-37496-11095-15522-6835-22631,18158-21103-5789-19336-34485-17775-9864-27918,22313-17785-5013-16321-25305-44263-2971-17431,14441-11493-8596-10677-10201-9816-8826-20257,hard
25044-41091-10729-8674-27869-792712-20223-32165,63760-38961-37497-12821-8795-7502-4347-27732,11933-11183-8502-78712-53929-2040-55215-8429,56185-15033-68535-12517-98478-14040-118153-61742,7306-3229-37496-11095-15522-6835-22631-1949,21103-5789-19336-34485-17775-9864-27918-5833,17785-5013-16321-25305-44263-2971-17431-10063,11493-8596-10677-10201-9816-8826-20257-7326,hard
41091-10729-8674-27869-792712-20223-32165-113635,38961-37497-12821-8795-7502-4347-27732-12935,11183-8502-78712-53929-2040-55215-8429-5377,15033-68535-12517-98478-14040-118153-61742-24985,3229-37496-11095-15522-6835-22631-1949-13471,5789-19336-34485-17775-9864-27918-5833-9721,5013-16321-25305-44263-2971-17431-10063-9272,8596-10677-10201-9816-8826-20257-7326-4212,easy
10729-8674-27869-792712-20223-32165-113635-2117714,37497-12821-8795-7502-4347-27732-12935-179826,8502-78712-53929-2040-55215-8429-5377-20664,68535-12517-98478-14040-118153-61742-24985-32438,37496-11095-15522-6835-22631-1949-13471-49942,19336-34485-17775-9864-27918-5833-9721-52006,16321-25305-44263-2971-17431-10063-9272-33761,10677-10201-9816-8826-20257-7326-4212-34726,hard
8674-27869-792712-20223-32165-113635-2117714-91422,12821-8795-7502-4347-27732-12935-179826-28646,78712-53929-2040-55215-8429-5377-20664-7907,12517-98478-14040-118153-61742-24985-32438-23241,11095-15522-6835-22631-1949-13471-49942-3099,34485-17775-9864-27918-5833-9721-52006-10534,25305-44263-2971-17431-10063-9272-33761-6599,10201-9816-8826-20257-7326-4212-34726-3388,hard
27869-792712-20223-32165-113635-2117714-91422-17476,8795-7502-4347-27732-12935-179826-28646-10327,53929-2040-55215-8429-5377-20664-7907-23699,98478-14040-118153-61742-24985-32438-23241-59026,15522-6835-22631-1949-13471-49942-3099-11514,17775-9864-27918-5833-9721-52006-10534-21456,44263-2971-17431-10063-9272-33761-6599-9737,9816-8826-20257-7326-4212-34726-3388-7667,easy
792712-20223-32165-113635-2117714-91422-17476-91872,7502-4347-27732-12935-179826-28646-10327-42051,2040-55215-8429-5377-20664-7907-23699-14628,14040-118153-61742-24985-32438-23241-59026-9069,6835-22631-1949-13471-49942-3099-11514-13542,9864-27918-5833-9721-52006-10534-21456-14734,2971-17431-10063-9272-33761-6599-9737-7408,8826-20257-7326-4212-34726-3388-7667-3163,hard
20223-32165-113635-2117714-91422-17476-91872-19393,4347-27732-12935-179826-28646-10327-42051-14825,55215-8429-5377-20664-7907-23699-14628-3602,118153-61742-24985-32438-23241-59026-9069-3394,22631-1949-13471-49942-3099-11514-13542-4141,27918-5833-9721-52006-10534-21456-14734-14320,17431-10063-9272-33761-6599-9737-7408-5924,20257-7326-4212-34726-3388-7667-3163-11093,hard
32165-113635-2117714-91422-17476-91872-19393-19613,27732-12935-179826-28646-10327-42051-14825-11264,8429-5377-20664-7907-23699-14628-3602-17136,61742-24985-32438-23241-59026-9069-3394-53060,1949-13471-49942-3099-11514-13542-4141-90395,5833-9721-52006-10534-21456-14734-14320-27485,10063-9272-33761-6599-9737-7408-5924-34305,7326-4212-34726-3388-7667-3163-11093-9190,easy
113635-2117714-91422-17476-91872-19393-19613-115172,12935-179826-28646-10327-42051-14825-11264-37081,5377-20664-7907-23699-14628-3602-17136-22699,24985-32438-23241-59026-9069-3394-53060-80375,13471-49942-3099-11514-13542-4141-90395-21011,9721-52006-10534-21456-14734-14320-27485-26901,9272-33761-6599-9737-7408-5924-34305-20461,4212-34726-3388-7667-3163-11093-9190-12224,hard
2117714-91422-17476-91872-19393-19613-115172-19346,179826-28646-10327-42051-14825-11264-37081-16033,20664-7907-23699-14628-3602-17136-22699-23452,32438-23241-59026-9069-3394-53060-80375-42887,49942-3099-11514-13542-4141-90395-21011-35581,52006-10534-21456-14734-14320-27485-26901-20450,33761-6599-9737-7408-5924-34305-20461-36512,34726-3388-7667-3163-11093-9190-12224-9326,hard
91422-17476-91872-19393-19613-115172-19346-77959,28646-10327-42051-14825-11264-37081-16033-30714,7907-23699-14628-3602-17136-22699-23452-29183,23241-59026-9069-3394-53060-80375-42887-94697,3099-11514-13542-4141-90395-21011-35581-22930,10534-21456-14734-14320-27485-26901-20450-34438,6599-9737-7408-5924-34305-20461-36512-42330,3388-7667-3163-11093-9190-12224-9326-18196,easy
17476-91872-19393-19613-115172-19346-77959-568502,10327-42051-14825-11264-37081-16033-30714-64608,23699-14628-3602-17136-22699-23452-29183-11814,59026-9069-3394-53060-80375-42887-94697-14166,11514-13542-4141-90395-21011-35581-22930-10392,21456-14734-14320-27485-26901-20450-34438-24239,9737-7408-5924-34305-20461-36512-42330-25263,7667-3163-11093-9190-12224-9326-18196-8931,easy
91872-19393-19613-115172-19346-77959-568502-3078145,42051-14825-11264-37081-16033-30714-64608-127619,14628-3602-17136-22699-23452-29183-11814-9945,9069-3394-53060-80375-42887-94697-14166-52812,13542-4141-90395-21011-35581-22930-10392-9686,14734-14320-27485-26901-20450-34438-24239-20917,7408-5924-34305-20461-36512-42330-25263-17472,3163-11093-9190-12224-9326-18196-8931-23950,hard
19393-19613-115172-19346-77959-568502-3078145-163946,14825-11264-37081-16033-30714-64608-127619-28818,3602-17136-22699-23452-29183-11814-9945-6031,3394-53060-80375-42887-94697-14166-52812-26994,4141-90395-21011-35581-22930-10392-9686-7994,14320-27485-26901-20450-34438-24239-20917-10908,5924-34305-20461-36512-42330-25263-17472-4324,11093-9190-12224-9326-18196-8931-23950-2078,easy
19613-115172-19346-77959-568502-3078145-163946-12489,11264-37081-16033-30714-64608-127619-28818-18190,17136-22699-23452-29183-11814-9945-6031-56833,53060-80375-42887-94697-14166-52812-26994-164099,90395-21011-35581-22930-10392-9686-7994-21990,27485-26901-20450-34438-24239-20917-10908-26246,34305-20461-36512-42330-25263-17472-4324-13514,9190-12224-9326-18196-8931-23950-2078-10401,hard
115172-19346-77959-568502-3078145-163946-12489-398144,37081-16033-30714-64608-127619-28818-18190-95489,22699-23452-29183-11814-9945-6031-56833-34368,80375-42887-94697-14166-52812-26994-164099-49150,21011-35581-22930-10392-9686-7994-21990-39015,26901-20450-34438-24239-20917-10908-26246-25939,20461-36512-42330-25263-17472-4324-13514-23312,12224-9326-18196-8931-23950-2078-10401-17178,hard
19346-77959-568502-3078145-163946-12489-398144-140015,16033-30714-64608-127619-28818-18190-95489-105576,23452-29183-11814-9945-6031-56833-34368-57783,42887-94697-14166-52812-26994-164099-49150-50970,35581-22930-10392-9686-7994-21990-39015-21011,20450-34438-24239-20917-10908-26246-25939-18098,36512-42330-25263-17472-4324-13514-23312-7629,9326-18196-8931-23950-2078-10401-17178-9855,hard
77959-568502-3078145-163946-12489-398144-140015-103351,30714-64608-127619-28818-18190-95489-105576-50013,29183-11814-9945-6031-56833-34368-57783-34272,94697-14166-52812-26994-164099-49150-50970-64012,22930-10392-9686-7994-21990-39015-21011-13960,34438-24239-20917-10908-26246-25939-18098-12838,42330-25263-17472-4324-13514-23312-7629-2993,18196-8931-23950-2078-10401-17178-9855-5418,hard
568502-3078145-163946-12489-398144-140015-103351-14041,64608-127619-28818-18190-95489-105576-50013-15533,11814-9945-6031-56833-34368-57783-34272-37958,14166-52812-26994-164099-49150-50970-64012-83267,10392-9686-7994-21990-39015-21011-13960-21594,24239-20917-10908-26246-25939-18098-12838-7702,25263-17472-4324-13514-23312-7629-2993-3375,8931-23950-2078-10401-17178-9855-5418-1926,hard
3078145-163946-12489-398144-140015-103351-14041-8189,127619-28818-18190-95489-105576-50013-15533-10383,9945-6031-56833-34368-57783-34272-37958-32183,52812-26994-164099-49150-50970-64012-83267-16128,9686-7994-21990-39015-21011-13960-21594-8182,20917-10908-26246-25939-18098-12838-7702-12625,17472-4324-13514-23312-7629-2993-3375-3615,23950-2078-10401-17178-9855-5418-1926-1261,easy
163946-12489-398144-140015-103351-14041-8189-12073,28818-18190-95489-105576-50013-15533-10383-11849,6031-56833-34368-57783-34272-37958-32183-41110,26994-164099-49150-50970-64012-83267-16128-129706,7994-21990-39015-21011-13960-21594-8182-3088,10908-26246-25939-18098-12838-7702-12625-14065,4324-13514-23312-7629-2993-3375-3615-4444,2078-10401-17178-9855-5418-1926-1261-3325,easy
12489-398144-140015-103351-14041-8189-12073-22724,18190-95489-105576-50013-15533-10383-11849-6246,56833-34368-57783-34272-37958-32183-41110-12339,164099-49150-50970-64012-83267-16128-129706-50069,21990-39015-21011-13960-21594-8182-3088-13318,26246-25939-18098-12838-7702-12625-14065-4481,13514-23312-7629-2993-3375-3615-4444-8053,10401-17178-9855-5418-1926-1261-3325-1592,easy
398144-140015-103351-14041-8189-12073-22724-65007,95489-105576-50013-15533-10383-11849-6246-7419,34368-57783-34272-37958-32183-41110-12339-10586,49150-50970-64012-83267-16128-129706-50069-17147,39015-21011-13960-21594-8182-3088-13318-6206,25939-18098-12838-7702-12625-14065-4481-9740,23312-7629-2993-3375-3615-4444-8053-791,17178-9855-5418-1926-1261-3325-1592-1861,easy
140015-103351-14041-8189-12073-22724-65007-5163,105576-50013-15533-10383-11849-6246-7419-5433,57783-34272-37958-32183-41110-12339-10586-5580,50970-64012-83267-16128-129706-50069-17147-27590,21011-13960-21594-8182-3088-13318-6206-4280,18098-12838-7702-12625-14065-4481-9740-1617,7629-2993-3375-3615-4444-8053-791-524,9855-5418-1926-1261-3325-1592-1861-714,hard
103351-14041-8189-12073-22724-65007-5163-11393,50013-15533-10383-11849-6246-7419-5433-13353,34272-37958-32183-41110-12339-10586-5580-10919,64012-83267-16128-129706-50069-17147-27590-72725,13960-21594-8182-3088-13318-6206-4280-8201,12838-7702-12625-14065-4481-9740-1617-10216,2993-3375-3615-4444-8053-791-524-3625,5418-1926-1261-3325-1592-1861-714-2068,hard
14041-8189-12073-22724-65007-5163-11393-7353,15533-10383-11849-6246-7419-5433-13353-7441,37958-32183-41110-12339-10586-5580-10919-2198,83267-16128-129706-50069-17147-27590-72725-135028,21594-8182-3088-13318-6206-4280-8201-4161,7702-12625-14065-4481-9740-1617-10216-16951,3375-3615-4444-8053-791-524-3625-3278,1926-1261-3325-1592-1861-714-2068-2346,hard
8189-12073-22724-65007-5163-11393-7353-18796,10383-11849-6246-7419-5433-13353-7441-3549,32183-41110-12339-10586-5580-10919-2198-19941,16128-129706-50069-17147-27590-72725-135028-25263,8182-3088-13318-6206-4280-8201-4161-4689,12625-14065-4481-9740-1617-10216-16951-13154,3615-4444-8053-791-524-3625-3278-1839,1261-3325-1592-1861-714-2068-2346-2363,hard
12073-22724-65007-5163-11393-7353-18796-29102,11849-6246-7419-5433-13353-7441-3549-5322,41110-12339-10586-5580-10919-2198-19941-7997,129706-50069-17147-27590-72725-135028-25263-119800,3088-13318-6206-4280-8201-4161-4689-4656,14065-4481-9740-1617-10216-16951-13154-18510,4444-8053-791-524-3625-3278-1839-1645,3325-1592-1861-714-2068-2346-2363-2293,hard
22724-65007-5163-11393-7353-18796-29102-73601,6246-7419-5433-13353-7441-3549-5322-15292,12339-10586-5580-10919-2198-19941-7997-64930,50069-17147-27590-72725-135028-25263-119800-131621,13318-6206-4280-8201-4161-4689-4656-9684,4481-9740-1617-10216-16951-13154-18510-7383,8053-791-524-3625-3278-1839-1645-5033,1592-1861-714-2068-2346-2363-2293-2113,hard
65007-5163-11393-7353-18796-29102-73601-35151,7419-5433-13353-7441-3549-5322-15292-31249,10586-5580-10919-2198-19941-7997-64930-19925,17147-27590-72725-135028-25263-119800-131621-48440,6206-4280-8201-4161-4689-4656-9684-7350,9740-1617-10216-16951-13154-18510-7383-10195,791-524-3625-3278-1839-1645-5033-3199,1861-714-2068-2346-2363-2293-2113-3413,hard
5163-11393-7353-18796-29102-73601-35151-17731,5433-13353-7441-3549-5322-15292-31249-8570,5580-10919-2198-19941-7997-64930-19925-30604,27590-72725-135028-25263-119800-131621-48440-155213,4280-8201-4161-4689-4656-9684-7350-12993,1617-10216-16951-13154-18510-7383-10195-16122,524-3625-3278-1839-1645-5033-3199-4288,714-2068-2346-2363-2293-2113-3413-1502,hard
11393-7353-18796-29102-73601-35151-17731-16510,13353-7441-3549-5322-15292-31249-8570-21600,10919-2198-19941-7997-64930-19925-30604-49577,72725-135028-25263-119800-131621-48440-155213-142424,8201-4161-4689-4656-9684-7350-12993-9739,10216-16951-13154-18510-7383-10195-16122-6059,3625-3278-1839-1645-5033-3199-4288-3148,2068-2346-2363-2293-2113-3413-1502-1646,easy
7353-18796-29102-73601-35151-17731-16510-9252,7441-3549-5322-15292-31249-8570-21600-1870,2198-19941-7997-64930-19925-30604-49577-58906,135028-25263-119800-131621-48440-155213-142424-77013,4161-4689-4656-9684-7350-12993-9739-18051,16951-13154-18510-7383-10195-16122-6059-11692,3278-1839-1645-5033-3199-4288-3148-1630,2346-2363-2293-2113-3413-1502-1646-1278,easy
18796-29102-73601-35151-17731-16510-9252-20308,3549-5322-15292-31249-8570-21600-1870-50679,19941-7997-64930-19925-30604-49577-58906-39863,25263-119800-131621-48440-155213-142424-77013-58430,4689-4656-9684-7350-12993-9739-18051-4053,13154-18510-7383-10195-16122-6059-11692-8998,1839-1645-5033-3199-4288-3148-1630-2242,2363-2293-2113-3413-1502-1646-1278-3593,easy
29102-73601-35151-17731-16510-9252-20308-123079,5322-15292-31249-8570-21600-1870-50679-12124,7997-64930-19925-30604-49577-58906-39863-58554,119800-131621-48440-155213-142424-77013-58430-52203,4656-9684-7350-12993-9739-18051-4053-22621,18510-7383-10195-16122-6059-11692-8998-17253,1645-5033-3199-4288-3148-1630-2242-1847,2293-2113-3413-1502-1646-1278-3593-1964,hard
73601-35151-17731-16510-9252-20308-123079-1803,15292-31249-8570-21600-1870-50679-12124-4701,64930-19925-30604-49577-58906-39863-58554-13316,131621-48440-155213-142424-77013-58430-52203-11801,9684-7350-12993-9739-18051-4053-22621-3819,7383-10195-16122-6059-11692-8998-17253-3512,5033-3199-4288-3148-1630-2242-1847-415,2113-3413-1502-1646-1278-3593-1964-620,hard
35151-17731-16510-9252-20308-123079-1803-4066,31249-8570-21600-1870-50679-12124-4701-22921,19925-30604-49577-58906-39863-58554-13316-13719,48440-155213-142424-77013-58430-52203-11801-220626,7350-12993-9739-18051-4053-22621-3819-12965,10195-16122-6059-11692-8998-17253-3512-10564,3199-4288-3148-1630-2242-1847-415-1412,3413-1502-1646-1278-3593-1964-620-1230,easy
17731-16510-9252-20308-123079-1803-4066-13062,8570-21600-1870-50679-12124-4701-22921-17182,30604-49577-58906-39863-58554-13316-13719-36586,155213-142424-77013-58430-52203-11801-220626-23525,12993-9739-18051-4053-22621-3819-12965-6408,16122-6059-11692-8998-17253-3512-10564-17907,4288-3148-1630-2242-1847-415-1412-3008,1502-1646-1278-3593-1964-620-1230-1774,hard
16510-9252-20308-123079-1803-4066-13062-10392,21600-1870-50679-12124-4701-22921-17182-10845,49577-58906-39863-58554-13316-13719-36586-17907,142424-77013-58430-52203-11801-220626-23525-107583,9739-18051-4053-22621-3819-12965-6408-13745,6059-11692-8998-17253-3512-10564-17907-13929,3148-1630-2242-1847-415-1412-3008-5999,1646-1278-3593-1964-620-1230-1774-1898,hard
9252-20308-123079-1803-4066-13062-10392-28029,1870-50679-12124-4701-22921-17182-10845-15150,58906-39863-58554-13316-13719-36586-17907-41988,77013-58430-52203-11801-220626-23525-107583-124684,18051-4053-22621-3819-12965-6408-13745-11368,11692-8998-17253-3512-10564-17907-13929-12311,1630-2242-1847-415-1412-3008-5999-3291,1278-3593-1964-620-1230-1774-1898-3108,easy
20308-123079-1803-4066-13062-10392-28029-20133,50679-12124-4701-22921-17182-10845-15150-15279,39863-58554-13316-13719-36586-17907-41988-68751,58430-52203-11801-220626-23525-107583-124684-51192,4053-22621-3819-12965-6408-13745-11368-11896,8998-17253-3512-10564-17907-13929-12311-10368,2242-1847-415-1412-3008-5999-3291-1755,3593-1964-620-1230-1774-1898-3108-2338,easy
123079-1803-4066-13062-10392-28029-20133-5912,12124-4701-22921-17182-10845-15150-15279-22498,58554-13316-13719-36586-17907-41988-68751-49054,52203-11801-220626-23525-107583-124684-51192-124801,22621-3819-12965-6408-13745-11368-11896-8702,17253-3512-10564-17907-13929-12311-10368-6625,1847-415-1412-3008-5999-3291-1755-1204,1964-620-1230-1774-1898-3108-2338-1501,easy
