delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
892210-213385-500424-215920-191287-243290-741041-382507,144586-16521-15048-64521-158422-39842-91661-201710,65601-4632-19206-3768-7085-13659-32605-11233,10011-2845-33063-9565-16558-13469-19584-2341,8393-5696-4566-4672-14632-4784-19909-8917,48875-5266-8247-7218-7873-4875-15336-9275,23490-3068-4778-6104-6647-2768-30279-4934,15831-2101-8134-4044-2879-2167-17994-2453,easy
150155-26301-31328-7657-241626-142349-13840-9268,19518-33848-8587-27627-28998-37294-31736-8519,2347-13868-3692-8691-465-5479-12948-8820,1599-11312-10391-2471-748-6243-16725-4580,4962-4367-2442-4510-950-2672-10298-3023,3696-2447-3137-3593-1002-4570-9103-9830,1496-1693-1335-2342-371-2226-4855-2553,1026-888-3978-620-227-1733-3445-3751,easy
26301-31328-7657-241626-142349-13840-9268-266779,33848-8587-27627-28998-37294-31736-8519-33841,13868-3692-8691-465-5479-12948-8820-12280,11312-10391-2471-748-6243-16725-4580-4395,4367-2442-4510-950-2672-10298-3023-4165,2447-3137-3593-1002-4570-9103-9830-5983,1693-1335-2342-371-2226-4855-2553-981,888-3978-620-227-1733-3445-3751-1069,easy
31328-7657-241626-142349-13840-9268-266779-22209,8587-27627-28998-37294-31736-8519-33841-8017,3692-8691-465-5479-12948-8820-12280-1333,10391-2471-748-6243-16725-4580-4395-5170,2442-4510-950-2672-10298-3023-4165-2836,3137-3593-1002-4570-9103-9830-5983-1947,1335-2342-371-2226-4855-2553-981-1462,3978-620-227-1733-3445-3751-1069-1611,easy
7657-241626-142349-13840-9268-266779-22209-8166,27627-28998-37294-31736-8519-33841-8017-2093,8691-465-5479-12948-8820-12280-1333-2272,2471-748-6243-16725-4580-4395-5170-3403,4510-950-2672-10298-3023-4165-2836-5220,3593-1002-4570-9103-9830-5983-1947-5459,2342-371-2226-4855-2553-981-1462-1090,620-227-1733-3445-3751-1069-1611-1131,hard
241626-142349-13840-9268-266779-22209-8166-77527,28998-37294-31736-8519-33841-8017-2093-16141,465-5479-12948-8820-12280-1333-2272-1262,748-6243-16725-4580-4395-5170-3403-2519,950-2672-10298-3023-4165-2836-5220-731,1002-4570-9103-9830-5983-1947-5459-2266,371-2226-4855-2553-981-1462-1090-999,227-1733-3445-3751-1069-1611-1131-1377,easy
142349-13840-9268-266779-22209-8166-77527-60475,37294-31736-8519-33841-8017-2093-16141-47276,5479-12948-8820-12280-1333-2272-1262-3132,6243-16725-4580-4395-5170-3403-2519-4781,2672-10298-3023-4165-2836-5220-731-8889,4570-9103-9830-5983-1947-5459-2266-21338,2226-4855-2553-981-1462-1090-999-9603,1733-3445-3751-1069-1611-1131-1377-4911,easy
13840-9268-266779-22209-8166-77527-60475-51502,31736-8519-33841-8017-2093-16141-47276-13549,12948-8820-12280-1333-2272-1262-3132-5159,16725-4580-4395-5170-3403-2519-4781-27543,10298-3023-4165-2836-5220-731-8889-10627,9103-9830-5983-1947-5459-2266-21338-12714,4855-2553-981-1462-1090-999-9603-5204,3445-3751-1069-1611-1131-1377-4911-3936,easy
9268-266779-22209-8166-77527-60475-51502-86833,8519-33841-8017-2093-16141-47276-13549-30014,8820-12280-1333-2272-1262-3132-5159-1962,4580-4395-5170-3403-2519-4781-27543-5545,3023-4165-2836-5220-731-8889-10627-6738,9830-5983-1947-5459-2266-21338-12714-1791,2553-981-1462-1090-999-9603-5204-1741,3751-1069-1611-1131-1377-4911-3936-2038,easy
266779-22209-8166-77527-60475-51502-86833-120467,33841-8017-2093-16141-47276-13549-30014-41765,12280-1333-2272-1262-3132-5159-1962-4554,4395-5170-3403-2519-4781-27543-5545-10783,4165-2836-5220-731-8889-10627-6738-8613,5983-1947-5459-2266-21338-12714-1791-9789,981-1462-1090-999-9603-5204-1741-4535,1069-1611-1131-1377-4911-3936-2038-3161,easy
22209-8166-77527-60475-51502-86833-120467-2229,8017-2093-16141-47276-13549-30014-41765-12270,1333-2272-1262-3132-5159-1962-4554-3609,5170-3403-2519-4781-27543-5545-10783-4222,2836-5220-731-8889-10627-6738-8613-13783,1947-5459-2266-21338-12714-1791-9789-7807,1462-1090-999-9603-5204-1741-4535-2762,1611-1131-1377-4911-3936-2038-3161-1509,easy
8166-77527-60475-51502-86833-120467-2229-3305,2093-16141-47276-13549-30014-41765-12270-8038,2272-1262-3132-5159-1962-4554-3609-10950,3403-2519-4781-27543-5545-10783-4222-6993,5220-731-8889-10627-6738-8613-13783-3500,5459-2266-21338-12714-1791-9789-7807-9154,1090-999-9603-5204-1741-4535-2762-1947,1131-1377-4911-3936-2038-3161-1509-1864,hard
77527-60475-51502-86833-120467-2229-3305-41519,16141-47276-13549-30014-41765-12270-8038-74307,1262-3132-5159-1962-4554-3609-10950-12537,2519-4781-27543-5545-10783-4222-6993-3605,731-8889-10627-6738-8613-13783-3500-1122,2266-21338-12714-1791-9789-7807-9154-3947,999-9603-5204-1741-4535-2762-1947-589,1377-4911-3936-2038-3161-1509-1864-553,easy
60475-51502-86833-120467-2229-3305-41519-17196,47276-13549-30014-41765-12270-8038-74307-9814,3132-5159-1962-4554-3609-10950-12537-2649,4781-27543-5545-10783-4222-6993-3605-981,8889-10627-6738-8613-13783-3500-1122-5227,21338-12714-1791-9789-7807-9154-3947-3958,9603-5204-1741-4535-2762-1947-589-852,4911-3936-2038-3161-1509-1864-553-972,easy
51502-86833-120467-2229-3305-41519-17196-4941,13549-30014-41765-12270-8038-74307-9814-4780,5159-1962-4554-3609-10950-12537-2649-3322,27543-5545-10783-4222-6993-3605-981-5521,10627-6738-8613-13783-3500-1122-5227-2764,12714-1791-9789-7807-9154-3947-3958-9566,5204-1741-4535-2762-1947-589-852-4729,3936-2038-3161-1509-1864-553-972-2877,hard
86833-120467-2229-3305-41519-17196-4941-181412,30014-41765-12270-8038-74307-9814-4780-7150,1962-4554-3609-10950-12537-2649-3322-9336,5545-10783-4222-6993-3605-981-5521-7182,6738-8613-13783-3500-1122-5227-2764-1183,1791-9789-7807-9154-3947-3958-9566-1855,1741-4535-2762-1947-589-852-4729-1746,2038-3161-1509-1864-553-972-2877-773,easy
120467-2229-3305-41519-17196-4941-181412-110335,41765-12270-8038-74307-9814-4780-7150-5513,4554-3609-10950-12537-2649-3322-9336-1839,10783-4222-6993-3605-981-5521-7182-2032,8613-13783-3500-1122-5227-2764-1183-460,9789-7807-9154-3947-3958-9566-1855-721,4535-2762-1947-589-852-4729-1746-158,3161-1509-1864-553-972-2877-773-295,easy
2229-3305-41519-17196-4941-181412-110335-62667,12270-8038-74307-9814-4780-7150-5513-11525,3609-10950-12537-2649-3322-9336-1839-2357,4222-6993-3605-981-5521-7182-2032-6693,13783-3500-1122-5227-2764-1183-460-2557,7807-9154-3947-3958-9566-1855-721-1919,2762-1947-589-852-4729-1746-158-758,1509-1864-553-972-2877-773-295-585,easy
3305-41519-17196-4941-181412-110335-62667-167587,8038-74307-9814-4780-7150-5513-11525-48872,10950-12537-2649-3322-9336-1839-2357-18786,6993-3605-981-5521-7182-2032-6693-31944,3500-1122-5227-2764-1183-460-2557-42001,9154-3947-3958-9566-1855-721-1919-18052,1947-589-852-4729-1746-158-758-2814,1864-553-972-2877-773-295-585-3460,easy
41519-17196-4941-181412-110335-62667-167587-24107,74307-9814-4780-7150-5513-11525-48872-20466,12537-2649-3322-9336-1839-2357-18786-32498,3605-981-5521-7182-2032-6693-31944-5638,1122-5227-2764-1183-460-2557-42001-7304,3947-3958-9566-1855-721-1919-18052-9625,589-852-4729-1746-158-758-2814-3426,553-972-2877-773-295-585-3460-4650,easy
17196-4941-181412-110335-62667-167587-24107-8574,9814-4780-7150-5513-11525-48872-20466-8946,2649-3322-9336-1839-2357-18786-32498-5587,981-5521-7182-2032-6693-31944-5638-1705,5227-2764-1183-460-2557-42001-7304-5753,3958-9566-1855-721-1919-18052-9625-14146,852-4729-1746-158-758-2814-3426-7737,972-2877-773-295-585-3460-4650-3702,easy
4941-181412-110335-62667-167587-24107-8574-3565,4780-7150-5513-11525-48872-20466-8946-24201,3322-9336-1839-2357-18786-32498-5587-26127,5521-7182-2032-6693-31944-5638-1705-1723,2764-1183-460-2557-42001-7304-5753-7280,9566-1855-721-1919-18052-9625-14146-9973,4729-1746-158-758-2814-3426-7737-5103,2877-773-295-585-3460-4650-3702-3319,easy
181412-110335-62667-167587-24107-8574-3565-79934,7150-5513-11525-48872-20466-8946-24201-31065,9336-1839-2357-18786-32498-5587-26127-14028,7182-2032-6693-31944-5638-1705-1723-11262,1183-460-2557-42001-7304-5753-7280-6784,1855-721-1919-18052-9625-14146-9973-10377,1746-158-758-2814-3426-7737-5103-2886,773-295-585-3460-4650-3702-3319-5833,easy
110335-62667-167587-24107-8574-3565-79934-10336,5513-11525-48872-20466-8946-24201-31065-11574,1839-2357-18786-32498-5587-26127-14028-5074,2032-6693-31944-5638-1705-1723-11262-4936,460-2557-42001-7304-5753-7280-6784-9970,721-1919-18052-9625-14146-9973-10377-9721,158-758-2814-3426-7737-5103-2886-2642,295-585-3460-4650-3702-3319-5833-4441,easy
62667-167587-24107-8574-3565-79934-10336-229024,11525-48872-20466-8946-24201-31065-11574-20652,2357-18786-32498-5587-26127-14028-5074-7088,6693-31944-5638-1705-1723-11262-4936-1941,2557-42001-7304-5753-7280-6784-9970-3125,1919-18052-9625-14146-9973-10377-9721-1323,758-2814-3426-7737-5103-2886-2642-2418,585-3460-4650-3702-3319-5833-4441-1027,easy
167587-24107-8574-3565-79934-10336-229024-30692,48872-20466-8946-24201-31065-11574-20652-44627,18786-32498-5587-26127-14028-5074-7088-15137,31944-5638-1705-1723-11262-4936-1941-17253,42001-7304-5753-7280-6784-9970-3125-8504,18052-9625-14146-9973-10377-9721-1323-3322,2814-3426-7737-5103-2886-2642-2418-1631,3460-4650-3702-3319-5833-4441-1027-1467,easy
24107-8574-3565-79934-10336-229024-30692-58713,20466-8946-24201-31065-11574-20652-44627-39932,32498-5587-26127-14028-5074-7088-15137-29305,5638-1705-1723-11262-4936-1941-17253-16089,7304-5753-7280-6784-9970-3125-8504-6128,9625-14146-9973-10377-9721-1323-3322-2681,3426-7737-5103-2886-2642-2418-1631-2133,4650-3702-3319-5833-4441-1027-1467-1204,hard
8574-3565-79934-10336-229024-30692-58713-20165,8946-24201-31065-11574-20652-44627-39932-6777,5587-26127-14028-5074-7088-15137-29305-5674,1705-1723-11262-4936-1941-17253-16089-1621,5753-7280-6784-9970-3125-8504-6128-2192,14146-9973-10377-9721-1323-3322-2681-3316,7737-5103-2886-2642-2418-1631-2133-2250,3702-3319-5833-4441-1027-1467-1204-2360,easy
3565-79934-10336-229024-30692-58713-20165-25408,24201-31065-11574-20652-44627-39932-6777-19485,26127-14028-5074-7088-15137-29305-5674-3747,1723-11262-4936-1941-17253-16089-1621-8941,7280-6784-9970-3125-8504-6128-2192-11157,9973-10377-9721-1323-3322-2681-3316-9035,5103-2886-2642-2418-1631-2133-2250-4537,3319-5833-4441-1027-1467-1204-2360-2480,easy
79934-10336-229024-30692-58713-20165-25408-19182,31065-11574-20652-44627-39932-6777-19485-10274,14028-5074-7088-15137-29305-5674-3747-10992,11262-4936-1941-17253-16089-1621-8941-3530,6784-9970-3125-8504-6128-2192-11157-3862,10377-9721-1323-3322-2681-3316-9035-8118,2886-2642-2418-1631-2133-2250-4537-5773,5833-4441-1027-1467-1204-2360-2480-6035,hard
10336-229024-30692-58713-20165-25408-19182-255637,11574-20652-44627-39932-6777-19485-10274-21995,5074-7088-15137-29305-5674-3747-10992-8640,4936-1941-17253-16089-1621-8941-3530-3573,9970-3125-8504-6128-2192-11157-3862-3328,9721-1323-3322-2681-3316-9035-8118-2414,2642-2418-1631-2133-2250-4537-5773-2424,4441-1027-1467-1204-2360-2480-6035-2740,easy
229024-30692-58713-20165-25408-19182-255637-493514,20652-44627-39932-6777-19485-10274-21995-36132,7088-15137-29305-5674-3747-10992-8640-12778,1941-17253-16089-1621-8941-3530-3573-5483,3125-8504-6128-2192-11157-3862-3328-3770,1323-3322-2681-3316-9035-8118-2414-10368,2418-1631-2133-2250-4537-5773-2424-4215,1027-1467-1204-2360-2480-6035-2740-5371,easy
30692-58713-20165-25408-19182-255637-493514-3493,44627-39932-6777-19485-10274-21995-36132-11668,15137-29305-5674-3747-10992-8640-12778-702,17253-16089-1621-8941-3530-3573-5483-24485,8504-6128-2192-11157-3862-3328-3770-7730,3322-2681-3316-9035-8118-2414-10368-9027,1631-2133-2250-4537-5773-2424-4215-6321,1467-1204-2360-2480-6035-2740-5371-7298,easy
58713-20165-25408-19182-255637-493514-3493-157245,39932-6777-19485-10274-21995-36132-11668-67840,29305-5674-3747-10992-8640-12778-702-34479,16089-1621-8941-3530-3573-5483-24485-25130,6128-2192-11157-3862-3328-3770-7730-6991,2681-3316-9035-8118-2414-10368-9027-14362,2133-2250-4537-5773-2424-4215-6321-1735,1204-2360-2480-6035-2740-5371-7298-2911,hard
20165-25408-19182-255637-493514-3493-157245-1694713,6777-19485-10274-21995-36132-11668-67840-183392,5674-3747-10992-8640-12778-702-34479-3321,1621-8941-3530-3573-5483-24485-25130-3969,2192-11157-3862-3328-3770-7730-6991-7259,3316-9035-8118-2414-10368-9027-14362-14471,2250-4537-5773-2424-4215-6321-1735-8677,2360-2480-6035-2740-5371-7298-2911-3947,easy
25408-19182-255637-493514-3493-157245-1694713-7922,19485-10274-21995-36132-11668-67840-183392-18787,3747-10992-8640-12778-702-34479-3321-9897,8941-3530-3573-5483-24485-25130-3969-13037,11157-3862-3328-3770-7730-6991-7259-10100,9035-8118-2414-10368-9027-14362-14471-31985,4537-5773-2424-4215-6321-1735-8677-15825,2480-6035-2740-5371-7298-2911-3947-9358,easy
19182-255637-493514-3493-157245-1694713-7922-2277,10274-21995-36132-11668-67840-183392-18787-2654,10992-8640-12778-702-34479-3321-9897-630,3530-3573-5483-24485-25130-3969-13037-1761,3862-3328-3770-7730-6991-7259-10100-1514,8118-2414-10368-9027-14362-14471-31985-6290,5773-2424-4215-6321-1735-8677-15825-1790,6035-2740-5371-7298-2911-3947-9358-1586,hard
255637-493514-3493-157245-1694713-7922-2277-109350,21995-36132-11668-67840-183392-18787-2654-15067,8640-12778-702-34479-3321-9897-630-3084,3573-5483-24485-25130-3969-13037-1761-12016,3328-3770-7730-6991-7259-10100-1514-1575,2414-10368-9027-14362-14471-31985-6290-1443,2424-4215-6321-1735-8677-15825-1790-300,2740-5371-7298-2911-3947-9358-1586-507,easy
493514-3493-157245-1694713-7922-2277-109350-293198,36132-11668-67840-183392-18787-2654-15067-98232,12778-702-34479-3321-9897-630-3084-20679,5483-24485-25130-3969-13037-1761-12016-8248,3770-7730-6991-7259-10100-1514-1575-2876,10368-9027-14362-14471-31985-6290-1443-2998,4215-6321-1735-8677-15825-1790-300-2022,5371-7298-2911-3947-9358-1586-507-1352,easy
3493-157245-1694713-7922-2277-109350-293198-11445,11668-67840-183392-18787-2654-15067-98232-5079,702-34479-3321-9897-630-3084-20679-6510,24485-25130-3969-13037-1761-12016-8248-9696,7730-6991-7259-10100-1514-1575-2876-6765,9027-14362-14471-31985-6290-1443-2998-3849,6321-1735-8677-15825-1790-300-2022-2661,7298-2911-3947-9358-1586-507-1352-2246,easy
157245-1694713-7922-2277-109350-293198-11445-16117,67840-183392-18787-2654-15067-98232-5079-20740,34479-3321-9897-630-3084-20679-6510-9357,25130-3969-13037-1761-12016-8248-9696-3618,6991-7259-10100-1514-1575-2876-6765-4707,14362-14471-31985-6290-1443-2998-3849-8586,1735-8677-15825-1790-300-2022-2661-1882,2911-3947-9358-1586-507-1352-2246-4312,easy
1694713-7922-2277-109350-293198-11445-16117-13879,183392-18787-2654-15067-98232-5079-20740-6426,3321-9897-630-3084-20679-6510-9357-11585,3969-13037-1761-12016-8248-9696-3618-2092,7259-10100-1514-1575-2876-6765-4707-3290,14471-31985-6290-1443-2998-3849-8586-8061,8677-15825-1790-300-2022-2661-1882-3676,3947-9358-1586-507-1352-2246-4312-2316,easy
7922-2277-109350-293198-11445-16117-13879-8517,18787-2654-15067-98232-5079-20740-6426-9363,9897-630-3084-20679-6510-9357-11585-3620,13037-1761-12016-8248-9696-3618-2092-6598,10100-1514-1575-2876-6765-4707-3290-8778,31985-6290-1443-2998-3849-8586-8061-10739,15825-1790-300-2022-2661-1882-3676-3483,9358-1586-507-1352-2246-4312-2316-2472,easy
2277-109350-293198-11445-16117-13879-8517-9254,2654-15067-98232-5079-20740-6426-9363-7802,630-3084-20679-6510-9357-11585-3620-14509,1761-12016-8248-9696-3618-2092-6598-2726,1514-1575-2876-6765-4707-3290-8778-5471,6290-1443-2998-3849-8586-8061-10739-5580,1790-300-2022-2661-1882-3676-3483-2323,1586-507-1352-2246-4312-2316-2472-2664,easy
109350-293198-11445-16117-13879-8517-9254-42479,15067-98232-5079-20740-6426-9363-7802-36248,3084-20679-6510-9357-11585-3620-14509-17551,12016-8248-9696-3618-2092-6598-2726-9857,1575-2876-6765-4707-3290-8778-5471-3448,1443-2998-3849-8586-8061-10739-5580-3690,300-2022-2661-1882-3676-3483-2323-2141,507-1352-2246-4312-2316-2472-2664-2064,easy
293198-11445-16117-13879-8517-9254-42479-758874,98232-5079-20740-6426-9363-7802-36248-119851,20679-6510-9357-11585-3620-14509-17551-14916,8248-9696-3618-2092-6598-2726-9857-14165,2876-6765-4707-3290-8778-5471-3448-17215,2998-3849-8586-8061-10739-5580-3690-11046,2022-2661-1882-3676-3483-2323-2141-3897,1352-2246-4312-2316-2472-2664-2064-5035,hard
11445-16117-13879-8517-9254-42479-758874-121160,5079-20740-6426-9363-7802-36248-119851-25225,6510-9357-11585-3620-14509-17551-14916-3265,9696-3618-2092-6598-2726-9857-14165-1665,6765-4707-3290-8778-5471-3448-17215-624,3849-8586-8061-10739-5580-3690-11046-992,2661-1882-3676-3483-2323-2141-3897-668,2246-4312-2316-2472-2664-2064-5035-305,easy
16117-13879-8517-9254-42479-758874-121160-322000,20740-6426-9363-7802-36248-119851-25225-42823,9357-11585-3620-14509-17551-14916-3265-21365,3618-2092-6598-2726-9857-14165-1665-12888,4707-3290-8778-5471-3448-17215-624-8448,8586-8061-10739-5580-3690-11046-992-5622,1882-3676-3483-2323-2141-3897-668-2625,4312-2316-2472-2664-2064-5035-305-1738,easy
13879-8517-9254-42479-758874-121160-322000-50505,6426-9363-7802-36248-119851-25225-42823-25239,11585-3620-14509-17551-14916-3265-21365-8627,2092-6598-2726-9857-14165-1665-12888-7846,3290-8778-5471-3448-17215-624-8448-5219,8061-10739-5580-3690-11046-992-5622-6328,3676-3483-2323-2141-3897-668-2625-3670,2316-2472-2664-2064-5035-305-1738-2301,easy
8517-9254-42479-758874-121160-322000-50505-10478,9363-7802-36248-119851-25225-42823-25239-6398,3620-14509-17551-14916-3265-21365-8627-19264,6598-2726-9857-14165-1665-12888-7846-9608,8778-5471-3448-17215-624-8448-5219-7193,10739-5580-3690-11046-992-5622-6328-24683,3483-2323-2141-3897-668-2625-3670-6493,2472-2664-2064-5035-305-1738-2301-7307,easy
9254-42479-758874-121160-322000-50505-10478-7911,7802-36248-119851-25225-42823-25239-6398-3814,14509-17551-14916-3265-21365-8627-19264-1952,2726-9857-14165-1665-12888-7846-9608-4906,5471-3448-17215-624-8448-5219-7193-11182,5580-3690-11046-992-5622-6328-24683-7277,2323-2141-3897-668-2625-3670-6493-6645,2664-2064-5035-305-1738-2301-7307-2371,easy
42479-758874-121160-322000-50505-10478-7911-8043,36248-119851-25225-42823-25239-6398-3814-12545,17551-14916-3265-21365-8627-19264-1952-6174,9857-14165-1665-12888-7846-9608-4906-2578,3448-17215-624-8448-5219-7193-11182-4782,3690-11046-992-5622-6328-24683-7277-6930,2141-3897-668-2625-3670-6493-6645-5013,2064-5035-305-1738-2301-7307-2371-5009,hard
758874-121160-322000-50505-10478-7911-8043-3003,119851-25225-42823-25239-6398-3814-12545-13740,14916-3265-21365-8627-19264-1952-6174-11108,14165-1665-12888-7846-9608-4906-2578-13196,17215-624-8448-5219-7193-11182-4782-3462,11046-992-5622-6328-24683-7277-6930-12342,3897-668-2625-3670-6493-6645-5013-7623,5035-305-1738-2301-7307-2371-5009-4226,easy
121160-322000-50505-10478-7911-8043-3003-12993,25225-42823-25239-6398-3814-12545-13740-14226,3265-21365-8627-19264-1952-6174-11108-1692,1665-12888-7846-9608-4906-2578-13196-11205,624-8448-5219-7193-11182-4782-3462-9220,992-5622-6328-24683-7277-6930-12342-23070,668-2625-3670-6493-6645-5013-7623-11975,305-1738-2301-7307-2371-5009-4226-13930,easy
322000-50505-10478-7911-8043-3003-12993-232781,42823-25239-6398-3814-12545-13740-14226-64882,21365-8627-19264-1952-6174-11108-1692-21240,12888-7846-9608-4906-2578-13196-11205-3944,8448-5219-7193-11182-4782-3462-9220-3723,5622-6328-24683-7277-6930-12342-23070-1630,2625-3670-6493-6645-5013-7623-11975-2198,1738-2301-7307-2371-5009-4226-13930-1445,easy
50505-10478-7911-8043-3003-12993-232781-124878,25239-6398-3814-12545-13740-14226-64882-4608,8627-19264-1952-6174-11108-1692-21240-216,7846-9608-4906-2578-13196-11205-3944-867,5219-7193-11182-4782-3462-9220-3723-328,6328-24683-7277-6930-12342-23070-1630-1290,3670-6493-6645-5013-7623-11975-2198-747,2301-7307-2371-5009-4226-13930-1445-365,easy
10478-7911-8043-3003-12993-232781-124878-3358,6398-3814-12545-13740-14226-64882-4608-12741,19264-1952-6174-11108-1692-21240-216-1434,9608-4906-2578-13196-11205-3944-867-4795,7193-11182-4782-3462-9220-3723-328-16180,24683-7277-6930-12342-23070-1630-1290-4675,6493-6645-5013-7623-11975-2198-747-3699,7307-2371-5009-4226-13930-1445-365-2671,easy
7911-8043-3003-12993-232781-124878-3358-10455,3814-12545-13740-14226-64882-4608-12741-5880,1952-6174-11108-1692-21240-216-1434-11400,4906-2578-13196-11205-3944-867-4795-15625,11182-4782-3462-9220-3723-328-16180-5042,7277-6930-12342-23070-1630-1290-4675-12777,6645-5013-7623-11975-2198-747-3699-7953,2371-5009-4226-13930-1445-365-2671-8805,easy
8043-3003-12993-232781-124878-3358-10455-12304,12545-13740-14226-64882-4608-12741-5880-18713,6174-11108-1692-21240-216-1434-11400-43748,2578-13196-11205-3944-867-4795-15625-13690,4782-3462-9220-3723-328-16180-5042-7248,6930-12342-23070-1630-1290-4675-12777-24067,5013-7623-11975-2198-747-3699-7953-9019,5009-4226-13930-1445-365-2671-8805-6636,easy
3003-12993-232781-124878-3358-10455-12304-116392,13740-14226-64882-4608-12741-5880-18713-30173,11108-1692-21240-216-1434-11400-43748-166,13196-11205-3944-867-4795-15625-13690-6143,3462-9220-3723-328-16180-5042-7248-7930,12342-23070-1630-1290-4675-12777-24067-4788,7623-11975-2198-747-3699-7953-9019-3063,4226-13930-1445-365-2671-8805-6636-1950,hard
