delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
10014-1904-103571-1066876-763165-326560-1044938-124843,30289-7836-94782-62018-821676-23388-33221-72407,19959-9886-2590-8669-149564-16565-16678-9905,4204-1066-7810-44041-100872-15559-6676-7017,4302-8348-9497-17099-137121-3237-3299-1765,9352-4287-2754-28814-69236-7246-2057-4113,1441-4245-4224-10606-61349-2432-2654-1390,2400-1502-2919-2649-28108-2655-6330-1205,easy
1904-103571-1066876-763165-326560-1044938-124843-9577,7836-94782-62018-821676-23388-33221-72407-6882,9886-2590-8669-149564-16565-16678-9905-5397,1066-7810-44041-100872-15559-6676-7017-2780,8348-9497-17099-137121-3237-3299-1765-1361,4287-2754-28814-69236-7246-2057-4113-1870,4245-4224-10606-61349-2432-2654-1390-936,1502-2919-2649-28108-2655-6330-1205-1949,easy
103571-1066876-763165-326560-1044938-124843-9577-1015,94782-62018-821676-23388-33221-72407-6882-10432,2590-8669-149564-16565-16678-9905-5397-7969,7810-44041-100872-15559-6676-7017-2780-4827,9497-17099-137121-3237-3299-1765-1361-5357,2754-28814-69236-7246-2057-4113-1870-5765,4224-10606-61349-2432-2654-1390-936-2847,2919-2649-28108-2655-6330-1205-1949-3949,easy
1066876-763165-326560-1044938-124843-9577-1015-10362,62018-821676-23388-33221-72407-6882-10432-24794,8669-149564-16565-16678-9905-5397-7969-7334,44041-100872-15559-6676-7017-2780-4827-4043,17099-137121-3237-3299-1765-1361-5357-2017,28814-69236-7246-2057-4113-1870-5765-2303,10606-61349-2432-2654-1390-936-2847-1273,2649-28108-2655-6330-1205-1949-3949-846,easy
763165-326560-1044938-124843-9577-1015-10362-21447,821676-23388-33221-72407-6882-10432-24794-15503,149564-16565-16678-9905-5397-7969-7334-2404,100872-15559-6676-7017-2780-4827-4043-5900,137121-3237-3299-1765-1361-5357-2017-3707,69236-7246-2057-4113-1870-5765-2303-8133,61349-2432-2654-1390-936-2847-1273-11464,28108-2655-6330-1205-1949-3949-846-4649,easy
326560-1044938-124843-9577-1015-10362-21447-84489,23388-33221-72407-6882-10432-24794-15503-43364,16565-16678-9905-5397-7969-7334-2404-11726,15559-6676-7017-2780-4827-4043-5900-4628,3237-3299-1765-1361-5357-2017-3707-5646,7246-2057-4113-1870-5765-2303-8133-3135,2432-2654-1390-936-2847-1273-11464-5988,2655-6330-1205-1949-3949-846-4649-1170,easy
1044938-124843-9577-1015-10362-21447-84489-135057,33221-72407-6882-10432-24794-15503-43364-38703,16678-9905-5397-7969-7334-2404-11726-1974,6676-7017-2780-4827-4043-5900-4628-1906,3299-1765-1361-5357-2017-3707-5646-5522,2057-4113-1870-5765-2303-8133-3135-2084,2654-1390-936-2847-1273-11464-5988-2307,6330-1205-1949-3949-846-4649-1170-1263,easy
124843-9577-1015-10362-21447-84489-135057-157477,72407-6882-10432-24794-15503-43364-38703-74696,9905-5397-7969-7334-2404-11726-1974-1833,7017-2780-4827-4043-5900-4628-1906-3639,1765-1361-5357-2017-3707-5646-5522-7132,4113-1870-5765-2303-8133-3135-2084-8053,1390-936-2847-1273-11464-5988-2307-5870,1205-1949-3949-846-4649-1170-1263-4974,easy
9577-1015-10362-21447-84489-135057-157477-132187,6882-10432-24794-15503-43364-38703-74696-36495,5397-7969-7334-2404-11726-1974-1833-3579,2780-4827-4043-5900-4628-1906-3639-2124,1361-5357-2017-3707-5646-5522-7132-941,1870-5765-2303-8133-3135-2084-8053-2525,936-2847-1273-11464-5988-2307-5870-3680,1949-3949-846-4649-1170-1263-4974-1780,easy
1015-10362-21447-84489-135057-157477-132187-62377,10432-24794-15503-43364-38703-74696-36495-29420,7969-7334-2404-11726-1974-1833-3579-5605,4827-4043-5900-4628-1906-3639-2124-2484,5357-2017-3707-5646-5522-7132-941-4140,5765-2303-8133-3135-2084-8053-2525-3556,2847-1273-11464-5988-2307-5870-3680-1400,3949-846-4649-1170-1263-4974-1780-1855,easy
10362-21447-84489-135057-157477-132187-62377-189731,24794-15503-43364-38703-74696-36495-29420-64225,7334-2404-11726-1974-1833-3579-5605-951,4043-5900-4628-1906-3639-2124-2484-2325,2017-3707-5646-5522-7132-941-4140-1744,2303-8133-3135-2084-8053-2525-3556-1294,1273-11464-5988-2307-5870-3680-1400-872,846-4649-1170-1263-4974-1780-1855-1084,easy
21447-84489-135057-157477-132187-62377-189731-23857,15503-43364-38703-74696-36495-29420-64225-8075,2404-11726-1974-1833-3579-5605-951-791,5900-4628-1906-3639-2124-2484-2325-2030,3707-5646-5522-7132-941-4140-1744-983,8133-3135-2084-8053-2525-3556-1294-1443,11464-5988-2307-5870-3680-1400-872-831,4649-1170-1263-4974-1780-1855-1084-1147,easy
84489-135057-157477-132187-62377-189731-23857-497209,43364-38703-74696-36495-29420-64225-8075-54097,11726-1974-1833-3579-5605-951-791-14144,4628-1906-3639-2124-2484-2325-2030-4296,5646-5522-7132-941-4140-1744-983-9253,3135-2084-8053-2525-3556-1294-1443-6211,5988-2307-5870-3680-1400-872-831-4873,1170-1263-4974-1780-1855-1084-1147-7006,easy
135057-157477-132187-62377-189731-23857-497209-84170,38703-74696-36495-29420-64225-8075-54097-3098,1974-1833-3579-5605-951-791-14144-4142,1906-3639-2124-2484-2325-2030-4296-2913,5522-7132-941-4140-1744-983-9253-4041,2084-8053-2525-3556-1294-1443-6211-3732,2307-5870-3680-1400-872-831-4873-2012,1263-4974-1780-1855-1084-1147-7006-557,easy
157477-132187-62377-189731-23857-497209-84170-2089687,74696-36495-29420-64225-8075-54097-3098-2684626,1833-3579-5605-951-791-14144-4142-325424,3639-2124-2484-2325-2030-4296-2913-279651,7132-941-4140-1744-983-9253-4041-24931,8053-2525-3556-1294-1443-6211-3732-191205,5870-3680-1400-872-831-4873-2012-79888,4974-1780-1855-1084-1147-7006-557-58564,easy
132187-62377-189731-23857-497209-84170-2089687-1655097,36495-29420-64225-8075-54097-3098-2684626-124485,3579-5605-951-791-14144-4142-325424-40284,2124-2484-2325-2030-4296-2913-279651-6126,941-4140-1744-983-9253-4041-24931-26314,2525-3556-1294-1443-6211-3732-191205-28465,3680-1400-872-831-4873-2012-79888-44024,1780-1855-1084-1147-7006-557-58564-23210,easy
62377-189731-23857-497209-84170-2089687-1655097-629380,29420-64225-8075-54097-3098-2684626-124485-306092,5605-951-791-14144-4142-325424-40284-49378,2484-2325-2030-4296-2913-279651-6126-22011,4140-1744-983-9253-4041-24931-26314-26492,3556-1294-1443-6211-3732-191205-28465-92087,1400-872-831-4873-2012-79888-44024-33308,1855-1084-1147-7006-557-58564-23210-19425,easy
189731-23857-497209-84170-2089687-1655097-629380-453982,64225-8075-54097-3098-2684626-124485-306092-341334,951-791-14144-4142-325424-40284-49378-24885,2325-2030-4296-2913-279651-6126-22011-29729,1744-983-9253-4041-24931-26314-26492-42185,1294-1443-6211-3732-191205-28465-92087-42426,872-831-4873-2012-79888-44024-33308-28028,1084-1147-7006-557-58564-23210-19425-20419,easy
23857-497209-84170-2089687-1655097-629380-453982-781574,8075-54097-3098-2684626-124485-306092-341334-74741,791-14144-4142-325424-40284-49378-24885-10338,2030-4296-2913-279651-6126-22011-29729-64357,983-9253-4041-24931-26314-26492-42185-68509,1443-6211-3732-191205-28465-92087-42426-76188,831-4873-2012-79888-44024-33308-28028-137724,1147-7006-557-58564-23210-19425-20419-25156,easy
497209-84170-2089687-1655097-629380-453982-781574-2046269,54097-3098-2684626-124485-306092-341334-74741-102660,14144-4142-325424-40284-49378-24885-10338-295575,4296-2913-279651-6126-22011-29729-64357-152450,9253-4041-24931-26314-26492-42185-68509-132016,6211-3732-191205-28465-92087-42426-76188-80404,4873-2012-79888-44024-33308-28028-137724-42381,7006-557-58564-23210-19425-20419-25156-44989,easy
84170-2089687-1655097-629380-453982-781574-2046269-636742,3098-2684626-124485-306092-341334-74741-102660-72484,4142-325424-40284-49378-24885-10338-295575-22525,2913-279651-6126-22011-29729-64357-152450-12512,4041-24931-26314-26492-42185-68509-132016-4409,3732-191205-28465-92087-42426-76188-80404-19044,2012-79888-44024-33308-28028-137724-42381-19089,557-58564-23210-19425-20419-25156-44989-5596,easy
2089687-1655097-629380-453982-781574-2046269-636742-207805,2684626-124485-306092-341334-74741-102660-72484-75828,325424-40284-49378-24885-10338-295575-22525-8036,279651-6126-22011-29729-64357-152450-12512-70813,24931-26314-26492-42185-68509-132016-4409-40966,191205-28465-92087-42426-76188-80404-19044-38510,79888-44024-33308-28028-137724-42381-19089-15532,58564-23210-19425-20419-25156-44989-5596-19512,easy
1655097-629380-453982-781574-2046269-636742-207805-8374,124485-306092-341334-74741-102660-72484-75828-13848,40284-49378-24885-10338-295575-22525-8036-21103,6126-22011-29729-64357-152450-12512-70813-5513,26314-26492-42185-68509-132016-4409-40966-24301,28465-92087-42426-76188-80404-19044-38510-13309,44024-33308-28028-137724-42381-19089-15532-15749,23210-19425-20419-25156-44989-5596-19512-3829,easy
629380-453982-781574-2046269-636742-207805-8374-195178,306092-341334-74741-102660-72484-75828-13848-30171,49378-24885-10338-295575-22525-8036-21103-3524,22011-29729-64357-152450-12512-70813-5513-5119,26492-42185-68509-132016-4409-40966-24301-10663,92087-42426-76188-80404-19044-38510-13309-4888,33308-28028-137724-42381-19089-15532-15749-2401,19425-20419-25156-44989-5596-19512-3829-1670,easy
453982-781574-2046269-636742-207805-8374-195178-1278795,341334-74741-102660-72484-75828-13848-30171-547980,24885-10338-295575-22525-8036-21103-3524-27043,29729-64357-152450-12512-70813-5513-5119-51603,42185-68509-132016-4409-40966-24301-10663-97344,42426-76188-80404-19044-38510-13309-4888-80827,28028-137724-42381-19089-15532-15749-2401-59755,20419-25156-44989-5596-19512-3829-1670-47836,easy
781574-2046269-636742-207805-8374-195178-1278795-234047,74741-102660-72484-75828-13848-30171-547980-147949,10338-295575-22525-8036-21103-3524-27043-3400,64357-152450-12512-70813-5513-5119-51603-4178,68509-132016-4409-40966-24301-10663-97344-10566,76188-80404-19044-38510-13309-4888-80827-25803,137724-42381-19089-15532-15749-2401-59755-16456,25156-44989-5596-19512-3829-1670-47836-7648,easy
2046269-636742-207805-8374-195178-1278795-234047-743295,102660-72484-75828-13848-30171-547980-147949-476820,295575-22525-8036-21103-3524-27043-3400-36750,152450-12512-70813-5513-5119-51603-4178-41006,132016-4409-40966-24301-10663-97344-10566-42315,80404-19044-38510-13309-4888-80827-25803-35881,42381-19089-15532-15749-2401-59755-16456-13587,44989-5596-19512-3829-1670-47836-7648-41437,easy
636742-207805-8374-195178-1278795-234047-743295-26911,72484-75828-13848-30171-547980-147949-476820-4000,22525-8036-21103-3524-27043-3400-36750-3084,12512-70813-5513-5119-51603-4178-41006-1988,4409-40966-24301-10663-97344-10566-42315-1064,19044-38510-13309-4888-80827-25803-35881-1209,19089-15532-15749-2401-59755-16456-13587-826,5596-19512-3829-1670-47836-7648-41437-653,easy
207805-8374-195178-1278795-234047-743295-26911-12231,75828-13848-30171-547980-147949-476820-4000-11300,8036-21103-3524-27043-3400-36750-3084-12038,70813-5513-5119-51603-4178-41006-1988-5729,40966-24301-10663-97344-10566-42315-1064-4745,38510-13309-4888-80827-25803-35881-1209-1106,15532-15749-2401-59755-16456-13587-826-948,19512-3829-1670-47836-7648-41437-653-2615,easy
8374-195178-1278795-234047-743295-26911-12231-2941,13848-30171-547980-147949-476820-4000-11300-36485,21103-3524-27043-3400-36750-3084-12038-182,5513-5119-51603-4178-41006-1988-5729-10607,24301-10663-97344-10566-42315-1064-4745-3646,13309-4888-80827-25803-35881-1209-1106-5809,15749-2401-59755-16456-13587-826-948-9938,3829-1670-47836-7648-41437-653-2615-8389,easy
195178-1278795-234047-743295-26911-12231-2941-52199,30171-547980-147949-476820-4000-11300-36485-23943,3524-27043-3400-36750-3084-12038-182-864,5119-51603-4178-41006-1988-5729-10607-1244,10663-97344-10566-42315-1064-4745-3646-957,4888-80827-25803-35881-1209-1106-5809-2493,2401-59755-16456-13587-826-948-9938-577,1670-47836-7648-41437-653-2615-8389-729,easy
1278795-234047-743295-26911-12231-2941-52199-253834,547980-147949-476820-4000-11300-36485-23943-41985,27043-3400-36750-3084-12038-182-864-2746,51603-4178-41006-1988-5729-10607-1244-2017,97344-10566-42315-1064-4745-3646-957-1142,80827-25803-35881-1209-1106-5809-2493-2062,59755-16456-13587-826-948-9938-577-867,47836-7648-41437-653-2615-8389-729-821,easy
234047-743295-26911-12231-2941-52199-253834-5244,147949-476820-4000-11300-36485-23943-41985-2070,3400-36750-3084-12038-182-864-2746-2606,4178-41006-1988-5729-10607-1244-2017-2392,10566-42315-1064-4745-3646-957-1142-1540,25803-35881-1209-1106-5809-2493-2062-3626,16456-13587-826-948-9938-577-867-1450,7648-41437-653-2615-8389-729-821-1107,hard
743295-26911-12231-2941-52199-253834-5244-168638,476820-4000-11300-36485-23943-41985-2070-26358,36750-3084-12038-182-864-2746-2606-9017,41006-1988-5729-10607-1244-2017-2392-1563,42315-1064-4745-3646-957-1142-1540-5758,35881-1209-1106-5809-2493-2062-3626-2342,13587-826-948-9938-577-867-1450-4009,41437-653-2615-8389-729-821-1107-1060,easy
26911-12231-2941-52199-253834-5244-168638-20657,4000-11300-36485-23943-41985-2070-26358-341,3084-12038-182-864-2746-2606-9017-2656,1988-5729-10607-1244-2017-2392-1563-2443,1064-4745-3646-957-1142-1540-5758-718,1209-1106-5809-2493-2062-3626-2342-5362,826-948-9938-577-867-1450-4009-1590,653-2615-8389-729-821-1107-1060-1128,easy
12231-2941-52199-253834-5244-168638-20657-386637,11300-36485-23943-41985-2070-26358-341-21178,12038-182-864-2746-2606-9017-2656-10381,5729-10607-1244-2017-2392-1563-2443-4303,4745-3646-957-1142-1540-5758-718-2313,1106-5809-2493-2062-3626-2342-5362-2491,948-9938-577-867-1450-4009-1590-2362,2615-8389-729-821-1107-1060-1128-1654,easy
2941-52199-253834-5244-168638-20657-386637-6968,36485-23943-41985-2070-26358-341-21178-2043,182-864-2746-2606-9017-2656-10381-524,10607-1244-2017-2392-1563-2443-4303-6707,3646-957-1142-1540-5758-718-2313-985,5809-2493-2062-3626-2342-5362-2491-3589,9938-577-867-1450-4009-1590-2362-3406,8389-729-821-1107-1060-1128-1654-1633,easy
52199-253834-5244-168638-20657-386637-6968-283865,23943-41985-2070-26358-341-21178-2043-13698,864-2746-2606-9017-2656-10381-524-1665,1244-2017-2392-1563-2443-4303-6707-739,957-1142-1540-5758-718-2313-985-1425,2493-2062-3626-2342-5362-2491-3589-3655,577-867-1450-4009-1590-2362-3406-1196,729-821-1107-1060-1128-1654-1633-635,easy
253834-5244-168638-20657-386637-6968-283865-24352,41985-2070-26358-341-21178-2043-13698-35436,2746-2606-9017-2656-10381-524-1665-3224,2017-2392-1563-2443-4303-6707-739-6949,1142-1540-5758-718-2313-985-1425-2758,2062-3626-2342-5362-2491-3589-3655-1886,867-1450-4009-1590-2362-3406-1196-1322,821-1107-1060-1128-1654-1633-635-466,hard
5244-168638-20657-386637-6968-283865-24352-188071,2070-26358-341-21178-2043-13698-35436-21662,2606-9017-2656-10381-524-1665-3224-959,2392-1563-2443-4303-6707-739-6949-1565,1540-5758-718-2313-985-1425-2758-1346,3626-2342-5362-2491-3589-3655-1886-1947,1450-4009-1590-2362-3406-1196-1322-1596,1107-1060-1128-1654-1633-635-466-1339,easy
168638-20657-386637-6968-283865-24352-188071-58804,26358-341-21178-2043-13698-35436-21662-28110,9017-2656-10381-524-1665-3224-959-6239,1563-2443-4303-6707-739-6949-1565-3580,5758-718-2313-985-1425-2758-1346-2641,2342-5362-2491-3589-3655-1886-1947-2965,4009-1590-2362-3406-1196-1322-1596-1307,1060-1128-1654-1633-635-466-1339-1580,easy
20657-386637-6968-283865-24352-188071-58804-435737,341-21178-2043-13698-35436-21662-28110-163268,2656-10381-524-1665-3224-959-6239-39550,2443-4303-6707-739-6949-1565-3580-41477,718-2313-985-1425-2758-1346-2641-10629,5362-2491-3589-3655-1886-1947-2965-8478,1590-2362-3406-1196-1322-1596-1307-3005,1128-1654-1633-635-466-1339-1580-5564,easy
386637-6968-283865-24352-188071-58804-435737-209298,21178-2043-13698-35436-21662-28110-163268-18099,10381-524-1665-3224-959-6239-39550-9017,4303-6707-739-6949-1565-3580-41477-4905,2313-985-1425-2758-1346-2641-10629-3759,2491-3589-3655-1886-1947-2965-8478-1354,2362-3406-1196-1322-1596-1307-3005-1903,1654-1633-635-466-1339-1580-5564-1119,easy
6968-283865-24352-188071-58804-435737-209298-7015,2043-13698-35436-21662-28110-163268-18099-2840,524-1665-3224-959-6239-39550-9017-1680,6707-739-6949-1565-3580-41477-4905-1042,985-1425-2758-1346-2641-10629-3759-5363,3589-3655-1886-1947-2965-8478-1354-3235,3406-1196-1322-1596-1307-3005-1903-1494,1633-635-466-1339-1580-5564-1119-1462,hard
283865-24352-188071-58804-435737-209298-7015-176294,13698-35436-21662-28110-163268-18099-2840-40415,1665-3224-959-6239-39550-9017-1680-1817,739-6949-1565-3580-41477-4905-1042-2383,1425-2758-1346-2641-10629-3759-5363-1053,3655-1886-1947-2965-8478-1354-3235-2204,1196-1322-1596-1307-3005-1903-1494-2009,635-466-1339-1580-5564-1119-1462-980,easy
24352-188071-58804-435737-209298-7015-176294-10005,35436-21662-28110-163268-18099-2840-40415-8175,3224-959-6239-39550-9017-1680-1817-16641,6949-1565-3580-41477-4905-1042-2383-1963,2758-1346-2641-10629-3759-5363-1053-4203,1886-1947-2965-8478-1354-3235-2204-7450,1322-1596-1307-3005-1903-1494-2009-3012,466-1339-1580-5564-1119-1462-980-6040,hard
188071-58804-435737-209298-7015-176294-10005-40103,21662-28110-163268-18099-2840-40415-8175-9788,959-6239-39550-9017-1680-1817-16641-1952,1565-3580-41477-4905-1042-2383-1963-3766,1346-2641-10629-3759-5363-1053-4203-1739,1947-2965-8478-1354-3235-2204-7450-4439,1596-1307-3005-1903-1494-2009-3012-1886,1339-1580-5564-1119-1462-980-6040-980,easy
58804-435737-209298-7015-176294-10005-40103-9711,28110-163268-18099-2840-40415-8175-9788-3524,6239-39550-9017-1680-1817-16641-1952-3549,3580-41477-4905-1042-2383-1963-3766-10155,2641-10629-3759-5363-1053-4203-1739-4733,2965-8478-1354-3235-2204-7450-4439-13838,1307-3005-1903-1494-2009-3012-1886-6237,1580-5564-1119-1462-980-6040-980-2851,hard
435737-209298-7015-176294-10005-40103-9711-38573,163268-18099-2840-40415-8175-9788-3524-45777,39550-9017-1680-1817-16641-1952-3549-4370,41477-4905-1042-2383-1963-3766-10155-1667,10629-3759-5363-1053-4203-1739-4733-2019,8478-1354-3235-2204-7450-4439-13838-4214,3005-1903-1494-2009-3012-1886-6237-645,5564-1119-1462-980-6040-980-2851-1086,hard
209298-7015-176294-10005-40103-9711-38573-4308,18099-2840-40415-8175-9788-3524-45777-10120,9017-1680-1817-16641-1952-3549-4370-3218,4905-1042-2383-1963-3766-10155-1667-10750,3759-5363-1053-4203-1739-4733-2019-2621,1354-3235-2204-7450-4439-13838-4214-11127,1903-1494-2009-3012-1886-6237-645-3862,1119-1462-980-6040-980-2851-1086-4249,hard
7015-176294-10005-40103-9711-38573-4308-33997,2840-40415-8175-9788-3524-45777-10120-9291,1680-1817-16641-1952-3549-4370-3218-812,1042-2383-1963-3766-10155-1667-10750-2869,5363-1053-4203-1739-4733-2019-2621-2356,3235-2204-7450-4439-13838-4214-11127-2012,1494-2009-3012-1886-6237-645-3862-1875,1462-980-6040-980-2851-1086-4249-665,easy
176294-10005-40103-9711-38573-4308-33997-8057,40415-8175-9788-3524-45777-10120-9291-18439,1817-16641-1952-3549-4370-3218-812-3355,2383-1963-3766-10155-1667-10750-2869-9728,1053-4203-1739-4733-2019-2621-2356-7916,2204-7450-4439-13838-4214-11127-2012-7039,2009-3012-1886-6237-645-3862-1875-4886,980-6040-980-2851-1086-4249-665-4067,easy
10005-40103-9711-38573-4308-33997-8057-188541,8175-9788-3524-45777-10120-9291-18439-62630,16641-1952-3549-4370-3218-812-3355-3880,1963-3766-10155-1667-10750-2869-9728-5550,4203-1739-4733-2019-2621-2356-7916-1822,7450-4439-13838-4214-11127-2012-7039-3063,3012-1886-6237-645-3862-1875-4886-1911,6040-980-2851-1086-4249-665-4067-824,easy
40103-9711-38573-4308-33997-8057-188541-47192,9788-3524-45777-10120-9291-18439-62630-24743,1952-3549-4370-3218-812-3355-3880-2664,3766-10155-1667-10750-2869-9728-5550-5681,1739-4733-2019-2621-2356-7916-1822-1334,4439-13838-4214-11127-2012-7039-3063-2087,1886-6237-645-3862-1875-4886-1911-1387,980-2851-1086-4249-665-4067-824-1325,easy
9711-38573-4308-33997-8057-188541-47192-295068,3524-45777-10120-9291-18439-62630-24743-136680,3549-4370-3218-812-3355-3880-2664-55180,10155-1667-10750-2869-9728-5550-5681-68080,4733-2019-2621-2356-7916-1822-1334-21545,13838-4214-11127-2012-7039-3063-2087-11358,6237-645-3862-1875-4886-1911-1387-10243,2851-1086-4249-665-4067-824-1325-6850,easy
38573-4308-33997-8057-188541-47192-295068-132502,45777-10120-9291-18439-62630-24743-136680-11330,4370-3218-812-3355-3880-2664-55180-667,1667-10750-2869-9728-5550-5681-68080-1460,2019-2621-2356-7916-1822-1334-21545-960,4214-11127-2012-7039-3063-2087-11358-786,645-3862-1875-4886-1911-1387-10243-346,1086-4249-665-4067-824-1325-6850-372,easy
4308-33997-8057-188541-47192-295068-132502-190929,10120-9291-18439-62630-24743-136680-11330-23333,3218-812-3355-3880-2664-55180-667-3105,10750-2869-9728-5550-5681-68080-1460-3760,2621-2356-7916-1822-1334-21545-960-1693,11127-2012-7039-3063-2087-11358-786-2556,3862-1875-4886-1911-1387-10243-346-1379,4249-665-4067-824-1325-6850-372-1048,easy
33997-8057-188541-47192-295068-132502-190929-6076,9291-18439-62630-24743-136680-11330-23333-1686,812-3355-3880-2664-55180-667-3105-1704,2869-9728-5550-5681-68080-1460-3760-2463,2356-7916-1822-1334-21545-960-1693-1687,2012-7039-3063-2087-11358-786-2556-1796,1875-4886-1911-1387-10243-346-1379-795,665-4067-824-1325-6850-372-1048-590,easy
8057-188541-47192-295068-132502-190929-6076-255114,18439-62630-24743-136680-11330-23333-1686-34591,3355-3880-2664-55180-667-3105-1704-272,9728-5550-5681-68080-1460-3760-2463-1264,7916-1822-1334-21545-960-1693-1687-1835,7039-3063-2087-11358-786-2556-1796-3559,4886-1911-1387-10243-346-1379-795-2076,4067-824-1325-6850-372-1048-590-541,easy
188541-47192-295068-132502-190929-6076-255114-5791,62630-24743-136680-11330-23333-1686-34591-9391,3880-2664-55180-667-3105-1704-272-1620,5550-5681-68080-1460-3760-2463-1264-4337,1822-1334-21545-960-1693-1687-1835-6355,3063-2087-11358-786-2556-1796-3559-4355,1911-1387-10243-346-1379-795-2076-4413,824-1325-6850-372-1048-590-541-3403,hard
47192-295068-132502-190929-6076-255114-5791-17176,24743-136680-11330-23333-1686-34591-9391-7188,2664-55180-667-3105-1704-272-1620-222,5681-68080-1460-3760-2463-1264-4337-748,1334-21545-960-1693-1687-1835-6355-1323,2087-11358-786-2556-1796-3559-4355-1601,1387-10243-346-1379-795-2076-4413-2004,1325-6850-372-1048-590-541-3403-1437,hard
