194969-40148-6732-3992-5423-13310-44538-262620,31831-13603-7961-14150-10984-20279-12811-77386,13669-4463-4276-10324-7732-17561-8689-5349,5841-3339-82100-47587-60237-36078-13353-7182,1723-3094-5262-4498-8519-22182-6569-1454,3578-1825-4239-5310-12164-15447-8207-1601,1471-707-3324-2000-3695-2895-3602-1226,1728-1317-1194-3716-1861-3404-2252-690,easy,yes
62185-140170-6159-6790-2723-8595-71504-265985,4531-50931-9733-16013-14244-4513-27411-58851,912-4698-15620-77305-13784-8659-10134-3332,10215-1502-44575-84318-44969-62754-25469-22531,2089-2384-21204-19476-4348-2275-4287-893,2440-1811-4142-9982-8871-8866-10374-1410,3443-980-2977-3833-2832-3559-6808-1815,482-1096-4098-2607-1724-3568-5777-1146,easy,no
16456-117056-12970-1475-15219-9797-60465-74211,47293-72757-12081-4590-7983-2005-17319-8447,2568-26188-10119-4076-13121-770-8133-7065,3590-24335-18045-72965-51757-27904-13970-3006,10964-12215-2078-4529-6549-4867-5432-1895,9092-4205-11776-6770-5180-6437-13275-2756,11649-4827-3788-2240-2634-2771-14179-1260,2437-3559-2033-3747-1519-3362-2758-1189,easy,no
59068-1240274-1240274-148108-9204-556628-556628-103278,68104-417811-417811-30916-14426-85814-85814-24003,11153-37087-37087-3880-4002-7512-7512-2208,1152-11301-11301-5080-2265-4408-4408-462,4198-17831-17831-3339-2115-10107-10107-1039,1646-10301-10301-1294-5368-4280-4280-1838,1562-6822-6822-525-631-6015-6015-1480,1006-3136-3136-1391-817-2964-2964-504,difficult,no
103939-1103926-275584-2547042-16109-29454-187788-6336,18884-57721-137306-30774-4777-55702-108342-5116,3984-6835-19266-4307-2261-3090-38897-6231,3416-12422-11628-8927-6289-3948-15692-5098,3890-12592-7241-8080-4125-1953-16939-2505,3177-5388-5498-8989-8398-1643-9849-9311,1070-3448-4408-4823-14391-1473-7938-3575,784-2377-1000-2292-4026-990-11331-5753,difficult,no
36529-110116-5765-3024-2474-65027-2376338-972309,12709-13981-18199-10746-8303-32825-262046-37503,6046-29970-13712-12058-3515-11808-95853-10279,40346-30974-63113-125663-67008-7565-23144-14283,23555-30822-8957-8000-6808-5859-34710-6088,23303-13135-6643-8985-6067-3319-18894-5423,3010-10521-10127-16538-3577-2538-11002-5390,6219-11755-4626-4787-1566-1028-12405-1133,easy,yes
444543-107745-1327163-4581-8252-10429-209464-60993,19987-18828-116018-7645-18110-26182-27340-7804,4119-3802-38570-37230-33435-16091-25770-1763,4519-16584-45131-29123-30063-36901-18100-823,7884-4345-11014-45070-4117-11455-2796-391,2491-4450-21315-21826-14343-13587-9942-269,2041-2981-15187-5410-5076-7526-6829-339,3164-2859-22230-15147-10162-1900-5535-162,difficult,yes
33695-908287-46224-3641-7161-52412-64373-80043,18743-32530-13136-27654-12174-50035-59586-18016,2232-5431-31585-53403-7715-25953-11011-1120,3940-1064-78270-60542-39930-32917-17580-1476,1231-2175-15439-30186-11771-12683-14759-645,905-1225-40556-15269-14135-6701-2535-1532,956-2200-12056-12370-10760-7651-3131-394,276-1350-2731-6443-4115-3384-1153-470,easy,no
83178-2081395-191909-431381-36591-8437-260303-219384,27455-60621-130600-47120-2297-6502-41941-77780,14323-8710-3353-3669-3204-709-3506-1866,6016-9342-57066-2478-2323-1124-7639-605,2471-50796-9986-3116-1899-1836-2102-384,3319-24947-9884-1844-2530-1389-1422-425,4463-5352-4908-1534-798-1423-1437-338,2104-4267-5347-1001-1037-492-729-191,difficult,yes
37224-138339-622127-310093-14685-1699-97365-145411,27448-22396-8998-61679-6281-9634-61388-43614,13819-4637-4451-4365-2430-3024-10002-4027,3539-8014-7779-1030-697-3359-3778-7871,4499-2431-1515-1492-2541-3004-3045-3618,3338-2649-1232-1879-1652-12027-3090-3824,3448-2504-1249-1587-779-5265-1284-855,1461-601-482-1059-729-4209-716-656,easy,no
1039505-239886-5670-7819-1531-4894-6317-83019,46871-64632-3225-25528-5697-7407-7356-114374,27407-7178-3131-38874-21082-18521-6200-4377,29103-5050-20746-161930-45178-37707-37058-6268,6483-2689-2239-4568-4016-1290-8290-3928,6368-12268-5184-7175-7013-7118-24630-994,11479-1711-2687-3882-7480-3004-3076-1328,4210-3282-6053-2408-2995-4469-2100-646,easy,no
7233-272345-2277-7223-3884-2218-13485-554135,9417-110908-18430-11291-4431-18873-4271-84173,2818-21621-11849-1821-12437-21887-12674-4091,3267-13892-22686-70511-30190-72032-30994-4525,3122-4488-10280-7812-7464-6516-5242-3510,10246-11529-10289-13784-4910-13090-7600-2207,8633-3951-2279-2835-4578-3174-5970-850,3211-12167-1207-1901-4027-2231-2317-833,difficult,yes
1612327-1337136-505086-18304-4539-37805-20774-159414,98775-115817-19703-14998-7668-124953-6527-44671,18120-26263-7205-14873-3739-34252-1654-9796,17268-28930-19954-60265-17330-49462-426-4749,32157-40260-6740-42166-9408-9616-2225-4523,14818-23422-7358-13645-6773-2911-3037-3156,11988-12002-1369-7046-3834-3313-883-2949,15402-11614-1634-7619-1286-2551-331-1505,easy,yes
180924-561821-713431-1591288-3408-1405-67575-57163,41926-53075-44558-462765-2788-14676-43518-19355,6406-19987-2522-19648-2044-1753-4406-5595,4662-41333-29308-24602-4295-5177-1162-4100,3130-14745-15229-22867-1266-5397-1275-251,5303-15024-12636-34995-2516-10391-1906-4472,1315-11612-13336-21012-1208-5320-1130-3104,1628-12226-8038-22280-1503-5378-1218-1278,difficult,no
422345-192913-826805-900586-14946-16704-187878-264679,23148-9780-87774-104923-6952-23916-12938-18603,7240-6547-21015-10090-10653-2313-3797-6460,5280-3108-11377-2351-2768-9371-6888-2048,4679-1770-14595-1099-4494-6760-5959-1864,2869-3573-12535-2061-4365-5216-2351-1758,1917-1062-5589-2231-4342-2679-1506-1004,1487-1281-7843-1253-2030-4496-1025-234,easy,yes
112757-608107-288570-53118-1783858-65137-5228-427456,87478-58662-23465-26883-103314-21390-8246-58324,12206-5599-1084-4245-32408-17286-2333-14148,7074-7393-1448-202-7782-5643-1032-13603,5753-5745-2521-601-10809-2770-602-6122,1619-3058-1127-261-5484-1992-1072-13487,1339-966-715-279-4664-1083-827-3832,1304-705-481-85-3811-731-400-2133,difficult,yes
87087-94359-148387-1169965-18933-4139-784094-288877,27600-9449-15520-49424-19374-10101-250383-28887,5433-3395-15014-7900-1573-2676-7051-4315,10225-3925-16223-4820-2949-7142-21342-1441,4665-819-1319-2744-3197-4417-29902-1475,1482-345-3516-979-6258-4526-13599-972,1161-421-604-1104-2650-1125-5998-343,1121-174-998-502-1903-1587-4219-293,difficult,no
34343-674633-21282-11268-736619-10993-17806-51135,23518-30295-15133-13898-248824-5015-30254-41187,5471-4172-14590-30469-10385-3945-12166-12129,1828-2882-4801-82691-20088-2313-15483-1583,2293-7202-1803-1561-3559-297-5195-2495,2415-3202-4506-4857-8229-558-5466-1423,763-753-2730-1436-2352-623-2145-405,704-894-4413-1294-2555-659-1636-209,difficult,no
20830-701734-94856-66301-7533-6164-34626-39766,24050-165689-63351-23889-814-11498-11952-8729,13809-9429-20738-11790-23913-4242-6511-634,6073-71520-20009-61359-48485-39951-16682-752,3509-7395-12219-64943-8414-7052-13922-862,8765-16107-9780-15494-6430-5662-7512-953,3435-7317-11820-8935-3369-3111-1649-281,2332-6530-6976-4904-1198-2074-3151-259,difficult,no
525045-269812-1829891-60532-39980-541637-50623-87778,124720-178926-668295-47944-15165-45782-19908-33658,77085-19993-215173-1905-2750-3601-5149-2384,64297-26582-370627-8149-39318-3303-256-5760,5595-16325-25875-1927-2161-1146-3142-3733,13322-12279-60851-1379-5647-2075-601-5013,36137-9018-151005-868-2813-1127-389-1646,8743-14939-127649-630-626-702-190-970,easy,yes
33584-283832-59111-8317-5769-2582-26984-109519,64406-69006-95770-10498-4193-3547-9003-53978,7215-3548-18551-4474-7933-26680-17486-2701,4012-2742-15290-55745-110629-80223-36788-2782,1882-1788-5708-11237-5953-1349-4029-1377,3195-4636-12967-3983-6645-10586-10303-1092,907-574-7817-2543-1719-2767-2533-872,278-1273-4737-3685-2642-1457-2053-545,easy,no
