delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
50645-166994-1119250-245627-290524-1664903-730754-243107,18350-94278-370040-147166-89397-147373-179862-66600,12629-25470-101243-12506-24664-57619-31146-60509,4914-3079-161577-24739-8457-2969-22331-112385,3398-14039-19546-19598-3352-25092-13042-48439,3887-6425-53309-14143-3958-28274-20359-38088,1206-2362-11137-10420-1689-7913-14013-11341,1581-2092-2666-2594-1281-6338-3380-6283,easy
166994-1119250-245627-290524-1664903-730754-243107-57914,94278-370040-147166-89397-147373-179862-66600-8614,25470-101243-12506-24664-57619-31146-60509-4523,3079-161577-24739-8457-2969-22331-112385-810,14039-19546-19598-3352-25092-13042-48439-3533,6425-53309-14143-3958-28274-20359-38088-855,2362-11137-10420-1689-7913-14013-11341-311,2092-2666-2594-1281-6338-3380-6283-455,easy
1119250-245627-290524-1664903-730754-243107-57914-69999,370040-147166-89397-147373-179862-66600-8614-30486,101243-12506-24664-57619-31146-60509-4523-2609,161577-24739-8457-2969-22331-112385-810-3906,19546-19598-3352-25092-13042-48439-3533-4494,53309-14143-3958-28274-20359-38088-855-944,11137-10420-1689-7913-14013-11341-311-1015,2666-2594-1281-6338-3380-6283-455-668,easy
245627-290524-1664903-730754-243107-57914-69999-1208384,147166-89397-147373-179862-66600-8614-30486-287383,12506-24664-57619-31146-60509-4523-2609-21599,24739-8457-2969-22331-112385-810-3906-13742,19598-3352-25092-13042-48439-3533-4494-28613,14143-3958-28274-20359-38088-855-944-116859,10420-1689-7913-14013-11341-311-1015-12905,2594-1281-6338-3380-6283-455-668-14361,easy
290524-1664903-730754-243107-57914-69999-1208384-2653345,89397-147373-179862-66600-8614-30486-287383-288655,24664-57619-31146-60509-4523-2609-21599-70896,8457-2969-22331-112385-810-3906-13742-15160,3352-25092-13042-48439-3533-4494-28613-9846,3958-28274-20359-38088-855-944-116859-12297,1689-7913-14013-11341-311-1015-12905-4908,1281-6338-3380-6283-455-668-14361-10269,easy
1664903-730754-243107-57914-69999-1208384-2653345-257316,147373-179862-66600-8614-30486-287383-288655-200318,57619-31146-60509-4523-2609-21599-70896-13675,2969-22331-112385-810-3906-13742-15160-8389,25092-13042-48439-3533-4494-28613-9846-10891,28274-20359-38088-855-944-116859-12297-5497,7913-14013-11341-311-1015-12905-4908-4249,6338-3380-6283-455-668-14361-10269-1660,easy
730754-243107-57914-69999-1208384-2653345-257316-556921,179862-66600-8614-30486-287383-288655-200318-44537,31146-60509-4523-2609-21599-70896-13675-6201,22331-112385-810-3906-13742-15160-8389-6398,13042-48439-3533-4494-28613-9846-10891-4573,20359-38088-855-944-116859-12297-5497-2664,14013-11341-311-1015-12905-4908-4249-789,3380-6283-455-668-14361-10269-1660-758,easy
243107-57914-69999-1208384-2653345-257316-556921-9927,66600-8614-30486-287383-288655-200318-44537-18985,60509-4523-2609-21599-70896-13675-6201-6739,112385-810-3906-13742-15160-8389-6398-9523,48439-3533-4494-28613-9846-10891-4573-9529,38088-855-944-116859-12297-5497-2664-16012,11341-311-1015-12905-4908-4249-789-13832,6283-455-668-14361-10269-1660-758-3880,easy
57914-69999-1208384-2653345-257316-556921-9927-36719,8614-30486-287383-288655-200318-44537-18985-7455,4523-2609-21599-70896-13675-6201-6739-934,810-3906-13742-15160-8389-6398-9523-686,3533-4494-28613-9846-10891-4573-9529-4875,855-944-116859-12297-5497-2664-16012-6972,311-1015-12905-4908-4249-789-13832-1382,455-668-14361-10269-1660-758-3880-2086,easy
69999-1208384-2653345-257316-556921-9927-36719-11916,30486-287383-288655-200318-44537-18985-7455-7451,2609-21599-70896-13675-6201-6739-934-14117,3906-13742-15160-8389-6398-9523-686-19100,4494-28613-9846-10891-4573-9529-4875-11564,944-116859-12297-5497-2664-16012-6972-18495,1015-12905-4908-4249-789-13832-1382-5249,668-14361-10269-1660-758-3880-2086-2555,easy
1208384-2653345-257316-556921-9927-36719-11916-87205,287383-288655-200318-44537-18985-7455-7451-92546,21599-70896-13675-6201-6739-934-14117-26271,13742-15160-8389-6398-9523-686-19100-9821,28613-9846-10891-4573-9529-4875-11564-7933,116859-12297-5497-2664-16012-6972-18495-8218,12905-4908-4249-789-13832-1382-5249-1538,14361-10269-1660-758-3880-2086-2555-1800,easy
2653345-257316-556921-9927-36719-11916-87205-1165227,288655-200318-44537-18985-7455-7451-92546-301535,70896-13675-6201-6739-934-14117-26271-6312,15160-8389-6398-9523-686-19100-9821-52751,9846-10891-4573-9529-4875-11564-7933-54494,12297-5497-2664-16012-6972-18495-8218-18021,4908-4249-789-13832-1382-5249-1538-5189,10269-1660-758-3880-2086-2555-1800-4709,easy
257316-556921-9927-36719-11916-87205-1165227-176317,200318-44537-18985-7455-7451-92546-301535-142830,13675-6201-6739-934-14117-26271-6312-4824,8389-6398-9523-686-19100-9821-52751-16839,10891-4573-9529-4875-11564-7933-54494-13108,5497-2664-16012-6972-18495-8218-18021-15357,4249-789-13832-1382-5249-1538-5189-2392,1660-758-3880-2086-2555-1800-4709-1216,easy
556921-9927-36719-11916-87205-1165227-176317-146862,44537-18985-7455-7451-92546-301535-142830-8161,6201-6739-934-14117-26271-6312-4824-5383,6398-9523-686-19100-9821-52751-16839-702,4573-9529-4875-11564-7933-54494-13108-1386,2664-16012-6972-18495-8218-18021-15357-752,789-13832-1382-5249-1538-5189-2392-477,758-3880-2086-2555-1800-4709-1216-258,easy
9927-36719-11916-87205-1165227-176317-146862-71357,18985-7455-7451-92546-301535-142830-8161-100640,6739-934-14117-26271-6312-4824-5383-1075,9523-686-19100-9821-52751-16839-702-785,9529-4875-11564-7933-54494-13108-1386-4280,16012-6972-18495-8218-18021-15357-752-6119,13832-1382-5249-1538-5189-2392-477-6864,3880-2086-2555-1800-4709-1216-258-1367,easy
36719-11916-87205-1165227-176317-146862-71357-311758,7455-7451-92546-301535-142830-8161-100640-46123,934-14117-26271-6312-4824-5383-1075-9471,686-19100-9821-52751-16839-702-785-5913,4875-11564-7933-54494-13108-1386-4280-3730,6972-18495-8218-18021-15357-752-6119-2376,1382-5249-1538-5189-2392-477-6864-1086,2086-2555-1800-4709-1216-258-1367-626,easy
11916-87205-1165227-176317-146862-71357-311758-434892,7451-92546-301535-142830-8161-100640-46123-62743,14117-26271-6312-4824-5383-1075-9471-9151,19100-9821-52751-16839-702-785-5913-3277,11564-7933-54494-13108-1386-4280-3730-10800,18495-8218-18021-15357-752-6119-2376-6675,5249-1538-5189-2392-477-6864-1086-1890,2555-1800-4709-1216-258-1367-626-2455,easy
87205-1165227-176317-146862-71357-311758-434892-557582,92546-301535-142830-8161-100640-46123-62743-142564,26271-6312-4824-5383-1075-9471-9151-10913,9821-52751-16839-702-785-5913-3277-5229,7933-54494-13108-1386-4280-3730-10800-4454,8218-18021-15357-752-6119-2376-6675-4280,1538-5189-2392-477-6864-1086-1890-3862,1800-4709-1216-258-1367-626-2455-2539,easy
1165227-176317-146862-71357-311758-434892-557582-56784,301535-142830-8161-100640-46123-62743-142564-16687,6312-4824-5383-1075-9471-9151-10913-3062,52751-16839-702-785-5913-3277-5229-17787,54494-13108-1386-4280-3730-10800-4454-11907,18021-15357-752-6119-2376-6675-4280-14603,5189-2392-477-6864-1086-1890-3862-2786,4709-1216-258-1367-626-2455-2539-4161,easy
176317-146862-71357-311758-434892-557582-56784-638745,142830-8161-100640-46123-62743-142564-16687-92589,4824-5383-1075-9471-9151-10913-3062-71864,16839-702-785-5913-3277-5229-17787-9409,13108-1386-4280-3730-10800-4454-11907-8658,15357-752-6119-2376-6675-4280-14603-3836,2392-477-6864-1086-1890-3862-2786-3994,1216-258-1367-626-2455-2539-4161-4630,easy
146862-71357-311758-434892-557582-56784-638745-2476158,8161-100640-46123-62743-142564-16687-92589-705525,5383-1075-9471-9151-10913-3062-71864-34408,702-785-5913-3277-5229-17787-9409-37895,1386-4280-3730-10800-4454-11907-8658-26450,752-6119-2376-6675-4280-14603-3836-44128,477-6864-1086-1890-3862-2786-3994-13026,258-1367-626-2455-2539-4161-4630-14051,easy
71357-311758-434892-557582-56784-638745-2476158-54551,100640-46123-62743-142564-16687-92589-705525-27417,1075-9471-9151-10913-3062-71864-34408-20538,785-5913-3277-5229-17787-9409-37895-6096,4280-3730-10800-4454-11907-8658-26450-22348,6119-2376-6675-4280-14603-3836-44128-5854,6864-1086-1890-3862-2786-3994-13026-5520,1367-626-2455-2539-4161-4630-14051-2201,easy
311758-434892-557582-56784-638745-2476158-54551-1027997,46123-62743-142564-16687-92589-705525-27417-1388570,9471-9151-10913-3062-71864-34408-20538-21528,5913-3277-5229-17787-9409-37895-6096-43010,3730-10800-4454-11907-8658-26450-22348-61623,2376-6675-4280-14603-3836-44128-5854-42869,1086-1890-3862-2786-3994-13026-5520-16536,626-2455-2539-4161-4630-14051-2201-12720,easy
434892-557582-56784-638745-2476158-54551-1027997-1643935,62743-142564-16687-92589-705525-27417-1388570-114229,9151-10913-3062-71864-34408-20538-21528-52599,3277-5229-17787-9409-37895-6096-43010-15123,10800-4454-11907-8658-26450-22348-61623-14335,6675-4280-14603-3836-44128-5854-42869-25578,1890-3862-2786-3994-13026-5520-16536-27649,2455-2539-4161-4630-14051-2201-12720-8175,easy
557582-56784-638745-2476158-54551-1027997-1643935-474790,142564-16687-92589-705525-27417-1388570-114229-457573,10913-3062-71864-34408-20538-21528-52599-101883,5229-17787-9409-37895-6096-43010-15123-29200,4454-11907-8658-26450-22348-61623-14335-5828,4280-14603-3836-44128-5854-42869-25578-19391,3862-2786-3994-13026-5520-16536-27649-24044,2539-4161-4630-14051-2201-12720-8175-18390,easy
56784-638745-2476158-54551-1027997-1643935-474790-256785,16687-92589-705525-27417-1388570-114229-457573-28647,3062-71864-34408-20538-21528-52599-101883-4176,17787-9409-37895-6096-43010-15123-29200-1704,11907-8658-26450-22348-61623-14335-5828-7963,14603-3836-44128-5854-42869-25578-19391-16171,2786-3994-13026-5520-16536-27649-24044-25368,4161-4630-14051-2201-12720-8175-18390-7926,easy
638745-2476158-54551-1027997-1643935-474790-256785-1130206,92589-705525-27417-1388570-114229-457573-28647-275658,71864-34408-20538-21528-52599-101883-4176-88411,9409-37895-6096-43010-15123-29200-1704-90212,8658-26450-22348-61623-14335-5828-7963-25335,3836-44128-5854-42869-25578-19391-16171-35135,3994-13026-5520-16536-27649-24044-25368-22965,4630-14051-2201-12720-8175-18390-7926-11000,easy
2476158-54551-1027997-1643935-474790-256785-1130206-172300,705525-27417-1388570-114229-457573-28647-275658-96637,34408-20538-21528-52599-101883-4176-88411-7094,37895-6096-43010-15123-29200-1704-90212-5710,26450-22348-61623-14335-5828-7963-25335-6541,44128-5854-42869-25578-19391-16171-35135-8621,13026-5520-16536-27649-24044-25368-22965-3979,14051-2201-12720-8175-18390-7926-11000-4071,easy
54551-1027997-1643935-474790-256785-1130206-172300-66632,27417-1388570-114229-457573-28647-275658-96637-18145,20538-21528-52599-101883-4176-88411-7094-1586,6096-43010-15123-29200-1704-90212-5710-749,22348-61623-14335-5828-7963-25335-6541-1016,5854-42869-25578-19391-16171-35135-8621-1048,5520-16536-27649-24044-25368-22965-3979-1113,2201-12720-8175-18390-7926-11000-4071-1838,easy
1027997-1643935-474790-256785-1130206-172300-66632-136677,1388570-114229-457573-28647-275658-96637-18145-31262,21528-52599-101883-4176-88411-7094-1586-6196,43010-15123-29200-1704-90212-5710-749-7140,61623-14335-5828-7963-25335-6541-1016-5891,42869-25578-19391-16171-35135-8621-1048-7066,16536-27649-24044-25368-22965-3979-1113-1705,12720-8175-18390-7926-11000-4071-1838-5925,easy
1643935-474790-256785-1130206-172300-66632-136677-186630,114229-457573-28647-275658-96637-18145-31262-24102,52599-101883-4176-88411-7094-1586-6196-33152,15123-29200-1704-90212-5710-749-7140-807,14335-5828-7963-25335-6541-1016-5891-2358,25578-19391-16171-35135-8621-1048-7066-3895,27649-24044-25368-22965-3979-1113-1705-7599,8175-18390-7926-11000-4071-1838-5925-6306,easy
474790-256785-1130206-172300-66632-136677-186630-48015,457573-28647-275658-96637-18145-31262-24102-49171,101883-4176-88411-7094-1586-6196-33152-4325,29200-1704-90212-5710-749-7140-807-4088,5828-7963-25335-6541-1016-5891-2358-2038,19391-16171-35135-8621-1048-7066-3895-5077,24044-25368-22965-3979-1113-1705-7599-4439,18390-7926-11000-4071-1838-5925-6306-2027,easy
256785-1130206-172300-66632-136677-186630-48015-32228,28647-275658-96637-18145-31262-24102-49171-16545,4176-88411-7094-1586-6196-33152-4325-1963,1704-90212-5710-749-7140-807-4088-2816,7963-25335-6541-1016-5891-2358-2038-1279,16171-35135-8621-1048-7066-3895-5077-2902,25368-22965-3979-1113-1705-7599-4439-1478,7926-11000-4071-1838-5925-6306-2027-959,easy
1130206-172300-66632-136677-186630-48015-32228-33671,275658-96637-18145-31262-24102-49171-16545-53603,88411-7094-1586-6196-33152-4325-1963-13585,90212-5710-749-7140-807-4088-2816-5666,25335-6541-1016-5891-2358-2038-1279-6160,35135-8621-1048-7066-3895-5077-2902-3270,22965-3979-1113-1705-7599-4439-1478-2087,11000-4071-1838-5925-6306-2027-959-1350,easy
172300-66632-136677-186630-48015-32228-33671-358940,96637-18145-31262-24102-49171-16545-53603-97224,7094-1586-6196-33152-4325-1963-13585-20302,5710-749-7140-807-4088-2816-5666-5684,6541-1016-5891-2358-2038-1279-6160-16705,8621-1048-7066-3895-5077-2902-3270-12977,3979-1113-1705-7599-4439-1478-2087-7161,4071-1838-5925-6306-2027-959-1350-12468,easy
66632-136677-186630-48015-32228-33671-358940-329661,18145-31262-24102-49171-16545-53603-97224-207883,1586-6196-33152-4325-1963-13585-20302-18572,749-7140-807-4088-2816-5666-5684-12208,1016-5891-2358-2038-1279-6160-16705-2619,1048-7066-3895-5077-2902-3270-12977-17303,1113-1705-7599-4439-1478-2087-7161-6164,1838-5925-6306-2027-959-1350-12468-8374,easy
136677-186630-48015-32228-33671-358940-329661-1115463,31262-24102-49171-16545-53603-97224-207883-201381,6196-33152-4325-1963-13585-20302-18572-84861,7140-807-4088-2816-5666-5684-12208-34075,5891-2358-2038-1279-6160-16705-2619-24240,7066-3895-5077-2902-3270-12977-17303-19163,1705-7599-4439-1478-2087-7161-6164-10269,5925-6306-2027-959-1350-12468-8374-8701,easy
186630-48015-32228-33671-358940-329661-1115463-34823,24102-49171-16545-53603-97224-207883-201381-42365,33152-4325-1963-13585-20302-18572-84861-18531,807-4088-2816-5666-5684-12208-34075-10191,2358-2038-1279-6160-16705-2619-24240-5064,3895-5077-2902-3270-12977-17303-19163-3404,7599-4439-1478-2087-7161-6164-10269-4704,6306-2027-959-1350-12468-8374-8701-3213,easy
48015-32228-33671-358940-329661-1115463-34823-597210,49171-16545-53603-97224-207883-201381-42365-191193,4325-1963-13585-20302-18572-84861-18531-6329,4088-2816-5666-5684-12208-34075-10191-5412,2038-1279-6160-16705-2619-24240-5064-6078,5077-2902-3270-12977-17303-19163-3404-8101,4439-1478-2087-7161-6164-10269-4704-5134,2027-959-1350-12468-8374-8701-3213-3071,easy
32228-33671-358940-329661-1115463-34823-597210-1020527,16545-53603-97224-207883-201381-42365-191193-126980,1963-13585-20302-18572-84861-18531-6329-9987,2816-5666-5684-12208-34075-10191-5412-9226,1279-6160-16705-2619-24240-5064-6078-5461,2902-3270-12977-17303-19163-3404-8101-3874,1478-2087-7161-6164-10269-4704-5134-3283,959-1350-12468-8374-8701-3213-3071-1602,easy
33671-358940-329661-1115463-34823-597210-1020527-409389,53603-97224-207883-201381-42365-191193-126980-156158,13585-20302-18572-84861-18531-6329-9987-59495,5666-5684-12208-34075-10191-5412-9226-31970,6160-16705-2619-24240-5064-6078-5461-26296,3270-12977-17303-19163-3404-8101-3874-35391,2087-7161-6164-10269-4704-5134-3283-23573,1350-12468-8374-8701-3213-3071-1602-6282,easy
358940-329661-1115463-34823-597210-1020527-409389-177125,97224-207883-201381-42365-191193-126980-156158-50276,20302-18572-84861-18531-6329-9987-59495-30022,5684-12208-34075-10191-5412-9226-31970-2224,16705-2619-24240-5064-6078-5461-26296-2846,12977-17303-19163-3404-8101-3874-35391-8742,7161-6164-10269-4704-5134-3283-23573-1672,12468-8374-8701-3213-3071-1602-6282-2352,easy
329661-1115463-34823-597210-1020527-409389-177125-1026714,207883-201381-42365-191193-126980-156158-50276-358531,18572-84861-18531-6329-9987-59495-30022-78266,12208-34075-10191-5412-9226-31970-2224-30037,2619-24240-5064-6078-5461-26296-2846-10465,17303-19163-3404-8101-3874-35391-8742-22344,6164-10269-4704-5134-3283-23573-1672-15463,8374-8701-3213-3071-1602-6282-2352-24050,easy
1115463-34823-597210-1020527-409389-177125-1026714-462671,201381-42365-191193-126980-156158-50276-358531-113970,84861-18531-6329-9987-59495-30022-78266-42574,34075-10191-5412-9226-31970-2224-30037-22194,24240-5064-6078-5461-26296-2846-10465-6460,19163-3404-8101-3874-35391-8742-22344-8909,10269-4704-5134-3283-23573-1672-15463-4219,8701-3213-3071-1602-6282-2352-24050-3270,easy
34823-597210-1020527-409389-177125-1026714-462671-1349584,42365-191193-126980-156158-50276-358531-113970-243233,18531-6329-9987-59495-30022-78266-42574-39986,10191-5412-9226-31970-2224-30037-22194-50075,5064-6078-5461-26296-2846-10465-6460-40702,3404-8101-3874-35391-8742-22344-8909-19345,4704-5134-3283-23573-1672-15463-4219-6623,3213-3071-1602-6282-2352-24050-3270-6240,easy
597210-1020527-409389-177125-1026714-462671-1349584-486735,191193-126980-156158-50276-358531-113970-243233-82926,6329-9987-59495-30022-78266-42574-39986-4969,5412-9226-31970-2224-30037-22194-50075-23667,6078-5461-26296-2846-10465-6460-40702-13256,8101-3874-35391-8742-22344-8909-19345-8855,5134-3283-23573-1672-15463-4219-6623-3039,3071-1602-6282-2352-24050-3270-6240-8423,easy
1020527-409389-177125-1026714-462671-1349584-486735-75154,126980-156158-50276-358531-113970-243233-82926-50041,9987-59495-30022-78266-42574-39986-4969-6381,9226-31970-2224-30037-22194-50075-23667-7938,5461-26296-2846-10465-6460-40702-13256-5742,3874-35391-8742-22344-8909-19345-8855-3047,3283-23573-1672-15463-4219-6623-3039-3070,1602-6282-2352-24050-3270-6240-8423-3138,easy
409389-177125-1026714-462671-1349584-486735-75154-50891,156158-50276-358531-113970-243233-82926-50041-83558,59495-30022-78266-42574-39986-4969-6381-11358,31970-2224-30037-22194-50075-23667-7938-2488,26296-2846-10465-6460-40702-13256-5742-4808,35391-8742-22344-8909-19345-8855-3047-4196,23573-1672-15463-4219-6623-3039-3070-3651,6282-2352-24050-3270-6240-8423-3138-2258,easy
177125-1026714-462671-1349584-486735-75154-50891-33936,50276-358531-113970-243233-82926-50041-83558-10259,30022-78266-42574-39986-4969-6381-11358-4789,2224-30037-22194-50075-23667-7938-2488-7063,2846-10465-6460-40702-13256-5742-4808-9058,8742-22344-8909-19345-8855-3047-4196-6290,1672-15463-4219-6623-3039-3070-3651-8213,2352-24050-3270-6240-8423-3138-2258-8643,easy
1026714-462671-1349584-486735-75154-50891-33936-123017,358531-113970-243233-82926-50041-83558-10259-28832,78266-42574-39986-4969-6381-11358-4789-19227,30037-22194-50075-23667-7938-2488-7063-3851,10465-6460-40702-13256-5742-4808-9058-4699,22344-8909-19345-8855-3047-4196-6290-4197,15463-4219-6623-3039-3070-3651-8213-2758,24050-3270-6240-8423-3138-2258-8643-4756,easy
462671-1349584-486735-75154-50891-33936-123017-1645633,113970-243233-82926-50041-83558-10259-28832-169675,42574-39986-4969-6381-11358-4789-19227-45283,22194-50075-23667-7938-2488-7063-3851-15243,6460-40702-13256-5742-4808-9058-4699-4772,8909-19345-8855-3047-4196-6290-4197-19987,4219-6623-3039-3070-3651-8213-2758-16778,3270-6240-8423-3138-2258-8643-4756-11558,easy
1349584-486735-75154-50891-33936-123017-1645633-60712,243233-82926-50041-83558-10259-28832-169675-54530,39986-4969-6381-11358-4789-19227-45283-30087,50075-23667-7938-2488-7063-3851-15243-2858,40702-13256-5742-4808-9058-4699-4772-6122,19345-8855-3047-4196-6290-4197-19987-14030,6623-3039-3070-3651-8213-2758-16778-17516,6240-8423-3138-2258-8643-4756-11558-5652,easy
486735-75154-50891-33936-123017-1645633-60712-76916,82926-50041-83558-10259-28832-169675-54530-105978,4969-6381-11358-4789-19227-45283-30087-18311,23667-7938-2488-7063-3851-15243-2858-3764,13256-5742-4808-9058-4699-4772-6122-1612,8855-3047-4196-6290-4197-19987-14030-5868,3039-3070-3651-8213-2758-16778-17516-3337,8423-3138-2258-8643-4756-11558-5652-1507,easy
75154-50891-33936-123017-1645633-60712-76916-610158,50041-83558-10259-28832-169675-54530-105978-248983,6381-11358-4789-19227-45283-30087-18311-33352,7938-2488-7063-3851-15243-2858-3764-17968,5742-4808-9058-4699-4772-6122-1612-21935,3047-4196-6290-4197-19987-14030-5868-16091,3070-3651-8213-2758-16778-17516-3337-8325,3138-2258-8643-4756-11558-5652-1507-6028,easy
50891-33936-123017-1645633-60712-76916-610158-341562,83558-10259-28832-169675-54530-105978-248983-510690,11358-4789-19227-45283-30087-18311-33352-54732,2488-7063-3851-15243-2858-3764-17968-9457,4808-9058-4699-4772-6122-1612-21935-24325,4196-6290-4197-19987-14030-5868-16091-22977,3651-8213-2758-16778-17516-3337-8325-4196,2258-8643-4756-11558-5652-1507-6028-5330,easy
33936-123017-1645633-60712-76916-610158-341562-179459,10259-28832-169675-54530-105978-248983-510690-47015,4789-19227-45283-30087-18311-33352-54732-10240,7063-3851-15243-2858-3764-17968-9457-8665,9058-4699-4772-6122-1612-21935-24325-3202,6290-4197-19987-14030-5868-16091-22977-11036,8213-2758-16778-17516-3337-8325-4196-1784,8643-4756-11558-5652-1507-6028-5330-4881,easy
123017-1645633-60712-76916-610158-341562-179459-141074,28832-169675-54530-105978-248983-510690-47015-188095,19227-45283-30087-18311-33352-54732-10240-15954,3851-15243-2858-3764-17968-9457-8665-3766,4699-4772-6122-1612-21935-24325-3202-10201,4197-19987-14030-5868-16091-22977-11036-6059,2758-16778-17516-3337-8325-4196-1784-1855,4756-11558-5652-1507-6028-5330-4881-560,easy
1645633-60712-76916-610158-341562-179459-141074-968230,169675-54530-105978-248983-510690-47015-188095-135133,45283-30087-18311-33352-54732-10240-15954-18399,15243-2858-3764-17968-9457-8665-3766-16563,4772-6122-1612-21935-24325-3202-10201-19305,19987-14030-5868-16091-22977-11036-6059-8685,16778-17516-3337-8325-4196-1784-1855-8558,11558-5652-1507-6028-5330-4881-560-9891,easy
60712-76916-610158-341562-179459-141074-968230-54177,54530-105978-248983-510690-47015-188095-135133-7413,30087-18311-33352-54732-10240-15954-18399-8928,2858-3764-17968-9457-8665-3766-16563-2309,6122-1612-21935-24325-3202-10201-19305-3575,14030-5868-16091-22977-11036-6059-8685-2396,17516-3337-8325-4196-1784-1855-8558-1578,5652-1507-6028-5330-4881-560-9891-1678,easy
76916-610158-341562-179459-141074-968230-54177-211527,105978-248983-510690-47015-188095-135133-7413-151329,18311-33352-54732-10240-15954-18399-8928-5150,3764-17968-9457-8665-3766-16563-2309-4303,1612-21935-24325-3202-10201-19305-3575-3733,5868-16091-22977-11036-6059-8685-2396-12950,3337-8325-4196-1784-1855-8558-1578-14751,1507-6028-5330-4881-560-9891-1678-3971,easy
610158-341562-179459-141074-968230-54177-211527-140207,248983-510690-47015-188095-135133-7413-151329-4224,33352-54732-10240-15954-18399-8928-5150-1669,17968-9457-8665-3766-16563-2309-4303-4508,21935-24325-3202-10201-19305-3575-3733-1102,16091-22977-11036-6059-8685-2396-12950-1256,8325-4196-1784-1855-8558-1578-14751-292,6028-5330-4881-560-9891-1678-3971-220,easy
