delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
1225399-28617-1925732-604678-303706-124747-111671-810702,328958-37232-304098-39578-82624-10976-15460-196848,57538-5691-46593-6404-15759-2882-37272-22988,8001-3171-45193-922-1658-1410-13179-48604,100829-7804-41278-4424-7541-2960-11528-35609,27910-4186-20737-7449-7238-2951-10947-41792,44865-7615-15243-8205-7632-2500-5118-27124,33173-4327-9295-4914-11477-625-4589-20980,easy
28617-1925732-604678-303706-124747-111671-810702-257183,37232-304098-39578-82624-10976-15460-196848-17811,5691-46593-6404-15759-2882-37272-22988-11134,3171-45193-922-1658-1410-13179-48604-5727,7804-41278-4424-7541-2960-11528-35609-1254,4186-20737-7449-7238-2951-10947-41792-898,7615-15243-8205-7632-2500-5118-27124-608,4327-9295-4914-11477-625-4589-20980-297,easy
1925732-604678-303706-124747-111671-810702-257183-14977,304098-39578-82624-10976-15460-196848-17811-3376,46593-6404-15759-2882-37272-22988-11134-1540,45193-922-1658-1410-13179-48604-5727-5631,41278-4424-7541-2960-11528-35609-1254-4488,20737-7449-7238-2951-10947-41792-898-3757,15243-8205-7632-2500-5118-27124-608-2469,9295-4914-11477-625-4589-20980-297-1146,easy
604678-303706-124747-111671-810702-257183-14977-140478,39578-82624-10976-15460-196848-17811-3376-35298,6404-15759-2882-37272-22988-11134-1540-12972,922-1658-1410-13179-48604-5727-5631-6923,4424-7541-2960-11528-35609-1254-4488-3368,7449-7238-2951-10947-41792-898-3757-4698,8205-7632-2500-5118-27124-608-2469-2735,4914-11477-625-4589-20980-297-1146-1663,easy
303706-124747-111671-810702-257183-14977-140478-74306,82624-10976-15460-196848-17811-3376-35298-45658,15759-2882-37272-22988-11134-1540-12972-6958,1658-1410-13179-48604-5727-5631-6923-9987,7541-2960-11528-35609-1254-4488-3368-13488,7238-2951-10947-41792-898-3757-4698-14305,7632-2500-5118-27124-608-2469-2735-9471,11477-625-4589-20980-297-1146-1663-3819,easy
124747-111671-810702-257183-14977-140478-74306-57459,10976-15460-196848-17811-3376-35298-45658-36077,2882-37272-22988-11134-1540-12972-6958-1278,1410-13179-48604-5727-5631-6923-9987-7456,2960-11528-35609-1254-4488-3368-13488-3400,2951-10947-41792-898-3757-4698-14305-3890,2500-5118-27124-608-2469-2735-9471-3058,625-4589-20980-297-1146-1663-3819-2965,easy
111671-810702-257183-14977-140478-74306-57459-58488,15460-196848-17811-3376-35298-45658-36077-5504,37272-22988-11134-1540-12972-6958-1278-3328,13179-48604-5727-5631-6923-9987-7456-4330,11528-35609-1254-4488-3368-13488-3400-3205,10947-41792-898-3757-4698-14305-3890-3714,5118-27124-608-2469-2735-9471-3058-2451,4589-20980-297-1146-1663-3819-2965-1250,easy
810702-257183-14977-140478-74306-57459-58488-621711,196848-17811-3376-35298-45658-36077-5504-63247,22988-11134-1540-12972-6958-1278-3328-29059,48604-5727-5631-6923-9987-7456-4330-28555,35609-1254-4488-3368-13488-3400-3205-18312,41792-898-3757-4698-14305-3890-3714-21396,27124-608-2469-2735-9471-3058-2451-24079,20980-297-1146-1663-3819-2965-1250-7375,easy
257183-14977-140478-74306-57459-58488-621711-548769,17811-3376-35298-45658-36077-5504-63247-25774,11134-1540-12972-6958-1278-3328-29059-352,5727-5631-6923-9987-7456-4330-28555-15103,1254-4488-3368-13488-3400-3205-18312-28885,898-3757-4698-14305-3890-3714-21396-38426,608-2469-2735-9471-3058-2451-24079-19541,297-1146-1663-3819-2965-1250-7375-15593,easy
14977-140478-74306-57459-58488-621711-548769-73095,3376-35298-45658-36077-5504-63247-25774-33998,1540-12972-6958-1278-3328-29059-352-23556,5631-6923-9987-7456-4330-28555-15103-11572,4488-3368-13488-3400-3205-18312-28885-3335,3757-4698-14305-3890-3714-21396-38426-2495,2469-2735-9471-3058-2451-24079-19541-1361,1146-1663-3819-2965-1250-7375-15593-2157,easy
140478-74306-57459-58488-621711-548769-73095-96290,35298-45658-36077-5504-63247-25774-33998-169739,12972-6958-1278-3328-29059-352-23556-9069,6923-9987-7456-4330-28555-15103-11572-8482,3368-13488-3400-3205-18312-28885-3335-22645,4698-14305-3890-3714-21396-38426-2495-21951,2735-9471-3058-2451-24079-19541-1361-9133,1663-3819-2965-1250-7375-15593-2157-8825,easy
74306-57459-58488-621711-548769-73095-96290-640343,45658-36077-5504-63247-25774-33998-169739-129620,6958-1278-3328-29059-352-23556-9069-12505,9987-7456-4330-28555-15103-11572-8482-19040,13488-3400-3205-18312-28885-3335-22645-6597,14305-3890-3714-21396-38426-2495-21951-8286,9471-3058-2451-24079-19541-1361-9133-2699,3819-2965-1250-7375-15593-2157-8825-1793,easy
57459-58488-621711-548769-73095-96290-640343-1064423,36077-5504-63247-25774-33998-169739-129620-153280,1278-3328-29059-352-23556-9069-12505-27174,7456-4330-28555-15103-11572-8482-19040-109921,3400-3205-18312-28885-3335-22645-6597-16772,3890-3714-21396-38426-2495-21951-8286-18363,3058-2451-24079-19541-1361-9133-2699-10729,2965-1250-7375-15593-2157-8825-1793-9994,easy
58488-621711-548769-73095-96290-640343-1064423-601966,5504-63247-25774-33998-169739-129620-153280-357997,3328-29059-352-23556-9069-12505-27174-20782,4330-28555-15103-11572-8482-19040-109921-63345,3205-18312-28885-3335-22645-6597-16772-30650,3714-21396-38426-2495-21951-8286-18363-11252,2451-24079-19541-1361-9133-2699-10729-9272,1250-7375-15593-2157-8825-1793-9994-2075,easy
621711-548769-73095-96290-640343-1064423-601966-40912,63247-25774-33998-169739-129620-153280-357997-54845,29059-352-23556-9069-12505-27174-20782-2644,28555-15103-11572-8482-19040-109921-63345-11815,18312-28885-3335-22645-6597-16772-30650-2772,21396-38426-2495-21951-8286-18363-11252-4998,24079-19541-1361-9133-2699-10729-9272-4050,7375-15593-2157-8825-1793-9994-2075-1893,easy
548769-73095-96290-640343-1064423-601966-40912-19961,25774-33998-169739-129620-153280-357997-54845-6384,352-23556-9069-12505-27174-20782-2644-16957,15103-11572-8482-19040-109921-63345-11815-19799,28885-3335-22645-6597-16772-30650-2772-3734,38426-2495-21951-8286-18363-11252-4998-18318,19541-1361-9133-2699-10729-9272-4050-3983,15593-2157-8825-1793-9994-2075-1893-3929,easy
73095-96290-640343-1064423-601966-40912-19961-39471,33998-169739-129620-153280-357997-54845-6384-28648,23556-9069-12505-27174-20782-2644-16957-10796,11572-8482-19040-109921-63345-11815-19799-13395,3335-22645-6597-16772-30650-2772-3734-4156,2495-21951-8286-18363-11252-4998-18318-8101,1361-9133-2699-10729-9272-4050-3983-6813,2157-8825-1793-9994-2075-1893-3929-5805,easy
96290-640343-1064423-601966-40912-19961-39471-98666,169739-129620-153280-357997-54845-6384-28648-17950,9069-12505-27174-20782-2644-16957-10796-2746,8482-19040-109921-63345-11815-19799-13395-5641,22645-6597-16772-30650-2772-3734-4156-883,21951-8286-18363-11252-4998-18318-8101-2343,9133-2699-10729-9272-4050-3983-6813-433,8825-1793-9994-2075-1893-3929-5805-537,easy
640343-1064423-601966-40912-19961-39471-98666-1261615,129620-153280-357997-54845-6384-28648-17950-109519,12505-27174-20782-2644-16957-10796-2746-20635,19040-109921-63345-11815-19799-13395-5641-6980,6597-16772-30650-2772-3734-4156-883-44737,8286-18363-11252-4998-18318-8101-2343-31068,2699-10729-9272-4050-3983-6813-433-6529,1793-9994-2075-1893-3929-5805-537-2793,easy
1064423-601966-40912-19961-39471-98666-1261615-84101,153280-357997-54845-6384-28648-17950-109519-36991,27174-20782-2644-16957-10796-2746-20635-10399,109921-63345-11815-19799-13395-5641-6980-11487,16772-30650-2772-3734-4156-883-44737-5376,18363-11252-4998-18318-8101-2343-31068-4271,10729-9272-4050-3983-6813-433-6529-3473,9994-2075-1893-3929-5805-537-2793-2019,hard
601966-40912-19961-39471-98666-1261615-84101-15667,357997-54845-6384-28648-17950-109519-36991-1733,20782-2644-16957-10796-2746-20635-10399-1100,63345-11815-19799-13395-5641-6980-11487-1471,30650-2772-3734-4156-883-44737-5376-6229,11252-4998-18318-8101-2343-31068-4271-2084,9272-4050-3983-6813-433-6529-3473-3889,2075-1893-3929-5805-537-2793-2019-1853,hard
40912-19961-39471-98666-1261615-84101-15667-307132,54845-6384-28648-17950-109519-36991-1733-47045,2644-16957-10796-2746-20635-10399-1100-8764,11815-19799-13395-5641-6980-11487-1471-8630,2772-3734-4156-883-44737-5376-6229-2737,4998-18318-8101-2343-31068-4271-2084-6144,4050-3983-6813-433-6529-3473-3889-2383,1893-3929-5805-537-2793-2019-1853-2090,easy
19961-39471-98666-1261615-84101-15667-307132-5355,6384-28648-17950-109519-36991-1733-47045-2899,16957-10796-2746-20635-10399-1100-8764-3170,19799-13395-5641-6980-11487-1471-8630-7274,3734-4156-883-44737-5376-6229-2737-2845,18318-8101-2343-31068-4271-2084-6144-2174,3983-6813-433-6529-3473-3889-2383-2327,3929-5805-537-2793-2019-1853-2090-1441,easy
39471-98666-1261615-84101-15667-307132-5355-20813,28648-17950-109519-36991-1733-47045-2899-58752,10796-2746-20635-10399-1100-8764-3170-7711,13395-5641-6980-11487-1471-8630-7274-35180,4156-883-44737-5376-6229-2737-2845-9496,8101-2343-31068-4271-2084-6144-2174-16814,6813-433-6529-3473-3889-2383-2327-4013,5805-537-2793-2019-1853-2090-1441-4174,easy
98666-1261615-84101-15667-307132-5355-20813-54267,17950-109519-36991-1733-47045-2899-58752-64679,2746-20635-10399-1100-8764-3170-7711-20753,5641-6980-11487-1471-8630-7274-35180-43354,883-44737-5376-6229-2737-2845-9496-41969,2343-31068-4271-2084-6144-2174-16814-5934,433-6529-3473-3889-2383-2327-4013-4703,537-2793-2019-1853-2090-1441-4174-1595,easy
1261615-84101-15667-307132-5355-20813-54267-114232,109519-36991-1733-47045-2899-58752-64679-46120,20635-10399-1100-8764-3170-7711-20753-21415,6980-11487-1471-8630-7274-35180-43354-58092,44737-5376-6229-2737-2845-9496-41969-30014,31068-4271-2084-6144-2174-16814-5934-15462,6529-3473-3889-2383-2327-4013-4703-10105,2793-2019-1853-2090-1441-4174-1595-8355,easy
84101-15667-307132-5355-20813-54267-114232-68674,36991-1733-47045-2899-58752-64679-46120-72460,10399-1100-8764-3170-7711-20753-21415-44154,11487-1471-8630-7274-35180-43354-58092-9859,5376-6229-2737-2845-9496-41969-30014-12197,4271-2084-6144-2174-16814-5934-15462-11485,3473-3889-2383-2327-4013-4703-10105-3310,2019-1853-2090-1441-4174-1595-8355-2154,easy
15667-307132-5355-20813-54267-114232-68674-17750,1733-47045-2899-58752-64679-46120-72460-24459,1100-8764-3170-7711-20753-21415-44154-10791,1471-8630-7274-35180-43354-58092-9859-8829,6229-2737-2845-9496-41969-30014-12197-5498,2084-6144-2174-16814-5934-15462-11485-5001,3889-2383-2327-4013-4703-10105-3310-4296,1853-2090-1441-4174-1595-8355-2154-2858,hard
307132-5355-20813-54267-114232-68674-17750-17508,47045-2899-58752-64679-46120-72460-24459-4838,8764-3170-7711-20753-21415-44154-10791-3460,8630-7274-35180-43354-58092-9859-8829-11107,2737-2845-9496-41969-30014-12197-5498-13973,6144-2174-16814-5934-15462-11485-5001-5963,2383-2327-4013-4703-10105-3310-4296-13866,2090-1441-4174-1595-8355-2154-2858-4144,hard
5355-20813-54267-114232-68674-17750-17508-179984,2899-58752-64679-46120-72460-24459-4838-22438,3170-7711-20753-21415-44154-10791-3460-12315,7274-35180-43354-58092-9859-8829-11107-5847,2845-9496-41969-30014-12197-5498-13973-4375,2174-16814-5934-15462-11485-5001-5963-4109,2327-4013-4703-10105-3310-4296-13866-1332,1441-4174-1595-8355-2154-2858-4144-427,hard
20813-54267-114232-68674-17750-17508-179984-17256,58752-64679-46120-72460-24459-4838-22438-5600,7711-20753-21415-44154-10791-3460-12315-758,35180-43354-58092-9859-8829-11107-5847-4218,9496-41969-30014-12197-5498-13973-4375-2160,16814-5934-15462-11485-5001-5963-4109-3249,4013-4703-10105-3310-4296-13866-1332-734,4174-1595-8355-2154-2858-4144-427-1061,hard
54267-114232-68674-17750-17508-179984-17256-14731,64679-46120-72460-24459-4838-22438-5600-13601,20753-21415-44154-10791-3460-12315-758-2205,43354-58092-9859-8829-11107-5847-4218-4373,41969-30014-12197-5498-13973-4375-2160-3657,5934-15462-11485-5001-5963-4109-3249-5113,4703-10105-3310-4296-13866-1332-734-1083,1595-8355-2154-2858-4144-427-1061-859,easy
114232-68674-17750-17508-179984-17256-14731-307607,46120-72460-24459-4838-22438-5600-13601-26678,21415-44154-10791-3460-12315-758-2205-2347,58092-9859-8829-11107-5847-4218-4373-8110,30014-12197-5498-13973-4375-2160-3657-1877,15462-11485-5001-5963-4109-3249-5113-2054,10105-3310-4296-13866-1332-734-1083-2896,8355-2154-2858-4144-427-1061-859-2014,easy
68674-17750-17508-179984-17256-14731-307607-10401,72460-24459-4838-22438-5600-13601-26678-2440,44154-10791-3460-12315-758-2205-2347-8550,9859-8829-11107-5847-4218-4373-8110-17482,12197-5498-13973-4375-2160-3657-1877-4503,11485-5001-5963-4109-3249-5113-2054-7711,3310-4296-13866-1332-734-1083-2896-4730,2154-2858-4144-427-1061-859-2014-1755,easy
17750-17508-179984-17256-14731-307607-10401-222472,24459-4838-22438-5600-13601-26678-2440-30703,10791-3460-12315-758-2205-2347-8550-6635,8829-11107-5847-4218-4373-8110-17482-1828,5498-13973-4375-2160-3657-1877-4503-2505,5001-5963-4109-3249-5113-2054-7711-1860,4296-13866-1332-734-1083-2896-4730-995,2858-4144-427-1061-859-2014-1755-1116,easy
17508-179984-17256-14731-307607-10401-222472-11360,4838-22438-5600-13601-26678-2440-30703-25051,3460-12315-758-2205-2347-8550-6635-5811,11107-5847-4218-4373-8110-17482-1828-20735,13973-4375-2160-3657-1877-4503-2505-11337,5963-4109-3249-5113-2054-7711-1860-5415,13866-1332-734-1083-2896-4730-995-2255,4144-427-1061-859-2014-1755-1116-2475,easy
179984-17256-14731-307607-10401-222472-11360-23212,22438-5600-13601-26678-2440-30703-25051-18802,12315-758-2205-2347-8550-6635-5811-5739,5847-4218-4373-8110-17482-1828-20735-8345,4375-2160-3657-1877-4503-2505-11337-10086,4109-3249-5113-2054-7711-1860-5415-4370,1332-734-1083-2896-4730-995-2255-2916,427-1061-859-2014-1755-1116-2475-3643,easy
17256-14731-307607-10401-222472-11360-23212-36896,5600-13601-26678-2440-30703-25051-18802-32033,758-2205-2347-8550-6635-5811-5739-8442,4218-4373-8110-17482-1828-20735-8345-17652,2160-3657-1877-4503-2505-11337-10086-9452,3249-5113-2054-7711-1860-5415-4370-3359,734-1083-2896-4730-995-2255-2916-1447,1061-859-2014-1755-1116-2475-3643-1147,easy
14731-307607-10401-222472-11360-23212-36896-1191095,13601-26678-2440-30703-25051-18802-32033-72271,2205-2347-8550-6635-5811-5739-8442-6435,4373-8110-17482-1828-20735-8345-17652-17842,3657-1877-4503-2505-11337-10086-9452-10976,5113-2054-7711-1860-5415-4370-3359-7331,1083-2896-4730-995-2255-2916-1447-6791,859-2014-1755-1116-2475-3643-1147-3925,easy
307607-10401-222472-11360-23212-36896-1191095-67775,26678-2440-30703-25051-18802-32033-72271-11267,2347-8550-6635-5811-5739-8442-6435-6150,8110-17482-1828-20735-8345-17652-17842-29306,1877-4503-2505-11337-10086-9452-10976-14430,2054-7711-1860-5415-4370-3359-7331-4854,2896-4730-995-2255-2916-1447-6791-2312,2014-1755-1116-2475-3643-1147-3925-3066,hard
10401-222472-11360-23212-36896-1191095-67775-7470,2440-30703-25051-18802-32033-72271-11267-8285,8550-6635-5811-5739-8442-6435-6150-6820,17482-1828-20735-8345-17652-17842-29306-10029,4503-2505-11337-10086-9452-10976-14430-9007,7711-1860-5415-4370-3359-7331-4854-17161,4730-995-2255-2916-1447-6791-2312-1475,1755-1116-2475-3643-1147-3925-3066-2995,easy
222472-11360-23212-36896-1191095-67775-7470-148078,30703-25051-18802-32033-72271-11267-8285-111453,6635-5811-5739-8442-6435-6150-6820-11423,1828-20735-8345-17652-17842-29306-10029-10744,2505-11337-10086-9452-10976-14430-9007-4985,1860-5415-4370-3359-7331-4854-17161-10323,995-2255-2916-1447-6791-2312-1475-5217,1116-2475-3643-1147-3925-3066-2995-2423,easy
11360-23212-36896-1191095-67775-7470-148078-9885,25051-18802-32033-72271-11267-8285-111453-17822,5811-5739-8442-6435-6150-6820-11423-6760,20735-8345-17652-17842-29306-10029-10744-8374,11337-10086-9452-10976-14430-9007-4985-1034,5415-4370-3359-7331-4854-17161-10323-1700,2255-2916-1447-6791-2312-1475-5217-1050,2475-3643-1147-3925-3066-2995-2423-559,easy
23212-36896-1191095-67775-7470-148078-9885-57712,18802-32033-72271-11267-8285-111453-17822-20646,5739-8442-6435-6150-6820-11423-6760-18296,8345-17652-17842-29306-10029-10744-8374-13197,10086-9452-10976-14430-9007-4985-1034-7853,4370-3359-7331-4854-17161-10323-1700-10344,2916-1447-6791-2312-1475-5217-1050-4732,3643-1147-3925-3066-2995-2423-559-2812,easy
36896-1191095-67775-7470-148078-9885-57712-97642,32033-72271-11267-8285-111453-17822-20646-35314,8442-6435-6150-6820-11423-6760-18296-17599,17652-17842-29306-10029-10744-8374-13197-11292,9452-10976-14430-9007-4985-1034-7853-18187,3359-7331-4854-17161-10323-1700-10344-14730,1447-6791-2312-1475-5217-1050-4732-2166,1147-3925-3066-2995-2423-559-2812-3532,easy
1191095-67775-7470-148078-9885-57712-97642-1625331,72271-11267-8285-111453-17822-20646-35314-205539,6435-6150-6820-11423-6760-18296-17599-54335,17842-29306-10029-10744-8374-13197-11292-29849,10976-14430-9007-4985-1034-7853-18187-23664,7331-4854-17161-10323-1700-10344-14730-11906,6791-2312-1475-5217-1050-4732-2166-4522,3925-3066-2995-2423-559-2812-3532-3948,easy
67775-7470-148078-9885-57712-97642-1625331-88138,11267-8285-111453-17822-20646-35314-205539-21335,6150-6820-11423-6760-18296-17599-54335-7975,29306-10029-10744-8374-13197-11292-29849-15850,14430-9007-4985-1034-7853-18187-23664-6689,4854-17161-10323-1700-10344-14730-11906-4535,2312-1475-5217-1050-4732-2166-4522-1985,3066-2995-2423-559-2812-3532-3948-2072,easy
7470-148078-9885-57712-97642-1625331-88138-165157,8285-111453-17822-20646-35314-205539-21335-21203,6820-11423-6760-18296-17599-54335-7975-4845,10029-10744-8374-13197-11292-29849-15850-12783,9007-4985-1034-7853-18187-23664-6689-2671,17161-10323-1700-10344-14730-11906-4535-1374,1475-5217-1050-4732-2166-4522-1985-609,2995-2423-559-2812-3532-3948-2072-527,hard
148078-9885-57712-97642-1625331-88138-165157-22134,111453-17822-20646-35314-205539-21335-21203-9514,11423-6760-18296-17599-54335-7975-4845-26966,10744-8374-13197-11292-29849-15850-12783-12830,4985-1034-7853-18187-23664-6689-2671-5635,10323-1700-10344-14730-11906-4535-1374-8565,5217-1050-4732-2166-4522-1985-609-4504,2423-559-2812-3532-3948-2072-527-1730,easy
9885-57712-97642-1625331-88138-165157-22134-323149,17822-20646-35314-205539-21335-21203-9514-46843,6760-18296-17599-54335-7975-4845-26966-6895,8374-13197-11292-29849-15850-12783-12830-7313,1034-7853-18187-23664-6689-2671-5635-3420,1700-10344-14730-11906-4535-1374-8565-2496,1050-4732-2166-4522-1985-609-4504-449,559-2812-3532-3948-2072-527-1730-856,easy
57712-97642-1625331-88138-165157-22134-323149-92150,20646-35314-205539-21335-21203-9514-46843-80384,18296-17599-54335-7975-4845-26966-6895-32544,13197-11292-29849-15850-12783-12830-7313-2652,7853-18187-23664-6689-2671-5635-3420-3734,10344-14730-11906-4535-1374-8565-2496-1576,4732-2166-4522-1985-609-4504-449-1212,2812-3532-3948-2072-527-1730-856-941,easy
97642-1625331-88138-165157-22134-323149-92150-219530,35314-205539-21335-21203-9514-46843-80384-80353,17599-54335-7975-4845-26966-6895-32544-11459,11292-29849-15850-12783-12830-7313-2652-21277,18187-23664-6689-2671-5635-3420-3734-7032,14730-11906-4535-1374-8565-2496-1576-3934,2166-4522-1985-609-4504-449-1212-1833,3532-3948-2072-527-1730-856-941-2472,easy
1625331-88138-165157-22134-323149-92150-219530-18156,205539-21335-21203-9514-46843-80384-80353-9995,54335-7975-4845-26966-6895-32544-11459-758,29849-15850-12783-12830-7313-2652-21277-2553,23664-6689-2671-5635-3420-3734-7032-2389,11906-4535-1374-8565-2496-1576-3934-1177,4522-1985-609-4504-449-1212-1833-444,3948-2072-527-1730-856-941-2472-288,easy
88138-165157-22134-323149-92150-219530-18156-24527,21335-21203-9514-46843-80384-80353-9995-17512,7975-4845-26966-6895-32544-11459-758-25862,15850-12783-12830-7313-2652-21277-2553-21466,6689-2671-5635-3420-3734-7032-2389-3675,4535-1374-8565-2496-1576-3934-1177-12337,1985-609-4504-449-1212-1833-444-3132,2072-527-1730-856-941-2472-288-1335,hard
165157-22134-323149-92150-219530-18156-24527-4891,21203-9514-46843-80384-80353-9995-17512-12855,4845-26966-6895-32544-11459-758-25862-9740,12783-12830-7313-2652-21277-2553-21466-6442,2671-5635-3420-3734-7032-2389-3675-4252,1374-8565-2496-1576-3934-1177-12337-5785,609-4504-449-1212-1833-444-3132-1892,527-1730-856-941-2472-288-1335-1847,easy
