delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
490973-2034912-2173760-1411405-37068-1157906-1119255-163813,35368-160243-142207-394302-25409-259033-299983-95914,15783-42446-40590-79625-29796-29357-56059-5177,3626-29914-10621-59542-13717-92676-46837-17170,3079-22290-20927-50842-13320-126964-24865-3614,952-10155-9763-32674-2433-78492-20455-1470,4039-2641-5084-7289-1118-19545-9407-4279,2740-2988-4170-6528-1219-5993-7823-1777,easy
2034912-2173760-1411405-37068-1157906-1119255-163813-1182961,160243-142207-394302-25409-259033-299983-95914-55592,42446-40590-79625-29796-29357-56059-5177-14634,29914-10621-59542-13717-92676-46837-17170-19327,22290-20927-50842-13320-126964-24865-3614-16145,10155-9763-32674-2433-78492-20455-1470-8923,2641-5084-7289-1118-19545-9407-4279-2209,2988-4170-6528-1219-5993-7823-1777-1973,easy
2173760-1411405-37068-1157906-1119255-163813-1182961-385901,142207-394302-25409-259033-299983-95914-55592-109063,40590-79625-29796-29357-56059-5177-14634-17519,10621-59542-13717-92676-46837-17170-19327-12293,20927-50842-13320-126964-24865-3614-16145-12001,9763-32674-2433-78492-20455-1470-8923-10076,5084-7289-1118-19545-9407-4279-2209-4384,4170-6528-1219-5993-7823-1777-1973-10051,easy
1411405-37068-1157906-1119255-163813-1182961-385901-39510,394302-25409-259033-299983-95914-55592-109063-13267,79625-29796-29357-56059-5177-14634-17519-2072,59542-13717-92676-46837-17170-19327-12293-2977,50842-13320-126964-24865-3614-16145-12001-3125,32674-2433-78492-20455-1470-8923-10076-3129,7289-1118-19545-9407-4279-2209-4384-1311,6528-1219-5993-7823-1777-1973-10051-1237,easy
37068-1157906-1119255-163813-1182961-385901-39510-7927,25409-259033-299983-95914-55592-109063-13267-3256,29796-29357-56059-5177-14634-17519-2072-2996,13717-92676-46837-17170-19327-12293-2977-1396,13320-126964-24865-3614-16145-12001-3125-3189,2433-78492-20455-1470-8923-10076-3129-912,1118-19545-9407-4279-2209-4384-1311-506,1219-5993-7823-1777-1973-10051-1237-590,easy
1157906-1119255-163813-1182961-385901-39510-7927-9717,259033-299983-95914-55592-109063-13267-3256-13906,29357-56059-5177-14634-17519-2072-2996-1253,92676-46837-17170-19327-12293-2977-1396-1545,126964-24865-3614-16145-12001-3125-3189-2808,78492-20455-1470-8923-10076-3129-912-8355,19545-9407-4279-2209-4384-1311-506-2780,5993-7823-1777-1973-10051-1237-590-4847,easy
1119255-163813-1182961-385901-39510-7927-9717-13575,299983-95914-55592-109063-13267-3256-13906-2995,56059-5177-14634-17519-2072-2996-1253-2753,46837-17170-19327-12293-2977-1396-1545-9651,24865-3614-16145-12001-3125-3189-2808-2996,20455-1470-8923-10076-3129-912-8355-9048,9407-4279-2209-4384-1311-506-2780-2420,7823-1777-1973-10051-1237-590-4847-3505,easy
163813-1182961-385901-39510-7927-9717-13575-16323,95914-55592-109063-13267-3256-13906-2995-4565,5177-14634-17519-2072-2996-1253-2753-612,17170-19327-12293-2977-1396-1545-9651-7114,3614-16145-12001-3125-3189-2808-2996-3424,1470-8923-10076-3129-912-8355-9048-3525,4279-2209-4384-1311-506-2780-2420-2628,1777-1973-10051-1237-590-4847-3505-2776,easy
1182961-385901-39510-7927-9717-13575-16323-6884,55592-109063-13267-3256-13906-2995-4565-11822,14634-17519-2072-2996-1253-2753-612-6149,19327-12293-2977-1396-1545-9651-7114-995,16145-12001-3125-3189-2808-2996-3424-1316,8923-10076-3129-912-8355-9048-3525-5043,2209-4384-1311-506-2780-2420-2628-4411,1973-10051-1237-590-4847-3505-2776-3429,easy
385901-39510-7927-9717-13575-16323-6884-3636,109063-13267-3256-13906-2995-4565-11822-17184,17519-2072-2996-1253-2753-612-6149-9049,12293-2977-1396-1545-9651-7114-995-2790,12001-3125-3189-2808-2996-3424-1316-3321,10076-3129-912-8355-9048-3525-5043-4484,4384-1311-506-2780-2420-2628-4411-2135,10051-1237-590-4847-3505-2776-3429-3158,easy
39510-7927-9717-13575-16323-6884-3636-90282,13267-3256-13906-2995-4565-11822-17184-37442,2072-2996-1253-2753-612-6149-9049-3969,2977-1396-1545-9651-7114-995-2790-8896,3125-3189-2808-2996-3424-1316-3321-6473,3129-912-8355-9048-3525-5043-4484-4073,1311-506-2780-2420-2628-4411-2135-1239,1237-590-4847-3505-2776-3429-3158-1103,easy
7927-9717-13575-16323-6884-3636-90282-1990,3256-13906-2995-4565-11822-17184-37442-2681,2996-1253-2753-612-6149-9049-3969-705,1396-1545-9651-7114-995-2790-8896-3501,3189-2808-2996-3424-1316-3321-6473-1376,912-8355-9048-3525-5043-4484-4073-2366,506-2780-2420-2628-4411-2135-1239-1170,590-4847-3505-2776-3429-3158-1103-1013,easy
9717-13575-16323-6884-3636-90282-1990-5735,13906-2995-4565-11822-17184-37442-2681-11541,1253-2753-612-6149-9049-3969-705-882,1545-9651-7114-995-2790-8896-3501-3364,2808-2996-3424-1316-3321-6473-1376-5779,8355-9048-3525-5043-4484-4073-2366-7548,2780-2420-2628-4411-2135-1239-1170-5785,4847-3505-2776-3429-3158-1103-1013-4653,easy
13575-16323-6884-3636-90282-1990-5735-25598,2995-4565-11822-17184-37442-2681-11541-34214,2753-612-6149-9049-3969-705-882-4536,9651-7114-995-2790-8896-3501-3364-881,2996-3424-1316-3321-6473-1376-5779-1540,9048-3525-5043-4484-4073-2366-7548-3079,2420-2628-4411-2135-1239-1170-5785-6158,3505-2776-3429-3158-1103-1013-4653-5658,easy
16323-6884-3636-90282-1990-5735-25598-8598,4565-11822-17184-37442-2681-11541-34214-4205,612-6149-9049-3969-705-882-4536-4795,7114-995-2790-8896-3501-3364-881-9029,3424-1316-3321-6473-1376-5779-1540-5339,3525-5043-4484-4073-2366-7548-3079-3822,2628-4411-2135-1239-1170-5785-6158-3437,2776-3429-3158-1103-1013-4653-5658-4111,easy
6884-3636-90282-1990-5735-25598-8598-23684,11822-17184-37442-2681-11541-34214-4205-18695,6149-9049-3969-705-882-4536-4795-6919,995-2790-8896-3501-3364-881-9029-3930,1316-3321-6473-1376-5779-1540-5339-6045,5043-4484-4073-2366-7548-3079-3822-8915,4411-2135-1239-1170-5785-6158-3437-10924,3429-3158-1103-1013-4653-5658-4111-4063,easy
3636-90282-1990-5735-25598-8598-23684-5867,17184-37442-2681-11541-34214-4205-18695-12096,9049-3969-705-882-4536-4795-6919-6319,2790-8896-3501-3364-881-9029-3930-4026,3321-6473-1376-5779-1540-5339-6045-3130,4484-4073-2366-7548-3079-3822-8915-15055,2135-1239-1170-5785-6158-3437-10924-4574,3158-1103-1013-4653-5658-4111-4063-4744,easy
90282-1990-5735-25598-8598-23684-5867-71087,37442-2681-11541-34214-4205-18695-12096-16970,3969-705-882-4536-4795-6919-6319-694,8896-3501-3364-881-9029-3930-4026-454,6473-1376-5779-1540-5339-6045-3130-599,4073-2366-7548-3079-3822-8915-15055-352,1239-1170-5785-6158-3437-10924-4574-284,1103-1013-4653-5658-4111-4063-4744-153,easy
1990-5735-25598-8598-23684-5867-71087-906,2681-11541-34214-4205-18695-12096-16970-1224,705-882-4536-4795-6919-6319-694-2039,3501-3364-881-9029-3930-4026-454-1612,1376-5779-1540-5339-6045-3130-599-1661,2366-7548-3079-3822-8915-15055-352-1618,1170-5785-6158-3437-10924-4574-284-1862,1013-4653-5658-4111-4063-4744-153-1234,easy
5735-25598-8598-23684-5867-71087-906-25133,11541-34214-4205-18695-12096-16970-1224-7523,882-4536-4795-6919-6319-694-2039-1120,3364-881-9029-3930-4026-454-1612-2144,5779-1540-5339-6045-3130-599-1661-2520,7548-3079-3822-8915-15055-352-1618-4437,5785-6158-3437-10924-4574-284-1862-3872,4653-5658-4111-4063-4744-153-1234-3538,easy
25598-8598-23684-5867-71087-906-25133-22062,34214-4205-18695-12096-16970-1224-7523-3179,4536-4795-6919-6319-694-2039-1120-3322,881-9029-3930-4026-454-1612-2144-3565,1540-5339-6045-3130-599-1661-2520-5974,3079-3822-8915-15055-352-1618-4437-6628,6158-3437-10924-4574-284-1862-3872-3876,5658-4111-4063-4744-153-1234-3538-3851,easy
8598-23684-5867-71087-906-25133-22062-10405,4205-18695-12096-16970-1224-7523-3179-9747,4795-6919-6319-694-2039-1120-3322-6009,9029-3930-4026-454-1612-2144-3565-2710,5339-6045-3130-599-1661-2520-5974-2247,3822-8915-15055-352-1618-4437-6628-8657,3437-10924-4574-284-1862-3872-3876-5925,4111-4063-4744-153-1234-3538-3851-3686,easy
23684-5867-71087-906-25133-22062-10405-8605,18695-12096-16970-1224-7523-3179-9747-7502,6919-6319-694-2039-1120-3322-6009-1848,3930-4026-454-1612-2144-3565-2710-10220,6045-3130-599-1661-2520-5974-2247-1816,8915-15055-352-1618-4437-6628-8657-10165,10924-4574-284-1862-3872-3876-5925-5674,4063-4744-153-1234-3538-3851-3686-1436,easy
5867-71087-906-25133-22062-10405-8605-3068,12096-16970-1224-7523-3179-9747-7502-8525,6319-694-2039-1120-3322-6009-1848-4602,4026-454-1612-2144-3565-2710-10220-2116,3130-599-1661-2520-5974-2247-1816-5448,15055-352-1618-4437-6628-8657-10165-3272,4574-284-1862-3872-3876-5925-5674-3611,4744-153-1234-3538-3851-3686-1436-4141,easy
71087-906-25133-22062-10405-8605-3068-11143,16970-1224-7523-3179-9747-7502-8525-4667,694-2039-1120-3322-6009-1848-4602-2203,454-1612-2144-3565-2710-10220-2116-515,599-1661-2520-5974-2247-1816-5448-5385,352-1618-4437-6628-8657-10165-3272-4615,284-1862-3872-3876-5925-5674-3611-1944,153-1234-3538-3851-3686-1436-4141-2040,easy
906-25133-22062-10405-8605-3068-11143-447749,1224-7523-3179-9747-7502-8525-4667-194526,2039-1120-3322-6009-1848-4602-2203-37673,1612-2144-3565-2710-10220-2116-515-13932,1661-2520-5974-2247-1816-5448-5385-26912,1618-4437-6628-8657-10165-3272-4615-14154,1862-3872-3876-5925-5674-3611-1944-4871,1234-3538-3851-3686-1436-4141-2040-4124,easy
25133-22062-10405-8605-3068-11143-447749-70394,7523-3179-9747-7502-8525-4667-194526-36628,1120-3322-6009-1848-4602-2203-37673-14380,2144-3565-2710-10220-2116-515-13932-1133,2520-5974-2247-1816-5448-5385-26912-3569,4437-6628-8657-10165-3272-4615-14154-1711,3872-3876-5925-5674-3611-1944-4871-1188,3538-3851-3686-1436-4141-2040-4124-718,easy
22062-10405-8605-3068-11143-447749-70394-105389,3179-9747-7502-8525-4667-194526-36628-32425,3322-6009-1848-4602-2203-37673-14380-5640,3565-2710-10220-2116-515-13932-1133-1396,5974-2247-1816-5448-5385-26912-3569-1024,6628-8657-10165-3272-4615-14154-1711-1685,3876-5925-5674-3611-1944-4871-1188-2330,3851-3686-1436-4141-2040-4124-718-787,hard
10405-8605-3068-11143-447749-70394-105389-315765,9747-7502-8525-4667-194526-36628-32425-26233,6009-1848-4602-2203-37673-14380-5640-20273,2710-10220-2116-515-13932-1133-1396-9784,2247-1816-5448-5385-26912-3569-1024-40844,8657-10165-3272-4615-14154-1711-1685-23221,5925-5674-3611-1944-4871-1188-2330-15210,3686-1436-4141-2040-4124-718-787-15594,easy
8605-3068-11143-447749-70394-105389-315765-695829,7502-8525-4667-194526-36628-32425-26233-156817,1848-4602-2203-37673-14380-5640-20273-14072,10220-2116-515-13932-1133-1396-9784-4027,1816-5448-5385-26912-3569-1024-40844-7784,10165-3272-4615-14154-1711-1685-23221-8847,5674-3611-1944-4871-1188-2330-15210-6213,1436-4141-2040-4124-718-787-15594-3838,easy
3068-11143-447749-70394-105389-315765-695829-754879,8525-4667-194526-36628-32425-26233-156817-44320,4602-2203-37673-14380-5640-20273-14072-35314,2116-515-13932-1133-1396-9784-4027-28322,5448-5385-26912-3569-1024-40844-7784-6118,3272-4615-14154-1711-1685-23221-8847-9641,3611-1944-4871-1188-2330-15210-6213-5677,4141-2040-4124-718-787-15594-3838-4012,easy
11143-447749-70394-105389-315765-695829-754879-1816361,4667-194526-36628-32425-26233-156817-44320-85309,2203-37673-14380-5640-20273-14072-35314-1865,515-13932-1133-1396-9784-4027-28322-3286,5385-26912-3569-1024-40844-7784-6118-5676,4615-14154-1711-1685-23221-8847-9641-7818,1944-4871-1188-2330-15210-6213-5677-2711,2040-4124-718-787-15594-3838-4012-3490,easy
447749-70394-105389-315765-695829-754879-1816361-261017,194526-36628-32425-26233-156817-44320-85309-15311,37673-14380-5640-20273-14072-35314-1865-4490,13932-1133-1396-9784-4027-28322-3286-2883,26912-3569-1024-40844-7784-6118-5676-6892,14154-1711-1685-23221-8847-9641-7818-4371,4871-1188-2330-15210-6213-5677-2711-3656,4124-718-787-15594-3838-4012-3490-1943,easy
70394-105389-315765-695829-754879-1816361-261017-419393,36628-32425-26233-156817-44320-85309-15311-34216,14380-5640-20273-14072-35314-1865-4490-5920,1133-1396-9784-4027-28322-3286-2883-3932,3569-1024-40844-7784-6118-5676-6892-3633,1711-1685-23221-8847-9641-7818-4371-1558,1188-2330-15210-6213-5677-2711-3656-1738,718-787-15594-3838-4012-3490-1943-925,hard
105389-315765-695829-754879-1816361-261017-419393-402815,32425-26233-156817-44320-85309-15311-34216-13473,5640-20273-14072-35314-1865-4490-5920-5399,1396-9784-4027-28322-3286-2883-3932-3021,1024-40844-7784-6118-5676-6892-3633-3532,1685-23221-8847-9641-7818-4371-1558-1588,2330-15210-6213-5677-2711-3656-1738-1329,787-15594-3838-4012-3490-1943-925-984,easy
315765-695829-754879-1816361-261017-419393-402815-722705,26233-156817-44320-85309-15311-34216-13473-106345,20273-14072-35314-1865-4490-5920-5399-15619,9784-4027-28322-3286-2883-3932-3021-6466,40844-7784-6118-5676-6892-3633-3532-9604,23221-8847-9641-7818-4371-1558-1588-18893,15210-6213-5677-2711-3656-1738-1329-24469,15594-3838-4012-3490-1943-925-984-7655,easy
695829-754879-1816361-261017-419393-402815-722705-167870,156817-44320-85309-15311-34216-13473-106345-38578,14072-35314-1865-4490-5920-5399-15619-7088,4027-28322-3286-2883-3932-3021-6466-4713,7784-6118-5676-6892-3633-3532-9604-8606,8847-9641-7818-4371-1558-1588-18893-5691,6213-5677-2711-3656-1738-1329-24469-9879,3838-4012-3490-1943-925-984-7655-2592,easy
754879-1816361-261017-419393-402815-722705-167870-69503,44320-85309-15311-34216-13473-106345-38578-37286,35314-1865-4490-5920-5399-15619-7088-6187,28322-3286-2883-3932-3021-6466-4713-3211,6118-5676-6892-3633-3532-9604-8606-4820,9641-7818-4371-1558-1588-18893-5691-4866,5677-2711-3656-1738-1329-24469-9879-9230,4012-3490-1943-925-984-7655-2592-5467,easy
1816361-261017-419393-402815-722705-167870-69503-394464,85309-15311-34216-13473-106345-38578-37286-32407,1865-4490-5920-5399-15619-7088-6187-27403,3286-2883-3932-3021-6466-4713-3211-21510,5676-6892-3633-3532-9604-8606-4820-32462,7818-4371-1558-1588-18893-5691-4866-27392,2711-3656-1738-1329-24469-9879-9230-29197,3490-1943-925-984-7655-2592-5467-12131,easy
261017-419393-402815-722705-167870-69503-394464-94980,15311-34216-13473-106345-38578-37286-32407-37747,4490-5920-5399-15619-7088-6187-27403-6831,2883-3932-3021-6466-4713-3211-21510-12641,6892-3633-3532-9604-8606-4820-32462-14486,4371-1558-1588-18893-5691-4866-27392-6122,3656-1738-1329-24469-9879-9230-29197-2611,1943-925-984-7655-2592-5467-12131-4129,easy
419393-402815-722705-167870-69503-394464-94980-47360,34216-13473-106345-38578-37286-32407-37747-21789,5920-5399-15619-7088-6187-27403-6831-10822,3932-3021-6466-4713-3211-21510-12641-9377,3633-3532-9604-8606-4820-32462-14486-4183,1558-1588-18893-5691-4866-27392-6122-21787,1738-1329-24469-9879-9230-29197-2611-18627,925-984-7655-2592-5467-12131-4129-10022,easy
402815-722705-167870-69503-394464-94980-47360-20385,13473-106345-38578-37286-32407-37747-21789-9881,5399-15619-7088-6187-27403-6831-10822-2350,3021-6466-4713-3211-21510-12641-9377-1151,3532-9604-8606-4820-32462-14486-4183-1886,1588-18893-5691-4866-27392-6122-21787-5287,1329-24469-9879-9230-29197-2611-18627-4270,984-7655-2592-5467-12131-4129-10022-2285,easy
722705-167870-69503-394464-94980-47360-20385-238595,106345-38578-37286-32407-37747-21789-9881-19282,15619-7088-6187-27403-6831-10822-2350-1374,6466-4713-3211-21510-12641-9377-1151-1623,9604-8606-4820-32462-14486-4183-1886-2716,18893-5691-4866-27392-6122-21787-5287-1929,24469-9879-9230-29197-2611-18627-4270-951,7655-2592-5467-12131-4129-10022-2285-551,easy
