delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
17319-7912-229257-61015-713032-149165-133580-64133,45851-19898-32753-170932-325374-156382-87991-12767,33811-577-6762-36864-18900-9511-20726-1453,13356-3114-10225-9636-26783-10242-21793-3877,7490-13933-18203-1897-16287-26373-26211-2065,5753-5980-12527-3190-30418-22346-9204-1816,2954-3090-4594-6697-26846-28193-11437-1809,1388-2244-10012-4573-20757-15475-16262-3145,easy
7912-229257-61015-713032-149165-133580-64133-1152460,19898-32753-170932-325374-156382-87991-12767-515809,577-6762-36864-18900-9511-20726-1453-40464,3114-10225-9636-26783-10242-21793-3877-18351,13933-18203-1897-16287-26373-26211-2065-12272,5980-12527-3190-30418-22346-9204-1816-17039,3090-4594-6697-26846-28193-11437-1809-14332,2244-10012-4573-20757-15475-16262-3145-20195,easy
229257-61015-713032-149165-133580-64133-1152460-4452,32753-170932-325374-156382-87991-12767-515809-11442,6762-36864-18900-9511-20726-1453-40464-2136,10225-9636-26783-10242-21793-3877-18351-2055,18203-1897-16287-26373-26211-2065-12272-4151,12527-3190-30418-22346-9204-1816-17039-2687,4594-6697-26846-28193-11437-1809-14332-2597,10012-4573-20757-15475-16262-3145-20195-1265,easy
61015-713032-149165-133580-64133-1152460-4452-129897,170932-325374-156382-87991-12767-515809-11442-47168,36864-18900-9511-20726-1453-40464-2136-10877,9636-26783-10242-21793-3877-18351-2055-7102,1897-16287-26373-26211-2065-12272-4151-26860,3190-30418-22346-9204-1816-17039-2687-8507,6697-26846-28193-11437-1809-14332-2597-13511,4573-20757-15475-16262-3145-20195-1265-4925,easy
713032-149165-133580-64133-1152460-4452-129897-110225,325374-156382-87991-12767-515809-11442-47168-34623,18900-9511-20726-1453-40464-2136-10877-3899,26783-10242-21793-3877-18351-2055-7102-1253,16287-26373-26211-2065-12272-4151-26860-4933,30418-22346-9204-1816-17039-2687-8507-4371,26846-28193-11437-1809-14332-2597-13511-2079,20757-15475-16262-3145-20195-1265-4925-1226,easy
149165-133580-64133-1152460-4452-129897-110225-418095,156382-87991-12767-515809-11442-47168-34623-159990,9511-20726-1453-40464-2136-10877-3899-41769,10242-21793-3877-18351-2055-7102-1253-3700,26373-26211-2065-12272-4151-26860-4933-11904,22346-9204-1816-17039-2687-8507-4371-5922,28193-11437-1809-14332-2597-13511-2079-3905,15475-16262-3145-20195-1265-4925-1226-1650,easy
133580-64133-1152460-4452-129897-110225-418095-418095,87991-12767-515809-11442-47168-34623-159990-159990,20726-1453-40464-2136-10877-3899-41769-41769,21793-3877-18351-2055-7102-1253-3700-3700,26211-2065-12272-4151-26860-4933-11904-11904,9204-1816-17039-2687-8507-4371-5922-5922,11437-1809-14332-2597-13511-2079-3905-3905,16262-3145-20195-1265-4925-1226-1650-1650,easy
64133-1152460-4452-129897-110225-418095-418095-190707,12767-515809-11442-47168-34623-159990-159990-5228,1453-40464-2136-10877-3899-41769-41769-1800,3877-18351-2055-7102-1253-3700-3700-2843,2065-12272-4151-26860-4933-11904-11904-1892,1816-17039-2687-8507-4371-5922-5922-1171,1809-14332-2597-13511-2079-3905-3905-966,3145-20195-1265-4925-1226-1650-1650-813,easy
1152460-4452-129897-110225-418095-418095-190707-189791,515809-11442-47168-34623-159990-159990-5228-53041,40464-2136-10877-3899-41769-41769-1800-24478,18351-2055-7102-1253-3700-3700-2843-21418,12272-4151-26860-4933-11904-11904-1892-4156,17039-2687-8507-4371-5922-5922-1171-9348,14332-2597-13511-2079-3905-3905-966-7782,20195-1265-4925-1226-1650-1650-813-5068,easy
4452-129897-110225-418095-418095-190707-189791-7264,11442-47168-34623-159990-159990-5228-53041-18053,2136-10877-3899-41769-41769-1800-24478-2569,2055-7102-1253-3700-3700-2843-21418-5769,4151-26860-4933-11904-11904-1892-4156-4001,2687-8507-4371-5922-5922-1171-9348-8842,2597-13511-2079-3905-3905-966-7782-3595,1265-4925-1226-1650-1650-813-5068-3582,easy
129897-110225-418095-418095-190707-189791-7264-142082,47168-34623-159990-159990-5228-53041-18053-122796,10877-3899-41769-41769-1800-24478-2569-34591,7102-1253-3700-3700-2843-21418-5769-25134,26860-4933-11904-11904-1892-4156-4001-18627,8507-4371-5922-5922-1171-9348-8842-5907,13511-2079-3905-3905-966-7782-3595-6028,4925-1226-1650-1650-813-5068-3582-3848,easy
110225-418095-418095-190707-189791-7264-142082-33449,34623-159990-159990-5228-53041-18053-122796-7105,3899-41769-41769-1800-24478-2569-34591-5391,1253-3700-3700-2843-21418-5769-25134-2612,4933-11904-11904-1892-4156-4001-18627-4575,4371-5922-5922-1171-9348-8842-5907-8330,2079-3905-3905-966-7782-3595-6028-4757,1226-1650-1650-813-5068-3582-3848-6272,easy
418095-418095-190707-189791-7264-142082-33449-30506,159990-159990-5228-53041-18053-122796-7105-3320,41769-41769-1800-24478-2569-34591-5391-2310,3700-3700-2843-21418-5769-25134-2612-7862,11904-11904-1892-4156-4001-18627-4575-6564,5922-5922-1171-9348-8842-5907-8330-8720,3905-3905-966-7782-3595-6028-4757-7511,1650-1650-813-5068-3582-3848-6272-3504,easy
418095-190707-189791-7264-142082-33449-30506-984409,159990-5228-53041-18053-122796-7105-3320-48789,41769-1800-24478-2569-34591-5391-2310-10032,3700-2843-21418-5769-25134-2612-7862-1038,11904-1892-4156-4001-18627-4575-6564-5861,5922-1171-9348-8842-5907-8330-8720-1947,3905-966-7782-3595-6028-4757-7511-6153,1650-813-5068-3582-3848-6272-3504-2964,easy
190707-189791-7264-142082-33449-30506-984409-1241025,5228-53041-18053-122796-7105-3320-48789-47087,1800-24478-2569-34591-5391-2310-10032-70806,2843-21418-5769-25134-2612-7862-1038-15599,1892-4156-4001-18627-4575-6564-5861-24532,1171-9348-8842-5907-8330-8720-1947-7246,966-7782-3595-6028-4757-7511-6153-10102,813-5068-3582-3848-6272-3504-2964-11052,easy
189791-7264-142082-33449-30506-984409-1241025-106101,53041-18053-122796-7105-3320-48789-47087-182254,24478-2569-34591-5391-2310-10032-70806-21069,21418-5769-25134-2612-7862-1038-15599-25064,4156-4001-18627-4575-6564-5861-24532-18532,9348-8842-5907-8330-8720-1947-7246-16793,7782-3595-6028-4757-7511-6153-10102-6286,5068-3582-3848-6272-3504-2964-11052-3146,easy
7264-142082-33449-30506-984409-1241025-106101-11237,18053-122796-7105-3320-48789-47087-182254-12683,2569-34591-5391-2310-10032-70806-21069-9941,5769-25134-2612-7862-1038-15599-25064-9012,4001-18627-4575-6564-5861-24532-18532-3819,8842-5907-8330-8720-1947-7246-16793-19625,3595-6028-4757-7511-6153-10102-6286-10213,3582-3848-6272-3504-2964-11052-3146-4729,easy
142082-33449-30506-984409-1241025-106101-11237-78978,122796-7105-3320-48789-47087-182254-12683-83378,34591-5391-2310-10032-70806-21069-9941-28978,25134-2612-7862-1038-15599-25064-9012-25208,18627-4575-6564-5861-24532-18532-3819-2776,5907-8330-8720-1947-7246-16793-19625-5609,6028-4757-7511-6153-10102-6286-10213-5214,3848-6272-3504-2964-11052-3146-4729-4108,easy
33449-30506-984409-1241025-106101-11237-78978-171217,7105-3320-48789-47087-182254-12683-83378-99508,5391-2310-10032-70806-21069-9941-28978-16160,2612-7862-1038-15599-25064-9012-25208-12644,4575-6564-5861-24532-18532-3819-2776-8313,8330-8720-1947-7246-16793-19625-5609-6194,4757-7511-6153-10102-6286-10213-5214-3245,6272-3504-2964-11052-3146-4729-4108-3205,easy
30506-984409-1241025-106101-11237-78978-171217-67929,3320-48789-47087-182254-12683-83378-99508-11718,2310-10032-70806-21069-9941-28978-16160-2180,7862-1038-15599-25064-9012-25208-12644-4246,6564-5861-24532-18532-3819-2776-8313-2391,8720-1947-7246-16793-19625-5609-6194-880,7511-6153-10102-6286-10213-5214-3245-429,3504-2964-11052-3146-4729-4108-3205-679,easy
984409-1241025-106101-11237-78978-171217-67929-161344,48789-47087-182254-12683-83378-99508-11718-22215,10032-70806-21069-9941-28978-16160-2180-6124,1038-15599-25064-9012-25208-12644-4246-3464,5861-24532-18532-3819-2776-8313-2391-5796,1947-7246-16793-19625-5609-6194-880-2044,6153-10102-6286-10213-5214-3245-429-753,2964-11052-3146-4729-4108-3205-679-817,easy
1241025-106101-11237-78978-171217-67929-161344-4988,47087-182254-12683-83378-99508-11718-22215-6107,70806-21069-9941-28978-16160-2180-6124-5307,15599-25064-9012-25208-12644-4246-3464-2516,24532-18532-3819-2776-8313-2391-5796-1275,7246-16793-19625-5609-6194-880-2044-1002,10102-6286-10213-5214-3245-429-753-1324,11052-3146-4729-4108-3205-679-817-229,easy
106101-11237-78978-171217-67929-161344-4988-76113,182254-12683-83378-99508-11718-22215-6107-50904,21069-9941-28978-16160-2180-6124-5307-10063,25064-9012-25208-12644-4246-3464-2516-14644,18532-3819-2776-8313-2391-5796-1275-5687,16793-19625-5609-6194-880-2044-1002-5457,6286-10213-5214-3245-429-753-1324-4844,3146-4729-4108-3205-679-817-229-2268,easy
11237-78978-171217-67929-161344-4988-76113-45228,12683-83378-99508-11718-22215-6107-50904-50570,9941-28978-16160-2180-6124-5307-10063-41713,9012-25208-12644-4246-3464-2516-14644-13310,3819-2776-8313-2391-5796-1275-5687-32376,19625-5609-6194-880-2044-1002-5457-19299,10213-5214-3245-429-753-1324-4844-5565,4729-4108-3205-679-817-229-2268-3731,easy
78978-171217-67929-161344-4988-76113-45228-197111,83378-99508-11718-22215-6107-50904-50570-20401,28978-16160-2180-6124-5307-10063-41713-1453,25208-12644-4246-3464-2516-14644-13310-1939,2776-8313-2391-5796-1275-5687-32376-2514,5609-6194-880-2044-1002-5457-19299-1327,5214-3245-429-753-1324-4844-5565-1657,4108-3205-679-817-229-2268-3731-1173,easy
171217-67929-161344-4988-76113-45228-197111-53634,99508-11718-22215-6107-50904-50570-20401-10082,16160-2180-6124-5307-10063-41713-1453-3387,12644-4246-3464-2516-14644-13310-1939-4591,8313-2391-5796-1275-5687-32376-2514-10470,6194-880-2044-1002-5457-19299-1327-5788,3245-429-753-1324-4844-5565-1657-8273,3205-679-817-229-2268-3731-1173-5320,easy
67929-161344-4988-76113-45228-197111-53634-2054551,11718-22215-6107-50904-50570-20401-10082-459369,2180-6124-5307-10063-41713-1453-3387-15188,4246-3464-2516-14644-13310-1939-4591-14586,2391-5796-1275-5687-32376-2514-10470-43220,880-2044-1002-5457-19299-1327-5788-50252,429-753-1324-4844-5565-1657-8273-40788,679-817-229-2268-3731-1173-5320-33674,easy
161344-4988-76113-45228-197111-53634-2054551-314823,22215-6107-50904-50570-20401-10082-459369-10799,6124-5307-10063-41713-1453-3387-15188-18663,3464-2516-14644-13310-1939-4591-14586-4450,5796-1275-5687-32376-2514-10470-43220-18503,2044-1002-5457-19299-1327-5788-50252-25265,753-1324-4844-5565-1657-8273-40788-26738,817-229-2268-3731-1173-5320-33674-10743,easy
4988-76113-45228-197111-53634-2054551-314823-265320,6107-50904-50570-20401-10082-459369-10799-17748,5307-10063-41713-1453-3387-15188-18663-14311,2516-14644-13310-1939-4591-14586-4450-4486,1275-5687-32376-2514-10470-43220-18503-2400,1002-5457-19299-1327-5788-50252-25265-6757,1324-4844-5565-1657-8273-40788-26738-4234,229-2268-3731-1173-5320-33674-10743-1966,easy
76113-45228-197111-53634-2054551-314823-265320-463757,50904-50570-20401-10082-459369-10799-17748-218815,10063-41713-1453-3387-15188-18663-14311-50516,14644-13310-1939-4591-14586-4450-4486-50031,5687-32376-2514-10470-43220-18503-2400-11885,5457-19299-1327-5788-50252-25265-6757-22582,4844-5565-1657-8273-40788-26738-4234-16972,2268-3731-1173-5320-33674-10743-1966-11861,easy
45228-197111-53634-2054551-314823-265320-463757-110145,50570-20401-10082-459369-10799-17748-218815-31560,41713-1453-3387-15188-18663-14311-50516-9341,13310-1939-4591-14586-4450-4486-50031-17683,32376-2514-10470-43220-18503-2400-11885-2598,19299-1327-5788-50252-25265-6757-22582-3511,5565-1657-8273-40788-26738-4234-16972-2751,3731-1173-5320-33674-10743-1966-11861-5437,easy
197111-53634-2054551-314823-265320-463757-110145-3096498,20401-10082-459369-10799-17748-218815-31560-314053,1453-3387-15188-18663-14311-50516-9341-98239,1939-4591-14586-4450-4486-50031-17683-23087,2514-10470-43220-18503-2400-11885-2598-44895,1327-5788-50252-25265-6757-22582-3511-17885,1657-8273-40788-26738-4234-16972-2751-29553,1173-5320-33674-10743-1966-11861-5437-13783,easy
53634-2054551-314823-265320-463757-110145-3096498-445176,10082-459369-10799-17748-218815-31560-314053-233386,3387-15188-18663-14311-50516-9341-98239-12720,4591-14586-4450-4486-50031-17683-23087-10500,10470-43220-18503-2400-11885-2598-44895-17094,5788-50252-25265-6757-22582-3511-17885-42112,8273-40788-26738-4234-16972-2751-29553-12412,5320-33674-10743-1966-11861-5437-13783-9325,easy
2054551-314823-265320-463757-110145-3096498-445176-54549,459369-10799-17748-218815-31560-314053-233386-24834,15188-18663-14311-50516-9341-98239-12720-29892,14586-4450-4486-50031-17683-23087-10500-11312,43220-18503-2400-11885-2598-44895-17094-8331,50252-25265-6757-22582-3511-17885-42112-13527,40788-26738-4234-16972-2751-29553-12412-4237,33674-10743-1966-11861-5437-13783-9325-1556,easy
314823-265320-463757-110145-3096498-445176-54549-113389,10799-17748-218815-31560-314053-233386-24834-16412,18663-14311-50516-9341-98239-12720-29892-3897,4450-4486-50031-17683-23087-10500-11312-2869,18503-2400-11885-2598-44895-17094-8331-4130,25265-6757-22582-3511-17885-42112-13527-3172,26738-4234-16972-2751-29553-12412-4237-1737,10743-1966-11861-5437-13783-9325-1556-748,easy
265320-463757-110145-3096498-445176-54549-113389-73289,17748-218815-31560-314053-233386-24834-16412-35766,14311-50516-9341-98239-12720-29892-3897-24923,4486-50031-17683-23087-10500-11312-2869-20485,2400-11885-2598-44895-17094-8331-4130-11825,6757-22582-3511-17885-42112-13527-3172-10676,4234-16972-2751-29553-12412-4237-1737-9059,1966-11861-5437-13783-9325-1556-748-9608,easy
463757-110145-3096498-445176-54549-113389-73289-32510,218815-31560-314053-233386-24834-16412-35766-18223,50516-9341-98239-12720-29892-3897-24923-9503,50031-17683-23087-10500-11312-2869-20485-4926,11885-2598-44895-17094-8331-4130-11825-8650,22582-3511-17885-42112-13527-3172-10676-8569,16972-2751-29553-12412-4237-1737-9059-18764,11861-5437-13783-9325-1556-748-9608-11886,easy
110145-3096498-445176-54549-113389-73289-32510-74435,31560-314053-233386-24834-16412-35766-18223-58594,9341-98239-12720-29892-3897-24923-9503-30901,17683-23087-10500-11312-2869-20485-4926-12100,2598-44895-17094-8331-4130-11825-8650-11335,3511-17885-42112-13527-3172-10676-8569-3207,2751-29553-12412-4237-1737-9059-18764-2186,5437-13783-9325-1556-748-9608-11886-1522,easy
3096498-445176-54549-113389-73289-32510-74435-106666,314053-233386-24834-16412-35766-18223-58594-9135,98239-12720-29892-3897-24923-9503-30901-6985,23087-10500-11312-2869-20485-4926-12100-2564,44895-17094-8331-4130-11825-8650-11335-14304,17885-42112-13527-3172-10676-8569-3207-3731,29553-12412-4237-1737-9059-18764-2186-3164,13783-9325-1556-748-9608-11886-1522-1338,easy
445176-54549-113389-73289-32510-74435-106666-46456,233386-24834-16412-35766-18223-58594-9135-9963,12720-29892-3897-24923-9503-30901-6985-4405,10500-11312-2869-20485-4926-12100-2564-5000,17094-8331-4130-11825-8650-11335-14304-3564,42112-13527-3172-10676-8569-3207-3731-6309,12412-4237-1737-9059-18764-2186-3164-3371,9325-1556-748-9608-11886-1522-1338-1644,easy
54549-113389-73289-32510-74435-106666-46456-52980,24834-16412-35766-18223-58594-9135-9963-3747,29892-3897-24923-9503-30901-6985-4405-3866,11312-2869-20485-4926-12100-2564-5000-8286,8331-4130-11825-8650-11335-14304-3564-2005,13527-3172-10676-8569-3207-3731-6309-5250,4237-1737-9059-18764-2186-3164-3371-2351,1556-748-9608-11886-1522-1338-1644-1152,easy
113389-73289-32510-74435-106666-46456-52980-24750,16412-35766-18223-58594-9135-9963-3747-27457,3897-24923-9503-30901-6985-4405-3866-10550,2869-20485-4926-12100-2564-5000-8286-12779,4130-11825-8650-11335-14304-3564-2005-21456,3172-10676-8569-3207-3731-6309-5250-9853,1737-9059-18764-2186-3164-3371-2351-8287,748-9608-11886-1522-1338-1644-1152-6964,easy
73289-32510-74435-106666-46456-52980-24750-63990,35766-18223-58594-9135-9963-3747-27457-23796,24923-9503-30901-6985-4405-3866-10550-10907,20485-4926-12100-2564-5000-8286-12779-5905,11825-8650-11335-14304-3564-2005-21456-2144,10676-8569-3207-3731-6309-5250-9853-4138,9059-18764-2186-3164-3371-2351-8287-2259,9608-11886-1522-1338-1644-1152-6964-1434,easy
32510-74435-106666-46456-52980-24750-63990-8284,18223-58594-9135-9963-3747-27457-23796-9969,9503-30901-6985-4405-3866-10550-10907-9629,4926-12100-2564-5000-8286-12779-5905-14928,8650-11335-14304-3564-2005-21456-2144-3548,8569-3207-3731-6309-5250-9853-4138-5579,18764-2186-3164-3371-2351-8287-2259-2567,11886-1522-1338-1644-1152-6964-1434-2074,hard
74435-106666-46456-52980-24750-63990-8284-150672,58594-9135-9963-3747-27457-23796-9969-22563,30901-6985-4405-3866-10550-10907-9629-18181,12100-2564-5000-8286-12779-5905-14928-8058,11335-14304-3564-2005-21456-2144-3548-4865,3207-3731-6309-5250-9853-4138-5579-1316,2186-3164-3371-2351-8287-2259-2567-990,1522-1338-1644-1152-6964-1434-2074-1290,hard
106666-46456-52980-24750-63990-8284-150672-48181,9135-9963-3747-27457-23796-9969-22563-31796,6985-4405-3866-10550-10907-9629-18181-4867,2564-5000-8286-12779-5905-14928-8058-7632,14304-3564-2005-21456-2144-3548-4865-2141,3731-6309-5250-9853-4138-5579-1316-3336,3164-3371-2351-8287-2259-2567-990-1509,1338-1644-1152-6964-1434-2074-1290-759,easy
46456-52980-24750-63990-8284-150672-48181-22177,9963-3747-27457-23796-9969-22563-31796-30250,4405-3866-10550-10907-9629-18181-4867-8675,5000-8286-12779-5905-14928-8058-7632-2847,3564-2005-21456-2144-3548-4865-2141-5167,6309-5250-9853-4138-5579-1316-3336-15215,3371-2351-8287-2259-2567-990-1509-9906,1644-1152-6964-1434-2074-1290-759-7019,easy
52980-24750-63990-8284-150672-48181-22177-58766,3747-27457-23796-9969-22563-31796-30250-5205,3866-10550-10907-9629-18181-4867-8675-1882,8286-12779-5905-14928-8058-7632-2847-3512,2005-21456-2144-3548-4865-2141-5167-2452,5250-9853-4138-5579-1316-3336-15215-2070,2351-8287-2259-2567-990-1509-9906-3184,1152-6964-1434-2074-1290-759-7019-1461,easy
24750-63990-8284-150672-48181-22177-58766-8161,27457-23796-9969-22563-31796-30250-5205-7646,10550-10907-9629-18181-4867-8675-1882-22800,12779-5905-14928-8058-7632-2847-3512-13501,21456-2144-3548-4865-2141-5167-2452-10336,9853-4138-5579-1316-3336-15215-2070-9914,8287-2259-2567-990-1509-9906-3184-9080,6964-1434-2074-1290-759-7019-1461-2997,easy
357008-98988-165493-931-26658-85026-5858-208634,36756-50245-23410-1855-9833-27094-4500-158851,41431-20496-9767-403-1554-10110-3413-38994,3486-10270-2827-3357-3607-5682-2665-10338,6955-4899-1230-1194-3972-6457-3005-6531,3624-4326-2156-1600-1456-1628-2447-5335,1720-4312-793-1027-2074-2100-2359-3900,4128-1214-542-1463-1005-1011-891-1521,hard
98988-165493-931-26658-85026-5858-208634-202889,50245-23410-1855-9833-27094-4500-158851-24624,20496-9767-403-1554-10110-3413-38994-24907,10270-2827-3357-3607-5682-2665-10338-13443,4899-1230-1194-3972-6457-3005-6531-3887,4326-2156-1600-1456-1628-2447-5335-3495,4312-793-1027-2074-2100-2359-3900-8945,1214-542-1463-1005-1011-891-1521-2211,easy
165493-931-26658-85026-5858-208634-202889-53854,23410-1855-9833-27094-4500-158851-24624-21968,9767-403-1554-10110-3413-38994-24907-20977,2827-3357-3607-5682-2665-10338-13443-3171,1230-1194-3972-6457-3005-6531-3887-431,2156-1600-1456-1628-2447-5335-3495-1201,793-1027-2074-2100-2359-3900-8945-1788,542-1463-1005-1011-891-1521-2211-1043,easy
931-26658-85026-5858-208634-202889-53854-8577,1855-9833-27094-4500-158851-24624-21968-3406,403-1554-10110-3413-38994-24907-20977-306,3357-3607-5682-2665-10338-13443-3171-2242,1194-3972-6457-3005-6531-3887-431-1305,1600-1456-1628-2447-5335-3495-1201-1792,1027-2074-2100-2359-3900-8945-1788-2460,1463-1005-1011-891-1521-2211-1043-942,easy
26658-85026-5858-208634-202889-53854-8577-4665,9833-27094-4500-158851-24624-21968-3406-5435,1554-10110-3413-38994-24907-20977-306-7251,3607-5682-2665-10338-13443-3171-2242-3014,3972-6457-3005-6531-3887-431-1305-5841,1456-1628-2447-5335-3495-1201-1792-5452,2074-2100-2359-3900-8945-1788-2460-5204,1005-1011-891-1521-2211-1043-942-3720,easy
85026-5858-208634-202889-53854-8577-4665-140987,27094-4500-158851-24624-21968-3406-5435-4009,10110-3413-38994-24907-20977-306-7251-2261,5682-2665-10338-13443-3171-2242-3014-3979,6457-3005-6531-3887-431-1305-5841-2563,1628-2447-5335-3495-1201-1792-5452-1741,2100-2359-3900-8945-1788-2460-5204-1118,1011-891-1521-2211-1043-942-3720-566,easy
5858-208634-202889-53854-8577-4665-140987-118251,4500-158851-24624-21968-3406-5435-4009-9297,3413-38994-24907-20977-306-7251-2261-2617,2665-10338-13443-3171-2242-3014-3979-6267,3005-6531-3887-431-1305-5841-2563-2885,2447-5335-3495-1201-1792-5452-1741-2519,2359-3900-8945-1788-2460-5204-1118-1803,891-1521-2211-1043-942-3720-566-479,easy
208634-202889-53854-8577-4665-140987-118251-42087,158851-24624-21968-3406-5435-4009-9297-20160,38994-24907-20977-306-7251-2261-2617-8489,10338-13443-3171-2242-3014-3979-6267-5393,6531-3887-431-1305-5841-2563-2885-872,5335-3495-1201-1792-5452-1741-2519-1444,3900-8945-1788-2460-5204-1118-1803-1093,1521-2211-1043-942-3720-566-479-375,easy
202889-53854-8577-4665-140987-118251-42087-439846,24624-21968-3406-5435-4009-9297-20160-16192,24907-20977-306-7251-2261-2617-8489-2415,13443-3171-2242-3014-3979-6267-5393-4149,3887-431-1305-5841-2563-2885-872-5153,3495-1201-1792-5452-1741-2519-1444-4426,8945-1788-2460-5204-1118-1803-1093-1584,2211-1043-942-3720-566-479-375-1481,easy
53854-8577-4665-140987-118251-42087-439846-42060,21968-3406-5435-4009-9297-20160-16192-10664,20977-306-7251-2261-2617-8489-2415-5911,3171-2242-3014-3979-6267-5393-4149-1991,431-1305-5841-2563-2885-872-5153-2267,1201-1792-5452-1741-2519-1444-4426-1986,1788-2460-5204-1118-1803-1093-1584-642,1043-942-3720-566-479-375-1481-607,easy
8577-4665-140987-118251-42087-439846-42060-191993,3406-5435-4009-9297-20160-16192-10664-77807,306-7251-2261-2617-8489-2415-5911-12392,2242-3014-3979-6267-5393-4149-1991-24306,1305-5841-2563-2885-872-5153-2267-8555,1792-5452-1741-2519-1444-4426-1986-11930,2460-5204-1118-1803-1093-1584-642-2833,942-3720-566-479-375-1481-607-913,easy
4665-140987-118251-42087-439846-42060-191993-20744,5435-4009-9297-20160-16192-10664-77807-37950,7251-2261-2617-8489-2415-5911-12392-12690,3014-3979-6267-5393-4149-1991-24306-12662,5841-2563-2885-872-5153-2267-8555-5026,5452-1741-2519-1444-4426-1986-11930-4887,5204-1118-1803-1093-1584-642-2833-2362,3720-566-479-375-1481-607-913-2062,easy
140987-118251-42087-439846-42060-191993-20744-200542,4009-9297-20160-16192-10664-77807-37950-23242,2261-2617-8489-2415-5911-12392-12690-1546,3979-6267-5393-4149-1991-24306-12662-1600,2563-2885-872-5153-2267-8555-5026-1046,1741-2519-1444-4426-1986-11930-4887-2059,1118-1803-1093-1584-642-2833-2362-610,566-479-375-1481-607-913-2062-699,easy
118251-42087-439846-42060-191993-20744-200542-41094,9297-20160-16192-10664-77807-37950-23242-29222,2617-8489-2415-5911-12392-12690-1546-15279,6267-5393-4149-1991-24306-12662-1600-2146,2885-872-5153-2267-8555-5026-1046-797,2519-1444-4426-1986-11930-4887-2059-690,1803-1093-1584-642-2833-2362-610-1205,479-375-1481-607-913-2062-699-467,easy
42087-439846-42060-191993-20744-200542-41094-115146,20160-16192-10664-77807-37950-23242-29222-64455,8489-2415-5911-12392-12690-1546-15279-15973,5393-4149-1991-24306-12662-1600-2146-4193,872-5153-2267-8555-5026-1046-797-2422,1444-4426-1986-11930-4887-2059-690-6228,1093-1584-642-2833-2362-610-1205-1511,375-1481-607-913-2062-699-467-1271,easy
439846-42060-191993-20744-200542-41094-115146-57219,16192-10664-77807-37950-23242-29222-64455-25470,2415-5911-12392-12690-1546-15279-15973-5413,4149-1991-24306-12662-1600-2146-4193-856,5153-2267-8555-5026-1046-797-2422-1086,4426-1986-11930-4887-2059-690-6228-1052,1584-642-2833-2362-610-1205-1511-1357,1481-607-913-2062-699-467-1271-505,easy
42060-191993-20744-200542-41094-115146-57219-166810,10664-77807-37950-23242-29222-64455-25470-14291,5911-12392-12690-1546-15279-15973-5413-10324,1991-24306-12662-1600-2146-4193-856-1178,2267-8555-5026-1046-797-2422-1086-3132,1986-11930-4887-2059-690-6228-1052-1170,642-2833-2362-610-1205-1511-1357-561,607-913-2062-699-467-1271-505-1551,easy
191993-20744-200542-41094-115146-57219-166810-303190,77807-37950-23242-29222-64455-25470-14291-129655,12392-12690-1546-15279-15973-5413-10324-17376,24306-12662-1600-2146-4193-856-1178-51253,8555-5026-1046-797-2422-1086-3132-38685,11930-4887-2059-690-6228-1052-1170-29971,2833-2362-610-1205-1511-1357-561-11906,913-2062-699-467-1271-505-1551-3852,easy
20744-200542-41094-115146-57219-166810-303190-69969,37950-23242-29222-64455-25470-14291-129655-49300,12690-1546-15279-15973-5413-10324-17376-22921,12662-1600-2146-4193-856-1178-51253-1290,5026-1046-797-2422-1086-3132-38685-1564,4887-2059-690-6228-1052-1170-29971-2013,2362-610-1205-1511-1357-561-11906-1588,2062-699-467-1271-505-1551-3852-1215,easy
200542-41094-115146-57219-166810-303190-69969-121282,23242-29222-64455-25470-14291-129655-49300-19886,1546-15279-15973-5413-10324-17376-22921-2918,1600-2146-4193-856-1178-51253-1290-1633,1046-797-2422-1086-3132-38685-1564-4136,2059-690-6228-1052-1170-29971-2013-1594,610-1205-1511-1357-561-11906-1588-1266,699-467-1271-505-1551-3852-1215-512,hard
41094-115146-57219-166810-303190-69969-121282-10279,29222-64455-25470-14291-129655-49300-19886-82198,15279-15973-5413-10324-17376-22921-2918-38138,2146-4193-856-1178-51253-1290-1633-7058,797-2422-1086-3132-38685-1564-4136-18046,690-6228-1052-1170-29971-2013-1594-5155,1205-1511-1357-561-11906-1588-1266-3429,467-1271-505-1551-3852-1215-512-2222,easy
115146-57219-166810-303190-69969-121282-10279-141982,64455-25470-14291-129655-49300-19886-82198-24695,15973-5413-10324-17376-22921-2918-38138-2891,4193-856-1178-51253-1290-1633-7058-594,2422-1086-3132-38685-1564-4136-18046-1972,6228-1052-1170-29971-2013-1594-5155-1718,1511-1357-561-11906-1588-1266-3429-740,1271-505-1551-3852-1215-512-2222-787,easy
57219-166810-303190-69969-121282-10279-141982-116259,25470-14291-129655-49300-19886-82198-24695-37646,5413-10324-17376-22921-2918-38138-2891-17677,856-1178-51253-1290-1633-7058-594-20310,1086-3132-38685-1564-4136-18046-1972-21629,1052-1170-29971-2013-1594-5155-1718-16491,1357-561-11906-1588-1266-3429-740-4962,505-1551-3852-1215-512-2222-787-3621,easy
