delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
5196-29359-14964-4006-175149-20777-27525-195266,9877-17988-18464-11771-263105-17997-14579-108725,14801-1487-11868-7024-99677-871-4504-16134,3507-21966-8252-8465-38145-12108-12544-17872,10963-7563-9270-9425-18225-2451-5926-7851,27392-23558-26316-13691-28796-6128-6717-12085,14885-11653-3230-6399-4112-4178-11421-21648,3468-8119-5083-6797-5261-2584-1889-11754,easy
29359-14964-4006-175149-20777-27525-195266-728759,17988-18464-11771-263105-17997-14579-108725-218440,1487-11868-7024-99677-871-4504-16134-43421,21966-8252-8465-38145-12108-12544-17872-40034,7563-9270-9425-18225-2451-5926-7851-17782,23558-26316-13691-28796-6128-6717-12085-10163,11653-3230-6399-4112-4178-11421-21648-15435,8119-5083-6797-5261-2584-1889-11754-13796,easy
14964-4006-175149-20777-27525-195266-728759-1660158,18464-11771-263105-17997-14579-108725-218440-89308,11868-7024-99677-871-4504-16134-43421-9151,8252-8465-38145-12108-12544-17872-40034-13185,9270-9425-18225-2451-5926-7851-17782-6970,26316-13691-28796-6128-6717-12085-10163-25679,3230-6399-4112-4178-11421-21648-15435-16580,5083-6797-5261-2584-1889-11754-13796-11692,easy
4006-175149-20777-27525-195266-728759-1660158-2148113,11771-263105-17997-14579-108725-218440-89308-95811,7024-99677-871-4504-16134-43421-9151-16490,8465-38145-12108-12544-17872-40034-13185-41424,9425-18225-2451-5926-7851-17782-6970-24270,13691-28796-6128-6717-12085-10163-25679-70900,6399-4112-4178-11421-21648-15435-16580-22114,6797-5261-2584-1889-11754-13796-11692-32227,easy
175149-20777-27525-195266-728759-1660158-2148113-1651795,263105-17997-14579-108725-218440-89308-95811-41889,99677-871-4504-16134-43421-9151-16490-28224,38145-12108-12544-17872-40034-13185-41424-21620,18225-2451-5926-7851-17782-6970-24270-14231,28796-6128-6717-12085-10163-25679-70900-12121,4112-4178-11421-21648-15435-16580-22114-7044,5261-2584-1889-11754-13796-11692-32227-8642,easy
20777-27525-195266-728759-1660158-2148113-1651795-399341,17997-14579-108725-218440-89308-95811-41889-380408,871-4504-16134-43421-9151-16490-28224-16006,12108-12544-17872-40034-13185-41424-21620-19323,2451-5926-7851-17782-6970-24270-14231-26872,6128-6717-12085-10163-25679-70900-12121-21961,4178-11421-21648-15435-16580-22114-7044-14822,2584-1889-11754-13796-11692-32227-8642-7087,easy
27525-195266-728759-1660158-2148113-1651795-399341-99279,14579-108725-218440-89308-95811-41889-380408-114656,4504-16134-43421-9151-16490-28224-16006-7131,12544-17872-40034-13185-41424-21620-19323-23246,5926-7851-17782-6970-24270-14231-26872-8010,6717-12085-10163-25679-70900-12121-21961-13741,11421-21648-15435-16580-22114-7044-14822-5625,1889-11754-13796-11692-32227-8642-7087-5011,easy
195266-728759-1660158-2148113-1651795-399341-99279-2027158,108725-218440-89308-95811-41889-380408-114656-88679,16134-43421-9151-16490-28224-16006-7131-3525,17872-40034-13185-41424-21620-19323-23246-10483,7851-17782-6970-24270-14231-26872-8010-18714,12085-10163-25679-70900-12121-21961-13741-30795,21648-15435-16580-22114-7044-14822-5625-9632,11754-13796-11692-32227-8642-7087-5011-5813,easy
728759-1660158-2148113-1651795-399341-99279-2027158-20594,218440-89308-95811-41889-380408-114656-88679-89265,43421-9151-16490-28224-16006-7131-3525-19055,40034-13185-41424-21620-19323-23246-10483-5341,17782-6970-24270-14231-26872-8010-18714-23412,10163-25679-70900-12121-21961-13741-30795-27648,15435-16580-22114-7044-14822-5625-9632-13807,13796-11692-32227-8642-7087-5011-5813-5851,easy
1660158-2148113-1651795-399341-99279-2027158-20594-139630,89308-95811-41889-380408-114656-88679-89265-97949,9151-16490-28224-16006-7131-3525-19055-4536,13185-41424-21620-19323-23246-10483-5341-3972,6970-24270-14231-26872-8010-18714-23412-12993,25679-70900-12121-21961-13741-30795-27648-7592,16580-22114-7044-14822-5625-9632-13807-10414,11692-32227-8642-7087-5011-5813-5851-2789,easy
2148113-1651795-399341-99279-2027158-20594-139630-655975,95811-41889-380408-114656-88679-89265-97949-170515,16490-28224-16006-7131-3525-19055-4536-32839,41424-21620-19323-23246-10483-5341-3972-7306,24270-14231-26872-8010-18714-23412-12993-23698,70900-12121-21961-13741-30795-27648-7592-35714,22114-7044-14822-5625-9632-13807-10414-35607,32227-8642-7087-5011-5813-5851-2789-15305,easy
1651795-399341-99279-2027158-20594-139630-655975-158686,41889-380408-114656-88679-89265-97949-170515-57402,28224-16006-7131-3525-19055-4536-32839-10026,21620-19323-23246-10483-5341-3972-7306-7799,14231-26872-8010-18714-23412-12993-23698-3021,12121-21961-13741-30795-27648-7592-35714-3475,7044-14822-5625-9632-13807-10414-35607-6589,8642-7087-5011-5813-5851-2789-15305-4020,easy
399341-99279-2027158-20594-139630-655975-158686-1139096,380408-114656-88679-89265-97949-170515-57402-104905,16006-7131-3525-19055-4536-32839-10026-30474,19323-23246-10483-5341-3972-7306-7799-6583,26872-8010-18714-23412-12993-23698-3021-21975,21961-13741-30795-27648-7592-35714-3475-12174,14822-5625-9632-13807-10414-35607-6589-69024,7087-5011-5813-5851-2789-15305-4020-17552,easy
99279-2027158-20594-139630-655975-158686-1139096-21214,114656-88679-89265-97949-170515-57402-104905-43731,7131-3525-19055-4536-32839-10026-30474-15577,23246-10483-5341-3972-7306-7799-6583-8514,8010-18714-23412-12993-23698-3021-21975-14240,13741-30795-27648-7592-35714-3475-12174-75204,5625-9632-13807-10414-35607-6589-69024-21809,5011-5813-5851-2789-15305-4020-17552-21457,easy
2027158-20594-139630-655975-158686-1139096-21214-82030,88679-89265-97949-170515-57402-104905-43731-16884,3525-19055-4536-32839-10026-30474-15577-2219,10483-5341-3972-7306-7799-6583-8514-4643,18714-23412-12993-23698-3021-21975-14240-12690,30795-27648-7592-35714-3475-12174-75204-10354,9632-13807-10414-35607-6589-69024-21809-5806,5813-5851-2789-15305-4020-17552-21457-3034,easy
20594-139630-655975-158686-1139096-21214-82030-970969,89265-97949-170515-57402-104905-43731-16884-192273,19055-4536-32839-10026-30474-15577-2219-68739,5341-3972-7306-7799-6583-8514-4643-277845,23412-12993-23698-3021-21975-14240-12690-51243,27648-7592-35714-3475-12174-75204-10354-114231,13807-10414-35607-6589-69024-21809-5806-97784,5851-2789-15305-4020-17552-21457-3034-73612,easy
139630-655975-158686-1139096-21214-82030-970969-1790152,97949-170515-57402-104905-43731-16884-192273-385599,4536-32839-10026-30474-15577-2219-68739-44504,3972-7306-7799-6583-8514-4643-277845-24192,12993-23698-3021-21975-14240-12690-51243-11050,7592-35714-3475-12174-75204-10354-114231-28248,10414-35607-6589-69024-21809-5806-97784-12365,2789-15305-4020-17552-21457-3034-73612-30567,easy
655975-158686-1139096-21214-82030-970969-1790152-447491,170515-57402-104905-43731-16884-192273-385599-155639,32839-10026-30474-15577-2219-68739-44504-30823,7306-7799-6583-8514-4643-277845-24192-13352,23698-3021-21975-14240-12690-51243-11050-7522,35714-3475-12174-75204-10354-114231-28248-23875,35607-6589-69024-21809-5806-97784-12365-23905,15305-4020-17552-21457-3034-73612-30567-8363,hard
158686-1139096-21214-82030-970969-1790152-447491-267942,57402-104905-43731-16884-192273-385599-155639-42257,10026-30474-15577-2219-68739-44504-30823-4067,7799-6583-8514-4643-277845-24192-13352-4318,3021-21975-14240-12690-51243-11050-7522-2613,3475-12174-75204-10354-114231-28248-23875-5850,6589-69024-21809-5806-97784-12365-23905-2872,4020-17552-21457-3034-73612-30567-8363-4201,hard
1139096-21214-82030-970969-1790152-447491-267942-231689,104905-43731-16884-192273-385599-155639-42257-18839,30474-15577-2219-68739-44504-30823-4067-7302,6583-8514-4643-277845-24192-13352-4318-527,21975-14240-12690-51243-11050-7522-2613-1726,12174-75204-10354-114231-28248-23875-5850-2236,69024-21809-5806-97784-12365-23905-2872-873,17552-21457-3034-73612-30567-8363-4201-640,hard
21214-82030-970969-1790152-447491-267942-231689-128151,43731-16884-192273-385599-155639-42257-18839-72396,15577-2219-68739-44504-30823-4067-7302-60081,8514-4643-277845-24192-13352-4318-527-49429,14240-12690-51243-11050-7522-2613-1726-18222,75204-10354-114231-28248-23875-5850-2236-33978,21809-5806-97784-12365-23905-2872-873-21519,21457-3034-73612-30567-8363-4201-640-20359,easy
82030-970969-1790152-447491-267942-231689-128151-52597,16884-192273-385599-155639-42257-18839-72396-19651,2219-68739-44504-30823-4067-7302-60081-1379,4643-277845-24192-13352-4318-527-49429-3871,12690-51243-11050-7522-2613-1726-18222-3821,10354-114231-28248-23875-5850-2236-33978-4368,5806-97784-12365-23905-2872-873-21519-4837,3034-73612-30567-8363-4201-640-20359-4590,hard
970969-1790152-447491-267942-231689-128151-52597-13827,192273-385599-155639-42257-18839-72396-19651-31796,68739-44504-30823-4067-7302-60081-1379-5720,277845-24192-13352-4318-527-49429-3871-12090,51243-11050-7522-2613-1726-18222-3821-8043,114231-28248-23875-5850-2236-33978-4368-25720,97784-12365-23905-2872-873-21519-4837-13550,73612-30567-8363-4201-640-20359-4590-7976,hard
1790152-447491-267942-231689-128151-52597-13827-2933092,385599-155639-42257-18839-72396-19651-31796-394331,44504-30823-4067-7302-60081-1379-5720-11962,24192-13352-4318-527-49429-3871-12090-44357,11050-7522-2613-1726-18222-3821-8043-32737,28248-23875-5850-2236-33978-4368-25720-38234,12365-23905-2872-873-21519-4837-13550-43976,30567-8363-4201-640-20359-4590-7976-12280,hard
447491-267942-231689-128151-52597-13827-2933092-91265,155639-42257-18839-72396-19651-31796-394331-21818,30823-4067-7302-60081-1379-5720-11962-1946,13352-4318-527-49429-3871-12090-44357-2222,7522-2613-1726-18222-3821-8043-32737-1781,23875-5850-2236-33978-4368-25720-38234-9022,23905-2872-873-21519-4837-13550-43976-5726,8363-4201-640-20359-4590-7976-12280-4712,hard
267942-231689-128151-52597-13827-2933092-91265-3337224,42257-18839-72396-19651-31796-394331-21818-1241892,4067-7302-60081-1379-5720-11962-1946-300303,4318-527-49429-3871-12090-44357-2222-247198,2613-1726-18222-3821-8043-32737-1781-267614,5850-2236-33978-4368-25720-38234-9022-115977,2872-873-21519-4837-13550-43976-5726-33741,4201-640-20359-4590-7976-12280-4712-17577,hard
231689-128151-52597-13827-2933092-91265-3337224-62994,18839-72396-19651-31796-394331-21818-1241892-4555,7302-60081-1379-5720-11962-1946-300303-1552,527-49429-3871-12090-44357-2222-247198-1133,1726-18222-3821-8043-32737-1781-267614-1473,2236-33978-4368-25720-38234-9022-115977-2149,873-21519-4837-13550-43976-5726-33741-882,640-20359-4590-7976-12280-4712-17577-1085,hard
128151-52597-13827-2933092-91265-3337224-62994-87169,72396-19651-31796-394331-21818-1241892-4555-26271,60081-1379-5720-11962-1946-300303-1552-2717,49429-3871-12090-44357-2222-247198-1133-2521,18222-3821-8043-32737-1781-267614-1473-4575,33978-4368-25720-38234-9022-115977-2149-9306,21519-4837-13550-43976-5726-33741-882-4259,20359-4590-7976-12280-4712-17577-1085-2898,hard
52597-13827-2933092-91265-3337224-62994-87169-37554,19651-31796-394331-21818-1241892-4555-26271-30147,1379-5720-11962-1946-300303-1552-2717-23495,3871-12090-44357-2222-247198-1133-2521-8391,3821-8043-32737-1781-267614-1473-4575-13985,4368-25720-38234-9022-115977-2149-9306-34146,4837-13550-43976-5726-33741-882-4259-22673,4590-7976-12280-4712-17577-1085-2898-8638,hard
13827-2933092-91265-3337224-62994-87169-37554-239724,31796-394331-21818-1241892-4555-26271-30147-26512,5720-11962-1946-300303-1552-2717-23495-9856,12090-44357-2222-247198-1133-2521-8391-21090,8043-32737-1781-267614-1473-4575-13985-14223,25720-38234-9022-115977-2149-9306-34146-19499,13550-43976-5726-33741-882-4259-22673-6094,7976-12280-4712-17577-1085-2898-8638-8352,hard
2933092-91265-3337224-62994-87169-37554-239724-14506,394331-21818-1241892-4555-26271-30147-26512-7169,11962-1946-300303-1552-2717-23495-9856-3813,44357-2222-247198-1133-2521-8391-21090-5331,32737-1781-267614-1473-4575-13985-14223-3303,38234-9022-115977-2149-9306-34146-19499-8818,43976-5726-33741-882-4259-22673-6094-2788,12280-4712-17577-1085-2898-8638-8352-2663,hard
91265-3337224-62994-87169-37554-239724-14506-47775,21818-1241892-4555-26271-30147-26512-7169-15950,1946-300303-1552-2717-23495-9856-3813-1772,2222-247198-1133-2521-8391-21090-5331-2172,1781-267614-1473-4575-13985-14223-3303-5411,9022-115977-2149-9306-34146-19499-8818-17193,5726-33741-882-4259-22673-6094-2788-21029,4712-17577-1085-2898-8638-8352-2663-16476,hard
3337224-62994-87169-37554-239724-14506-47775-24164,1241892-4555-26271-30147-26512-7169-15950-19500,300303-1552-2717-23495-9856-3813-1772-9251,247198-1133-2521-8391-21090-5331-2172-8714,267614-1473-4575-13985-14223-3303-5411-10559,115977-2149-9306-34146-19499-8818-17193-15347,33741-882-4259-22673-6094-2788-21029-14330,17577-1085-2898-8638-8352-2663-16476-20534,hard
62994-87169-37554-239724-14506-47775-24164-18409,4555-26271-30147-26512-7169-15950-19500-14859,1552-2717-23495-9856-3813-1772-9251-24675,1133-2521-8391-21090-5331-2172-8714-10727,1473-4575-13985-14223-3303-5411-10559-8717,2149-9306-34146-19499-8818-17193-15347-31451,882-4259-22673-6094-2788-21029-14330-21556,1085-2898-8638-8352-2663-16476-20534-19616,hard
87169-37554-239724-14506-47775-24164-18409-134733,26271-30147-26512-7169-15950-19500-14859-72007,2717-23495-9856-3813-1772-9251-24675-23523,2521-8391-21090-5331-2172-8714-10727-9800,4575-13985-14223-3303-5411-10559-8717-25158,9306-34146-19499-8818-17193-15347-31451-19967,4259-22673-6094-2788-21029-14330-21556-9902,2898-8638-8352-2663-16476-20534-19616-10266,hard
37554-239724-14506-47775-24164-18409-134733-7774,30147-26512-7169-15950-19500-14859-72007-30875,23495-9856-3813-1772-9251-24675-23523-833,8391-21090-5331-2172-8714-10727-9800-3464,13985-14223-3303-5411-10559-8717-25158-8427,34146-19499-8818-17193-15347-31451-19967-24009,22673-6094-2788-21029-14330-21556-9902-12911,8638-8352-2663-16476-20534-19616-10266-8035,hard
239724-14506-47775-24164-18409-134733-7774-12039,26512-7169-15950-19500-14859-72007-30875-8321,9856-3813-1772-9251-24675-23523-833-8603,21090-5331-2172-8714-10727-9800-3464-4910,14223-3303-5411-10559-8717-25158-8427-12986,19499-8818-17193-15347-31451-19967-24009-33568,6094-2788-21029-14330-21556-9902-12911-16236,8352-2663-16476-20534-19616-10266-8035-12732,hard
14506-47775-24164-18409-134733-7774-12039-5516,7169-15950-19500-14859-72007-30875-8321-9591,3813-1772-9251-24675-23523-833-8603-9618,5331-2172-8714-10727-9800-3464-4910-7128,3303-5411-10559-8717-25158-8427-12986-18103,8818-17193-15347-31451-19967-24009-33568-17215,2788-21029-14330-21556-9902-12911-16236-15253,2663-16476-20534-19616-10266-8035-12732-11085,hard
47775-24164-18409-134733-7774-12039-5516-153132,15950-19500-14859-72007-30875-8321-9591-10265,1772-9251-24675-23523-833-8603-9618-1043,2172-8714-10727-9800-3464-4910-7128-1844,5411-10559-8717-25158-8427-12986-18103-1729,17193-15347-31451-19967-24009-33568-17215-1723,21029-14330-21556-9902-12911-16236-15253-1151,16476-20534-19616-10266-8035-12732-11085-852,easy
24164-18409-134733-7774-12039-5516-153132-12100,19500-14859-72007-30875-8321-9591-10265-26205,9251-24675-23523-833-8603-9618-1043-12595,8714-10727-9800-3464-4910-7128-1844-3114,10559-8717-25158-8427-12986-18103-1729-2420,15347-31451-19967-24009-33568-17215-1723-16384,14330-21556-9902-12911-16236-15253-1151-3264,20534-19616-10266-8035-12732-11085-852-4318,easy
18409-134733-7774-12039-5516-153132-12100-66063,14859-72007-30875-8321-9591-10265-26205-32284,24675-23523-833-8603-9618-1043-12595-21351,10727-9800-3464-4910-7128-1844-3114-27069,8717-25158-8427-12986-18103-1729-2420-30762,31451-19967-24009-33568-17215-1723-16384-26213,21556-9902-12911-16236-15253-1151-3264-12920,19616-10266-8035-12732-11085-852-4318-16125,hard
134733-7774-12039-5516-153132-12100-66063-1528023,72007-30875-8321-9591-10265-26205-32284-317347,23523-833-8603-9618-1043-12595-21351-56742,9800-3464-4910-7128-1844-3114-27069-22426,25158-8427-12986-18103-1729-2420-30762-10728,19967-24009-33568-17215-1723-16384-26213-42864,9902-12911-16236-15253-1151-3264-12920-25205,10266-8035-12732-11085-852-4318-16125-15670,hard
7774-12039-5516-153132-12100-66063-1528023-821060,30875-8321-9591-10265-26205-32284-317347-144635,833-8603-9618-1043-12595-21351-56742-22084,3464-4910-7128-1844-3114-27069-22426-25404,8427-12986-18103-1729-2420-30762-10728-9763,24009-33568-17215-1723-16384-26213-42864-67182,12911-16236-15253-1151-3264-12920-25205-64436,8035-12732-11085-852-4318-16125-15670-39022,easy
12039-5516-153132-12100-66063-1528023-821060-658409,8321-9591-10265-26205-32284-317347-144635-50653,8603-9618-1043-12595-21351-56742-22084-6136,4910-7128-1844-3114-27069-22426-25404-11140,12986-18103-1729-2420-30762-10728-9763-3681,33568-17215-1723-16384-26213-42864-67182-9963,16236-15253-1151-3264-12920-25205-64436-12883,12732-11085-852-4318-16125-15670-39022-10235,easy
5516-153132-12100-66063-1528023-821060-658409-1340411,9591-10265-26205-32284-317347-144635-50653-339002,9618-1043-12595-21351-56742-22084-6136-122114,7128-1844-3114-27069-22426-25404-11140-24048,18103-1729-2420-30762-10728-9763-3681-13254,17215-1723-16384-26213-42864-67182-9963-84705,15253-1151-3264-12920-25205-64436-12883-45207,11085-852-4318-16125-15670-39022-10235-44370,easy
153132-12100-66063-1528023-821060-658409-1340411-6601,10265-26205-32284-317347-144635-50653-339002-31553,1043-12595-21351-56742-22084-6136-122114-1678,1844-3114-27069-22426-25404-11140-24048-2787,1729-2420-30762-10728-9763-3681-13254-5805,1723-16384-26213-42864-67182-9963-84705-6695,1151-3264-12920-25205-64436-12883-45207-5880,852-4318-16125-15670-39022-10235-44370-3623,easy
12100-66063-1528023-821060-658409-1340411-6601-158759,26205-32284-317347-144635-50653-339002-31553-17463,12595-21351-56742-22084-6136-122114-1678-3137,3114-27069-22426-25404-11140-24048-2787-2504,2420-30762-10728-9763-3681-13254-5805-5671,16384-26213-42864-67182-9963-84705-6695-15765,3264-12920-25205-64436-12883-45207-5880-5227,4318-16125-15670-39022-10235-44370-3623-3236,easy
66063-1528023-821060-658409-1340411-6601-158759-24806,32284-317347-144635-50653-339002-31553-17463-8248,21351-56742-22084-6136-122114-1678-3137-8231,27069-22426-25404-11140-24048-2787-2504-3023,30762-10728-9763-3681-13254-5805-5671-17676,26213-42864-67182-9963-84705-6695-15765-17725,12920-25205-64436-12883-45207-5880-5227-12582,16125-15670-39022-10235-44370-3623-3236-8649,easy
1528023-821060-658409-1340411-6601-158759-24806-79035,317347-144635-50653-339002-31553-17463-8248-33018,56742-22084-6136-122114-1678-3137-8231-9147,22426-25404-11140-24048-2787-2504-3023-3076,10728-9763-3681-13254-5805-5671-17676-4690,42864-67182-9963-84705-6695-15765-17725-9710,25205-64436-12883-45207-5880-5227-12582-4967,15670-39022-10235-44370-3623-3236-8649-6979,easy
821060-658409-1340411-6601-158759-24806-79035-118064,144635-50653-339002-31553-17463-8248-33018-14950,22084-6136-122114-1678-3137-8231-9147-11917,25404-11140-24048-2787-2504-3023-3076-4796,9763-3681-13254-5805-5671-17676-4690-2898,67182-9963-84705-6695-15765-17725-9710-6671,64436-12883-45207-5880-5227-12582-4967-4798,39022-10235-44370-3623-3236-8649-6979-3263,easy
658409-1340411-6601-158759-24806-79035-118064-84373,50653-339002-31553-17463-8248-33018-14950-19979,6136-122114-1678-3137-8231-9147-11917-10879,11140-24048-2787-2504-3023-3076-4796-3629,3681-13254-5805-5671-17676-4690-2898-4581,9963-84705-6695-15765-17725-9710-6671-12811,12883-45207-5880-5227-12582-4967-4798-8091,10235-44370-3623-3236-8649-6979-3263-3446,easy
1340411-6601-158759-24806-79035-118064-84373-703429,339002-31553-17463-8248-33018-14950-19979-70678,122114-1678-3137-8231-9147-11917-10879-35405,24048-2787-2504-3023-3076-4796-3629-10898,13254-5805-5671-17676-4690-2898-4581-33325,84705-6695-15765-17725-9710-6671-12811-41814,45207-5880-5227-12582-4967-4798-8091-43553,44370-3623-3236-8649-6979-3263-3446-15153,easy
6601-158759-24806-79035-118064-84373-703429-59738,31553-17463-8248-33018-14950-19979-70678-27729,1678-3137-8231-9147-11917-10879-35405-13306,2787-2504-3023-3076-4796-3629-10898-35454,5805-5671-17676-4690-2898-4581-33325-9324,6695-15765-17725-9710-6671-12811-41814-43786,5880-5227-12582-4967-4798-8091-43553-29386,3623-3236-8649-6979-3263-3446-15153-11650,easy
158759-24806-79035-118064-84373-703429-59738-54083,17463-8248-33018-14950-19979-70678-27729-42243,3137-8231-9147-11917-10879-35405-13306-3990,2504-3023-3076-4796-3629-10898-35454-5384,5671-17676-4690-2898-4581-33325-9324-8296,15765-17725-9710-6671-12811-41814-43786-7187,5227-12582-4967-4798-8091-43553-29386-9078,3236-8649-6979-3263-3446-15153-11650-4430,easy
24806-79035-118064-84373-703429-59738-54083-36084,8248-33018-14950-19979-70678-27729-42243-22656,8231-9147-11917-10879-35405-13306-3990-3740,3023-3076-4796-3629-10898-35454-5384-2984,17676-4690-2898-4581-33325-9324-8296-10368,17725-9710-6671-12811-41814-43786-7187-7556,12582-4967-4798-8091-43553-29386-9078-4576,8649-6979-3263-3446-15153-11650-4430-1515,easy
79035-118064-84373-703429-59738-54083-36084-185143,33018-14950-19979-70678-27729-42243-22656-92982,9147-11917-10879-35405-13306-3990-3740-42108,3076-4796-3629-10898-35454-5384-2984-29527,4690-2898-4581-33325-9324-8296-10368-47037,9710-6671-12811-41814-43786-7187-7556-59839,4967-4798-8091-43553-29386-9078-4576-18840,6979-3263-3446-15153-11650-4430-1515-11889,easy
118064-84373-703429-59738-54083-36084-185143-222639,14950-19979-70678-27729-42243-22656-92982-17455,11917-10879-35405-13306-3990-3740-42108-5540,4796-3629-10898-35454-5384-2984-29527-14828,2898-4581-33325-9324-8296-10368-47037-17669,6671-12811-41814-43786-7187-7556-59839-5829,4798-8091-43553-29386-9078-4576-18840-11793,3263-3446-15153-11650-4430-1515-11889-2308,hard
84373-703429-59738-54083-36084-185143-222639-384935,19979-70678-27729-42243-22656-92982-17455-86915,10879-35405-13306-3990-3740-42108-5540-4478,3629-10898-35454-5384-2984-29527-14828-11664,4581-33325-9324-8296-10368-47037-17669-13731,12811-41814-43786-7187-7556-59839-5829-46260,8091-43553-29386-9078-4576-18840-11793-13590,3446-15153-11650-4430-1515-11889-2308-11492,hard
703429-59738-54083-36084-185143-222639-384935-37455,70678-27729-42243-22656-92982-17455-86915-10641,35405-13306-3990-3740-42108-5540-4478-13544,10898-35454-5384-2984-29527-14828-11664-16353,33325-9324-8296-10368-47037-17669-13731-8198,41814-43786-7187-7556-59839-5829-46260-10714,43553-29386-9078-4576-18840-11793-13590-11563,15153-11650-4430-1515-11889-2308-11492-2639,hard
59738-54083-36084-185143-222639-384935-37455-133222,27729-42243-22656-92982-17455-86915-10641-118181,13306-3990-3740-42108-5540-4478-13544-9109,35454-5384-2984-29527-14828-11664-16353-16901,9324-8296-10368-47037-17669-13731-8198-17850,43786-7187-7556-59839-5829-46260-10714-20740,29386-9078-4576-18840-11793-13590-11563-20412,11650-4430-1515-11889-2308-11492-2639-4464,hard
54083-36084-185143-222639-384935-37455-133222-10598,42243-22656-92982-17455-86915-10641-118181-43594,3990-3740-42108-5540-4478-13544-9109-13176,5384-2984-29527-14828-11664-16353-16901-15369,8296-10368-47037-17669-13731-8198-17850-6077,7187-7556-59839-5829-46260-10714-20740-26637,9078-4576-18840-11793-13590-11563-20412-13506,4430-1515-11889-2308-11492-2639-4464-7591,hard
36084-185143-222639-384935-37455-133222-10598-257134,22656-92982-17455-86915-10641-118181-43594-39555,3740-42108-5540-4478-13544-9109-13176-14681,2984-29527-14828-11664-16353-16901-15369-3273,10368-47037-17669-13731-8198-17850-6077-8371,7556-59839-5829-46260-10714-20740-26637-21279,4576-18840-11793-13590-11563-20412-13506-17782,1515-11889-2308-11492-2639-4464-7591-8067,hard
185143-222639-384935-37455-133222-10598-257134-36776,92982-17455-86915-10641-118181-43594-39555-49436,42108-5540-4478-13544-9109-13176-14681-6284,29527-14828-11664-16353-16901-15369-3273-3077,47037-17669-13731-8198-17850-6077-8371-23518,59839-5829-46260-10714-20740-26637-21279-20766,18840-11793-13590-11563-20412-13506-17782-7450,11889-2308-11492-2639-4464-7591-8067-11246,hard
222639-384935-37455-133222-10598-257134-36776-9409,17455-86915-10641-118181-43594-39555-49436-17634,5540-4478-13544-9109-13176-14681-6284-16336,14828-11664-16353-16901-15369-3273-3077-11519,17669-13731-8198-17850-6077-8371-23518-7667,5829-46260-10714-20740-26637-21279-20766-16572,11793-13590-11563-20412-13506-17782-7450-18572,2308-11492-2639-4464-7591-8067-11246-8161,hard
384935-37455-133222-10598-257134-36776-9409-27193,86915-10641-118181-43594-39555-49436-17634-66344,4478-13544-9109-13176-14681-6284-16336-14067,11664-16353-16901-15369-3273-3077-11519-13328,13731-8198-17850-6077-8371-23518-7667-19620,46260-10714-20740-26637-21279-20766-16572-20783,13590-11563-20412-13506-17782-7450-18572-18286,11492-2639-4464-7591-8067-11246-8161-7351,hard
37455-133222-10598-257134-36776-9409-27193-79543,10641-118181-43594-39555-49436-17634-66344-66772,13544-9109-13176-14681-6284-16336-14067-11900,16353-16901-15369-3273-3077-11519-13328-13290,8198-17850-6077-8371-23518-7667-19620-45556,10714-20740-26637-21279-20766-16572-20783-10944,11563-20412-13506-17782-7450-18572-18286-11035,2639-4464-7591-8067-11246-8161-7351-4604,hard
133222-10598-257134-36776-9409-27193-79543-17454,118181-43594-39555-49436-17634-66344-66772-17775,9109-13176-14681-6284-16336-14067-11900-9617,16901-15369-3273-3077-11519-13328-13290-7216,17850-6077-8371-23518-7667-19620-45556-12718,20740-26637-21279-20766-16572-20783-10944-25714,20412-13506-17782-7450-18572-18286-11035-13680,4464-7591-8067-11246-8161-7351-4604-9604,hard
10598-257134-36776-9409-27193-79543-17454-85282,43594-39555-49436-17634-66344-66772-17775-33525,13176-14681-6284-16336-14067-11900-9617-3007,15369-3273-3077-11519-13328-13290-7216-24708,6077-8371-23518-7667-19620-45556-12718-11736,26637-21279-20766-16572-20783-10944-25714-17773,13506-17782-7450-18572-18286-11035-13680-8926,7591-8067-11246-8161-7351-4604-9604-6532,hard
257134-36776-9409-27193-79543-17454-85282-8911,39555-49436-17634-66344-66772-17775-33525-26342,14681-6284-16336-14067-11900-9617-3007-1405,3273-3077-11519-13328-13290-7216-24708-4285,8371-23518-7667-19620-45556-12718-11736-2751,21279-20766-16572-20783-10944-25714-17773-3901,17782-7450-18572-18286-11035-13680-8926-2581,8067-11246-8161-7351-4604-9604-6532-2413,hard
36776-9409-27193-79543-17454-85282-8911-1120869,49436-17634-66344-66772-17775-33525-26342-150350,6284-16336-14067-11900-9617-3007-1405-38937,3077-11519-13328-13290-7216-24708-4285-64410,23518-7667-19620-45556-12718-11736-2751-10934,20766-16572-20783-10944-25714-17773-3901-27231,7450-18572-18286-11035-13680-8926-2581-35882,11246-8161-7351-4604-9604-6532-2413-29386,hard
9409-27193-79543-17454-85282-8911-1120869-706849,17634-66344-66772-17775-33525-26342-150350-40482,16336-14067-11900-9617-3007-1405-38937-20892,11519-13328-13290-7216-24708-4285-64410-8341,7667-19620-45556-12718-11736-2751-10934-4637,16572-20783-10944-25714-17773-3901-27231-4747,18572-18286-11035-13680-8926-2581-35882-9821,8161-7351-4604-9604-6532-2413-29386-4717,hard
