delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
47690-1223711-50954-1560357-889760-729094-1990630-167319,64682-101364-45852-126774-266332-84037-102395-19952,57745-35883-18996-38394-15798-86030-21762-8592,26377-25084-9594-56512-91261-50420-16968-11011,35059-47816-17804-72598-44891-27214-28445-13876,16978-13501-15413-35449-41003-41023-29328-19613,5889-8943-8608-17477-7393-10171-9187-2805,1685-5832-1768-19031-10196-12143-13043-1740,easy
1223711-50954-1560357-889760-729094-1990630-167319-1462666,101364-45852-126774-266332-84037-102395-19952-38708,35883-18996-38394-15798-86030-21762-8592-30761,25084-9594-56512-91261-50420-16968-11011-51866,47816-17804-72598-44891-27214-28445-13876-47957,13501-15413-35449-41003-41023-29328-19613-29862,8943-8608-17477-7393-10171-9187-2805-7638,5832-1768-19031-10196-12143-13043-1740-6585,easy
50954-1560357-889760-729094-1990630-167319-1462666-560977,45852-126774-266332-84037-102395-19952-38708-83639,18996-38394-15798-86030-21762-8592-30761-9001,9594-56512-91261-50420-16968-11011-51866-46982,17804-72598-44891-27214-28445-13876-47957-39742,15413-35449-41003-41023-29328-19613-29862-16697,8608-17477-7393-10171-9187-2805-7638-5660,1768-19031-10196-12143-13043-1740-6585-8169,easy
1560357-889760-729094-1990630-167319-1462666-560977-184848,126774-266332-84037-102395-19952-38708-83639-41435,38394-15798-86030-21762-8592-30761-9001-15355,56512-91261-50420-16968-11011-51866-46982-8655,72598-44891-27214-28445-13876-47957-39742-8008,35449-41003-41023-29328-19613-29862-16697-4679,17477-7393-10171-9187-2805-7638-5660-1790,19031-10196-12143-13043-1740-6585-8169-2181,easy
889760-729094-1990630-167319-1462666-560977-184848-1540340,266332-84037-102395-19952-38708-83639-41435-303343,15798-86030-21762-8592-30761-9001-15355-67889,91261-50420-16968-11011-51866-46982-8655-61638,44891-27214-28445-13876-47957-39742-8008-118536,41003-41023-29328-19613-29862-16697-4679-63702,7393-10171-9187-2805-7638-5660-1790-37122,10196-12143-13043-1740-6585-8169-2181-15494,easy
729094-1990630-167319-1462666-560977-184848-1540340-294281,84037-102395-19952-38708-83639-41435-303343-22333,86030-21762-8592-30761-9001-15355-67889-19658,50420-16968-11011-51866-46982-8655-61638-6726,27214-28445-13876-47957-39742-8008-118536-13976,41023-29328-19613-29862-16697-4679-63702-5870,10171-9187-2805-7638-5660-1790-37122-2820,12143-13043-1740-6585-8169-2181-15494-2695,easy
1990630-167319-1462666-560977-184848-1540340-294281-21183,102395-19952-38708-83639-41435-303343-22333-24526,21762-8592-30761-9001-15355-67889-19658-10024,16968-11011-51866-46982-8655-61638-6726-3079,28445-13876-47957-39742-8008-118536-13976-7568,29328-19613-29862-16697-4679-63702-5870-2371,9187-2805-7638-5660-1790-37122-2820-1354,13043-1740-6585-8169-2181-15494-2695-752,easy
167319-1462666-560977-184848-1540340-294281-21183-828206,19952-38708-83639-41435-303343-22333-24526-42816,8592-30761-9001-15355-67889-19658-10024-32027,11011-51866-46982-8655-61638-6726-3079-47658,13876-47957-39742-8008-118536-13976-7568-95725,19613-29862-16697-4679-63702-5870-2371-14256,2805-7638-5660-1790-37122-2820-1354-13797,1740-6585-8169-2181-15494-2695-752-4705,easy
1462666-560977-184848-1540340-294281-21183-828206-205390,38708-83639-41435-303343-22333-24526-42816-38950,30761-9001-15355-67889-19658-10024-32027-13752,51866-46982-8655-61638-6726-3079-47658-22160,47957-39742-8008-118536-13976-7568-95725-7136,29862-16697-4679-63702-5870-2371-14256-5403,7638-5660-1790-37122-2820-1354-13797-1351,6585-8169-2181-15494-2695-752-4705-2646,easy
560977-184848-1540340-294281-21183-828206-205390-164768,83639-41435-303343-22333-24526-42816-38950-111267,9001-15355-67889-19658-10024-32027-13752-31896,46982-8655-61638-6726-3079-47658-22160-20408,39742-8008-118536-13976-7568-95725-7136-20388,16697-4679-63702-5870-2371-14256-5403-3783,5660-1790-37122-2820-1354-13797-1351-2447,8169-2181-15494-2695-752-4705-2646-1607,easy
184848-1540340-294281-21183-828206-205390-164768-252427,41435-303343-22333-24526-42816-38950-111267-90532,15355-67889-19658-10024-32027-13752-31896-65015,8655-61638-6726-3079-47658-22160-20408-33718,8008-118536-13976-7568-95725-7136-20388-19944,4679-63702-5870-2371-14256-5403-3783-18864,1790-37122-2820-1354-13797-1351-2447-17536,2181-15494-2695-752-4705-2646-1607-6936,easy
1540340-294281-21183-828206-205390-164768-252427-271180,303343-22333-24526-42816-38950-111267-90532-19169,67889-19658-10024-32027-13752-31896-65015-11511,61638-6726-3079-47658-22160-20408-33718-9822,118536-13976-7568-95725-7136-20388-19944-6082,63702-5870-2371-14256-5403-3783-18864-4147,37122-2820-1354-13797-1351-2447-17536-1931,15494-2695-752-4705-2646-1607-6936-1298,easy
294281-21183-828206-205390-164768-252427-271180-285217,22333-24526-42816-38950-111267-90532-19169-271089,19658-10024-32027-13752-31896-65015-11511-57626,6726-3079-47658-22160-20408-33718-9822-50083,13976-7568-95725-7136-20388-19944-6082-26005,5870-2371-14256-5403-3783-18864-4147-18321,2820-1354-13797-1351-2447-17536-1931-6819,2695-752-4705-2646-1607-6936-1298-9053,easy
21183-828206-205390-164768-252427-271180-285217-79249,24526-42816-38950-111267-90532-19169-271089-33959,10024-32027-13752-31896-65015-11511-57626-72571,3079-47658-22160-20408-33718-9822-50083-60249,7568-95725-7136-20388-19944-6082-26005-9473,2371-14256-5403-3783-18864-4147-18321-9725,1354-13797-1351-2447-17536-1931-6819-8645,752-4705-2646-1607-6936-1298-9053-7738,easy
828206-205390-164768-252427-271180-285217-79249-178871,42816-38950-111267-90532-19169-271089-33959-65513,32027-13752-31896-65015-11511-57626-72571-13274,47658-22160-20408-33718-9822-50083-60249-50253,95725-7136-20388-19944-6082-26005-9473-12406,14256-5403-3783-18864-4147-18321-9725-14545,13797-1351-2447-17536-1931-6819-8645-11467,4705-2646-1607-6936-1298-9053-7738-5931,easy
205390-164768-252427-271180-285217-79249-178871-167118,38950-111267-90532-19169-271089-33959-65513-23707,13752-31896-65015-11511-57626-72571-13274-30032,22160-20408-33718-9822-50083-60249-50253-1903,7136-20388-19944-6082-26005-9473-12406-4162,5403-3783-18864-4147-18321-9725-14545-4840,1351-2447-17536-1931-6819-8645-11467-1705,2646-1607-6936-1298-9053-7738-5931-1415,easy
164768-252427-271180-285217-79249-178871-167118-801815,111267-90532-19169-271089-33959-65513-23707-936689,31896-65015-11511-57626-72571-13274-30032-107942,20408-33718-9822-50083-60249-50253-1903-99574,20388-19944-6082-26005-9473-12406-4162-43472,3783-18864-4147-18321-9725-14545-4840-19429,2447-17536-1931-6819-8645-11467-1705-10242,1607-6936-1298-9053-7738-5931-1415-2562,easy
252427-271180-285217-79249-178871-167118-801815-715743,90532-19169-271089-33959-65513-23707-936689-123617,65015-11511-57626-72571-13274-30032-107942-87365,33718-9822-50083-60249-50253-1903-99574-31328,19944-6082-26005-9473-12406-4162-43472-23320,18864-4147-18321-9725-14545-4840-19429-11226,17536-1931-6819-8645-11467-1705-10242-8955,6936-1298-9053-7738-5931-1415-2562-5346,easy
271180-285217-79249-178871-167118-801815-715743-651108,19169-271089-33959-65513-23707-936689-123617-79655,11511-57626-72571-13274-30032-107942-87365-93500,9822-50083-60249-50253-1903-99574-31328-21434,6082-26005-9473-12406-4162-43472-23320-32293,4147-18321-9725-14545-4840-19429-11226-14658,1931-6819-8645-11467-1705-10242-8955-6819,1298-9053-7738-5931-1415-2562-5346-5015,easy
285217-79249-178871-167118-801815-715743-651108-248355,271089-33959-65513-23707-936689-123617-79655-24460,57626-72571-13274-30032-107942-87365-93500-105449,50083-60249-50253-1903-99574-31328-21434-30622,26005-9473-12406-4162-43472-23320-32293-5653,18321-9725-14545-4840-19429-11226-14658-10207,6819-8645-11467-1705-10242-8955-6819-5215,9053-7738-5931-1415-2562-5346-5015-2465,easy
79249-178871-167118-801815-715743-651108-248355-204981,33959-65513-23707-936689-123617-79655-24460-166411,72571-13274-30032-107942-87365-93500-105449-31458,60249-50253-1903-99574-31328-21434-30622-21276,9473-12406-4162-43472-23320-32293-5653-32169,9725-14545-4840-19429-11226-14658-10207-62179,8645-11467-1705-10242-8955-6819-5215-9122,7738-5931-1415-2562-5346-5015-2465-4368,easy
178871-167118-801815-715743-651108-248355-204981-48579,65513-23707-936689-123617-79655-24460-166411-80440,13274-30032-107942-87365-93500-105449-31458-22603,50253-1903-99574-31328-21434-30622-21276-15176,12406-4162-43472-23320-32293-5653-32169-14587,14545-4840-19429-11226-14658-10207-62179-10934,11467-1705-10242-8955-6819-5215-9122-4150,5931-1415-2562-5346-5015-2465-4368-6413,hard
167118-801815-715743-651108-248355-204981-48579-58038,23707-936689-123617-79655-24460-166411-80440-152058,30032-107942-87365-93500-105449-31458-22603-42747,1903-99574-31328-21434-30622-21276-15176-52031,4162-43472-23320-32293-5653-32169-14587-22884,4840-19429-11226-14658-10207-62179-10934-30873,1705-10242-8955-6819-5215-9122-4150-3412,1415-2562-5346-5015-2465-4368-6413-3372,hard
801815-715743-651108-248355-204981-48579-58038-153363,936689-123617-79655-24460-166411-80440-152058-207029,107942-87365-93500-105449-31458-22603-42747-2782,99574-31328-21434-30622-21276-15176-52031-21782,43472-23320-32293-5653-32169-14587-22884-49122,19429-11226-14658-10207-62179-10934-30873-41236,10242-8955-6819-5215-9122-4150-3412-8805,2562-5346-5015-2465-4368-6413-3372-2210,easy
715743-651108-248355-204981-48579-58038-153363-1255400,123617-79655-24460-166411-80440-152058-207029-69825,87365-93500-105449-31458-22603-42747-2782-17995,31328-21434-30622-21276-15176-52031-21782-24903,23320-32293-5653-32169-14587-22884-49122-28489,11226-14658-10207-62179-10934-30873-41236-27083,8955-6819-5215-9122-4150-3412-8805-4603,5346-5015-2465-4368-6413-3372-2210-3332,easy
651108-248355-204981-48579-58038-153363-1255400-474932,79655-24460-166411-80440-152058-207029-69825-70448,93500-105449-31458-22603-42747-2782-17995-57961,21434-30622-21276-15176-52031-21782-24903-55988,32293-5653-32169-14587-22884-49122-28489-11219,14658-10207-62179-10934-30873-41236-27083-30776,6819-5215-9122-4150-3412-8805-4603-6627,5015-2465-4368-6413-3372-2210-3332-2653,easy
248355-204981-48579-58038-153363-1255400-474932-165145,24460-166411-80440-152058-207029-69825-70448-119892,105449-31458-22603-42747-2782-17995-57961-23680,30622-21276-15176-52031-21782-24903-55988-57609,5653-32169-14587-22884-49122-28489-11219-7484,10207-62179-10934-30873-41236-27083-30776-14796,5215-9122-4150-3412-8805-4603-6627-7725,2465-4368-6413-3372-2210-3332-2653-2960,easy
204981-48579-58038-153363-1255400-474932-165145-19739,166411-80440-152058-207029-69825-70448-119892-46075,31458-22603-42747-2782-17995-57961-23680-20857,21276-15176-52031-21782-24903-55988-57609-29432,32169-14587-22884-49122-28489-11219-7484-3147,62179-10934-30873-41236-27083-30776-14796-18246,9122-4150-3412-8805-4603-6627-7725-5292,4368-6413-3372-2210-3332-2653-2960-2598,easy
48579-58038-153363-1255400-474932-165145-19739-1077870,80440-152058-207029-69825-70448-119892-46075-238819,22603-42747-2782-17995-57961-23680-20857-29996,15176-52031-21782-24903-55988-57609-29432-16964,14587-22884-49122-28489-11219-7484-3147-40445,10934-30873-41236-27083-30776-14796-18246-29674,4150-3412-8805-4603-6627-7725-5292-5134,6413-3372-2210-3332-2653-2960-2598-3510,easy
58038-153363-1255400-474932-165145-19739-1077870-592511,152058-207029-69825-70448-119892-46075-238819-126480,42747-2782-17995-57961-23680-20857-29996-1301,52031-21782-24903-55988-57609-29432-16964-116676,22884-49122-28489-11219-7484-3147-40445-48993,30873-41236-27083-30776-14796-18246-29674-8888,3412-8805-4603-6627-7725-5292-5134-2909,3372-2210-3332-2653-2960-2598-3510-867,easy
153363-1255400-474932-165145-19739-1077870-592511-881604,207029-69825-70448-119892-46075-238819-126480-284384,2782-17995-57961-23680-20857-29996-1301-71885,21782-24903-55988-57609-29432-16964-116676-122732,49122-28489-11219-7484-3147-40445-48993-218875,41236-27083-30776-14796-18246-29674-8888-124082,8805-4603-6627-7725-5292-5134-2909-89797,2210-3332-2653-2960-2598-3510-867-17464,easy
1255400-474932-165145-19739-1077870-592511-881604-802193,69825-70448-119892-46075-238819-126480-284384-13647,17995-57961-23680-20857-29996-1301-71885-4424,24903-55988-57609-29432-16964-116676-122732-34505,28489-11219-7484-3147-40445-48993-218875-17859,27083-30776-14796-18246-29674-8888-124082-9563,4603-6627-7725-5292-5134-2909-89797-5084,3332-2653-2960-2598-3510-867-17464-1914,easy
474932-165145-19739-1077870-592511-881604-802193-769825,70448-119892-46075-238819-126480-284384-13647-38286,57961-23680-20857-29996-1301-71885-4424-3952,55988-57609-29432-16964-116676-122732-34505-13129,11219-7484-3147-40445-48993-218875-17859-11546,30776-14796-18246-29674-8888-124082-9563-7713,6627-7725-5292-5134-2909-89797-5084-2646,2653-2960-2598-3510-867-17464-1914-737,easy
165145-19739-1077870-592511-881604-802193-769825-1026067,119892-46075-238819-126480-284384-13647-38286-499088,23680-20857-29996-1301-71885-4424-3952-66158,57609-29432-16964-116676-122732-34505-13129-146712,7484-3147-40445-48993-218875-17859-11546-136182,14796-18246-29674-8888-124082-9563-7713-201509,7725-5292-5134-2909-89797-5084-2646-41736,2960-2598-3510-867-17464-1914-737-14580,hard
19739-1077870-592511-881604-802193-769825-1026067-101107,46075-238819-126480-284384-13647-38286-499088-51907,20857-29996-1301-71885-4424-3952-66158-6319,29432-16964-116676-122732-34505-13129-146712-5467,3147-40445-48993-218875-17859-11546-136182-15112,18246-29674-8888-124082-9563-7713-201509-4813,5292-5134-2909-89797-5084-2646-41736-2736,2598-3510-867-17464-1914-737-14580-334,easy
1077870-592511-881604-802193-769825-1026067-101107-417749,238819-126480-284384-13647-38286-499088-51907-70424,29996-1301-71885-4424-3952-66158-6319-44595,16964-116676-122732-34505-13129-146712-5467-2823,40445-48993-218875-17859-11546-136182-15112-16001,29674-8888-124082-9563-7713-201509-4813-19886,5134-2909-89797-5084-2646-41736-2736-2256,3510-867-17464-1914-737-14580-334-2235,easy
592511-881604-802193-769825-1026067-101107-417749-375084,126480-284384-13647-38286-499088-51907-70424-443418,1301-71885-4424-3952-66158-6319-44595-33814,116676-122732-34505-13129-146712-5467-2823-73891,48993-218875-17859-11546-136182-15112-16001-114461,8888-124082-9563-7713-201509-4813-19886-159930,2909-89797-5084-2646-41736-2736-2256-16081,867-17464-1914-737-14580-334-2235-8598,easy
881604-802193-769825-1026067-101107-417749-375084-774299,284384-13647-38286-499088-51907-70424-443418-222625,71885-4424-3952-66158-6319-44595-33814-18564,122732-34505-13129-146712-5467-2823-73891-14738,218875-17859-11546-136182-15112-16001-114461-9928,124082-9563-7713-201509-4813-19886-159930-17558,89797-5084-2646-41736-2736-2256-16081-4324,17464-1914-737-14580-334-2235-8598-5009,easy
802193-769825-1026067-101107-417749-375084-774299-643240,13647-38286-499088-51907-70424-443418-222625-110964,4424-3952-66158-6319-44595-33814-18564-47046,34505-13129-146712-5467-2823-73891-14738-29305,17859-11546-136182-15112-16001-114461-9928-37750,9563-7713-201509-4813-19886-159930-17558-31404,5084-2646-41736-2736-2256-16081-4324-9130,1914-737-14580-334-2235-8598-5009-1657,easy
