delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
255346-698733-616525-82782-111690-197190-222717-253052,238675-109724-58681-65403-11730-41472-34488-12209,19606-12976-6666-8249-3188-16910-16426-14793,10165-3038-10124-5638-3133-6243-14628-3311,11875-5862-16936-16643-877-4874-10528-4882,8963-6138-38765-18853-786-1598-9772-7468,4301-7026-66361-10105-482-1980-8185-3275,5121-4953-33854-5853-330-849-2111-3716,easy
698733-616525-82782-111690-197190-222717-253052-53391,109724-58681-65403-11730-41472-34488-12209-28398,12976-6666-8249-3188-16910-16426-14793-10496,3038-10124-5638-3133-6243-14628-3311-6624,5862-16936-16643-877-4874-10528-4882-2754,6138-38765-18853-786-1598-9772-7468-7260,7026-66361-10105-482-1980-8185-3275-2441,4953-33854-5853-330-849-2111-3716-1928,easy
616525-82782-111690-197190-222717-253052-53391-332708,58681-65403-11730-41472-34488-12209-28398-32960,6666-8249-3188-16910-16426-14793-10496-2997,10124-5638-3133-6243-14628-3311-6624-4914,16936-16643-877-4874-10528-4882-2754-3150,38765-18853-786-1598-9772-7468-7260-4272,66361-10105-482-1980-8185-3275-2441-3388,33854-5853-330-849-2111-3716-1928-596,easy
82782-111690-197190-222717-253052-53391-332708-1429585,65403-11730-41472-34488-12209-28398-32960-551029,8249-3188-16910-16426-14793-10496-2997-56945,5638-3133-6243-14628-3311-6624-4914-46474,16643-877-4874-10528-4882-2754-3150-41227,18853-786-1598-9772-7468-7260-4272-23851,10105-482-1980-8185-3275-2441-3388-9851,5853-330-849-2111-3716-1928-596-8201,easy
111690-197190-222717-253052-53391-332708-1429585-163385,11730-41472-34488-12209-28398-32960-551029-53017,3188-16910-16426-14793-10496-2997-56945-17439,3133-6243-14628-3311-6624-4914-46474-5412,877-4874-10528-4882-2754-3150-41227-12140,786-1598-9772-7468-7260-4272-23851-14260,482-1980-8185-3275-2441-3388-9851-7679,330-849-2111-3716-1928-596-8201-415,easy
80591-2379445-1177584-91354-642102-901940-120002-203855,17322-463060-38114-15089-113134-648493-16136-15979,1190-149082-9115-601-11036-75894-3468-2293,2552-328244-10989-2244-83953-38033-9613-4262,3548-14201-32185-3031-142454-135755-6013-4089,7645-59250-22846-16809-283619-319458-3450-2398,7966-179124-7340-590-10779-13409-8854-2767,828-9090-1976-541-6892-3061-654-383,easy
2379445-1177584-91354-642102-901940-120002-203855-1146154,463060-38114-15089-113134-648493-16136-15979-53598,149082-9115-601-11036-75894-3468-2293-8883,328244-10989-2244-83953-38033-9613-4262-11615,14201-32185-3031-142454-135755-6013-4089-22122,59250-22846-16809-283619-319458-3450-2398-25176,179124-7340-590-10779-13409-8854-2767-9988,9090-1976-541-6892-3061-654-383-1227,easy
1177584-91354-642102-901940-120002-203855-1146154-331713,38114-15089-113134-648493-16136-15979-53598-20669,9115-601-11036-75894-3468-2293-8883-15736,10989-2244-83953-38033-9613-4262-11615-11487,32185-3031-142454-135755-6013-4089-22122-33065,22846-16809-283619-319458-3450-2398-25176-73156,7340-590-10779-13409-8854-2767-9988-3152,1976-541-6892-3061-654-383-1227-1203,easy
91354-642102-901940-120002-203855-1146154-331713-23192,15089-113134-648493-16136-15979-53598-20669-5462,601-11036-75894-3468-2293-8883-15736-1652,2244-83953-38033-9613-4262-11615-11487-2800,3031-142454-135755-6013-4089-22122-33065-5463,16809-283619-319458-3450-2398-25176-73156-12402,590-10779-13409-8854-2767-9988-3152-1439,541-6892-3061-654-383-1227-1203-518,easy
642102-901940-120002-203855-1146154-331713-23192-194314,113134-648493-16136-15979-53598-20669-5462-56297,11036-75894-3468-2293-8883-15736-1652-10598,83953-38033-9613-4262-11615-11487-2800-13043,142454-135755-6013-4089-22122-33065-5463-32539,283619-319458-3450-2398-25176-73156-12402-26241,10779-13409-8854-2767-9988-3152-1439-13779,6892-3061-654-383-1227-1203-518-1729,hard
901940-120002-203855-1146154-331713-23192-194314-592365,648493-16136-15979-53598-20669-5462-56297-32106,75894-3468-2293-8883-15736-1652-10598-15088,38033-9613-4262-11615-11487-2800-13043-9884,135755-6013-4089-22122-33065-5463-32539-13931,319458-3450-2398-25176-73156-12402-26241-16276,13409-8854-2767-9988-3152-1439-13779-10715,3061-654-383-1227-1203-518-1729-1826,easy
120002-203855-1146154-331713-23192-194314-592365-951169,16136-15979-53598-20669-5462-56297-32106-42571,3468-2293-8883-15736-1652-10598-15088-12295,9613-4262-11615-11487-2800-13043-9884-12428,6013-4089-22122-33065-5463-32539-13931-20103,3450-2398-25176-73156-12402-26241-16276-20502,8854-2767-9988-3152-1439-13779-10715-16604,654-383-1227-1203-518-1729-1826-2392,easy
203855-1146154-331713-23192-194314-592365-951169-613729,15979-53598-20669-5462-56297-32106-42571-58050,2293-8883-15736-1652-10598-15088-12295-11075,4262-11615-11487-2800-13043-9884-12428-11681,4089-22122-33065-5463-32539-13931-20103-19736,2398-25176-73156-12402-26241-16276-20502-21932,2767-9988-3152-1439-13779-10715-16604-11128,383-1227-1203-518-1729-1826-2392-1802,easy
1146154-331713-23192-194314-592365-951169-613729-1250156,53598-20669-5462-56297-32106-42571-58050-131362,8883-15736-1652-10598-15088-12295-11075-22153,11615-11487-2800-13043-9884-12428-11681-18083,22122-33065-5463-32539-13931-20103-19736-31409,25176-73156-12402-26241-16276-20502-21932-18124,9988-3152-1439-13779-10715-16604-11128-9238,1227-1203-518-1729-1826-2392-1802-2911,easy
331713-23192-194314-592365-951169-613729-1250156-935776,20669-5462-56297-32106-42571-58050-131362-50203,15736-1652-10598-15088-12295-11075-22153-66869,11487-2800-13043-9884-12428-11681-18083-31699,33065-5463-32539-13931-20103-19736-31409-21250,73156-12402-26241-16276-20502-21932-18124-40156,3152-1439-13779-10715-16604-11128-9238-12296,1203-518-1729-1826-2392-1802-2911-6225,easy
23192-194314-592365-951169-613729-1250156-935776-812882,5462-56297-32106-42571-58050-131362-50203-125343,1652-10598-15088-12295-11075-22153-66869-12925,2800-13043-9884-12428-11681-18083-31699-18472,5463-32539-13931-20103-19736-31409-21250-29823,12402-26241-16276-20502-21932-18124-40156-41270,1439-13779-10715-16604-11128-9238-12296-33612,518-1729-1826-2392-1802-2911-6225-6283,easy
194314-592365-951169-613729-1250156-935776-812882-1133618,56297-32106-42571-58050-131362-50203-125343-893217,10598-15088-12295-11075-22153-66869-12925-474833,13043-9884-12428-11681-18083-31699-18472-501874,32539-13931-20103-19736-31409-21250-29823-74861,26241-16276-20502-21932-18124-40156-41270-61862,13779-10715-16604-11128-9238-12296-33612-161916,1729-1826-2392-1802-2911-6225-6283-27861,easy
592365-951169-613729-1250156-935776-812882-1133618-343834,32106-42571-58050-131362-50203-125343-893217-122291,15088-12295-11075-22153-66869-12925-474833-4978,9884-12428-11681-18083-31699-18472-501874-53368,13931-20103-19736-31409-21250-29823-74861-25267,16276-20502-21932-18124-40156-41270-61862-23462,10715-16604-11128-9238-12296-33612-161916-14689,1826-2392-1802-2911-6225-6283-27861-4706,easy
951169-613729-1250156-935776-812882-1133618-343834-1195965,42571-58050-131362-50203-125343-893217-122291-224350,12295-11075-22153-66869-12925-474833-4978-46829,12428-11681-18083-31699-18472-501874-53368-31262,20103-19736-31409-21250-29823-74861-25267-13232,20502-21932-18124-40156-41270-61862-23462-28739,16604-11128-9238-12296-33612-161916-14689-36730,2392-1802-2911-6225-6283-27861-4706-3944,easy
613729-1250156-935776-812882-1133618-343834-1195965-48886,58050-131362-50203-125343-893217-122291-224350-19420,11075-22153-66869-12925-474833-4978-46829-9092,11681-18083-31699-18472-501874-53368-31262-9965,19736-31409-21250-29823-74861-25267-13232-7777,21932-18124-40156-41270-61862-23462-28739-5640,11128-9238-12296-33612-161916-14689-36730-4282,1802-2911-6225-6283-27861-4706-3944-1830,hard
1250156-935776-812882-1133618-343834-1195965-48886-980211,131362-50203-125343-893217-122291-224350-19420-344974,22153-66869-12925-474833-4978-46829-9092-102250,18083-31699-18472-501874-53368-31262-9965-405120,31409-21250-29823-74861-25267-13232-7777-143095,18124-40156-41270-61862-23462-28739-5640-65854,9238-12296-33612-161916-14689-36730-4282-77237,2911-6225-6283-27861-4706-3944-1830-17723,easy
935776-812882-1133618-343834-1195965-48886-980211-313159,50203-125343-893217-122291-224350-19420-344974-78121,66869-12925-474833-4978-46829-9092-102250-24937,31699-18472-501874-53368-31262-9965-405120-30296,21250-29823-74861-25267-13232-7777-143095-10049,40156-41270-61862-23462-28739-5640-65854-37228,12296-33612-161916-14689-36730-4282-77237-12464,6225-6283-27861-4706-3944-1830-17723-5080,easy
812882-1133618-343834-1195965-48886-980211-313159-963764,125343-893217-122291-224350-19420-344974-78121-77377,12925-474833-4978-46829-9092-102250-24937-13791,18472-501874-53368-31262-9965-405120-30296-83545,29823-74861-25267-13232-7777-143095-10049-5773,41270-61862-23462-28739-5640-65854-37228-26491,33612-161916-14689-36730-4282-77237-12464-18263,6283-27861-4706-3944-1830-17723-5080-8596,easy
1133618-343834-1195965-48886-980211-313159-963764-276062,893217-122291-224350-19420-344974-78121-77377-138204,474833-4978-46829-9092-102250-24937-13791-111833,501874-53368-31262-9965-405120-30296-83545-32277,74861-25267-13232-7777-143095-10049-5773-10282,61862-23462-28739-5640-65854-37228-26491-39318,161916-14689-36730-4282-77237-12464-18263-14246,27861-4706-3944-1830-17723-5080-8596-2928,easy
343834-1195965-48886-980211-313159-963764-276062-626770,122291-224350-19420-344974-78121-77377-138204-138173,4978-46829-9092-102250-24937-13791-111833-42800,53368-31262-9965-405120-30296-83545-32277-17676,25267-13232-7777-143095-10049-5773-10282-19123,23462-28739-5640-65854-37228-26491-39318-19596,14689-36730-4282-77237-12464-18263-14246-9418,4706-3944-1830-17723-5080-8596-2928-7295,easy
1195965-48886-980211-313159-963764-276062-626770-1831040,224350-19420-344974-78121-77377-138204-138173-390372,46829-9092-102250-24937-13791-111833-42800-240053,31262-9965-405120-30296-83545-32277-17676-156835,13232-7777-143095-10049-5773-10282-19123-74400,28739-5640-65854-37228-26491-39318-19596-52518,36730-4282-77237-12464-18263-14246-9418-39923,3944-1830-17723-5080-8596-2928-7295-16281,easy
48886-980211-313159-963764-276062-626770-1831040-821789,19420-344974-78121-77377-138204-138173-390372-163703,9092-102250-24937-13791-111833-42800-240053-53833,9965-405120-30296-83545-32277-17676-156835-163264,7777-143095-10049-5773-10282-19123-74400-121743,5640-65854-37228-26491-39318-19596-52518-104473,4282-77237-12464-18263-14246-9418-39923-40709,1830-17723-5080-8596-2928-7295-16281-23473,easy
980211-313159-963764-276062-626770-1831040-821789-1122515,344974-78121-77377-138204-138173-390372-163703-143850,102250-24937-13791-111833-42800-240053-53833-22586,405120-30296-83545-32277-17676-156835-163264-66809,143095-10049-5773-10282-19123-74400-121743-11500,65854-37228-26491-39318-19596-52518-104473-14181,77237-12464-18263-14246-9418-39923-40709-16463,17723-5080-8596-2928-7295-16281-23473-5817,easy
313159-963764-276062-626770-1831040-821789-1122515-107355,78121-77377-138204-138173-390372-163703-143850-22634,24937-13791-111833-42800-240053-53833-22586-2799,30296-83545-32277-17676-156835-163264-66809-9296,10049-5773-10282-19123-74400-121743-11500-2376,37228-26491-39318-19596-52518-104473-14181-4418,12464-18263-14246-9418-39923-40709-16463-3129,5080-8596-2928-7295-16281-23473-5817-979,hard
963764-276062-626770-1831040-821789-1122515-107355-443863,77377-138204-138173-390372-163703-143850-22634-73098,13791-111833-42800-240053-53833-22586-2799-53667,83545-32277-17676-156835-163264-66809-9296-63158,5773-10282-19123-74400-121743-11500-2376-20453,26491-39318-19596-52518-104473-14181-4418-11844,18263-14246-9418-39923-40709-16463-3129-9990,8596-2928-7295-16281-23473-5817-979-4582,easy
276062-626770-1831040-821789-1122515-107355-443863-2011222,138204-138173-390372-163703-143850-22634-73098-222419,111833-42800-240053-53833-22586-2799-53667-194566,32277-17676-156835-163264-66809-9296-63158-72587,10282-19123-74400-121743-11500-2376-20453-89071,39318-19596-52518-104473-14181-4418-11844-78127,14246-9418-39923-40709-16463-3129-9990-58309,2928-7295-16281-23473-5817-979-4582-14087,easy
626770-1831040-821789-1122515-107355-443863-2011222-408333,138173-390372-163703-143850-22634-73098-222419-41878,42800-240053-53833-22586-2799-53667-194566-57077,17676-156835-163264-66809-9296-63158-72587-20267,19123-74400-121743-11500-2376-20453-89071-10399,19596-52518-104473-14181-4418-11844-78127-17536,9418-39923-40709-16463-3129-9990-58309-9181,7295-16281-23473-5817-979-4582-14087-2820,easy
1831040-821789-1122515-107355-443863-2011222-408333-138850,390372-163703-143850-22634-73098-222419-41878-36780,240053-53833-22586-2799-53667-194566-57077-10634,156835-163264-66809-9296-63158-72587-20267-4017,74400-121743-11500-2376-20453-89071-10399-4742,52518-104473-14181-4418-11844-78127-17536-2847,39923-40709-16463-3129-9990-58309-9181-4759,16281-23473-5817-979-4582-14087-2820-847,easy
821789-1122515-107355-443863-2011222-408333-138850-590493,163703-143850-22634-73098-222419-41878-36780-529234,53833-22586-2799-53667-194566-57077-10634-77547,163264-66809-9296-63158-72587-20267-4017-54976,121743-11500-2376-20453-89071-10399-4742-49067,104473-14181-4418-11844-78127-17536-2847-51783,40709-16463-3129-9990-58309-9181-4759-38440,23473-5817-979-4582-14087-2820-847-7407,easy
1122515-107355-443863-2011222-408333-138850-590493-991002,143850-22634-73098-222419-41878-36780-529234-267001,22586-2799-53667-194566-57077-10634-77547-64001,66809-9296-63158-72587-20267-4017-54976-63739,11500-2376-20453-89071-10399-4742-49067-77192,14181-4418-11844-78127-17536-2847-51783-72946,16463-3129-9990-58309-9181-4759-38440-57675,5817-979-4582-14087-2820-847-7407-6144,hard
107355-443863-2011222-408333-138850-590493-991002-120584,22634-73098-222419-41878-36780-529234-267001-3808,2799-53667-194566-57077-10634-77547-64001-4031,9296-63158-72587-20267-4017-54976-63739-4978,2376-20453-89071-10399-4742-49067-77192-1397,4418-11844-78127-17536-2847-51783-72946-3714,3129-9990-58309-9181-4759-38440-57675-5335,979-4582-14087-2820-847-7407-6144-529,easy
443863-2011222-408333-138850-590493-991002-120584-1346619,73098-222419-41878-36780-529234-267001-3808-234804,53667-194566-57077-10634-77547-64001-4031-97361,63158-72587-20267-4017-54976-63739-4978-161306,20453-89071-10399-4742-49067-77192-1397-47656,11844-78127-17536-2847-51783-72946-3714-36962,9990-58309-9181-4759-38440-57675-5335-28276,4582-14087-2820-847-7407-6144-529-4506,easy
2011222-408333-138850-590493-991002-120584-1346619-476199,222419-41878-36780-529234-267001-3808-234804-21725,194566-57077-10634-77547-64001-4031-97361-14878,72587-20267-4017-54976-63739-4978-161306-9676,89071-10399-4742-49067-77192-1397-47656-31299,78127-17536-2847-51783-72946-3714-36962-37113,58309-9181-4759-38440-57675-5335-28276-11011,14087-2820-847-7407-6144-529-4506-875,easy
408333-138850-590493-991002-120584-1346619-476199-976687,41878-36780-529234-267001-3808-234804-21725-267670,57077-10634-77547-64001-4031-97361-14878-46757,20267-4017-54976-63739-4978-161306-9676-120761,10399-4742-49067-77192-1397-47656-31299-21971,17536-2847-51783-72946-3714-36962-37113-43627,9181-4759-38440-57675-5335-28276-11011-61729,2820-847-7407-6144-529-4506-875-5709,easy
138850-590493-991002-120584-1346619-476199-976687-35142,36780-529234-267001-3808-234804-21725-267670-9991,10634-77547-64001-4031-97361-14878-46757-708,4017-54976-63739-4978-161306-9676-120761-2129,4742-49067-77192-1397-47656-31299-21971-4458,2847-51783-72946-3714-36962-37113-43627-2378,4759-38440-57675-5335-28276-11011-61729-3968,847-7407-6144-529-4506-875-5709-310,easy
590493-991002-120584-1346619-476199-976687-35142-216804,529234-267001-3808-234804-21725-267670-9991-75489,77547-64001-4031-97361-14878-46757-708-24896,54976-63739-4978-161306-9676-120761-2129-48039,49067-77192-1397-47656-31299-21971-4458-11513,51783-72946-3714-36962-37113-43627-2378-14322,38440-57675-5335-28276-11011-61729-3968-15897,7407-6144-529-4506-875-5709-310-4077,hard
991002-120584-1346619-476199-976687-35142-216804-169387,267001-3808-234804-21725-267670-9991-75489-20835,64001-4031-97361-14878-46757-708-24896-6950,63739-4978-161306-9676-120761-2129-48039-2561,77192-1397-47656-31299-21971-4458-11513-5641,72946-3714-36962-37113-43627-2378-14322-2837,57675-5335-28276-11011-61729-3968-15897-3140,6144-529-4506-875-5709-310-4077-404,hard
120584-1346619-476199-976687-35142-216804-169387-1610703,3808-234804-21725-267670-9991-75489-20835-180620,4031-97361-14878-46757-708-24896-6950-55306,4978-161306-9676-120761-2129-48039-2561-99386,1397-47656-31299-21971-4458-11513-5641-46312,3714-36962-37113-43627-2378-14322-2837-36702,5335-28276-11011-61729-3968-15897-3140-26647,529-4506-875-5709-310-4077-404-6709,easy
1346619-476199-976687-35142-216804-169387-1610703-1969665,234804-21725-267670-9991-75489-20835-180620-438646,97361-14878-46757-708-24896-6950-55306-66867,161306-9676-120761-2129-48039-2561-99386-88988,47656-31299-21971-4458-11513-5641-46312-30911,36962-37113-43627-2378-14322-2837-36702-90640,28276-11011-61729-3968-15897-3140-26647-28650,4506-875-5709-310-4077-404-6709-6546,easy
476199-976687-35142-216804-169387-1610703-1969665-1580214,21725-267670-9991-75489-20835-180620-438646-65738,14878-46757-708-24896-6950-55306-66867-90235,9676-120761-2129-48039-2561-99386-88988-219529,31299-21971-4458-11513-5641-46312-30911-20294,37113-43627-2378-14322-2837-36702-90640-43496,11011-61729-3968-15897-3140-26647-28650-14802,875-5709-310-4077-404-6709-6546-7504,easy
976687-35142-216804-169387-1610703-1969665-1580214-119251,267670-9991-75489-20835-180620-438646-65738-94755,46757-708-24896-6950-55306-66867-90235-61510,120761-2129-48039-2561-99386-88988-219529-54283,21971-4458-11513-5641-46312-30911-20294-11104,43627-2378-14322-2837-36702-90640-43496-7292,61729-3968-15897-3140-26647-28650-14802-8080,5709-310-4077-404-6709-6546-7504-1607,easy
35142-216804-169387-1610703-1969665-1580214-119251-1800480,9991-75489-20835-180620-438646-65738-94755-383094,708-24896-6950-55306-66867-90235-61510-177885,2129-48039-2561-99386-88988-219529-54283-91752,4458-11513-5641-46312-30911-20294-11104-34121,2378-14322-2837-36702-90640-43496-7292-61854,3968-15897-3140-26647-28650-14802-8080-36451,310-4077-404-6709-6546-7504-1607-9093,easy
216804-169387-1610703-1969665-1580214-119251-1800480-449754,75489-20835-180620-438646-65738-94755-383094-103204,24896-6950-55306-66867-90235-61510-177885-11701,48039-2561-99386-88988-219529-54283-91752-16633,11513-5641-46312-30911-20294-11104-34121-17926,14322-2837-36702-90640-43496-7292-61854-7854,15897-3140-26647-28650-14802-8080-36451-23110,4077-404-6709-6546-7504-1607-9093-2295,easy
169387-1610703-1969665-1580214-119251-1800480-449754-1517348,20835-180620-438646-65738-94755-383094-103204-365703,6950-55306-66867-90235-61510-177885-11701-92476,2561-99386-88988-219529-54283-91752-16633-91376,5641-46312-30911-20294-11104-34121-17926-100545,2837-36702-90640-43496-7292-61854-7854-69636,3140-26647-28650-14802-8080-36451-23110-52601,404-6709-6546-7504-1607-9093-2295-10523,easy
1610703-1969665-1580214-119251-1800480-449754-1517348-1585371,180620-438646-65738-94755-383094-103204-365703-24026,55306-66867-90235-61510-177885-11701-92476-9807,99386-88988-219529-54283-91752-16633-91376-32030,46312-30911-20294-11104-34121-17926-100545-16720,36702-90640-43496-7292-61854-7854-69636-9142,26647-28650-14802-8080-36451-23110-52601-5764,6709-6546-7504-1607-9093-2295-10523-4125,easy
1969665-1580214-119251-1800480-449754-1517348-1585371-1373621,438646-65738-94755-383094-103204-365703-24026-347812,66867-90235-61510-177885-11701-92476-9807-75867,88988-219529-54283-91752-16633-91376-32030-38927,30911-20294-11104-34121-17926-100545-16720-15177,90640-43496-7292-61854-7854-69636-9142-94642,28650-14802-8080-36451-23110-52601-5764-23516,6546-7504-1607-9093-2295-10523-4125-7308,hard
1580214-119251-1800480-449754-1517348-1585371-1373621-735072,65738-94755-383094-103204-365703-24026-347812-557008,90235-61510-177885-11701-92476-9807-75867-239626,219529-54283-91752-16633-91376-32030-38927-208531,20294-11104-34121-17926-100545-16720-15177-30611,43496-7292-61854-7854-69636-9142-94642-33826,14802-8080-36451-23110-52601-5764-23516-21534,7504-1607-9093-2295-10523-4125-7308-5058,easy
119251-1800480-449754-1517348-1585371-1373621-735072-704560,94755-383094-103204-365703-24026-347812-557008-26839,61510-177885-11701-92476-9807-75867-239626-28559,54283-91752-16633-91376-32030-38927-208531-24412,11104-34121-17926-100545-16720-15177-30611-29852,7292-61854-7854-69636-9142-94642-33826-9173,8080-36451-23110-52601-5764-23516-21534-9834,1607-9093-2295-10523-4125-7308-5058-3149,easy
1800480-449754-1517348-1585371-1373621-735072-704560-1294635,383094-103204-365703-24026-347812-557008-26839-315391,177885-11701-92476-9807-75867-239626-28559-65745,91752-16633-91376-32030-38927-208531-24412-30338,34121-17926-100545-16720-15177-30611-29852-80544,61854-7854-69636-9142-94642-33826-9173-22962,36451-23110-52601-5764-23516-21534-9834-38220,9093-2295-10523-4125-7308-5058-3149-12395,easy
449754-1517348-1585371-1373621-735072-704560-1294635-1479704,103204-365703-24026-347812-557008-26839-315391-424777,11701-92476-9807-75867-239626-28559-65745-47713,16633-91376-32030-38927-208531-24412-30338-151096,17926-100545-16720-15177-30611-29852-80544-22240,7854-69636-9142-94642-33826-9173-22962-36496,23110-52601-5764-23516-21534-9834-38220-30506,2295-10523-4125-7308-5058-3149-12395-7159,easy
1517348-1585371-1373621-735072-704560-1294635-1479704-2105668,365703-24026-347812-557008-26839-315391-424777-578169,92476-9807-75867-239626-28559-65745-47713-643962,91376-32030-38927-208531-24412-30338-151096-278220,100545-16720-15177-30611-29852-80544-22240-179699,69636-9142-94642-33826-9173-22962-36496-163937,52601-5764-23516-21534-9834-38220-30506-61506,10523-4125-7308-5058-3149-12395-7159-32898,easy
1585371-1373621-735072-704560-1294635-1479704-2105668-2314051,24026-347812-557008-26839-315391-424777-578169-586957,9807-75867-239626-28559-65745-47713-643962-149821,32030-38927-208531-24412-30338-151096-278220-47336,16720-15177-30611-29852-80544-22240-179699-64529,9142-94642-33826-9173-22962-36496-163937-43641,5764-23516-21534-9834-38220-30506-61506-25628,4125-7308-5058-3149-12395-7159-32898-5042,easy
1373621-735072-704560-1294635-1479704-2105668-2314051-421721,347812-557008-26839-315391-424777-578169-586957-34669,75867-239626-28559-65745-47713-643962-149821-20190,38927-208531-24412-30338-151096-278220-47336-55276,15177-30611-29852-80544-22240-179699-64529-8986,94642-33826-9173-22962-36496-163937-43641-14218,23516-21534-9834-38220-30506-61506-25628-9211,7308-5058-3149-12395-7159-32898-5042-2673,easy
735072-704560-1294635-1479704-2105668-2314051-421721-2998190,557008-26839-315391-424777-578169-586957-34669-1201212,239626-28559-65745-47713-643962-149821-20190-104784,208531-24412-30338-151096-278220-47336-55276-395769,30611-29852-80544-22240-179699-64529-8986-252826,33826-9173-22962-36496-163937-43641-14218-229570,21534-9834-38220-30506-61506-25628-9211-199656,5058-3149-12395-7159-32898-5042-2673-56722,easy
704560-1294635-1479704-2105668-2314051-421721-2998190-723935,26839-315391-424777-578169-586957-34669-1201212-399084,28559-65745-47713-643962-149821-20190-104784-73318,24412-30338-151096-278220-47336-55276-395769-98139,29852-80544-22240-179699-64529-8986-252826-23420,9173-22962-36496-163937-43641-14218-229570-57361,9834-38220-30506-61506-25628-9211-199656-24843,3149-12395-7159-32898-5042-2673-56722-10805,easy
1294635-1479704-2105668-2314051-421721-2998190-723935-1222838,315391-424777-578169-586957-34669-1201212-399084-246576,65745-47713-643962-149821-20190-104784-73318-36775,30338-151096-278220-47336-55276-395769-98139-70007,80544-22240-179699-64529-8986-252826-23420-67153,22962-36496-163937-43641-14218-229570-57361-48304,38220-30506-61506-25628-9211-199656-24843-27468,12395-7159-32898-5042-2673-56722-10805-15601,easy
