delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
1745969-19446-133606-555091-205962-165140-110312-201554,228931-6441-15866-12093-23608-29526-10087-55355,26354-2640-4307-6389-6763-5245-10022-3795,18286-361-9066-3889-4809-5568-1902-1715,7574-461-3044-1289-4093-2813-12982-809,17243-531-2279-1547-3397-3371-6438-1592,6274-354-1177-509-1945-553-2774-649,5563-264-1578-107-672-368-1593-744,easy
19446-133606-555091-205962-165140-110312-201554-1275937,6441-15866-12093-23608-29526-10087-55355-35243,2640-4307-6389-6763-5245-10022-3795-55575,361-9066-3889-4809-5568-1902-1715-9084,461-3044-1289-4093-2813-12982-809-2257,531-2279-1547-3397-3371-6438-1592-4929,354-1177-509-1945-553-2774-649-2019,264-1578-107-672-368-1593-744-867,hard
133606-555091-205962-165140-110312-201554-1275937-995281,15866-12093-23608-29526-10087-55355-35243-50630,4307-6389-6763-5245-10022-3795-55575-1972,9066-3889-4809-5568-1902-1715-9084-3350,3044-1289-4093-2813-12982-809-2257-3287,2279-1547-3397-3371-6438-1592-4929-2150,1177-509-1945-553-2774-649-2019-1359,1578-107-672-368-1593-744-867-352,easy
174863-21797-262743-103985-92606-649842-1082701-45792,199188-44002-20484-81330-76448-237064-102244-20205,63144-3972-3081-26542-20269-148313-17581-6964,45545-716-1678-6403-15067-125774-33881-3591,24636-2176-1382-18516-9819-48622-18824-4803,5614-833-1236-5284-7612-34256-6184-2252,3924-1134-446-5604-6272-7765-8025-743,2683-771-421-1202-5879-6797-5301-630,hard
21797-262743-103985-92606-649842-1082701-45792-42535,44002-20484-81330-76448-237064-102244-20205-29279,3972-3081-26542-20269-148313-17581-6964-4943,716-1678-6403-15067-125774-33881-3591-5293,2176-1382-18516-9819-48622-18824-4803-939,833-1236-5284-7612-34256-6184-2252-2851,1134-446-5604-6272-7765-8025-743-593,771-421-1202-5879-6797-5301-630-653,hard
262743-103985-92606-649842-1082701-45792-42535-37548,20484-81330-76448-237064-102244-20205-29279-14668,3081-26542-20269-148313-17581-6964-4943-7375,1678-6403-15067-125774-33881-3591-5293-1788,1382-18516-9819-48622-18824-4803-939-5231,1236-5284-7612-34256-6184-2252-2851-4393,446-5604-6272-7765-8025-743-593-4257,421-1202-5879-6797-5301-630-653-2187,easy
103985-92606-649842-1082701-45792-42535-37548-504921,81330-76448-237064-102244-20205-29279-14668-235724,26542-20269-148313-17581-6964-4943-7375-169129,6403-15067-125774-33881-3591-5293-1788-5671,18516-9819-48622-18824-4803-939-5231-9817,5284-7612-34256-6184-2252-2851-4393-11119,5604-6272-7765-8025-743-593-4257-5836,1202-5879-6797-5301-630-653-2187-4870,easy
92606-649842-1082701-45792-42535-37548-504921-1554476,76448-237064-102244-20205-29279-14668-235724-89232,20269-148313-17581-6964-4943-7375-169129-17135,15067-125774-33881-3591-5293-1788-5671-8224,9819-48622-18824-4803-939-5231-9817-16151,7612-34256-6184-2252-2851-4393-11119-25924,6272-7765-8025-743-593-4257-5836-3723,5879-6797-5301-630-653-2187-4870-1981,hard
649842-1082701-45792-42535-37548-504921-1554476-99099,237064-102244-20205-29279-14668-235724-89232-8541,148313-17581-6964-4943-7375-169129-17135-23838,125774-33881-3591-5293-1788-5671-8224-5963,48622-18824-4803-939-5231-9817-16151-1747,34256-6184-2252-2851-4393-11119-25924-1333,7765-8025-743-593-4257-5836-3723-530,6797-5301-630-653-2187-4870-1981-929,easy
1082701-45792-42535-37548-504921-1554476-99099-84424,102244-20205-29279-14668-235724-89232-8541-12065,17581-6964-4943-7375-169129-17135-23838-3939,33881-3591-5293-1788-5671-8224-5963-3077,18824-4803-939-5231-9817-16151-1747-3755,6184-2252-2851-4393-11119-25924-1333-3337,8025-743-593-4257-5836-3723-530-1289,5301-630-653-2187-4870-1981-929-396,hard
45792-42535-37548-504921-1554476-99099-84424-31067,20205-29279-14668-235724-89232-8541-12065-8122,6964-4943-7375-169129-17135-23838-3939-8655,3591-5293-1788-5671-8224-5963-3077-531,4803-939-5231-9817-16151-1747-3755-1629,2252-2851-4393-11119-25924-1333-3337-1371,743-593-4257-5836-3723-530-1289-739,630-653-2187-4870-1981-929-396-556,easy
42535-37548-504921-1554476-99099-84424-31067-717893,29279-14668-235724-89232-8541-12065-8122-56720,4943-7375-169129-17135-23838-3939-8655-37355,5293-1788-5671-8224-5963-3077-531-13044,939-5231-9817-16151-1747-3755-1629-1837,2851-4393-11119-25924-1333-3337-1371-9449,593-4257-5836-3723-530-1289-739-8069,653-2187-4870-1981-929-396-556-4732,hard
37548-504921-1554476-99099-84424-31067-717893-466146,14668-235724-89232-8541-12065-8122-56720-100489,7375-169129-17135-23838-3939-8655-37355-20489,1788-5671-8224-5963-3077-531-13044-15343,5231-9817-16151-1747-3755-1629-1837-11915,4393-11119-25924-1333-3337-1371-9449-3453,4257-5836-3723-530-1289-739-8069-3476,2187-4870-1981-929-396-556-4732-1395,easy
504921-1554476-99099-84424-31067-717893-466146-231923,235724-89232-8541-12065-8122-56720-100489-117635,169129-17135-23838-3939-8655-37355-20489-20243,5671-8224-5963-3077-531-13044-15343-1591,9817-16151-1747-3755-1629-1837-11915-7535,11119-25924-1333-3337-1371-9449-3453-3543,5836-3723-530-1289-739-8069-3476-2285,4870-1981-929-396-556-4732-1395-1122,easy
1554476-99099-84424-31067-717893-466146-231923-344906,89232-8541-12065-8122-56720-100489-117635-72242,17135-23838-3939-8655-37355-20489-20243-5590,8224-5963-3077-531-13044-15343-1591-3723,16151-1747-3755-1629-1837-11915-7535-12910,25924-1333-3337-1371-9449-3453-3543-4503,3723-530-1289-739-8069-3476-2285-1583,1981-929-396-556-4732-1395-1122-398,easy
99099-84424-31067-717893-466146-231923-344906-26266,8541-12065-8122-56720-100489-117635-72242-43050,23838-3939-8655-37355-20489-20243-5590-24066,5963-3077-531-13044-15343-1591-3723-24361,1747-3755-1629-1837-11915-7535-12910-6773,1333-3337-1371-9449-3453-3543-4503-11219,530-1289-739-8069-3476-2285-1583-2965,929-396-556-4732-1395-1122-398-1539,hard
84424-31067-717893-466146-231923-344906-26266-943140,12065-8122-56720-100489-117635-72242-43050-47754,3939-8655-37355-20489-20243-5590-24066-41408,3077-531-13044-15343-1591-3723-24361-25501,3755-1629-1837-11915-7535-12910-6773-14594,3337-1371-9449-3453-3543-4503-11219-6318,1289-739-8069-3476-2285-1583-2965-3393,396-556-4732-1395-1122-398-1539-4441,easy
31067-717893-466146-231923-344906-26266-943140-434622,8122-56720-100489-117635-72242-43050-47754-180263,8655-37355-20489-20243-5590-24066-41408-28734,531-13044-15343-1591-3723-24361-25501-56657,1629-1837-11915-7535-12910-6773-14594-18777,1371-9449-3453-3543-4503-11219-6318-13862,739-8069-3476-2285-1583-2965-3393-3912,556-4732-1395-1122-398-1539-4441-2838,hard
717893-466146-231923-344906-26266-943140-434622-34508,56720-100489-117635-72242-43050-47754-180263-15727,37355-20489-20243-5590-24066-41408-28734-2221,13044-15343-1591-3723-24361-25501-56657-2491,1837-11915-7535-12910-6773-14594-18777-2470,9449-3453-3543-4503-11219-6318-13862-478,8069-3476-2285-1583-2965-3393-3912-216,4732-1395-1122-398-1539-4441-2838-64,easy
466146-231923-344906-26266-943140-434622-34508-414950,100489-117635-72242-43050-47754-180263-15727-162090,20489-20243-5590-24066-41408-28734-2221-49931,15343-1591-3723-24361-25501-56657-2491-3099,11915-7535-12910-6773-14594-18777-2470-11960,3453-3543-4503-11219-6318-13862-478-5934,3476-2285-1583-2965-3393-3912-216-3112,1395-1122-398-1539-4441-2838-64-2630,hard
231923-344906-26266-943140-434622-34508-414950-184072,117635-72242-43050-47754-180263-15727-162090-53814,20243-5590-24066-41408-28734-2221-49931-9885,1591-3723-24361-25501-56657-2491-3099-22721,7535-12910-6773-14594-18777-2470-11960-4624,3543-4503-11219-6318-13862-478-5934-7858,2285-1583-2965-3393-3912-216-3112-2190,1122-398-1539-4441-2838-64-2630-2217,easy
344906-26266-943140-434622-34508-414950-184072-97088,72242-43050-47754-180263-15727-162090-53814-269911,5590-24066-41408-28734-2221-49931-9885-95014,3723-24361-25501-56657-2491-3099-22721-41102,12910-6773-14594-18777-2470-11960-4624-15748,4503-11219-6318-13862-478-5934-7858-8557,1583-2965-3393-3912-216-3112-2190-4722,398-1539-4441-2838-64-2630-2217-3857,easy
26266-943140-434622-34508-414950-184072-97088-1624080,43050-47754-180263-15727-162090-53814-269911-48989,24066-41408-28734-2221-49931-9885-95014-23013,24361-25501-56657-2491-3099-22721-41102-15105,6773-14594-18777-2470-11960-4624-15748-6776,11219-6318-13862-478-5934-7858-8557-10168,2965-3393-3912-216-3112-2190-4722-2893,1539-4441-2838-64-2630-2217-3857-2278,easy
943140-434622-34508-414950-184072-97088-1624080-1168211,47754-180263-15727-162090-53814-269911-48989-36786,41408-28734-2221-49931-9885-95014-23013-10281,25501-56657-2491-3099-22721-41102-15105-14353,14594-18777-2470-11960-4624-15748-6776-16377,6318-13862-478-5934-7858-8557-10168-4488,3393-3912-216-3112-2190-4722-2893-4972,4441-2838-64-2630-2217-3857-2278-2282,easy
434622-34508-414950-184072-97088-1624080-1168211-631644,180263-15727-162090-53814-269911-48989-36786-44274,28734-2221-49931-9885-95014-23013-10281-16441,56657-2491-3099-22721-41102-15105-14353-4248,18777-2470-11960-4624-15748-6776-16377-8952,13862-478-5934-7858-8557-10168-4488-7895,3912-216-3112-2190-4722-2893-4972-2838,2838-64-2630-2217-3857-2278-2282-2033,easy
34508-414950-184072-97088-1624080-1168211-631644-1251321,15727-162090-53814-269911-48989-36786-44274-333951,2221-49931-9885-95014-23013-10281-16441-67939,2491-3099-22721-41102-15105-14353-4248-19837,2470-11960-4624-15748-6776-16377-8952-13930,478-5934-7858-8557-10168-4488-7895-30689,216-3112-2190-4722-2893-4972-2838-10277,64-2630-2217-3857-2278-2282-2033-7500,hard
414950-184072-97088-1624080-1168211-631644-1251321-639228,162090-53814-269911-48989-36786-44274-333951-4625,49931-9885-95014-23013-10281-16441-67939-10849,3099-22721-41102-15105-14353-4248-19837-11073,11960-4624-15748-6776-16377-8952-13930-11132,5934-7858-8557-10168-4488-7895-30689-3692,3112-2190-4722-2893-4972-2838-10277-1263,2630-2217-3857-2278-2282-2033-7500-828,easy
184072-97088-1624080-1168211-631644-1251321-639228-476868,53814-269911-48989-36786-44274-333951-4625-57760,9885-95014-23013-10281-16441-67939-10849-12159,22721-41102-15105-14353-4248-19837-11073-2789,4624-15748-6776-16377-8952-13930-11132-16603,7858-8557-10168-4488-7895-30689-3692-4756,2190-4722-2893-4972-2838-10277-1263-1782,2217-3857-2278-2282-2033-7500-828-1257,easy
97088-1624080-1168211-631644-1251321-639228-476868-530582,269911-48989-36786-44274-333951-4625-57760-13741,95014-23013-10281-16441-67939-10849-12159-4040,41102-15105-14353-4248-19837-11073-2789-23859,15748-6776-16377-8952-13930-11132-16603-13904,8557-10168-4488-7895-30689-3692-4756-11535,4722-2893-4972-2838-10277-1263-1782-4556,3857-2278-2282-2033-7500-828-1257-1297,hard
1624080-1168211-631644-1251321-639228-476868-530582-1440002,48989-36786-44274-333951-4625-57760-13741-23253,23013-10281-16441-67939-10849-12159-4040-12636,15105-14353-4248-19837-11073-2789-23859-14906,6776-16377-8952-13930-11132-16603-13904-6286,10168-4488-7895-30689-3692-4756-11535-7705,2893-4972-2838-10277-1263-1782-4556-2102,2278-2282-2033-7500-828-1257-1297-1219,hard
109286-33867-19694-125006-15306-6752-45883-639,20841-18895-8611-126004-8424-8201-61664-3803,2323-18218-13689-21430-4206-2296-10568-2475,4955-14283-8431-9874-5045-3882-1703-1930,10608-6658-7780-2509-5829-1781-3273-1323,6722-17782-3318-5490-12743-1895-4775-1190,2881-5744-5595-4980-6268-1565-869-540,1929-5137-5340-2232-3753-852-246-668,hard
33867-19694-125006-15306-6752-45883-639-70456,18895-8611-126004-8424-8201-61664-3803-19345,18218-13689-21430-4206-2296-10568-2475-1575,14283-8431-9874-5045-3882-1703-1930-6266,6658-7780-2509-5829-1781-3273-1323-2247,17782-3318-5490-12743-1895-4775-1190-1611,5744-5595-4980-6268-1565-869-540-811,5137-5340-2232-3753-852-246-668-454,easy
19694-125006-15306-6752-45883-639-70456-4333,8611-126004-8424-8201-61664-3803-19345-4502,13689-21430-4206-2296-10568-2475-1575-2987,8431-9874-5045-3882-1703-1930-6266-1030,7780-2509-5829-1781-3273-1323-2247-1284,3318-5490-12743-1895-4775-1190-1611-1638,5595-4980-6268-1565-869-540-811-932,5340-2232-3753-852-246-668-454-903,hard
125006-15306-6752-45883-639-70456-4333-171147,126004-8424-8201-61664-3803-19345-4502-11917,21430-4206-2296-10568-2475-1575-2987-3610,9874-5045-3882-1703-1930-6266-1030-2184,2509-5829-1781-3273-1323-2247-1284-1737,5490-12743-1895-4775-1190-1611-1638-1833,4980-6268-1565-869-540-811-932-305,2232-3753-852-246-668-454-903-424,easy
15306-6752-45883-639-70456-4333-171147-6589,8424-8201-61664-3803-19345-4502-11917-1793,4206-2296-10568-2475-1575-2987-3610-3207,5045-3882-1703-1930-6266-1030-2184-1522,5829-1781-3273-1323-2247-1284-1737-626,12743-1895-4775-1190-1611-1638-1833-1217,6268-1565-869-540-811-932-305-2060,3753-852-246-668-454-903-424-1263,easy
6752-45883-639-70456-4333-171147-6589-56259,8201-61664-3803-19345-4502-11917-1793-42100,2296-10568-2475-1575-2987-3610-3207-24582,3882-1703-1930-6266-1030-2184-1522-18031,1781-3273-1323-2247-1284-1737-626-10328,1895-4775-1190-1611-1638-1833-1217-4053,1565-869-540-811-932-305-2060-3903,852-246-668-454-903-424-1263-2852,easy
45883-639-70456-4333-171147-6589-56259-455670,61664-3803-19345-4502-11917-1793-42100-12152,10568-2475-1575-2987-3610-3207-24582-12469,1703-1930-6266-1030-2184-1522-18031-12416,3273-1323-2247-1284-1737-626-10328-5241,4775-1190-1611-1638-1833-1217-4053-8486,869-540-811-932-305-2060-3903-5657,246-668-454-903-424-1263-2852-2913,easy
639-70456-4333-171147-6589-56259-455670-13104,3803-19345-4502-11917-1793-42100-12152-70989,2475-1575-2987-3610-3207-24582-12469-20024,1930-6266-1030-2184-1522-18031-12416-14488,1323-2247-1284-1737-626-10328-5241-15016,1190-1611-1638-1833-1217-4053-8486-10536,540-811-932-305-2060-3903-5657-5049,668-454-903-424-1263-2852-2913-4399,easy
70456-4333-171147-6589-56259-455670-13104-35664,19345-4502-11917-1793-42100-12152-70989-8881,1575-2987-3610-3207-24582-12469-20024-17754,6266-1030-2184-1522-18031-12416-14488-14550,2247-1284-1737-626-10328-5241-15016-11198,1611-1638-1833-1217-4053-8486-10536-22944,811-932-305-2060-3903-5657-5049-7512,454-903-424-1263-2852-2913-4399-2836,hard
4333-171147-6589-56259-455670-13104-35664-39135,4502-11917-1793-42100-12152-70989-8881-52345,2987-3610-3207-24582-12469-20024-17754-3680,1030-2184-1522-18031-12416-14488-14550-1884,1284-1737-626-10328-5241-15016-11198-1269,1638-1833-1217-4053-8486-10536-22944-1498,932-305-2060-3903-5657-5049-7512-1988,903-424-1263-2852-2913-4399-2836-436,easy
171147-6589-56259-455670-13104-35664-39135-414994,11917-1793-42100-12152-70989-8881-52345-72161,3610-3207-24582-12469-20024-17754-3680-31977,2184-1522-18031-12416-14488-14550-1884-5252,1737-626-10328-5241-15016-11198-1269-11369,1833-1217-4053-8486-10536-22944-1498-10095,305-2060-3903-5657-5049-7512-1988-6273,424-1263-2852-2913-4399-2836-436-6218,easy
6589-56259-455670-13104-35664-39135-414994-1477231,1793-42100-12152-70989-8881-52345-72161-72084,3207-24582-12469-20024-17754-3680-31977-6586,1522-18031-12416-14488-14550-1884-5252-34165,626-10328-5241-15016-11198-1269-11369-80294,1217-4053-8486-10536-22944-1498-10095-31087,2060-3903-5657-5049-7512-1988-6273-7563,1263-2852-2913-4399-2836-436-6218-6069,easy
306763-52026-52026-2184858-1651763-97781-132815-1072483,79921-26001-26001-154178-40075-25480-10506-39560,29358-11585-11585-33675-7678-468-3343-8599,10898-4936-4936-11284-8170-1958-788-10814,12018-4128-4128-19476-16392-527-1885-5556,14229-8579-8579-10002-10113-920-293-5171,4980-5701-5701-3114-2679-430-352-898,2182-3227-3227-2642-1402-283-152-809,hard
52026-52026-2184858-1651763-97781-132815-1072483-1304064,26001-26001-154178-40075-25480-10506-39560-28413,11585-11585-33675-7678-468-3343-8599-8360,4936-4936-11284-8170-1958-788-10814-15379,4128-4128-19476-16392-527-1885-5556-8910,8579-8579-10002-10113-920-293-5171-2426,5701-5701-3114-2679-430-352-898-774,3227-3227-2642-1402-283-152-809-582,easy
52026-2184858-1651763-97781-132815-1072483-1304064-1395915,26001-154178-40075-25480-10506-39560-28413-92407,11585-33675-7678-468-3343-8599-8360-15547,4936-11284-8170-1958-788-10814-15379-19675,4128-19476-16392-527-1885-5556-8910-11526,8579-10002-10113-920-293-5171-2426-22336,5701-3114-2679-430-352-898-774-6972,3227-2642-1402-283-152-809-582-3674,easy
2184858-1651763-97781-132815-1072483-1304064-1395915-1546733,154178-40075-25480-10506-39560-28413-92407-199035,33675-7678-468-3343-8599-8360-15547-22841,11284-8170-1958-788-10814-15379-19675-24046,19476-16392-527-1885-5556-8910-11526-11581,10002-10113-920-293-5171-2426-22336-4648,3114-2679-430-352-898-774-6972-6215,2642-1402-283-152-809-582-3674-5930,easy
1651763-97781-132815-1072483-1304064-1395915-1546733-242244,40075-25480-10506-39560-28413-92407-199035-59766,7678-468-3343-8599-8360-15547-22841-12554,8170-1958-788-10814-15379-19675-24046-18628,16392-527-1885-5556-8910-11526-11581-30545,10113-920-293-5171-2426-22336-4648-7153,2679-430-352-898-774-6972-6215-2420,1402-283-152-809-582-3674-5930-6103,easy
97781-132815-1072483-1304064-1395915-1546733-242244-290048,25480-10506-39560-28413-92407-199035-59766-88577,468-3343-8599-8360-15547-22841-12554-8969,1958-788-10814-15379-19675-24046-18628-10093,527-1885-5556-8910-11526-11581-30545-9761,920-293-5171-2426-22336-4648-7153-6879,430-352-898-774-6972-6215-2420-5431,283-152-809-582-3674-5930-6103-3730,easy
132815-1072483-1304064-1395915-1546733-242244-290048-1500271,10506-39560-28413-92407-199035-59766-88577-47715,3343-8599-8360-15547-22841-12554-8969-6975,788-10814-15379-19675-24046-18628-10093-5802,1885-5556-8910-11526-11581-30545-9761-5184,293-5171-2426-22336-4648-7153-6879-6275,352-898-774-6972-6215-2420-5431-1382,152-809-582-3674-5930-6103-3730-1690,easy
1072483-1304064-1395915-1546733-242244-290048-1500271-26347,39560-28413-92407-199035-59766-88577-47715-10630,8599-8360-15547-22841-12554-8969-6975-954,10814-15379-19675-24046-18628-10093-5802-1363,5556-8910-11526-11581-30545-9761-5184-1453,5171-2426-22336-4648-7153-6879-6275-299,898-774-6972-6215-2420-5431-1382-385,809-582-3674-5930-6103-3730-1690-184,easy
1304064-1395915-1546733-242244-290048-1500271-26347-120781,28413-92407-199035-59766-88577-47715-10630-18409,8360-15547-22841-12554-8969-6975-954-14002,15379-19675-24046-18628-10093-5802-1363-4006,8910-11526-11581-30545-9761-5184-1453-11285,2426-22336-4648-7153-6879-6275-299-3299,774-6972-6215-2420-5431-1382-385-1965,582-3674-5930-6103-3730-1690-184-5782,hard
1395915-1546733-242244-290048-1500271-26347-120781-152779,92407-199035-59766-88577-47715-10630-18409-29321,15547-22841-12554-8969-6975-954-14002-4402,19675-24046-18628-10093-5802-1363-4006-3225,11526-11581-30545-9761-5184-1453-11285-5749,22336-4648-7153-6879-6275-299-3299-1494,6972-6215-2420-5431-1382-385-1965-1086,3674-5930-6103-3730-1690-184-5782-1320,easy
1546733-242244-290048-1500271-26347-120781-152779-56915,199035-59766-88577-47715-10630-18409-29321-38404,22841-12554-8969-6975-954-14002-4402-4603,24046-18628-10093-5802-1363-4006-3225-2690,11581-30545-9761-5184-1453-11285-5749-698,4648-7153-6879-6275-299-3299-1494-2736,6215-2420-5431-1382-385-1965-1086-1835,5930-6103-3730-1690-184-5782-1320-907,easy
242244-290048-1500271-26347-120781-152779-56915-49213,59766-88577-47715-10630-18409-29321-38404-8932,12554-8969-6975-954-14002-4402-4603-7208,18628-10093-5802-1363-4006-3225-2690-1943,30545-9761-5184-1453-11285-5749-698-3043,7153-6879-6275-299-3299-1494-2736-1000,2420-5431-1382-385-1965-1086-1835-557,6103-3730-1690-184-5782-1320-907-561,easy
290048-1500271-26347-120781-152779-56915-49213-93408,88577-47715-10630-18409-29321-38404-8932-16023,8969-6975-954-14002-4402-4603-7208-1823,10093-5802-1363-4006-3225-2690-1943-602,9761-5184-1453-11285-5749-698-3043-1493,6879-6275-299-3299-1494-2736-1000-1714,5431-1382-385-1965-1086-1835-557-1602,3730-1690-184-5782-1320-907-561-801,easy
1500271-26347-120781-152779-56915-49213-93408-23078,47715-10630-18409-29321-38404-8932-16023-4632,6975-954-14002-4402-4603-7208-1823-2508,5802-1363-4006-3225-2690-1943-602-2168,5184-1453-11285-5749-698-3043-1493-784,6275-299-3299-1494-2736-1000-1714-1169,1382-385-1965-1086-1835-557-1602-1181,1690-184-5782-1320-907-561-801-1260,hard
26347-120781-152779-56915-49213-93408-23078-1059924,10630-18409-29321-38404-8932-16023-4632-30629,954-14002-4402-4603-7208-1823-2508-5345,1363-4006-3225-2690-1943-602-2168-6401,1453-11285-5749-698-3043-1493-784-2837,299-3299-1494-2736-1000-1714-1169-3966,385-1965-1086-1835-557-1602-1181-1171,184-5782-1320-907-561-801-1260-948,easy
120781-152779-56915-49213-93408-23078-1059924-170874,18409-29321-38404-8932-16023-4632-30629-14374,14002-4402-4603-7208-1823-2508-5345-1823,4006-3225-2690-1943-602-2168-6401-1347,11285-5749-698-3043-1493-784-2837-796,3299-1494-2736-1000-1714-1169-3966-475,1965-1086-1835-557-1602-1181-1171-306,5782-1320-907-561-801-1260-948-183,easy
152779-56915-49213-93408-23078-1059924-170874-289517,29321-38404-8932-16023-4632-30629-14374-43048,4402-4603-7208-1823-2508-5345-1823-10483,3225-2690-1943-602-2168-6401-1347-5663,5749-698-3043-1493-784-2837-796-4123,1494-2736-1000-1714-1169-3966-475-3971,1086-1835-557-1602-1181-1171-306-8532,1320-907-561-801-1260-948-183-6506,hard
56915-49213-93408-23078-1059924-170874-289517-199880,38404-8932-16023-4632-30629-14374-43048-228228,4603-7208-1823-2508-5345-1823-10483-30044,2690-1943-602-2168-6401-1347-5663-9438,698-3043-1493-784-2837-796-4123-9457,2736-1000-1714-1169-3966-475-3971-5107,1835-557-1602-1181-1171-306-8532-3016,907-561-801-1260-948-183-6506-3126,easy
49213-93408-23078-1059924-170874-289517-199880-213161,8932-16023-4632-30629-14374-43048-228228-9302,7208-1823-2508-5345-1823-10483-30044-5767,1943-602-2168-6401-1347-5663-9438-2516,3043-1493-784-2837-796-4123-9457-2101,1000-1714-1169-3966-475-3971-5107-2319,557-1602-1181-1171-306-8532-3016-1184,561-801-1260-948-183-6506-3126-605,easy
93408-23078-1059924-170874-289517-199880-213161-17155,16023-4632-30629-14374-43048-228228-9302-10846,1823-2508-5345-1823-10483-30044-5767-12291,602-2168-6401-1347-5663-9438-2516-2711,1493-784-2837-796-4123-9457-2101-12116,1714-1169-3966-475-3971-5107-2319-4827,1602-1181-1171-306-8532-3016-1184-3677,801-1260-948-183-6506-3126-605-3411,easy
23078-1059924-170874-289517-199880-213161-17155-26710,4632-30629-14374-43048-228228-9302-10846-19998,2508-5345-1823-10483-30044-5767-12291-10775,2168-6401-1347-5663-9438-2516-2711-5221,784-2837-796-4123-9457-2101-12116-1582,1169-3966-475-3971-5107-2319-4827-1299,1181-1171-306-8532-3016-1184-3677-1453,1260-948-183-6506-3126-605-3411-1429,easy
