delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
79249-106522-849420-261790-104736-86842-2026-898882,25857-43709-49184-21947-49869-26448-11653-6253,10386-4285-1913-7510-6395-6246-13848-1951,9480-6702-13429-7476-9164-8159-8976-27709,5454-5277-37233-12528-5415-27181-7390-6706,4092-8172-44404-26050-4644-20859-17542-12784,3101-3886-17961-12313-3178-7131-10447-17755,669-3706-9992-18623-3738-15919-4794-8417,easy
106522-849420-261790-104736-86842-2026-898882-2118,43709-49184-21947-49869-26448-11653-6253-2054,4285-1913-7510-6395-6246-13848-1951-1267,6702-13429-7476-9164-8159-8976-27709-2667,5277-37233-12528-5415-27181-7390-6706-3702,8172-44404-26050-4644-20859-17542-12784-2934,3886-17961-12313-3178-7131-10447-17755-2335,3706-9992-18623-3738-15919-4794-8417-1468,easy
849420-261790-104736-86842-2026-898882-2118-8379,49184-21947-49869-26448-11653-6253-2054-6703,1913-7510-6395-6246-13848-1951-1267-7369,13429-7476-9164-8159-8976-27709-2667-8917,37233-12528-5415-27181-7390-6706-3702-10854,44404-26050-4644-20859-17542-12784-2934-10250,17961-12313-3178-7131-10447-17755-2335-9509,9992-18623-3738-15919-4794-8417-1468-17067,easy
261790-104736-86842-2026-898882-2118-8379-959248,21947-49869-26448-11653-6253-2054-6703-67213,7510-6395-6246-13848-1951-1267-7369-24284,7476-9164-8159-8976-27709-2667-8917-23528,12528-5415-27181-7390-6706-3702-10854-11239,26050-4644-20859-17542-12784-2934-10250-8410,12313-3178-7131-10447-17755-2335-9509-12415,18623-3738-15919-4794-8417-1468-17067-3707,easy
104736-86842-2026-898882-2118-8379-959248-3094,49869-26448-11653-6253-2054-6703-67213-3219,6395-6246-13848-1951-1267-7369-24284-4916,9164-8159-8976-27709-2667-8917-23528-11931,5415-27181-7390-6706-3702-10854-11239-8783,4644-20859-17542-12784-2934-10250-8410-5190,3178-7131-10447-17755-2335-9509-12415-12574,3738-15919-4794-8417-1468-17067-3707-5242,easy
86842-2026-898882-2118-8379-959248-3094-14036,26448-11653-6253-2054-6703-67213-3219-9114,6246-13848-1951-1267-7369-24284-4916-21501,8159-8976-27709-2667-8917-23528-11931-21612,27181-7390-6706-3702-10854-11239-8783-32638,20859-17542-12784-2934-10250-8410-5190-11885,7131-10447-17755-2335-9509-12415-12574-9489,15919-4794-8417-1468-17067-3707-5242-13283,easy
2026-898882-2118-8379-959248-3094-14036-5021,11653-6253-2054-6703-67213-3219-9114-2049,13848-1951-1267-7369-24284-4916-21501-16042,8976-27709-2667-8917-23528-11931-21612-5146,7390-6706-3702-10854-11239-8783-32638-1331,17542-12784-2934-10250-8410-5190-11885-10071,10447-17755-2335-9509-12415-12574-9489-7568,4794-8417-1468-17067-3707-5242-13283-10797,easy
898882-2118-8379-959248-3094-14036-5021-9551,6253-2054-6703-67213-3219-9114-2049-3177,1951-1267-7369-24284-4916-21501-16042-457,27709-2667-8917-23528-11931-21612-5146-7860,6706-3702-10854-11239-8783-32638-1331-26857,12784-2934-10250-8410-5190-11885-10071-13426,17755-2335-9509-12415-12574-9489-7568-5804,8417-1468-17067-3707-5242-13283-10797-3816,easy
2118-8379-959248-3094-14036-5021-9551-5720,2054-6703-67213-3219-9114-2049-3177-3891,1267-7369-24284-4916-21501-16042-457-1374,2667-8917-23528-11931-21612-5146-7860-6644,3702-10854-11239-8783-32638-1331-26857-2542,2934-10250-8410-5190-11885-10071-13426-17328,2335-9509-12415-12574-9489-7568-5804-5606,1468-17067-3707-5242-13283-10797-3816-12213,easy
8379-959248-3094-14036-5021-9551-5720-8335,6703-67213-3219-9114-2049-3177-3891-9704,7369-24284-4916-21501-16042-457-1374-14074,8917-23528-11931-21612-5146-7860-6644-11755,10854-11239-8783-32638-1331-26857-2542-12259,10250-8410-5190-11885-10071-13426-17328-12771,9509-12415-12574-9489-7568-5804-5606-5798,17067-3707-5242-13283-10797-3816-12213-11356,easy
959248-3094-14036-5021-9551-5720-8335-19571,67213-3219-9114-2049-3177-3891-9704-31697,24284-4916-21501-16042-457-1374-14074-12865,23528-11931-21612-5146-7860-6644-11755-9497,11239-8783-32638-1331-26857-2542-12259-5410,8410-5190-11885-10071-13426-17328-12771-18770,12415-12574-9489-7568-5804-5606-5798-10188,3707-5242-13283-10797-3816-12213-11356-4456,easy
3094-14036-5021-9551-5720-8335-19571-29193,3219-9114-2049-3177-3891-9704-31697-26547,4916-21501-16042-457-1374-14074-12865-18136,11931-21612-5146-7860-6644-11755-9497-23990,8783-32638-1331-26857-2542-12259-5410-4190,5190-11885-10071-13426-17328-12771-18770-15913,12574-9489-7568-5804-5606-5798-10188-16749,5242-13283-10797-3816-12213-11356-4456-5394,easy
14036-5021-9551-5720-8335-19571-29193-3320,9114-2049-3177-3891-9704-31697-26547-2884,21501-16042-457-1374-14074-12865-18136-12413,21612-5146-7860-6644-11755-9497-23990-10203,32638-1331-26857-2542-12259-5410-4190-10332,11885-10071-13426-17328-12771-18770-15913-10791,9489-7568-5804-5606-5798-10188-16749-7950,13283-10797-3816-12213-11356-4456-5394-13687,easy
5021-9551-5720-8335-19571-29193-3320-3755,2049-3177-3891-9704-31697-26547-2884-5710,16042-457-1374-14074-12865-18136-12413-3101,5146-7860-6644-11755-9497-23990-10203-17730,1331-26857-2542-12259-5410-4190-10332-4542,10071-13426-17328-12771-18770-15913-10791-26711,7568-5804-5606-5798-10188-16749-7950-5907,10797-3816-12213-11356-4456-5394-13687-8511,easy
9551-5720-8335-19571-29193-3320-3755-13437,3177-3891-9704-31697-26547-2884-5710-12782,457-1374-14074-12865-18136-12413-3101-6172,7860-6644-11755-9497-23990-10203-17730-13095,26857-2542-12259-5410-4190-10332-4542-13028,13426-17328-12771-18770-15913-10791-26711-19613,5804-5606-5798-10188-16749-7950-5907-10937,3816-12213-11356-4456-5394-13687-8511-4061,easy
5720-8335-19571-29193-3320-3755-13437-10411,3891-9704-31697-26547-2884-5710-12782-3695,1374-14074-12865-18136-12413-3101-6172-5305,6644-11755-9497-23990-10203-17730-13095-6035,2542-12259-5410-4190-10332-4542-13028-8382,17328-12771-18770-15913-10791-26711-19613-18108,5606-5798-10188-16749-7950-5907-10937-6678,12213-11356-4456-5394-13687-8511-4061-5194,easy
8335-19571-29193-3320-3755-13437-10411-8271,9704-31697-26547-2884-5710-12782-3695-13788,14074-12865-18136-12413-3101-6172-5305-3455,11755-9497-23990-10203-17730-13095-6035-17346,12259-5410-4190-10332-4542-13028-8382-7742,12771-18770-15913-10791-26711-19613-18108-6141,5798-10188-16749-7950-5907-10937-6678-8701,11356-4456-5394-13687-8511-4061-5194-6249,hard
19571-29193-3320-3755-13437-10411-8271-16086,31697-26547-2884-5710-12782-3695-13788-7802,12865-18136-12413-3101-6172-5305-3455-6321,9497-23990-10203-17730-13095-6035-17346-15630,5410-4190-10332-4542-13028-8382-7742-14188,18770-15913-10791-26711-19613-18108-6141-12386,10188-16749-7950-5907-10937-6678-8701-10217,4456-5394-13687-8511-4061-5194-6249-9389,easy
29193-3320-3755-13437-10411-8271-16086-181794,26547-2884-5710-12782-3695-13788-7802-130000,18136-12413-3101-6172-5305-3455-6321-5828,23990-10203-17730-13095-6035-17346-15630-2669,4190-10332-4542-13028-8382-7742-14188-11424,15913-10791-26711-19613-18108-6141-12386-8705,16749-7950-5907-10937-6678-8701-10217-10423,5394-13687-8511-4061-5194-6249-9389-21211,easy
3320-3755-13437-10411-8271-16086-181794-13563,2884-5710-12782-3695-13788-7802-130000-7240,12413-3101-6172-5305-3455-6321-5828-10009,10203-17730-13095-6035-17346-15630-2669-9633,10332-4542-13028-8382-7742-14188-11424-15803,10791-26711-19613-18108-6141-12386-8705-6073,7950-5907-10937-6678-8701-10217-10423-5927,13687-8511-4061-5194-6249-9389-21211-8209,easy
3755-13437-10411-8271-16086-181794-13563-11815,5710-12782-3695-13788-7802-130000-7240-11216,3101-6172-5305-3455-6321-5828-10009-11952,17730-13095-6035-17346-15630-2669-9633-3705,4542-13028-8382-7742-14188-11424-15803-2824,26711-19613-18108-6141-12386-8705-6073-11994,5907-10937-6678-8701-10217-10423-5927-6654,8511-4061-5194-6249-9389-21211-8209-5108,easy
13437-10411-8271-16086-181794-13563-11815-19743,12782-3695-13788-7802-130000-7240-11216-9571,6172-5305-3455-6321-5828-10009-11952-3054,13095-6035-17346-15630-2669-9633-3705-12002,13028-8382-7742-14188-11424-15803-2824-7159,19613-18108-6141-12386-8705-6073-11994-11563,10937-6678-8701-10217-10423-5927-6654-3099,4061-5194-6249-9389-21211-8209-5108-9521,easy
10411-8271-16086-181794-13563-11815-19743-57195,3695-13788-7802-130000-7240-11216-9571-14753,5305-3455-6321-5828-10009-11952-3054-2076,6035-17346-15630-2669-9633-3705-12002-4098,8382-7742-14188-11424-15803-2824-7159-2072,18108-6141-12386-8705-6073-11994-11563-3039,6678-8701-10217-10423-5927-6654-3099-1756,5194-6249-9389-21211-8209-5108-9521-1259,easy
8271-16086-181794-13563-11815-19743-57195-5330,13788-7802-130000-7240-11216-9571-14753-4043,3455-6321-5828-10009-11952-3054-2076-270,17346-15630-2669-9633-3705-12002-4098-4432,7742-14188-11424-15803-2824-7159-2072-2669,6141-12386-8705-6073-11994-11563-3039-4700,8701-10217-10423-5927-6654-3099-1756-1812,6249-9389-21211-8209-5108-9521-1259-3585,easy
16086-181794-13563-11815-19743-57195-5330-577090,7802-130000-7240-11216-9571-14753-4043-209695,6321-5828-10009-11952-3054-2076-270-56172,15630-2669-9633-3705-12002-4098-4432-34012,14188-11424-15803-2824-7159-2072-2669-20353,12386-8705-6073-11994-11563-3039-4700-28147,10217-10423-5927-6654-3099-1756-1812-20137,9389-21211-8209-5108-9521-1259-3585-10384,easy
181794-13563-11815-19743-57195-5330-577090-705779,130000-7240-11216-9571-14753-4043-209695-961859,5828-10009-11952-3054-2076-270-56172-58037,2669-9633-3705-12002-4098-4432-34012-80939,11424-15803-2824-7159-2072-2669-20353-40430,8705-6073-11994-11563-3039-4700-28147-78421,10423-5927-6654-3099-1756-1812-20137-119073,21211-8209-5108-9521-1259-3585-10384-29507,easy
13563-11815-19743-57195-5330-577090-705779-1549074,7240-11216-9571-14753-4043-209695-961859-1258872,10009-11952-3054-2076-270-56172-58037-392233,9633-3705-12002-4098-4432-34012-80939-108186,15803-2824-7159-2072-2669-20353-40430-113927,6073-11994-11563-3039-4700-28147-78421-85357,5927-6654-3099-1756-1812-20137-119073-117500,8209-5108-9521-1259-3585-10384-29507-153289,easy
11815-19743-57195-5330-577090-705779-1549074-54882,11216-9571-14753-4043-209695-961859-1258872-46758,11952-3054-2076-270-56172-58037-392233-11925,3705-12002-4098-4432-34012-80939-108186-49619,2824-7159-2072-2669-20353-40430-113927-22346,11994-11563-3039-4700-28147-78421-85357-23120,6654-3099-1756-1812-20137-119073-117500-62827,5108-9521-1259-3585-10384-29507-153289-11571,hard
19743-57195-5330-577090-705779-1549074-54882-5826,9571-14753-4043-209695-961859-1258872-46758-5151,3054-2076-270-56172-58037-392233-11925-9146,12002-4098-4432-34012-80939-108186-49619-8800,7159-2072-2669-20353-40430-113927-22346-9456,11563-3039-4700-28147-78421-85357-23120-12851,3099-1756-1812-20137-119073-117500-62827-10229,9521-1259-3585-10384-29507-153289-11571-6151,easy
57195-5330-577090-705779-1549074-54882-5826-75844,14753-4043-209695-961859-1258872-46758-5151-9247,2076-270-56172-58037-392233-11925-9146-2931,4098-4432-34012-80939-108186-49619-8800-2210,2072-2669-20353-40430-113927-22346-9456-3134,3039-4700-28147-78421-85357-23120-12851-4978,1756-1812-20137-119073-117500-62827-10229-2742,1259-3585-10384-29507-153289-11571-6151-2841,easy
5330-577090-705779-1549074-54882-5826-75844-36067,4043-209695-961859-1258872-46758-5151-9247-33294,270-56172-58037-392233-11925-9146-2931-5672,4432-34012-80939-108186-49619-8800-2210-5877,2669-20353-40430-113927-22346-9456-3134-10943,4700-28147-78421-85357-23120-12851-4978-9146,1812-20137-119073-117500-62827-10229-2742-14384,3585-10384-29507-153289-11571-6151-2841-5642,easy
577090-705779-1549074-54882-5826-75844-36067-3554,209695-961859-1258872-46758-5151-9247-33294-5379,56172-58037-392233-11925-9146-2931-5672-4707,34012-80939-108186-49619-8800-2210-5877-2047,20353-40430-113927-22346-9456-3134-10943-8608,28147-78421-85357-23120-12851-4978-9146-4732,20137-119073-117500-62827-10229-2742-14384-2482,10384-29507-153289-11571-6151-2841-5642-2712,easy
705779-1549074-54882-5826-75844-36067-3554-8331,961859-1258872-46758-5151-9247-33294-5379-5832,58037-392233-11925-9146-2931-5672-4707-9068,80939-108186-49619-8800-2210-5877-2047-24877,40430-113927-22346-9456-3134-10943-8608-2817,78421-85357-23120-12851-4978-9146-4732-13149,119073-117500-62827-10229-2742-14384-2482-9991,29507-153289-11571-6151-2841-5642-2712-4175,easy
1549074-54882-5826-75844-36067-3554-8331-9064,1258872-46758-5151-9247-33294-5379-5832-4303,392233-11925-9146-2931-5672-4707-9068-6127,108186-49619-8800-2210-5877-2047-24877-4429,113927-22346-9456-3134-10943-8608-2817-15846,85357-23120-12851-4978-9146-4732-13149-12162,117500-62827-10229-2742-14384-2482-9991-8904,153289-11571-6151-2841-5642-2712-4175-15101,easy
54882-5826-75844-36067-3554-8331-9064-6590,46758-5151-9247-33294-5379-5832-4303-20088,11925-9146-2931-5672-4707-9068-6127-3918,49619-8800-2210-5877-2047-24877-4429-14158,22346-9456-3134-10943-8608-2817-15846-9755,23120-12851-4978-9146-4732-13149-12162-11050,62827-10229-2742-14384-2482-9991-8904-13562,11571-6151-2841-5642-2712-4175-15101-6857,easy
5826-75844-36067-3554-8331-9064-6590-8619,5151-9247-33294-5379-5832-4303-20088-11447,9146-2931-5672-4707-9068-6127-3918-8196,8800-2210-5877-2047-24877-4429-14158-12368,9456-3134-10943-8608-2817-15846-9755-6615,12851-4978-9146-4732-13149-12162-11050-21575,10229-2742-14384-2482-9991-8904-13562-12729,6151-2841-5642-2712-4175-15101-6857-9007,easy
75844-36067-3554-8331-9064-6590-8619-195285,9247-33294-5379-5832-4303-20088-11447-162419,2931-5672-4707-9068-6127-3918-8196-40514,2210-5877-2047-24877-4429-14158-12368-16668,3134-10943-8608-2817-15846-9755-6615-8248,4978-9146-4732-13149-12162-11050-21575-21148,2742-14384-2482-9991-8904-13562-12729-23758,2841-5642-2712-4175-15101-6857-9007-11848,easy
36067-3554-8331-9064-6590-8619-195285-131535,33294-5379-5832-4303-20088-11447-162419-11686,5672-4707-9068-6127-3918-8196-40514-3231,5877-2047-24877-4429-14158-12368-16668-1528,10943-8608-2817-15846-9755-6615-8248-977,9146-4732-13149-12162-11050-21575-21148-1226,14384-2482-9991-8904-13562-12729-23758-599,5642-2712-4175-15101-6857-9007-11848-443,easy
3554-8331-9064-6590-8619-195285-131535-9112,5379-5832-4303-20088-11447-162419-11686-2626,4707-9068-6127-3918-8196-40514-3231-591,2047-24877-4429-14158-12368-16668-1528-4660,8608-2817-15846-9755-6615-8248-977-2141,4732-13149-12162-11050-21575-21148-1226-4526,2482-9991-8904-13562-12729-23758-599-2445,2712-4175-15101-6857-9007-11848-443-1860,easy
8331-9064-6590-8619-195285-131535-9112-112491,5832-4303-20088-11447-162419-11686-2626-31934,9068-6127-3918-8196-40514-3231-591-12206,24877-4429-14158-12368-16668-1528-4660-5582,2817-15846-9755-6615-8248-977-2141-8584,13149-12162-11050-21575-21148-1226-4526-4520,9991-8904-13562-12729-23758-599-2445-7473,4175-15101-6857-9007-11848-443-1860-1845,easy
9064-6590-8619-195285-131535-9112-112491-677409,4303-20088-11447-162419-11686-2626-31934-321102,6127-3918-8196-40514-3231-591-12206-53359,4429-14158-12368-16668-1528-4660-5582-7796,15846-9755-6615-8248-977-2141-8584-20960,12162-11050-21575-21148-1226-4526-4520-17026,8904-13562-12729-23758-599-2445-7473-22290,15101-6857-9007-11848-443-1860-1845-10839,easy
6590-8619-195285-131535-9112-112491-677409-288909,20088-11447-162419-11686-2626-31934-321102-59257,3918-8196-40514-3231-591-12206-53359-12927,14158-12368-16668-1528-4660-5582-7796-3649,9755-6615-8248-977-2141-8584-20960-5054,11050-21575-21148-1226-4526-4520-17026-5751,13562-12729-23758-599-2445-7473-22290-2325,6857-9007-11848-443-1860-1845-10839-2021,easy
8619-195285-131535-9112-112491-677409-288909-78173,11447-162419-11686-2626-31934-321102-59257-48734,8196-40514-3231-591-12206-53359-12927-7533,12368-16668-1528-4660-5582-7796-3649-3284,6615-8248-977-2141-8584-20960-5054-2950,21575-21148-1226-4526-4520-17026-5751-4382,12729-23758-599-2445-7473-22290-2325-3554,9007-11848-443-1860-1845-10839-2021-6413,easy
195285-131535-9112-112491-677409-288909-78173-488048,162419-11686-2626-31934-321102-59257-48734-137000,40514-3231-591-12206-53359-12927-7533-17251,16668-1528-4660-5582-7796-3649-3284-23453,8248-977-2141-8584-20960-5054-2950-16408,21148-1226-4526-4520-17026-5751-4382-46778,23758-599-2445-7473-22290-2325-3554-18393,11848-443-1860-1845-10839-2021-6413-14491,easy
131535-9112-112491-677409-288909-78173-488048-897282,11686-2626-31934-321102-59257-48734-137000-197629,3231-591-12206-53359-12927-7533-17251-78520,1528-4660-5582-7796-3649-3284-23453-19510,977-2141-8584-20960-5054-2950-16408-101107,1226-4526-4520-17026-5751-4382-46778-54133,599-2445-7473-22290-2325-3554-18393-86540,443-1860-1845-10839-2021-6413-14491-20144,easy
9112-112491-677409-288909-78173-488048-897282-170080,2626-31934-321102-59257-48734-137000-197629-38575,591-12206-53359-12927-7533-17251-78520-1823,4660-5582-7796-3649-3284-23453-19510-11669,2141-8584-20960-5054-2950-16408-101107-3302,4526-4520-17026-5751-4382-46778-54133-9497,2445-7473-22290-2325-3554-18393-86540-2358,1860-1845-10839-2021-6413-14491-20144-1780,hard
112491-677409-288909-78173-488048-897282-170080-303960,31934-321102-59257-48734-137000-197629-38575-16672,12206-53359-12927-7533-17251-78520-1823-10119,5582-7796-3649-3284-23453-19510-11669-20321,8584-20960-5054-2950-16408-101107-3302-16434,4520-17026-5751-4382-46778-54133-9497-8078,7473-22290-2325-3554-18393-86540-2358-5086,1845-10839-2021-6413-14491-20144-1780-3205,hard
677409-288909-78173-488048-897282-170080-303960-736675,321102-59257-48734-137000-197629-38575-16672-293421,53359-12927-7533-17251-78520-1823-10119-14593,7796-3649-3284-23453-19510-11669-20321-93983,20960-5054-2950-16408-101107-3302-16434-78508,17026-5751-4382-46778-54133-9497-8078-36390,22290-2325-3554-18393-86540-2358-5086-16475,10839-2021-6413-14491-20144-1780-3205-6913,easy
288909-78173-488048-897282-170080-303960-736675-181989,59257-48734-137000-197629-38575-16672-293421-47872,12927-7533-17251-78520-1823-10119-14593-4029,3649-3284-23453-19510-11669-20321-93983-8754,5054-2950-16408-101107-3302-16434-78508-4292,5751-4382-46778-54133-9497-8078-36390-3384,2325-3554-18393-86540-2358-5086-16475-3163,2021-6413-14491-20144-1780-3205-6913-2174,easy
78173-488048-897282-170080-303960-736675-181989-509439,48734-137000-197629-38575-16672-293421-47872-56574,7533-17251-78520-1823-10119-14593-4029-11186,3284-23453-19510-11669-20321-93983-8754-8407,2950-16408-101107-3302-16434-78508-4292-11775,4382-46778-54133-9497-8078-36390-3384-53081,3554-18393-86540-2358-5086-16475-3163-31922,6413-14491-20144-1780-3205-6913-2174-13194,easy
488048-897282-170080-303960-736675-181989-509439-61565,137000-197629-38575-16672-293421-47872-56574-13581,17251-78520-1823-10119-14593-4029-11186-113,23453-19510-11669-20321-93983-8754-8407-257,16408-101107-3302-16434-78508-4292-11775-1048,46778-54133-9497-8078-36390-3384-53081-1046,18393-86540-2358-5086-16475-3163-31922-810,14491-20144-1780-3205-6913-2174-13194-687,easy
897282-170080-303960-736675-181989-509439-61565-30976,197629-38575-16672-293421-47872-56574-13581-26923,78520-1823-10119-14593-4029-11186-113-3167,19510-11669-20321-93983-8754-8407-257-8328,101107-3302-16434-78508-4292-11775-1048-6156,54133-9497-8078-36390-3384-53081-1046-8810,86540-2358-5086-16475-3163-31922-810-3205,20144-1780-3205-6913-2174-13194-687-3192,easy
170080-303960-736675-181989-509439-61565-30976-36778,38575-16672-293421-47872-56574-13581-26923-22076,1823-10119-14593-4029-11186-113-3167-8027,11669-20321-93983-8754-8407-257-8328-24458,3302-16434-78508-4292-11775-1048-6156-9757,9497-8078-36390-3384-53081-1046-8810-23290,2358-5086-16475-3163-31922-810-3205-14092,1780-3205-6913-2174-13194-687-3192-4095,easy
303960-736675-181989-509439-61565-30976-36778-18366,16672-293421-47872-56574-13581-26923-22076-12015,10119-14593-4029-11186-113-3167-8027-2348,20321-93983-8754-8407-257-8328-24458-33096,16434-78508-4292-11775-1048-6156-9757-6793,8078-36390-3384-53081-1046-8810-23290-7810,5086-16475-3163-31922-810-3205-14092-3905,3205-6913-2174-13194-687-3192-4095-4028,easy
736675-181989-509439-61565-30976-36778-18366-81365,293421-47872-56574-13581-26923-22076-12015-27511,14593-4029-11186-113-3167-8027-2348-13763,93983-8754-8407-257-8328-24458-33096-2013,78508-4292-11775-1048-6156-9757-6793-611,36390-3384-53081-1046-8810-23290-7810-2240,16475-3163-31922-810-3205-14092-3905-603,6913-2174-13194-687-3192-4095-4028-791,easy
181989-509439-61565-30976-36778-18366-81365-144477,47872-56574-13581-26923-22076-12015-27511-14445,4029-11186-113-3167-8027-2348-13763-5453,8754-8407-257-8328-24458-33096-2013-5237,4292-11775-1048-6156-9757-6793-611-2912,3384-53081-1046-8810-23290-7810-2240-5869,3163-31922-810-3205-14092-3905-603-2858,2174-13194-687-3192-4095-4028-791-1717,hard
509439-61565-30976-36778-18366-81365-144477-6662,56574-13581-26923-22076-12015-27511-14445-13094,11186-113-3167-8027-2348-13763-5453-11177,8407-257-8328-24458-33096-2013-5237-15062,11775-1048-6156-9757-6793-611-2912-7829,53081-1046-8810-23290-7810-2240-5869-6574,31922-810-3205-14092-3905-603-2858-2710,13194-687-3192-4095-4028-791-1717-1254,easy
61565-30976-36778-18366-81365-144477-6662-182228,13581-26923-22076-12015-27511-14445-13094-30478,113-3167-8027-2348-13763-5453-11177-28278,257-8328-24458-33096-2013-5237-15062-3847,1048-6156-9757-6793-611-2912-7829-6327,1046-8810-23290-7810-2240-5869-6574-4589,810-3205-14092-3905-603-2858-2710-5719,687-3192-4095-4028-791-1717-1254-3455,easy
30976-36778-18366-81365-144477-6662-182228-39214,26923-22076-12015-27511-14445-13094-30478-55846,3167-8027-2348-13763-5453-11177-28278-19798,8328-24458-33096-2013-5237-15062-3847-5930,6156-9757-6793-611-2912-7829-6327-5703,8810-23290-7810-2240-5869-6574-4589-5571,3205-14092-3905-603-2858-2710-5719-3630,3192-4095-4028-791-1717-1254-3455-2952,easy
36778-18366-81365-144477-6662-182228-39214-4134,22076-12015-27511-14445-13094-30478-55846-10055,8027-2348-13763-5453-11177-28278-19798-14205,24458-33096-2013-5237-15062-3847-5930-1008,9757-6793-611-2912-7829-6327-5703-4432,23290-7810-2240-5869-6574-4589-5571-3771,14092-3905-603-2858-2710-5719-3630-3885,4095-4028-791-1717-1254-3455-2952-3039,easy
18366-81365-144477-6662-182228-39214-4134-7971,12015-27511-14445-13094-30478-55846-10055-20901,2348-13763-5453-11177-28278-19798-14205-1765,33096-2013-5237-15062-3847-5930-1008-1737,6793-611-2912-7829-6327-5703-4432-2662,7810-2240-5869-6574-4589-5571-3771-5587,3905-603-2858-2710-5719-3630-3885-4139,4028-791-1717-1254-3455-2952-3039-2492,easy
81365-144477-6662-182228-39214-4134-7971-9715,27511-14445-13094-30478-55846-10055-20901-3828,13763-5453-11177-28278-19798-14205-1765-6754,2013-5237-15062-3847-5930-1008-1737-7528,611-2912-7829-6327-5703-4432-2662-3680,2240-5869-6574-4589-5571-3771-5587-7402,603-2858-2710-5719-3630-3885-4139-3872,791-1717-1254-3455-2952-3039-2492-4931,easy
144477-6662-182228-39214-4134-7971-9715-20745,14445-13094-30478-55846-10055-20901-3828-5433,5453-11177-28278-19798-14205-1765-6754-10839,5237-15062-3847-5930-1008-1737-7528-5823,2912-7829-6327-5703-4432-2662-3680-12425,5869-6574-4589-5571-3771-5587-7402-5329,2858-2710-5719-3630-3885-4139-3872-4983,1717-1254-3455-2952-3039-2492-4931-2243,easy
6662-182228-39214-4134-7971-9715-20745-347659,13094-30478-55846-10055-20901-3828-5433-18482,11177-28278-19798-14205-1765-6754-10839-1914,15062-3847-5930-1008-1737-7528-5823-884,7829-6327-5703-4432-2662-3680-12425-2355,6574-4589-5571-3771-5587-7402-5329-1001,2710-5719-3630-3885-4139-3872-4983-1026,1254-3455-2952-3039-2492-4931-2243-276,easy
182228-39214-4134-7971-9715-20745-347659-99171,30478-55846-10055-20901-3828-5433-18482-62508,28278-19798-14205-1765-6754-10839-1914-2980,3847-5930-1008-1737-7528-5823-884-4217,6327-5703-4432-2662-3680-12425-2355-9816,4589-5571-3771-5587-7402-5329-1001-7151,5719-3630-3885-4139-3872-4983-1026-2777,3455-2952-3039-2492-4931-2243-276-3480,easy
39214-4134-7971-9715-20745-347659-99171-150272,55846-10055-20901-3828-5433-18482-62508-193554,19798-14205-1765-6754-10839-1914-2980-11169,5930-1008-1737-7528-5823-884-4217-6570,5703-4432-2662-3680-12425-2355-9816-2613,5571-3771-5587-7402-5329-1001-7151-6984,3630-3885-4139-3872-4983-1026-2777-2650,2952-3039-2492-4931-2243-276-3480-3440,easy
4134-7971-9715-20745-347659-99171-150272-234594,10055-20901-3828-5433-18482-62508-193554-46760,14205-1765-6754-10839-1914-2980-11169-3406,1008-1737-7528-5823-884-4217-6570-2032,4432-2662-3680-12425-2355-9816-2613-4861,3771-5587-7402-5329-1001-7151-6984-4738,3885-4139-3872-4983-1026-2777-2650-2088,3039-2492-4931-2243-276-3480-3440-1089,easy
7971-9715-20745-347659-99171-150272-234594-8705,20901-3828-5433-18482-62508-193554-46760-7885,1765-6754-10839-1914-2980-11169-3406-689,1737-7528-5823-884-4217-6570-2032-1663,2662-3680-12425-2355-9816-2613-4861-1179,5587-7402-5329-1001-7151-6984-4738-2144,4139-3872-4983-1026-2777-2650-2088-1029,2492-4931-2243-276-3480-3440-1089-611,easy
9715-20745-347659-99171-150272-234594-8705-13781,3828-5433-18482-62508-193554-46760-7885-19816,6754-10839-1914-2980-11169-3406-689-6726,7528-5823-884-4217-6570-2032-1663-439,3680-12425-2355-9816-2613-4861-1179-1972,7402-5329-1001-7151-6984-4738-2144-1433,3872-4983-1026-2777-2650-2088-1029-3247,4931-2243-276-3480-3440-1089-611-902,easy
20745-347659-99171-150272-234594-8705-13781-94646,5433-18482-62508-193554-46760-7885-19816-27206,10839-1914-2980-11169-3406-689-6726-2632,5823-884-4217-6570-2032-1663-439-1334,12425-2355-9816-2613-4861-1179-1972-1246,5329-1001-7151-6984-4738-2144-1433-475,4983-1026-2777-2650-2088-1029-3247-1082,2243-276-3480-3440-1089-611-902-207,easy
347659-99171-150272-234594-8705-13781-94646-46842,18482-62508-193554-46760-7885-19816-27206-4336,1914-2980-11169-3406-689-6726-2632-19532,884-4217-6570-2032-1663-439-1334-5348,2355-9816-2613-4861-1179-1972-1246-5084,1001-7151-6984-4738-2144-1433-475-6641,1026-2777-2650-2088-1029-3247-1082-2013,276-3480-3440-1089-611-902-207-1431,easy
99171-150272-234594-8705-13781-94646-46842-10285,62508-193554-46760-7885-19816-27206-4336-81816,2980-11169-3406-689-6726-2632-19532-19981,4217-6570-2032-1663-439-1334-5348-13138,9816-2613-4861-1179-1972-1246-5084-4109,7151-6984-4738-2144-1433-475-6641-9229,2777-2650-2088-1029-3247-1082-2013-3226,3480-3440-1089-611-902-207-1431-1464,easy
