delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
266572-833429-1398132-1429979-1626436-675253-520894-1657331,44909-371452-111242-334630-130193-92270-44192-359169,27443-150342-30918-29393-36967-33507-38874-116586,5719-41446-9814-101319-47037-9560-10763-90395,5166-22258-10702-14707-104729-7945-11189-15808,5956-21329-3977-33902-18771-4947-6998-23546,4317-20130-2261-12295-24714-4146-6403-14851,3653-13080-1786-19122-9415-3125-1533-9453,easy
833429-1398132-1429979-1626436-675253-520894-1657331-269763,371452-111242-334630-130193-92270-44192-359169-40249,150342-30918-29393-36967-33507-38874-116586-12349,41446-9814-101319-47037-9560-10763-90395-28224,22258-10702-14707-104729-7945-11189-15808-5573,21329-3977-33902-18771-4947-6998-23546-4555,20130-2261-12295-24714-4146-6403-14851-2709,13080-1786-19122-9415-3125-1533-9453-1420,easy
1398132-1429979-1626436-675253-520894-1657331-269763-1621007,111242-334630-130193-92270-44192-359169-40249-790643,30918-29393-36967-33507-38874-116586-12349-273681,9814-101319-47037-9560-10763-90395-28224-104870,10702-14707-104729-7945-11189-15808-5573-136233,3977-33902-18771-4947-6998-23546-4555-88573,2261-12295-24714-4146-6403-14851-2709-46495,1786-19122-9415-3125-1533-9453-1420-45253,hard
1429979-1626436-675253-520894-1657331-269763-1621007-373172,334630-130193-92270-44192-359169-40249-790643-475945,29393-36967-33507-38874-116586-12349-273681-65177,101319-47037-9560-10763-90395-28224-104870-25373,14707-104729-7945-11189-15808-5573-136233-68141,33902-18771-4947-6998-23546-4555-88573-38945,12295-24714-4146-6403-14851-2709-46495-15936,19122-9415-3125-1533-9453-1420-45253-8096,easy
1626436-675253-520894-1657331-269763-1621007-373172-1252660,130193-92270-44192-359169-40249-790643-475945-1874110,36967-33507-38874-116586-12349-273681-65177-365738,47037-9560-10763-90395-28224-104870-25373-188281,104729-7945-11189-15808-5573-136233-68141-209906,18771-4947-6998-23546-4555-88573-38945-62326,24714-4146-6403-14851-2709-46495-15936-89235,9415-3125-1533-9453-1420-45253-8096-34011,easy
675253-520894-1657331-269763-1621007-373172-1252660-684464,92270-44192-359169-40249-790643-475945-1874110-93149,33507-38874-116586-12349-273681-65177-365738-197364,9560-10763-90395-28224-104870-25373-188281-18314,7945-11189-15808-5573-136233-68141-209906-24653,4947-6998-23546-4555-88573-38945-62326-19470,4146-6403-14851-2709-46495-15936-89235-8418,3125-1533-9453-1420-45253-8096-34011-8108,easy
520894-1657331-269763-1621007-373172-1252660-684464-1996808,44192-359169-40249-790643-475945-1874110-93149-1198468,38874-116586-12349-273681-65177-365738-197364-263071,10763-90395-28224-104870-25373-188281-18314-495565,11189-15808-5573-136233-68141-209906-24653-91336,6998-23546-4555-88573-38945-62326-19470-106569,6403-14851-2709-46495-15936-89235-8418-49160,1533-9453-1420-45253-8096-34011-8108-17452,easy
1657331-269763-1621007-373172-1252660-684464-1996808-1084129,359169-40249-790643-475945-1874110-93149-1198468-149165,116586-12349-273681-65177-365738-197364-263071-135408,90395-28224-104870-25373-188281-18314-495565-88246,15808-5573-136233-68141-209906-24653-91336-35930,23546-4555-88573-38945-62326-19470-106569-31720,14851-2709-46495-15936-89235-8418-49160-13114,9453-1420-45253-8096-34011-8108-17452-6173,hard
269763-1621007-373172-1252660-684464-1996808-1084129-477738,40249-790643-475945-1874110-93149-1198468-149165-284213,12349-273681-65177-365738-197364-263071-135408-18619,28224-104870-25373-188281-18314-495565-88246-7013,5573-136233-68141-209906-24653-91336-35930-46806,4555-88573-38945-62326-19470-106569-31720-29599,2709-46495-15936-89235-8418-49160-13114-12295,1420-45253-8096-34011-8108-17452-6173-5081,hard
1621007-373172-1252660-684464-1996808-1084129-477738-239587,790643-475945-1874110-93149-1198468-149165-284213-68871,273681-65177-365738-197364-263071-135408-18619-41664,104870-25373-188281-18314-495565-88246-7013-9565,136233-68141-209906-24653-91336-35930-46806-3650,88573-38945-62326-19470-106569-31720-29599-9810,46495-15936-89235-8418-49160-13114-12295-2240,45253-8096-34011-8108-17452-6173-5081-1398,easy
373172-1252660-684464-1996808-1084129-477738-239587-773081,475945-1874110-93149-1198468-149165-284213-68871-113237,65177-365738-197364-263071-135408-18619-41664-108081,25373-188281-18314-495565-88246-7013-9565-88085,68141-209906-24653-91336-35930-46806-3650-23674,38945-62326-19470-106569-31720-29599-9810-26237,15936-89235-8418-49160-13114-12295-2240-7884,8096-34011-8108-17452-6173-5081-1398-6274,hard
1252660-684464-1996808-1084129-477738-239587-773081-793787,1874110-93149-1198468-149165-284213-68871-113237-171708,365738-197364-263071-135408-18619-41664-108081-60140,188281-18314-495565-88246-7013-9565-88085-14852,209906-24653-91336-35930-46806-3650-23674-60342,62326-19470-106569-31720-29599-9810-26237-78428,89235-8418-49160-13114-12295-2240-7884-20621,34011-8108-17452-6173-5081-1398-6274-9956,easy
684464-1996808-1084129-477738-239587-773081-793787-202055,93149-1198468-149165-284213-68871-113237-171708-159714,197364-263071-135408-18619-41664-108081-60140-32051,18314-495565-88246-7013-9565-88085-14852-16182,24653-91336-35930-46806-3650-23674-60342-7838,19470-106569-31720-29599-9810-26237-78428-6978,8418-49160-13114-12295-2240-7884-20621-4689,8108-17452-6173-5081-1398-6274-9956-1298,easy
1996808-1084129-477738-239587-773081-793787-202055-496907,1198468-149165-284213-68871-113237-171708-159714-494164,263071-135408-18619-41664-108081-60140-32051-8088,495565-88246-7013-9565-88085-14852-16182-80014,91336-35930-46806-3650-23674-60342-7838-10099,106569-31720-29599-9810-26237-78428-6978-24472,49160-13114-12295-2240-7884-20621-4689-8252,17452-6173-5081-1398-6274-9956-1298-2821,hard
1084129-477738-239587-773081-793787-202055-496907-923234,149165-284213-68871-113237-171708-159714-494164-195540,135408-18619-41664-108081-60140-32051-8088-93390,88246-7013-9565-88085-14852-16182-80014-17265,35930-46806-3650-23674-60342-7838-10099-24823,31720-29599-9810-26237-78428-6978-24472-24025,13114-12295-2240-7884-20621-4689-8252-16247,6173-5081-1398-6274-9956-1298-2821-9005,easy
477738-239587-773081-793787-202055-496907-923234-85595,284213-68871-113237-171708-159714-494164-195540-54639,18619-41664-108081-60140-32051-8088-93390-58096,7013-9565-88085-14852-16182-80014-17265-16963,46806-3650-23674-60342-7838-10099-24823-7944,29599-9810-26237-78428-6978-24472-24025-7662,12295-2240-7884-20621-4689-8252-16247-2283,5081-1398-6274-9956-1298-2821-9005-1287,easy
239587-773081-793787-202055-496907-923234-85595-1573482,68871-113237-171708-159714-494164-195540-54639-132784,41664-108081-60140-32051-8088-93390-58096-28712,9565-88085-14852-16182-80014-17265-16963-46284,3650-23674-60342-7838-10099-24823-7944-40444,9810-26237-78428-6978-24472-24025-7662-9922,2240-7884-20621-4689-8252-16247-2283-13510,1398-6274-9956-1298-2821-9005-1287-7472,easy
773081-793787-202055-496907-923234-85595-1573482-680143,113237-171708-159714-494164-195540-54639-132784-47274,108081-60140-32051-8088-93390-58096-28712-6127,88085-14852-16182-80014-17265-16963-46284-7136,23674-60342-7838-10099-24823-7944-40444-22052,26237-78428-6978-24472-24025-7662-9922-7534,7884-20621-4689-8252-16247-2283-13510-1849,6274-9956-1298-2821-9005-1287-7472-1712,easy
793787-202055-496907-923234-85595-1573482-680143-850271,171708-159714-494164-195540-54639-132784-47274-77157,60140-32051-8088-93390-58096-28712-6127-9776,14852-16182-80014-17265-16963-46284-7136-13481,60342-7838-10099-24823-7944-40444-22052-6806,78428-6978-24472-24025-7662-9922-7534-3264,20621-4689-8252-16247-2283-13510-1849-6669,9956-1298-2821-9005-1287-7472-1712-1333,easy
202055-496907-923234-85595-1573482-680143-850271-524005,159714-494164-195540-54639-132784-47274-77157-15424,32051-8088-93390-58096-28712-6127-9776-49492,16182-80014-17265-16963-46284-7136-13481-18631,7838-10099-24823-7944-40444-22052-6806-4015,6978-24472-24025-7662-9922-7534-3264-8138,4689-8252-16247-2283-13510-1849-6669-8901,1298-2821-9005-1287-7472-1712-1333-2020,easy
496907-923234-85595-1573482-680143-850271-524005-356521,494164-195540-54639-132784-47274-77157-15424-304490,8088-93390-58096-28712-6127-9776-49492-49222,80014-17265-16963-46284-7136-13481-18631-59620,10099-24823-7944-40444-22052-6806-4015-51330,24472-24025-7662-9922-7534-3264-8138-30265,8252-16247-2283-13510-1849-6669-8901-9453,2821-9005-1287-7472-1712-1333-2020-7575,easy
923234-85595-1573482-680143-850271-524005-356521-134570,195540-54639-132784-47274-77157-15424-304490-40358,93390-58096-28712-6127-9776-49492-49222-28003,17265-16963-46284-7136-13481-18631-59620-18653,24823-7944-40444-22052-6806-4015-51330-12718,24025-7662-9922-7534-3264-8138-30265-4754,16247-2283-13510-1849-6669-8901-9453-1355,9005-1287-7472-1712-1333-2020-7575-1744,easy
85595-1573482-680143-850271-524005-356521-134570-490625,54639-132784-47274-77157-15424-304490-40358-40918,58096-28712-6127-9776-49492-49222-28003-15682,16963-46284-7136-13481-18631-59620-18653-46983,7944-40444-22052-6806-4015-51330-12718-13932,7662-9922-7534-3264-8138-30265-4754-11475,2283-13510-1849-6669-8901-9453-1355-3575,1287-7472-1712-1333-2020-7575-1744-1937,easy
1573482-680143-850271-524005-356521-134570-490625-731580,132784-47274-77157-15424-304490-40358-40918-231387,28712-6127-9776-49492-49222-28003-15682-13558,46284-7136-13481-18631-59620-18653-46983-119623,40444-22052-6806-4015-51330-12718-13932-28135,9922-7534-3264-8138-30265-4754-11475-11049,13510-1849-6669-8901-9453-1355-3575-26951,7472-1712-1333-2020-7575-1744-1937-6442,easy
680143-850271-524005-356521-134570-490625-731580-807358,47274-77157-15424-304490-40358-40918-231387-56126,6127-9776-49492-49222-28003-15682-13558-23173,7136-13481-18631-59620-18653-46983-119623-9557,22052-6806-4015-51330-12718-13932-28135-6715,7534-3264-8138-30265-4754-11475-11049-5391,1849-6669-8901-9453-1355-3575-26951-3892,1712-1333-2020-7575-1744-1937-6442-2315,easy
850271-524005-356521-134570-490625-731580-807358-1622355,77157-15424-304490-40358-40918-231387-56126-232641,9776-49492-49222-28003-15682-13558-23173-127582,13481-18631-59620-18653-46983-119623-9557-49195,6806-4015-51330-12718-13932-28135-6715-31391,3264-8138-30265-4754-11475-11049-5391-17928,6669-8901-9453-1355-3575-26951-3892-22170,1333-2020-7575-1744-1937-6442-2315-5475,easy
524005-356521-134570-490625-731580-807358-1622355-669620,15424-304490-40358-40918-231387-56126-232641-315190,49492-49222-28003-15682-13558-23173-127582-56480,18631-59620-18653-46983-119623-9557-49195-36724,4015-51330-12718-13932-28135-6715-31391-24970,8138-30265-4754-11475-11049-5391-17928-17293,8901-9453-1355-3575-26951-3892-22170-9506,2020-7575-1744-1937-6442-2315-5475-5123,easy
356521-134570-490625-731580-807358-1622355-669620-918689,304490-40358-40918-231387-56126-232641-315190-952611,49222-28003-15682-13558-23173-127582-56480-383867,59620-18653-46983-119623-9557-49195-36724-74203,51330-12718-13932-28135-6715-31391-24970-98872,30265-4754-11475-11049-5391-17928-17293-110878,9453-1355-3575-26951-3892-22170-9506-62211,7575-1744-1937-6442-2315-5475-5123-31674,hard
134570-490625-731580-807358-1622355-669620-918689-1588470,40358-40918-231387-56126-232641-315190-952611-109466,28003-15682-13558-23173-127582-56480-383867-62387,18653-46983-119623-9557-49195-36724-74203-28673,12718-13932-28135-6715-31391-24970-98872-13836,4754-11475-11049-5391-17928-17293-110878-31682,1355-3575-26951-3892-22170-9506-62211-7965,1744-1937-6442-2315-5475-5123-31674-5063,easy
490625-731580-807358-1622355-669620-918689-1588470-2244265,40918-231387-56126-232641-315190-952611-109466-287528,15682-13558-23173-127582-56480-383867-62387-51974,46983-119623-9557-49195-36724-74203-28673-44986,13932-28135-6715-31391-24970-98872-13836-17508,11475-11049-5391-17928-17293-110878-31682-9746,3575-26951-3892-22170-9506-62211-7965-9691,1937-6442-2315-5475-5123-31674-5063-3615,easy
731580-807358-1622355-669620-918689-1588470-2244265-1663133,231387-56126-232641-315190-952611-109466-287528-49970,13558-23173-127582-56480-383867-62387-51974-11491,119623-9557-49195-36724-74203-28673-44986-7219,28135-6715-31391-24970-98872-13836-17508-8504,11049-5391-17928-17293-110878-31682-9746-3535,26951-3892-22170-9506-62211-7965-9691-4915,6442-2315-5475-5123-31674-5063-3615-1466,easy
807358-1622355-669620-918689-1588470-2244265-1663133-649814,56126-232641-315190-952611-109466-287528-49970-542062,23173-127582-56480-383867-62387-51974-11491-33298,9557-49195-36724-74203-28673-44986-7219-42375,6715-31391-24970-98872-13836-17508-8504-66684,5391-17928-17293-110878-31682-9746-3535-20311,3892-22170-9506-62211-7965-9691-4915-14757,2315-5475-5123-31674-5063-3615-1466-6035,easy
1622355-669620-918689-1588470-2244265-1663133-649814-251690,232641-315190-952611-109466-287528-49970-542062-61298,127582-56480-383867-62387-51974-11491-33298-30843,49195-36724-74203-28673-44986-7219-42375-1992,31391-24970-98872-13836-17508-8504-66684-4818,17928-17293-110878-31682-9746-3535-20311-8552,22170-9506-62211-7965-9691-4915-14757-6303,5475-5123-31674-5063-3615-1466-6035-3588,easy
669620-918689-1588470-2244265-1663133-649814-251690-553000,315190-952611-109466-287528-49970-542062-61298-165646,56480-383867-62387-51974-11491-33298-30843-60059,36724-74203-28673-44986-7219-42375-1992-120974,24970-98872-13836-17508-8504-66684-4818-55727,17293-110878-31682-9746-3535-20311-8552-40414,9506-62211-7965-9691-4915-14757-6303-23016,5123-31674-5063-3615-1466-6035-3588-8396,easy
918689-1588470-2244265-1663133-649814-251690-553000-695433,952611-109466-287528-49970-542062-61298-165646-366384,383867-62387-51974-11491-33298-30843-60059-78431,74203-28673-44986-7219-42375-1992-120974-56987,98872-13836-17508-8504-66684-4818-55727-78648,110878-31682-9746-3535-20311-8552-40414-43018,62211-7965-9691-4915-14757-6303-23016-16689,31674-5063-3615-1466-6035-3588-8396-8000,hard
1588470-2244265-1663133-649814-251690-553000-695433-695681,109466-287528-49970-542062-61298-165646-366384-63845,62387-51974-11491-33298-30843-60059-78431-129150,28673-44986-7219-42375-1992-120974-56987-12220,13836-17508-8504-66684-4818-55727-78648-24851,31682-9746-3535-20311-8552-40414-43018-26335,7965-9691-4915-14757-6303-23016-16689-23085,5063-3615-1466-6035-3588-8396-8000-6401,easy
2244265-1663133-649814-251690-553000-695433-695681-382344,287528-49970-542062-61298-165646-366384-63845-28716,51974-11491-33298-30843-60059-78431-129150-38729,44986-7219-42375-1992-120974-56987-12220-5240,17508-8504-66684-4818-55727-78648-24851-8317,9746-3535-20311-8552-40414-43018-26335-3120,9691-4915-14757-6303-23016-16689-23085-2807,3615-1466-6035-3588-8396-8000-6401-1412,easy
1663133-649814-251690-553000-695433-695681-382344-992489,49970-542062-61298-165646-366384-63845-28716-78019,11491-33298-30843-60059-78431-129150-38729-41457,7219-42375-1992-120974-56987-12220-5240-58311,8504-66684-4818-55727-78648-24851-8317-115006,3535-20311-8552-40414-43018-26335-3120-19062,4915-14757-6303-23016-16689-23085-2807-15205,1466-6035-3588-8396-8000-6401-1412-13079,easy
649814-251690-553000-695433-695681-382344-992489-632711,542062-61298-165646-366384-63845-28716-78019-122839,33298-30843-60059-78431-129150-38729-41457-72979,42375-1992-120974-56987-12220-5240-58311-87833,66684-4818-55727-78648-24851-8317-115006-47439,20311-8552-40414-43018-26335-3120-19062-24698,14757-6303-23016-16689-23085-2807-15205-18245,6035-3588-8396-8000-6401-1412-13079-18995,easy
251690-553000-695433-695681-382344-992489-632711-650227,61298-165646-366384-63845-28716-78019-122839-59366,30843-60059-78431-129150-38729-41457-72979-29485,1992-120974-56987-12220-5240-58311-87833-18559,4818-55727-78648-24851-8317-115006-47439-18590,8552-40414-43018-26335-3120-19062-24698-8723,6303-23016-16689-23085-2807-15205-18245-3756,3588-8396-8000-6401-1412-13079-18995-1154,easy
553000-695433-695681-382344-992489-632711-650227-1418875,165646-366384-63845-28716-78019-122839-59366-244621,60059-78431-129150-38729-41457-72979-29485-69911,120974-56987-12220-5240-58311-87833-18559-59657,55727-78648-24851-8317-115006-47439-18590-42568,40414-43018-26335-3120-19062-24698-8723-44518,23016-16689-23085-2807-15205-18245-3756-12719,8396-8000-6401-1412-13079-18995-1154-10760,easy
695433-695681-382344-992489-632711-650227-1418875-1205125,366384-63845-28716-78019-122839-59366-244621-1093948,78431-129150-38729-41457-72979-29485-69911-107588,56987-12220-5240-58311-87833-18559-59657-39532,78648-24851-8317-115006-47439-18590-42568-31784,43018-26335-3120-19062-24698-8723-44518-16744,16689-23085-2807-15205-18245-3756-12719-6681,8000-6401-1412-13079-18995-1154-10760-8746,easy
695681-382344-992489-632711-650227-1418875-1205125-1686945,63845-28716-78019-122839-59366-244621-1093948-1405607,129150-38729-41457-72979-29485-69911-107588-141148,12220-5240-58311-87833-18559-59657-39532-212903,24851-8317-115006-47439-18590-42568-31784-122496,26335-3120-19062-24698-8723-44518-16744-175463,23085-2807-15205-18245-3756-12719-6681-134632,6401-1412-13079-18995-1154-10760-8746-30820,easy
382344-992489-632711-650227-1418875-1205125-1686945-591093,28716-78019-122839-59366-244621-1093948-1405607-1576805,38729-41457-72979-29485-69911-107588-141148-387099,5240-58311-87833-18559-59657-39532-212903-252001,8317-115006-47439-18590-42568-31784-122496-141751,3120-19062-24698-8723-44518-16744-175463-180460,2807-15205-18245-3756-12719-6681-134632-63947,1412-13079-18995-1154-10760-8746-30820-25603,easy
992489-632711-650227-1418875-1205125-1686945-591093-554702,78019-122839-59366-244621-1093948-1405607-1576805-825667,41457-72979-29485-69911-107588-141148-387099-147712,58311-87833-18559-59657-39532-212903-252001-125906,115006-47439-18590-42568-31784-122496-141751-58074,19062-24698-8723-44518-16744-175463-180460-60765,15205-18245-3756-12719-6681-134632-63947-17219,13079-18995-1154-10760-8746-30820-25603-2068,easy
632711-650227-1418875-1205125-1686945-591093-554702-1052954,122839-59366-244621-1093948-1405607-1576805-825667-233549,72979-29485-69911-107588-141148-387099-147712-51577,87833-18559-59657-39532-212903-252001-125906-57910,47439-18590-42568-31784-122496-141751-58074-15284,24698-8723-44518-16744-175463-180460-60765-36686,18245-3756-12719-6681-134632-63947-17219-19835,18995-1154-10760-8746-30820-25603-2068-4143,easy
650227-1418875-1205125-1686945-591093-554702-1052954-992711,59366-244621-1093948-1405607-1576805-825667-233549-169653,29485-69911-107588-141148-387099-147712-51577-130229,18559-59657-39532-212903-252001-125906-57910-67674,18590-42568-31784-122496-141751-58074-15284-17599,8723-44518-16744-175463-180460-60765-36686-28183,3756-12719-6681-134632-63947-17219-19835-36801,1154-10760-8746-30820-25603-2068-4143-19993,easy
1418875-1205125-1686945-591093-554702-1052954-992711-3168984,244621-1093948-1405607-1576805-825667-233549-169653-349694,69911-107588-141148-387099-147712-51577-130229-28697,59657-39532-212903-252001-125906-57910-67674-10442,42568-31784-122496-141751-58074-15284-17599-24067,44518-16744-175463-180460-60765-36686-28183-24834,12719-6681-134632-63947-17219-19835-36801-16943,10760-8746-30820-25603-2068-4143-19993-5920,easy
1205125-1686945-591093-554702-1052954-992711-3168984-1632664,1093948-1405607-1576805-825667-233549-169653-349694-174181,107588-141148-387099-147712-51577-130229-28697-213518,39532-212903-252001-125906-57910-67674-10442-21099,31784-122496-141751-58074-15284-17599-24067-79782,16744-175463-180460-60765-36686-28183-24834-22417,6681-134632-63947-17219-19835-36801-16943-14860,8746-30820-25603-2068-4143-19993-5920-4904,easy
1686945-591093-554702-1052954-992711-3168984-1632664-1087741,1405607-1576805-825667-233549-169653-349694-174181-381864,141148-387099-147712-51577-130229-28697-213518-91343,212903-252001-125906-57910-67674-10442-21099-46743,122496-141751-58074-15284-17599-24067-79782-31888,175463-180460-60765-36686-28183-24834-22417-24438,134632-63947-17219-19835-36801-16943-14860-18573,30820-25603-2068-4143-19993-5920-4904-4857,easy
591093-554702-1052954-992711-3168984-1632664-1087741-2688521,1576805-825667-233549-169653-349694-174181-381864-591755,387099-147712-51577-130229-28697-213518-91343-210873,252001-125906-57910-67674-10442-21099-46743-229646,141751-58074-15284-17599-24067-79782-31888-99709,180460-60765-36686-28183-24834-22417-24438-108738,63947-17219-19835-36801-16943-14860-18573-65796,25603-2068-4143-19993-5920-4904-4857-23211,easy
554702-1052954-992711-3168984-1632664-1087741-2688521-73105,825667-233549-169653-349694-174181-381864-591755-168139,147712-51577-130229-28697-213518-91343-210873-3370,125906-57910-67674-10442-21099-46743-229646-14804,58074-15284-17599-24067-79782-31888-99709-21851,60765-36686-28183-24834-22417-24438-108738-6094,17219-19835-36801-16943-14860-18573-65796-4274,2068-4143-19993-5920-4904-4857-23211-1151,easy
1052954-992711-3168984-1632664-1087741-2688521-73105-190105,233549-169653-349694-174181-381864-591755-168139-107582,51577-130229-28697-213518-91343-210873-3370-18856,57910-67674-10442-21099-46743-229646-14804-8363,15284-17599-24067-79782-31888-99709-21851-6566,36686-28183-24834-22417-24438-108738-6094-6968,19835-36801-16943-14860-18573-65796-4274-2013,4143-19993-5920-4904-4857-23211-1151-1122,easy
992711-3168984-1632664-1087741-2688521-73105-190105-1487430,169653-349694-174181-381864-591755-168139-107582-195221,130229-28697-213518-91343-210873-3370-18856-89778,67674-10442-21099-46743-229646-14804-8363-18294,17599-24067-79782-31888-99709-21851-6566-43353,28183-24834-22417-24438-108738-6094-6968-32003,36801-16943-14860-18573-65796-4274-2013-9783,19993-5920-4904-4857-23211-1151-1122-5664,easy
3168984-1632664-1087741-2688521-73105-190105-1487430-1475848,349694-174181-381864-591755-168139-107582-195221-239739,28697-213518-91343-210873-3370-18856-89778-264144,10442-21099-46743-229646-14804-8363-18294-23456,24067-79782-31888-99709-21851-6566-43353-49330,24834-22417-24438-108738-6094-6968-32003-23805,16943-14860-18573-65796-4274-2013-9783-6291,5920-4904-4857-23211-1151-1122-5664-9119,easy
1632664-1087741-2688521-73105-190105-1487430-1475848-146481,174181-381864-591755-168139-107582-195221-239739-171892,213518-91343-210873-3370-18856-89778-264144-55455,21099-46743-229646-14804-8363-18294-23456-17452,79782-31888-99709-21851-6566-43353-49330-5483,22417-24438-108738-6094-6968-32003-23805-9114,14860-18573-65796-4274-2013-9783-6291-2656,4904-4857-23211-1151-1122-5664-9119-2468,easy
1087741-2688521-73105-190105-1487430-1475848-146481-180888,381864-591755-168139-107582-195221-239739-171892-134679,91343-210873-3370-18856-89778-264144-55455-10089,46743-229646-14804-8363-18294-23456-17452-5970,31888-99709-21851-6566-43353-49330-5483-16133,24438-108738-6094-6968-32003-23805-9114-4518,18573-65796-4274-2013-9783-6291-2656-2718,4857-23211-1151-1122-5664-9119-2468-3367,easy
2688521-73105-190105-1487430-1475848-146481-180888-1345455,591755-168139-107582-195221-239739-171892-134679-418080,210873-3370-18856-89778-264144-55455-10089-48949,229646-14804-8363-18294-23456-17452-5970-23371,99709-21851-6566-43353-49330-5483-16133-86586,108738-6094-6968-32003-23805-9114-4518-45380,65796-4274-2013-9783-6291-2656-2718-19173,23211-1151-1122-5664-9119-2468-3367-7647,easy
73105-190105-1487430-1475848-146481-180888-1345455-861220,168139-107582-195221-239739-171892-134679-418080-306797,3370-18856-89778-264144-55455-10089-48949-45393,14804-8363-18294-23456-17452-5970-23371-24038,21851-6566-43353-49330-5483-16133-86586-33824,6094-6968-32003-23805-9114-4518-45380-29952,4274-2013-9783-6291-2656-2718-19173-14069,1151-1122-5664-9119-2468-3367-7647-5806,easy
190105-1487430-1475848-146481-180888-1345455-861220-1238659,107582-195221-239739-171892-134679-418080-306797-150998,18856-89778-264144-55455-10089-48949-45393-158921,8363-18294-23456-17452-5970-23371-24038-36010,6566-43353-49330-5483-16133-86586-33824-44109,6968-32003-23805-9114-4518-45380-29952-34637,2013-9783-6291-2656-2718-19173-14069-17450,1122-5664-9119-2468-3367-7647-5806-7295,easy
1487430-1475848-146481-180888-1345455-861220-1238659-781041,195221-239739-171892-134679-418080-306797-150998-148572,89778-264144-55455-10089-48949-45393-158921-22633,18294-23456-17452-5970-23371-24038-36010-5791,43353-49330-5483-16133-86586-33824-44109-10013,32003-23805-9114-4518-45380-29952-34637-13908,9783-6291-2656-2718-19173-14069-17450-3160,5664-9119-2468-3367-7647-5806-7295-3221,easy
1475848-146481-180888-1345455-861220-1238659-781041-675748,239739-171892-134679-418080-306797-150998-148572-226740,264144-55455-10089-48949-45393-158921-22633-47935,23456-17452-5970-23371-24038-36010-5791-56247,49330-5483-16133-86586-33824-44109-10013-54127,23805-9114-4518-45380-29952-34637-13908-16374,6291-2656-2718-19173-14069-17450-3160-13893,9119-2468-3367-7647-5806-7295-3221-7525,easy
146481-180888-1345455-861220-1238659-781041-675748-529137,171892-134679-418080-306797-150998-148572-226740-39900,55455-10089-48949-45393-158921-22633-47935-48276,17452-5970-23371-24038-36010-5791-56247-6041,5483-16133-86586-33824-44109-10013-54127-13476,9114-4518-45380-29952-34637-13908-16374-10133,2656-2718-19173-14069-17450-3160-13893-2716,2468-3367-7647-5806-7295-3221-7525-2494,easy
180888-1345455-861220-1238659-781041-675748-529137-1341877,134679-418080-306797-150998-148572-226740-39900-168009,10089-48949-45393-158921-22633-47935-48276-54266,5970-23371-24038-36010-5791-56247-6041-71123,16133-86586-33824-44109-10013-54127-13476-28633,4518-45380-29952-34637-13908-16374-10133-19376,2718-19173-14069-17450-3160-13893-2716-16258,3367-7647-5806-7295-3221-7525-2494-7357,easy
1345455-861220-1238659-781041-675748-529137-1341877-2047244,418080-306797-150998-148572-226740-39900-168009-320950,48949-45393-158921-22633-47935-48276-54266-41643,23371-24038-36010-5791-56247-6041-71123-132558,86586-33824-44109-10013-54127-13476-28633-16870,45380-29952-34637-13908-16374-10133-19376-33257,19173-14069-17450-3160-13893-2716-16258-13375,7647-5806-7295-3221-7525-2494-7357-16725,easy
861220-1238659-781041-675748-529137-1341877-2047244-372963,306797-150998-148572-226740-39900-168009-320950-253108,45393-158921-22633-47935-48276-54266-41643-99743,24038-36010-5791-56247-6041-71123-132558-91305,33824-44109-10013-54127-13476-28633-16870-74914,29952-34637-13908-16374-10133-19376-33257-22667,14069-17450-3160-13893-2716-16258-13375-14148,5806-7295-3221-7525-2494-7357-16725-6402,easy
1238659-781041-675748-529137-1341877-2047244-372963-1401995,150998-148572-226740-39900-168009-320950-253108-307987,158921-22633-47935-48276-54266-41643-99743-15797,36010-5791-56247-6041-71123-132558-91305-37414,44109-10013-54127-13476-28633-16870-74914-20598,34637-13908-16374-10133-19376-33257-22667-19595,17450-3160-13893-2716-16258-13375-14148-19372,7295-3221-7525-2494-7357-16725-6402-8608,easy
781041-675748-529137-1341877-2047244-372963-1401995-2650502,148572-226740-39900-168009-320950-253108-307987-1374871,22633-47935-48276-54266-41643-99743-15797-123485,5791-56247-6041-71123-132558-91305-37414-95068,10013-54127-13476-28633-16870-74914-20598-196487,13908-16374-10133-19376-33257-22667-19595-241435,3160-13893-2716-16258-13375-14148-19372-39345,3221-7525-2494-7357-16725-6402-8608-53388,easy
675748-529137-1341877-2047244-372963-1401995-2650502-674021,226740-39900-168009-320950-253108-307987-1374871-289522,47935-48276-54266-41643-99743-15797-123485-21697,56247-6041-71123-132558-91305-37414-95068-137842,54127-13476-28633-16870-74914-20598-196487-107071,16374-10133-19376-33257-22667-19595-241435-39851,13893-2716-16258-13375-14148-19372-39345-6067,7525-2494-7357-16725-6402-8608-53388-4578,easy
529137-1341877-2047244-372963-1401995-2650502-674021-1976267,39900-168009-320950-253108-307987-1374871-289522-825027,48276-54266-41643-99743-15797-123485-21697-384759,6041-71123-132558-91305-37414-95068-137842-622973,13476-28633-16870-74914-20598-196487-107071-226763,10133-19376-33257-22667-19595-241435-39851-160800,2716-16258-13375-14148-19372-39345-6067-53062,2494-7357-16725-6402-8608-53388-4578-35021,easy
