delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
9426-283145-678399-24767-69080-29160-68152-1619580,12808-166244-46677-27171-16555-24453-23304-296290,2618-16497-5721-2583-13974-7044-4816-15849,2968-12471-37898-3452-23100-18606-7266-33512,7655-41534-13343-1377-7878-12821-2122-29465,4766-16854-25275-6900-14526-9154-2224-30550,2123-9627-14002-2073-6591-5133-1185-30489,1190-6566-11962-2570-10515-2693-2337-50831,easy
283145-678399-24767-69080-29160-68152-1619580-100639,166244-46677-27171-16555-24453-23304-296290-18829,16497-5721-2583-13974-7044-4816-15849-1984,12471-37898-3452-23100-18606-7266-33512-743,41534-13343-1377-7878-12821-2122-29465-2763,16854-25275-6900-14526-9154-2224-30550-2092,9627-14002-2073-6591-5133-1185-30489-907,6566-11962-2570-10515-2693-2337-50831-1383,easy
678399-24767-69080-29160-68152-1619580-100639-147777,46677-27171-16555-24453-23304-296290-18829-22501,5721-2583-13974-7044-4816-15849-1984-4113,37898-3452-23100-18606-7266-33512-743-2609,13343-1377-7878-12821-2122-29465-2763-2554,25275-6900-14526-9154-2224-30550-2092-1948,14002-2073-6591-5133-1185-30489-907-1716,11962-2570-10515-2693-2337-50831-1383-740,easy
24767-69080-29160-68152-1619580-100639-147777-106708,27171-16555-24453-23304-296290-18829-22501-22933,2583-13974-7044-4816-15849-1984-4113-768,3452-23100-18606-7266-33512-743-2609-2733,1377-7878-12821-2122-29465-2763-2554-1211,6900-14526-9154-2224-30550-2092-1948-1613,2073-6591-5133-1185-30489-907-1716-3080,2570-10515-2693-2337-50831-1383-740-576,easy
69080-29160-68152-1619580-100639-147777-106708-152581,16555-24453-23304-296290-18829-22501-22933-65293,13974-7044-4816-15849-1984-4113-768-7889,23100-18606-7266-33512-743-2609-2733-17977,7878-12821-2122-29465-2763-2554-1211-26568,14526-9154-2224-30550-2092-1948-1613-12013,6591-5133-1185-30489-907-1716-3080-7008,10515-2693-2337-50831-1383-740-576-7918,easy
29160-68152-1619580-100639-147777-106708-152581-2013116,24453-23304-296290-18829-22501-22933-65293-139597,7044-4816-15849-1984-4113-768-7889-48895,18606-7266-33512-743-2609-2733-17977-45796,12821-2122-29465-2763-2554-1211-26568-22128,9154-2224-30550-2092-1948-1613-12013-48001,5133-1185-30489-907-1716-3080-7008-21349,2693-2337-50831-1383-740-576-7918-4331,easy
68152-1619580-100639-147777-106708-152581-2013116-31135,23304-296290-18829-22501-22933-65293-139597-19618,4816-15849-1984-4113-768-7889-48895-10046,7266-33512-743-2609-2733-17977-45796-4254,2122-29465-2763-2554-1211-26568-22128-3320,2224-30550-2092-1948-1613-12013-48001-2505,1185-30489-907-1716-3080-7008-21349-1585,2337-50831-1383-740-576-7918-4331-843,easy
1619580-100639-147777-106708-152581-2013116-31135-195725,296290-18829-22501-22933-65293-139597-19618-39310,15849-1984-4113-768-7889-48895-10046-7129,33512-743-2609-2733-17977-45796-4254-10006,29465-2763-2554-1211-26568-22128-3320-4069,30550-2092-1948-1613-12013-48001-2505-10904,30489-907-1716-3080-7008-21349-1585-2515,50831-1383-740-576-7918-4331-843-2326,easy
100639-147777-106708-152581-2013116-31135-195725-1748142,18829-22501-22933-65293-139597-19618-39310-831322,1984-4113-768-7889-48895-10046-7129-24874,743-2609-2733-17977-45796-4254-10006-119318,2763-2554-1211-26568-22128-3320-4069-38099,2092-1948-1613-12013-48001-2505-10904-58907,907-1716-3080-7008-21349-1585-2515-73504,1383-740-576-7918-4331-843-2326-16976,easy
147777-106708-152581-2013116-31135-195725-1748142-196988,22501-22933-65293-139597-19618-39310-831322-61736,4113-768-7889-48895-10046-7129-24874-19311,2609-2733-17977-45796-4254-10006-119318-6427,2554-1211-26568-22128-3320-4069-38099-6149,1948-1613-12013-48001-2505-10904-58907-9560,1716-3080-7008-21349-1585-2515-73504-3956,740-576-7918-4331-843-2326-16976-5904,easy
106708-152581-2013116-31135-195725-1748142-196988-47047,22933-65293-139597-19618-39310-831322-61736-32372,768-7889-48895-10046-7129-24874-19311-17051,2733-17977-45796-4254-10006-119318-6427-3992,1211-26568-22128-3320-4069-38099-6149-9088,1613-12013-48001-2505-10904-58907-9560-3658,3080-7008-21349-1585-2515-73504-3956-800,576-7918-4331-843-2326-16976-5904-2681,easy
152581-2013116-31135-195725-1748142-196988-47047-303747,65293-139597-19618-39310-831322-61736-32372-23159,7889-48895-10046-7129-24874-19311-17051-11110,17977-45796-4254-10006-119318-6427-3992-13506,26568-22128-3320-4069-38099-6149-9088-1652,12013-48001-2505-10904-58907-9560-3658-5687,7008-21349-1585-2515-73504-3956-800-3152,7918-4331-843-2326-16976-5904-2681-1798,easy
2013116-31135-195725-1748142-196988-47047-303747-13674,139597-19618-39310-831322-61736-32372-23159-21231,48895-10046-7129-24874-19311-17051-11110-24702,45796-4254-10006-119318-6427-3992-13506-40292,22128-3320-4069-38099-6149-9088-1652-14929,48001-2505-10904-58907-9560-3658-5687-58820,21349-1585-2515-73504-3956-800-3152-21525,4331-843-2326-16976-5904-2681-1798-10200,easy
31135-195725-1748142-196988-47047-303747-13674-1711799,19618-39310-831322-61736-32372-23159-21231-544027,10046-7129-24874-19311-17051-11110-24702-103092,4254-10006-119318-6427-3992-13506-40292-9374,3320-4069-38099-6149-9088-1652-14929-27357,2505-10904-58907-9560-3658-5687-58820-20682,1585-2515-73504-3956-800-3152-21525-12222,843-2326-16976-5904-2681-1798-10200-17130,easy
195725-1748142-196988-47047-303747-13674-1711799-90328,39310-831322-61736-32372-23159-21231-544027-41277,7129-24874-19311-17051-11110-24702-103092-20027,10006-119318-6427-3992-13506-40292-9374-2326,4069-38099-6149-9088-1652-14929-27357-3426,10904-58907-9560-3658-5687-58820-20682-8462,2515-73504-3956-800-3152-21525-12222-2542,2326-16976-5904-2681-1798-10200-17130-2756,easy
1748142-196988-47047-303747-13674-1711799-90328-70388,831322-61736-32372-23159-21231-544027-41277-49147,24874-19311-17051-11110-24702-103092-20027-4651,119318-6427-3992-13506-40292-9374-2326-36931,38099-6149-9088-1652-14929-27357-3426-31880,58907-9560-3658-5687-58820-20682-8462-35527,73504-3956-800-3152-21525-12222-2542-8656,16976-5904-2681-1798-10200-17130-2756-10524,easy
196988-47047-303747-13674-1711799-90328-70388-409001,61736-32372-23159-21231-544027-41277-49147-33898,19311-17051-11110-24702-103092-20027-4651-6341,6427-3992-13506-40292-9374-2326-36931-2740,6149-9088-1652-14929-27357-3426-31880-3224,9560-3658-5687-58820-20682-8462-35527-2389,3956-800-3152-21525-12222-2542-8656-1020,5904-2681-1798-10200-17130-2756-10524-1008,easy
47047-303747-13674-1711799-90328-70388-409001-4134,32372-23159-21231-544027-41277-49147-33898-6165,17051-11110-24702-103092-20027-4651-6341-7825,3992-13506-40292-9374-2326-36931-2740-1797,9088-1652-14929-27357-3426-31880-3224-5740,3658-5687-58820-20682-8462-35527-2389-18929,800-3152-21525-12222-2542-8656-1020-11000,2681-1798-10200-17130-2756-10524-1008-6147,easy
303747-13674-1711799-90328-70388-409001-4134-285632,23159-21231-544027-41277-49147-33898-6165-20990,11110-24702-103092-20027-4651-6341-7825-2161,13506-40292-9374-2326-36931-2740-1797-12387,1652-14929-27357-3426-31880-3224-5740-5070,5687-58820-20682-8462-35527-2389-18929-2685,3152-21525-12222-2542-8656-1020-11000-1494,1798-10200-17130-2756-10524-1008-6147-1333,easy
13674-1711799-90328-70388-409001-4134-285632-285632,21231-544027-41277-49147-33898-6165-20990-20990,24702-103092-20027-4651-6341-7825-2161-2161,40292-9374-2326-36931-2740-1797-12387-12387,14929-27357-3426-31880-3224-5740-5070-5070,58820-20682-8462-35527-2389-18929-2685-2685,21525-12222-2542-8656-1020-11000-1494-1494,10200-17130-2756-10524-1008-6147-1333-1333,easy
1711799-90328-70388-409001-4134-285632-285632-154444,544027-41277-49147-33898-6165-20990-20990-36931,103092-20027-4651-6341-7825-2161-2161-10956,9374-2326-36931-2740-1797-12387-12387-445,27357-3426-31880-3224-5740-5070-5070-2399,20682-8462-35527-2389-18929-2685-2685-3558,12222-2542-8656-1020-11000-1494-1494-2096,17130-2756-10524-1008-6147-1333-1333-2109,easy
90328-70388-409001-4134-285632-285632-154444-115862,41277-49147-33898-6165-20990-20990-36931-9139,20027-4651-6341-7825-2161-2161-10956-3559,2326-36931-2740-1797-12387-12387-445-4495,3426-31880-3224-5740-5070-5070-2399-2830,8462-35527-2389-18929-2685-2685-3558-2181,2542-8656-1020-11000-1494-1494-2096-2507,2756-10524-1008-6147-1333-1333-2109-1815,easy
70388-409001-4134-285632-285632-154444-115862-115862,49147-33898-6165-20990-20990-36931-9139-9139,4651-6341-7825-2161-2161-10956-3559-3559,36931-2740-1797-12387-12387-445-4495-4495,31880-3224-5740-5070-5070-2399-2830-2830,35527-2389-18929-2685-2685-3558-2181-2181,8656-1020-11000-1494-1494-2096-2507-2507,10524-1008-6147-1333-1333-2109-1815-1815,easy
409001-4134-285632-285632-154444-115862-115862-44696,33898-6165-20990-20990-36931-9139-9139-17645,6341-7825-2161-2161-10956-3559-3559-2021,2740-1797-12387-12387-445-4495-4495-2721,3224-5740-5070-5070-2399-2830-2830-1852,2389-18929-2685-2685-3558-2181-2181-868,1020-11000-1494-1494-2096-2507-2507-707,1008-6147-1333-1333-2109-1815-1815-470,easy
4134-285632-285632-154444-115862-115862-44696-191252,6165-20990-20990-36931-9139-9139-17645-197323,7825-2161-2161-10956-3559-3559-2021-65551,1797-12387-12387-445-4495-4495-2721-14216,5740-5070-5070-2399-2830-2830-1852-13416,18929-2685-2685-3558-2181-2181-868-11924,11000-1494-1494-2096-2507-2507-707-5509,6147-1333-1333-2109-1815-1815-470-2365,easy
285632-285632-154444-115862-115862-44696-191252-792379,20990-20990-36931-9139-9139-17645-197323-56468,2161-2161-10956-3559-3559-2021-65551-4102,12387-12387-445-4495-4495-2721-14216-24703,5070-5070-2399-2830-2830-1852-13416-7569,2685-2685-3558-2181-2181-868-11924-27720,1494-1494-2096-2507-2507-707-5509-9273,1333-1333-2109-1815-1815-470-2365-3592,easy
285632-154444-115862-115862-44696-191252-792379-1751155,20990-36931-9139-9139-17645-197323-56468-445007,2161-10956-3559-3559-2021-65551-4102-34176,12387-445-4495-4495-2721-14216-24703-20967,5070-2399-2830-2830-1852-13416-7569-9106,2685-3558-2181-2181-868-11924-27720-14403,1494-2096-2507-2507-707-5509-9273-5092,1333-2109-1815-1815-470-2365-3592-7554,easy
154444-115862-115862-44696-191252-792379-1751155-101527,36931-9139-9139-17645-197323-56468-445007-32423,10956-3559-3559-2021-65551-4102-34176-36449,445-4495-4495-2721-14216-24703-20967-45900,2399-2830-2830-1852-13416-7569-9106-9313,3558-2181-2181-868-11924-27720-14403-15862,2096-2507-2507-707-5509-9273-5092-15232,2109-1815-1815-470-2365-3592-7554-6596,easy
115862-115862-44696-191252-792379-1751155-101527-95486,9139-9139-17645-197323-56468-445007-32423-32000,3559-3559-2021-65551-4102-34176-36449-9863,4495-4495-2721-14216-24703-20967-45900-5680,2830-2830-1852-13416-7569-9106-9313-1121,2181-2181-868-11924-27720-14403-15862-2803,2507-2507-707-5509-9273-5092-15232-1853,1815-1815-470-2365-3592-7554-6596-2101,easy
115862-44696-191252-792379-1751155-101527-95486-1332387,9139-17645-197323-56468-445007-32423-32000-246926,3559-2021-65551-4102-34176-36449-9863-22645,4495-2721-14216-24703-20967-45900-5680-28148,2830-1852-13416-7569-9106-9313-1121-11178,2181-868-11924-27720-14403-15862-2803-17802,2507-707-5509-9273-5092-15232-1853-6716,1815-470-2365-3592-7554-6596-2101-7642,easy
44696-191252-792379-1751155-101527-95486-1332387-100892,17645-197323-56468-445007-32423-32000-246926-42004,2021-65551-4102-34176-36449-9863-22645-13416,2721-14216-24703-20967-45900-5680-28148-3139,1852-13416-7569-9106-9313-1121-11178-13761,868-11924-27720-14403-15862-2803-17802-7600,707-5509-9273-5092-15232-1853-6716-2478,470-2365-3592-7554-6596-2101-7642-1840,easy
191252-792379-1751155-101527-95486-1332387-100892-3401,197323-56468-445007-32423-32000-246926-42004-9941,65551-4102-34176-36449-9863-22645-13416-3206,14216-24703-20967-45900-5680-28148-3139-2694,13416-7569-9106-9313-1121-11178-13761-2595,11924-27720-14403-15862-2803-17802-7600-3728,5509-9273-5092-15232-1853-6716-2478-1431,2365-3592-7554-6596-2101-7642-1840-952,easy
792379-1751155-101527-95486-1332387-100892-3401-224030,56468-445007-32423-32000-246926-42004-9941-33595,4102-34176-36449-9863-22645-13416-3206-10116,24703-20967-45900-5680-28148-3139-2694-5561,7569-9106-9313-1121-11178-13761-2595-3734,27720-14403-15862-2803-17802-7600-3728-2374,9273-5092-15232-1853-6716-2478-1431-1835,3592-7554-6596-2101-7642-1840-952-749,easy
1751155-101527-95486-1332387-100892-3401-224030-389554,445007-32423-32000-246926-42004-9941-33595-40069,34176-36449-9863-22645-13416-3206-10116-5519,20967-45900-5680-28148-3139-2694-5561-36391,9106-9313-1121-11178-13761-2595-3734-19448,14403-15862-2803-17802-7600-3728-2374-11177,5092-15232-1853-6716-2478-1431-1835-6195,7554-6596-2101-7642-1840-952-749-3232,easy
101527-95486-1332387-100892-3401-224030-389554-473812,32423-32000-246926-42004-9941-33595-40069-17054,36449-9863-22645-13416-3206-10116-5519-13478,45900-5680-28148-3139-2694-5561-36391-6534,9313-1121-11178-13761-2595-3734-19448-13687,15862-2803-17802-7600-3728-2374-11177-18223,15232-1853-6716-2478-1431-1835-6195-6978,6596-2101-7642-1840-952-749-3232-11247,easy
95486-1332387-100892-3401-224030-389554-473812-310957,32000-246926-42004-9941-33595-40069-17054-7818,9863-22645-13416-3206-10116-5519-13478-2829,5680-28148-3139-2694-5561-36391-6534-2851,1121-11178-13761-2595-3734-19448-13687-3152,2803-17802-7600-3728-2374-11177-18223-16561,1853-6716-2478-1431-1835-6195-6978-6577,2101-7642-1840-952-749-3232-11247-5722,easy
1332387-100892-3401-224030-389554-473812-310957-36851,246926-42004-9941-33595-40069-17054-7818-32000,22645-13416-3206-10116-5519-13478-2829-7599,28148-3139-2694-5561-36391-6534-2851-12511,11178-13761-2595-3734-19448-13687-3152-2719,17802-7600-3728-2374-11177-18223-16561-4648,6716-2478-1431-1835-6195-6978-6577-2856,7642-1840-952-749-3232-11247-5722-2726,easy
100892-3401-224030-389554-473812-310957-36851-500444,42004-9941-33595-40069-17054-7818-32000-37555,13416-3206-10116-5519-13478-2829-7599-8614,3139-2694-5561-36391-6534-2851-12511-4550,13761-2595-3734-19448-13687-3152-2719-8878,7600-3728-2374-11177-18223-16561-4648-5970,2478-1431-1835-6195-6978-6577-2856-20523,1840-952-749-3232-11247-5722-2726-9439,easy
3401-224030-389554-473812-310957-36851-500444-9248,9941-33595-40069-17054-7818-32000-37555-16460,3206-10116-5519-13478-2829-7599-8614-3179,2694-5561-36391-6534-2851-12511-4550-14678,2595-3734-19448-13687-3152-2719-8878-7305,3728-2374-11177-18223-16561-4648-5970-16640,1431-1835-6195-6978-6577-2856-20523-9630,952-749-3232-11247-5722-2726-9439-3406,easy
224030-389554-473812-310957-36851-500444-9248-66117,33595-40069-17054-7818-32000-37555-16460-4073,10116-5519-13478-2829-7599-8614-3179-2220,5561-36391-6534-2851-12511-4550-14678-4565,3734-19448-13687-3152-2719-8878-7305-2017,2374-11177-18223-16561-4648-5970-16640-1974,1835-6195-6978-6577-2856-20523-9630-1100,749-3232-11247-5722-2726-9439-3406-1268,easy
389554-473812-310957-36851-500444-9248-66117-34036,40069-17054-7818-32000-37555-16460-4073-20480,5519-13478-2829-7599-8614-3179-2220-31127,36391-6534-2851-12511-4550-14678-4565-41491,19448-13687-3152-2719-8878-7305-2017-28198,11177-18223-16561-4648-5970-16640-1974-16717,6195-6978-6577-2856-20523-9630-1100-7566,3232-11247-5722-2726-9439-3406-1268-4951,easy
473812-310957-36851-500444-9248-66117-34036-704172,17054-7818-32000-37555-16460-4073-20480-144120,13478-2829-7599-8614-3179-2220-31127-16965,6534-2851-12511-4550-14678-4565-41491-24704,13687-3152-2719-8878-7305-2017-28198-21675,18223-16561-4648-5970-16640-1974-16717-12068,6978-6577-2856-20523-9630-1100-7566-4474,11247-5722-2726-9439-3406-1268-4951-3082,hard
310957-36851-500444-9248-66117-34036-704172-62337,7818-32000-37555-16460-4073-20480-144120-18005,2829-7599-8614-3179-2220-31127-16965-13731,2851-12511-4550-14678-4565-41491-24704-3460,3152-2719-8878-7305-2017-28198-21675-7076,16561-4648-5970-16640-1974-16717-12068-2485,6577-2856-20523-9630-1100-7566-4474-2384,5722-2726-9439-3406-1268-4951-3082-962,easy
36851-500444-9248-66117-34036-704172-62337-219288,32000-37555-16460-4073-20480-144120-18005-10877,7599-8614-3179-2220-31127-16965-13731-2557,12511-4550-14678-4565-41491-24704-3460-2970,2719-8878-7305-2017-28198-21675-7076-5107,4648-5970-16640-1974-16717-12068-2485-2978,2856-20523-9630-1100-7566-4474-2384-1270,2726-9439-3406-1268-4951-3082-962-779,easy
500444-9248-66117-34036-704172-62337-219288-78037,37555-16460-4073-20480-144120-18005-10877-2507,8614-3179-2220-31127-16965-13731-2557-2178,4550-14678-4565-41491-24704-3460-2970-1078,8878-7305-2017-28198-21675-7076-5107-1547,5970-16640-1974-16717-12068-2485-2978-3848,20523-9630-1100-7566-4474-2384-1270-2531,9439-3406-1268-4951-3082-962-779-1378,easy
9248-66117-34036-704172-62337-219288-78037-42604,16460-4073-20480-144120-18005-10877-2507-16400,3179-2220-31127-16965-13731-2557-2178-4125,14678-4565-41491-24704-3460-2970-1078-6918,7305-2017-28198-21675-7076-5107-1547-3282,16640-1974-16717-12068-2485-2978-3848-3999,9630-1100-7566-4474-2384-1270-2531-3710,3406-1268-4951-3082-962-779-1378-1710,easy
66117-34036-704172-62337-219288-78037-42604-120752,4073-20480-144120-18005-10877-2507-16400-39928,2220-31127-16965-13731-2557-2178-4125-4288,4565-41491-24704-3460-2970-1078-6918-4785,2017-28198-21675-7076-5107-1547-3282-6001,1974-16717-12068-2485-2978-3848-3999-4429,1100-7566-4474-2384-1270-2531-3710-1387,1268-4951-3082-962-779-1378-1710-994,easy
34036-704172-62337-219288-78037-42604-120752-113858,20480-144120-18005-10877-2507-16400-39928-23449,31127-16965-13731-2557-2178-4125-4288-20719,41491-24704-3460-2970-1078-6918-4785-6335,28198-21675-7076-5107-1547-3282-6001-7356,16717-12068-2485-2978-3848-3999-4429-4816,7566-4474-2384-1270-2531-3710-1387-2406,4951-3082-962-779-1378-1710-994-1040,easy
704172-62337-219288-78037-42604-120752-113858-205935,144120-18005-10877-2507-16400-39928-23449-17860,16965-13731-2557-2178-4125-4288-20719-3466,24704-3460-2970-1078-6918-4785-6335-3742,21675-7076-5107-1547-3282-6001-7356-2950,12068-2485-2978-3848-3999-4429-4816-3350,4474-2384-1270-2531-3710-1387-2406-998,3082-962-779-1378-1710-994-1040-1870,easy
62337-219288-78037-42604-120752-113858-205935-46500,18005-10877-2507-16400-39928-23449-17860-10937,13731-2557-2178-4125-4288-20719-3466-6983,3460-2970-1078-6918-4785-6335-3742-4245,7076-5107-1547-3282-6001-7356-2950-3883,2485-2978-3848-3999-4429-4816-3350-4848,2384-1270-2531-3710-1387-2406-998-2042,962-779-1378-1710-994-1040-1870-1728,easy
219288-78037-42604-120752-113858-205935-46500-33245,10877-2507-16400-39928-23449-17860-10937-23928,2557-2178-4125-4288-20719-3466-6983-639,2970-1078-6918-4785-6335-3742-4245-1476,5107-1547-3282-6001-7356-2950-3883-1390,2978-3848-3999-4429-4816-3350-4848-2434,1270-2531-3710-1387-2406-998-2042-2667,779-1378-1710-994-1040-1870-1728-1811,hard
78037-42604-120752-113858-205935-46500-33245-271582,2507-16400-39928-23449-17860-10937-23928-13700,2178-4125-4288-20719-3466-6983-639-2774,1078-6918-4785-6335-3742-4245-1476-3366,1547-3282-6001-7356-2950-3883-1390-1878,3848-3999-4429-4816-3350-4848-2434-3772,2531-3710-1387-2406-998-2042-2667-2415,1378-1710-994-1040-1870-1728-1811-1251,easy
42604-120752-113858-205935-46500-33245-271582-118194,16400-39928-23449-17860-10937-23928-13700-13560,4125-4288-20719-3466-6983-639-2774-2665,6918-4785-6335-3742-4245-1476-3366-4112,3282-6001-7356-2950-3883-1390-1878-7979,3999-4429-4816-3350-4848-2434-3772-1525,3710-1387-2406-998-2042-2667-2415-2884,1710-994-1040-1870-1728-1811-1251-1382,easy
